sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
18,18,A02,전진,저 사람이 왜 여기에 있는 거지? — 결승전 경기가 열리는 모비딕 앞에 스쿠터가 멈춰 서자 뒤에 타고 있던 석원이 내리며 헬멧을 벗었다.,5,5,8,3,3,2,2,4,전진: ‘저 사람이 왜 여기에 있는 거지?’ 이 자리에 있을 거라곤 전혀 예상치도 못한 인물의 등장이었다.
19,19,A02,전진,아마 그리 오래 걸리진 않을 거예요. — 오전 수업을 끝낸 석원은 자전거를 타고 강의동에서 약간 떨어진 곳에 위치한 서점에 도착했다.,5,5,6,3,3,2,2,4,전진: 입가에 미소를 띤 석원이 맨해튼의 풍경을 감상하는 동안 정체로 인해 멈춰 있던 차가 다시 천천히 움직이기 시작했다.
20,20,A02,압박,만약 NCR이 인수합병된다면 어떻겠어요. — 정체 속에 가다서다를 반복하다가 일행이 도착한 곳은 맨해튼 남단에 위치한 원 뉴욕 플라자(One New York Plaza)였다.,5,6,6,3,3,2,2,4,압박: “말씀대로 두 회사 사이에 큰 거래가 진행되고 있는 것이 분명하군요.”
21,21,A02,압박,벌써부터 손이 근질근질해지는 것 같군요. — AT&T와 NCR의 M&A라는 생각지도 못한 빅딜에 방 안 공기가 뜨겁게 달아올랐다.,5,5,6,3,3,2,2,4,압박: “이번 투자로 앤드루의 실력을 확인해 볼 수 있겠어.”
22,22,A02,압박,처음 들어보는 이름인데. 나만 그런가. — 뉴욕에서 일주일 동안 필요한 일들을 하고 돌아온 석원은 다시 학교생활을 이어갔다.,5,6,6,3,3,2,2,4,압박: 메이어 회장은 결국 3연임을 위해 무리수라는 걸 알면서도 NCR 인수를 그대로 강행하기로 했다.
23,23,A02,전환,"뭐 그것도 나쁘진 않지. — 이틀 뒤, 뉴욕 맨해튼 원 뉴욕 플라자(One New York Plaza) 31층.",5,6,7,3,3,2,2,4,전환: “어?” [대흥그룹 태산 증권 인수!]
24,24,A02,전환,자네 올해 졸업 학년이지? — [대흥그룹 태산 증권 인수!,5,6,7,3,3,2,2,4,전환: “혹시 내 밑에서 박사 과정을 밟을 생각이 있나?” “……!”
25,25,A02,보상,큰 도움은 안 되겠지만 최선을 다하겠습니다. — 전혀 생각지도 못한 제안에 석원은 얼떨떨한 표정을 감추지 못했다.,5,5,6,3,3,2,2,4,"보상: ‘뭐, 본인이 싫으면 싫다고 하겠지.’ 박태홍 회장은 사진에서 눈을 떼면서 아내의 말을 가볍게 흘렸다."
26,26,A02,여진/다음 훅,홀가분하게 연말을 보낼 수 있겠네. — 보스턴 로건 국제공항(Boston Logan International Airport).,5,5,6,3,3,2,2,4,"여진/다음 훅: 반복합니다, 8번 게이트에서…….] “자, 그럼 가볼까.” 이제 드디어 한국으로 돌아갈 시간이었다."
27,27,A03,도입,"정말 집에 돌아왔구나. — [승객 여러분, 우리 비행기는 곧 김포공항에 도착하겠습니다.",5,5,6,3,3,2,2,4,도입: “정말 집에 돌아왔구나.”
28,28,A03,약속,반가워요. 회장님께 이야기 많이 들었어요. — 평일 오전이라 한적한 워커힐 호텔 실내 수영장에 물살을 가르는 소리가 울려 퍼졌다.,5,5,8,3,3,2,2,4,약속: ‘아니 저 사람이 왜 여기에 있는 거지?’
29,29,A03,약속,나한테 거래를 제안할 줄도 알고 제법이야. — 아버지가 소개를 해주기 전에 석원은 머리를 단정하게 빗어넘긴 점잖은 인상의 중년인이 누군지 바로 알아차렸다.,5,5,6,3,3,2,2,4,약속: 아직 어린 줄 알았는데 나한테 거래를 제안할 줄도 알고 제법이야.”
30,30,A03,전진,회사에 무슨 일이라도 생겼나……. — 대화를 끝내고 방으로 올라온 석원은 살짝 눈가를 찡그리며 앓는 소리를 내뱉었다.,5,5,6,3,3,2,2,4,전진: “나중에도 크게 달라지진 않지만 이때는 기업들이 더 정권의 눈치를 볼 시기니까.
31,31,A03,전진,대물이라니…… 설마……. — 얼마나 굶었는지 어미 고양이는 사료를 두 그릇이나 게눈감추듯 먹어 치웠다.,5,5,7,3,3,2,2,4,전진: “전임 대통령 둘이라면 대물이라고 부르기에 충분하지 않겠어요?” 태연하게 말하는 석원과 달리 다른 세 사람의 얼굴은 핏기가 싹 사라진 채로 경악에 가득 찼다.
32,32,A03,전진,아무런 준비 없이 날벼락을 맞는 것보단 낫겠지. — 너무나도 큰 충격에 서재 안은 무거운 침묵이 감돌았다.,5,5,6,3,3,2,2,4,전진: 책임이 아예 없다고는 할 수 없지.’ 앞으로 연이어 벌어질 대형 재난들을 떠올린 석원의 얼굴에 그늘이 짙게 드리워졌다.
33,33,A03,전진,파티를 연다는데 안 갈 이유가 없지 않겠어요. — 하늘 높이 솟아 있는 마천루들이 즐비하게 늘어선 맨해튼 한쪽.,5,5,6,3,3,2,2,4,전진: “판을 깔아놨으니 제대로 즐겨보자고요.” 석원은 손에 쥔 찻잔이 샴페인으로 바뀔 날을 기대하며 커피를 단숨에 꿀꺽 삼켰다.
34,34,A03,압박,이 양반이 아직도 포기를 못 했나. — 매사추세츠주 케임브리지.,5,5,6,3,3,2,2,4,압박: 석원은 그 뒤로도 한참 동안 연구실 소파에 앉아 프랭크 교수와 논문에 관한 심도 깊은 대화를 나눴다.
35,35,A03,압박,역시 개똥도 쓸모가 있다더니! — 아침부터 날씨가 잔뜩 흐려 있더니 프랭크 교수의 연구실을 나와 기숙사로 돌아가려고 하자 하늘에서 눈이 조금씩 내리기 시작했다.,5,5,6,3,3,2,2,4,압박: 다만 얼굴이 매우 잘 생기고 사람을 끌어당기는 매력이 있어서 앞으로도 친하게 잘 지냈으면 좋겠다 싶은 정도였는데 난데없이 거금을 기부금으로 냈다고 하니 뭐가 어찌 된 건지 당황스러웠다.
36,36,A03,압박,이걸로 홈런을 쳤다고 하면 안 되지. — 지겨운 겨울이 지나가고 따뜻한 봄기운이 찾아온 하버드 대학교 캠퍼스는 학기 시작과 함께 돌아온 학생들로 다시 북적이며 활기가 넘쳤다.,5,5,6,3,3,2,2,4,압박: 석원은 짙게 웃으며 맥주를 꿀꺽 들이마셨다.
37,37,A03,전환,"이번에 놈들을 솎아내지 못한다면 다시는 기회가 없을 거야. — 이른 아침, 청와대 본관 앞에 검은색 그랜저 한 대가 멈춰 섰다.",5,5,6,3,3,2,2,4,전환: 이번에 하나회 놈들을 솎아내지 못한다면 다시는 기회가 없을 거야.”
38,38,A03,전환,"새로 만들었다는 헤지펀드 이름이 뭐예요? — 서울 마포구, 대흥그룹 본사.",5,5,7,3,3,2,2,4,전환: “새로 만들었다는 헤지펀드 이름이 뭐예요?” [롱텀캐피털매니지먼트입니다.] 대답을 듣자마자 석원은 자신도 모르게 들고 있던 핸드폰을 꽉 움켜쥐었다.
39,39,A03,보상,그래. 기회는 항상 위기와 함께 오는 거지. — 롱텀 캐피탈 매니지먼트(Long-Term Capital Management) 줄여서 흔히 LTCM이라고 불렀던 헤지펀드는 석원도 익히 잘 알고 있는 곳이었다.,6,5,6,3,3,2,2,4,보상: 기회는 항상 위기와 함께 오는 거지.”
40,40,A03,여진/다음 훅,"더 높은 수익률을 올릴 수 있는데 굳이 다른 곳에 돈을 묶어 놓을 이유가 없죠. — 일주일 뒤, 뉴욕 맨해튼.",5,6,7,3,3,2,2,4,"여진/다음 훅: 설마 하면서도 이번에도 혹시, 하는 기대감이 스멀스멀 피어오른 랜든은 자신에 찬 표정을 짓고 있는 석원을 멍하니 바라봤다."
41,41,A04,도입,"두 사람도 주식을 좀 사 두는 게 어때요. — 원 뉴욕 플라자 건물 31층, 커다란 통유리창 너머로 확 트인 이스트강 전경이 내려다보이는 대표실 소파에 석원을 가운데 두고 랜든과 앤드루가 마주 보며 앉아 있었다.",5,5,6,3,3,2,2,4,도입: 뒷머리를 긁적인 석원은 프랭크 교수의 칭찬에 좋아 넘어가기 직전인 부모님을 보며 그냥 모르는 척 어색한 미소를 지으며 서 있었다.
42,42,A04,약속,"우리 구면이죠. — 일주일 뒤, 서울 여의도 증권가.",5,5,6,3,3,2,2,4,약속: 예…….” 최호근은 울상을 지으며 석원의 크고 단단한 손을 맞잡았다.
43,43,A04,약속,남은 것들은 다른 친구들한테 양보하도록 하죠. — “다녀왔습니다.” 현관문을 열고 석원이 집 안으로 들어서자 군산댁과 함께 나와 있던 조덕례 여사가 웃는 얼굴로 그를 맞이했다.,5,5,6,3,3,2,2,4,"약속: [하하, 알겠습니다.]"
44,44,A04,전진,우리는 시장을 매도할 거예요. — 따로 마련된 개인 사무실 책상에 앉아 서류를 읽고 있던 석원은 노크 소리에 고개를 들며 말했다.,5,5,6,3,3,2,2,4,전진: ‘그냥 낙하산이 아니라 폭탄 달고 온 낙하산이잖아 이거!’ 최호근 과장은 속으로 이마를 팍팍 치면서 소리 없이 절규했다.
45,45,A04,전진,금융실명제 정도면 꽤 큰 충격이 되지 않겠어요. — 호리호리한 체격의 고영일 대흥증권 이사가 굳은 얼굴로 복도를 지나 10층에 있는 대표실로 들어갔다.,5,5,6,3,3,2,2,4,전진: “금융실명제 정도면 꽤 큰 충격이 되지 않겠어요.” “!”
46,46,A04,전진,한 번은 우연일지 몰라도 두 번이나 맞추는 건 실력이야. — 박태홍 회장이 부릅뜬 눈으로 그를 쳐다보며 되물었다.,5,5,6,3,3,2,2,4,전진: “녀석이 이번엔 어떤 식으로 놀라게 해줄지 기대되는군.”
47,47,A04,전진,"결국 올 것이 왔군. — 일주일 뒤, 여의도 대흥 증권 본사.",5,5,6,3,3,2,2,4,전진: “결국 올 것이 왔군.” 나직이 중얼거린 박태홍 회장은 허벅지 위에 올린 손을 꽉 움켜쥐었다.
48,48,A04,전진,저 지옥에 안 들어가 있는 걸 다행인 줄 알아. — 높다란 빌딩들이 늘어선 도시 뒤편 골목길.,5,5,6,3,3,2,2,4,전진: 그렇게 알고 다들 준비하고 있어요.” “……!” 뜻밖의 지시에 최호근 과장과 팀원들은 깜짝 놀라 휘둥그레진 눈으로 그를 쳐다봤다.
49,49,A04,전진,그런 게 어딨어! 빨리 팔아달라고! — 다들 당혹감을 감추지 못하는 가운데 최호근 과장이 석원의 눈치를 살피며 입을 열었다.,5,5,6,3,3,2,2,4,전진: 거기에 하한가를 기록한 종목이 917개에 이르며 말 그대로 최악의 하루를 보냈다.
50,50,A04,압박,팀장님이 다 생각이 있으시겠지. — 하루가 지났지만 금융실명제 실행의 충격을 이겨내지 못하고 증시는 끝없는 추락을 계속 이어갔다.,5,5,6,3,3,2,2,4,압박: “오늘은 돼지 대신 소고기로 가자!” “좋아요!” “이거 오랜만에 배에 제대로 기름칠을 하겠는걸.” “저도 찬성입니다.” 팀원들은 잠시 걱정을 잊고 서둘러 업무를 마무리했다.
51,51,A04,압박,녀석. 하여튼 물건이란 말이야. — 여의도 대흥증권 본사.,5,5,6,3,3,2,2,4,압박: 하여튼 물건이란 말이야.” 박태홍 회장은 그렇게 말하며 흐뭇한 표정을 지었다.
52,52,A04,압박,"4팀 팀원들은 아주 좋겠구만. — 월요일 아침, 대흥그룹 본사 로비.",5,5,6,3,3,2,2,4,압박: ‘아니라고 하지만 금융실명제 실행을 미리 알고 움직인 게 틀림없어.’
53,53,A04,전환,지금 내 앞에서 배짱을 부리는 거냐? — 먼저 사장실을 나온 석원은 사무실로 돌아가기 위해 엘리베이터를 타고 5층 버튼을 눌렀다.,5,5,6,3,3,2,2,4,전환: 볼수록 난 놈이라니까.” 석원이 주고 간 서류철을 다시 펼쳐서 내용을 꼼꼼히 살피는 박태홍 회장의 얼굴에 흡족한 미소가 가득 흘러넘쳤다.
54,54,A04,전환,이건 무조건 잡아야지. — 방으로 올라온 석원은 조금 전 서재에서 아버지와 나눈 대화를 떠올리며 혼잣말을 중얼거렸다.,5,5,6,3,3,2,2,4,전환: “우선 톰 하퍼의 마음을 확실히 사로잡아야 되겠지.” 어떻게 하면 톰 하퍼의 마음을 사로잡아 투자를 받게 만들 수 있을지 그는 골똘히 고심했다.
55,55,A04,전환,"팀장님이 수표를 잘못 넣으신 건 아니겠죠? — 다음날 오전, 대흥증권 본사 트레이딩 사무실.",5,5,6,3,3,2,2,4,전환: “근무 시간 중이고 다른 직원들도 있으니까 너무 시끄럽게 떠들지 마.” “예에.” “알겠습니다.” 하지만 팀원들에게 주의를 주는 최호근 과장도 자꾸만 위로 올라가는 입꼬리를 감추진 못했다.
56,56,A04,보상,오늘이 내 인생 최고의 날이야. — 한여름 뜨거운 햇살이 쏟아지는 팔로알토 시내 한 카페 야외 테이블.,5,5,6,3,3,2,2,4,보상: “오늘이 내 인생 최고의 날이야.” “나 역시 마찬가지야.”
57,57,A04,보상,글쎄. 그건 두고 보면 알겠죠. — 석원은 묵고 있는 호텔 비즈니스 미팅룸에서 톰 하퍼를 다시 만났다.,5,5,6,3,3,2,2,4,보상: ‘절대 그럴 리가 없지.’
58,58,A04,여진/다음 훅,아주 멋진 피날레가 되겠군요. — 쭉 뻗은 도로를 한참 달려간 리무진은 샌프란시스코 남쪽에 위치한 국제공항에 도착했다.,5,5,6,3,3,2,2,4,"여진/다음 훅: “파티를 마무리 짓는 마지막 댄스 타임인만큼 화끈하게 즐기는 거예요.” “후후, 말씀대로 피니쉬를 멋지게 장식하도록 하겠습니다.” “아주 멋진 피날레가 되겠군요.” 앤드루와 랜든의 얼굴에 기대감이 물씬 피어올랐다."
59,59,A05,도입,무슨 의도로 저희 주식을 계속 매집하는 겁니까. — 서울 마포 대흥그룹 본사 회장실.,5,5,6,3,3,2,2,4,도입: “무슨 의도로 저희 주식을 계속 매집하는 겁니까.”
60,60,A05,약속,방해가 된다면 그때는 깨끗하게 치워 버려야겠죠. — 뚫어질 듯 쳐다보는 드류 에반스의 시선을 받으며 석원은 여유 가득한 태도로 말했다.,5,5,6,3,3,2,2,4,약속: “그러지 않길 바라지만 방해가 된다면 그때는 깨끗하게 치워 버려야겠죠.” 차가운 목소리에 랜든은 자신도 모르게 마른침을 꿀꺽 삼켰다.
61,61,A05,약속,이제 존버만 하면 되겠네. — 주말이라 편하게 면바지에 반 팔 폴로 티셔츠를 입은 박태홍 회장은 서재 소파에 혼자 앉아 평소 아끼는 난초 잎을 부드러운 천으로 하나하나 정성 들여 닦아내고 있었다.,5,5,6,3,3,2,2,4,약속: 이제 돈 복사가 되길 기다리면서 존버만 하면 되겠네.”
62,62,A05,전진,별로 소소해 보이지 않는데요. — 미국 뉴어크 리버티 국제공항(Newark Liberty International Airport).,5,5,6,3,3,2,2,4,전진: 머릿속 천칭이 점점 한쪽으로 기우는 것을 느끼며 남은 위스키를 천천히 삼켰다.
63,63,A05,전진,자넨 정말 여러 번 날 놀래키는 군. — 서울 여의도 대흥 증권 본사.,5,5,6,3,3,2,2,4,전진: “정말 대단하다는 말 밖에 안 나오는군.”
64,64,A05,전진,석원이 그 자식 때문에 이게 무슨 꼴이야! — 서울 마포 대흥 그룹 본사 회장실.,5,5,6,3,3,2,2,4,전진: 화가 머리끝까지 차오른 우호근은 새빨개진 얼굴로 이를 부드득 갈면서 애써 분을 삭였다.
65,65,A05,전진,일단은 경고를 해주는 게 맞겠지. — [국내 서른 개 증권사 내년부터 환전 업무 허가 11일 재정경제원은 내년 3월부터 외국환은행과 마찬가지로 국내 서른 개 증권사들도 국내외 주식투자와 관련한 환전업무를 취급할 수 있도록 허가한다고 발표했다.,5,5,6,3,3,2,2,4,전진: “왔냐.” 간단한 안주 몇 개를 두고 술잔을 기울이고 있던 박진형이 고개를 돌려 석원을 쳐다보곤 짧게 말했다.
66,66,A05,전진,긴장의 끈을 풀지 말고 잘 지켜봐. — 윗도리를 벗어 뒤에 있는 여종업원한테 건넨 석원은 비어 있는 맞은편 자리에 앉으며 말했다.,6,6,6,3,3,2,2,4,전진: ‘결국 적대적 인수합병 공격을 피할 수는 없을 것 같네.’ 석원은 목구멍을 타고 넘어가는 짜릿한 감각을 느끼면서 애써 씁쓸한 표정을 감췄다.
67,67,A05,전진,왜 채권 숏을 치고 있는 거지. — 뉴욕 맨해튼 매디슨 애비뉴 555.,5,5,6,3,3,2,2,4,전진: “내년이 되면 월가 전체가 엘도라도 펀드라는 이름을 뇌리에 또렷이 새기게 될 거야.”
68,68,A05,전진,금리 인상을 말씀드리려고 왔습니다. — 1994년 1월 25일 미국 워싱턴 DC.,5,5,6,3,3,2,2,4,전진: 가시죠.” 석원은 작게 머리를 끄덕이곤 리무진 뒷좌석에 랜든과 함께 올라탔다.
69,69,A05,압박,이제 폭풍우가 시작되려나 보네요. — 데이비슨 대통령은 당혹감을 감추지 못한 채 한동안 말없이 먼로 의장을 바라봤다.,5,5,6,3,3,2,2,4,압박: “이제 폭풍우가 시작되려나 보네요.”
70,70,A05,압박,정말 달달하군요. — 대표실을 나와 트레이딩 플로어에 들어서는 순간 후끈 달아오른 뜨거운 열기가 느껴졌다.,5,5,6,3,3,2,2,4,압박: “엔화는 에피타이저에 불과하고 진짜는 채권이지.” 그는 짙은 미소를 입매에 새기며 느긋하게 소파에 몸을 묻었다.
71,71,A05,압박,채권 대학살. — 이른 아침 아직은 추운 날씨에 박태홍 회장이 두꺼운 가디건을 입고 정원으로 나왔다.,5,6,6,3,3,2,2,4,압박: “지금도 패닉 상태인데 정말 예상대로 인플레이션 우려가 강해진다면 채권 시장은 말 그대로 대학살이 벌어지겠군요.” 채권 시장이 쑥대밭이 될수록 엘도라도 펀드의 수익은 더 커졌기에 석원의 미소가 더욱 짙어졌다.
72,72,A05,압박,"그러니까 정신 바짝 차리고 잘 따라와요. — 일주일 뒤, 여의도 대흥 증권 본사.",5,5,6,3,3,2,2,4,압박: 그러면서 석원과 함께 하기로 한 것이 정말 일생일대의 현명한 결정이었다고 다시 한번 스스로를 칭찬했다.
73,73,A05,압박,역시 보통내기가 아니었어. — 속절없이 추락하던 채권 가격은 CPI에 대한 기대감에 폭락을 멈추고 살짝 반등하는 모습을 보였다.,6,5,7,3,3,2,2,4,압박: 어쩌면 회사 문을 닫아야 될지도 몰라.] “……뭐?”
74,74,A05,전환,믿고 맡겨 봐. — 1만 피트 상공을 순항하며 날아가고 있는 걸프스트림 IV 비즈니스 제트기 내부.,5,5,6,3,3,2,2,4,전환: 든든한 아군의 등장에 며칠 동안 속앓이를 하던 것이 조금은 해소되는 기분이었다.
75,75,A05,전환,"얼마면 되겠습니까. — 며칠 뒤, 미국 일리노이주 어바나.",5,5,6,3,3,2,2,4,전환: “얼마면 되겠습니까.”
76,76,A05,전환,기대해도 좋아. — 건물 밖으로 나온 석원과 랜든은 대기하고 있던 리무진 뒷좌석에 올라탔다.,5,5,6,3,3,2,2,4,전환: 어떤 멋진 놈을 만들었을지 벌써부터 궁금해지는걸.” [최소한 모자이크보다는 훨씬 나을 테니까 기대해도 좋아.]
77,77,A05,전환,내가 언제 빈말을 하는 걸 봤어요? — 이른 아침 박태홍 회장이 크흠 하고 헛기침을 하며 주방으로 들어섰다.,5,5,6,3,3,2,2,4,전환: “그렇게 내가 못 미덥다면 직접 보여주는 수밖에.” [대흥 그룹 소유 지분도] 복잡하게 얽힌 대흥 그룹의 지분 상황을 한눈에 보기 좋게 그려놓은 걸 보며 우호근이 입가에 서늘한 미소를 지었다.
78,78,A05,보상,여기서 더 오른다고? — 어슴푸레 해가 지고 있는 저녁.,5,5,6,3,3,2,2,4,보상: 역시 날 닮아서 돈 버는 재주 하나는 타고났다니까.”
79,79,A05,보상,뭐든 말씀만 하십시오. — 서울 여의도 대흥증권 본사.,5,5,6,3,3,2,2,4,보상: “특히 우용갑 회장을 비롯한 오너가 지배 지분율이 얼마나 되고 어떻게 분배되어 있는지 정확히 알아봐 줬으면 좋겠어요.” “……!”
80,80,A05,여진/다음 훅,"SHIP of MIRACLES — 밤 9시가 넘은 시각, 석원이 탄 검은색 BMW 540i가 한남동 본가에 도착했다.",5,6,6,3,3,2,2,4,여진/다음 훅: 하지만 이번에는 그걸 잊지 않고 기억하고 있던 석원이 손을 쓴 덕분에 그런 안타까운 일을 막아낼 수 있었다.
81,81,A06,도입,덕분에 한시름 놓게 됐구나. — 박태홍 회장은 커튼 틈으로 들어와 눈을 찌르는 밝은 햇살에 몸을 이리저리 뒤척이다가 잠에서 깼다.,5,5,6,3,3,2,2,4,도입: 아무튼 덕분에 한시름 놓게 됐구나.” 박태홍 회장은 웃으며 크게 기뻐했다.
82,82,A06,약속,내 생각은 달라요. — 서울 광진구 워커힐 호텔.,5,5,6,3,3,2,2,4,약속: “지금 환율에서 최소 절반은 더 하락할 거예요.” “……!”
83,83,A06,약속,이번에도 레 버리지를 거시는 거겠죠? — 석원의 폭탄 발언에 두 사람 모두 당혹감을 감추지 못했다.,5,5,6,3,3,2,2,4,약속: “당연히 그래야죠.”
84,84,A06,전진,그냥 딱 촉이 오는 걸로 골라봐요. — 같은 시각 종로구 고급 한식당.,5,5,6,3,3,2,2,4,전진: “에이 비행기가 무슨 자동차도 아니고.
85,85,A06,전진,설마 그사이 일이 생기진 않겠지. — 앞에 놓인 커피가 천천히 식어가는 가운데 최호근 과장은 가만히 소파에 앉아 석원을 바라봤다.,5,5,7,3,3,2,2,4,전진: “설마 그사이 일이 생기진 않겠지.” 혼잣말을 중얼거린 박진형 사장은 서류철을 다시 서랍에 집어넣으며 애써 불안감을 지웠다.
86,86,A06,전진,덕분에 큰돈을 벌 수 있으니 나쁠 건 없죠. — 여의도 대흥 증권 본사.,5,5,6,3,3,2,2,4,전진: “이제 곧 진한 피 냄새를 맡고 굶주린 승냥이 떼들이 멕시코로 몰려들겠군.” 석원은 낮게 읊조린 후 점점 어둑해지는 하늘로 시선을 들어 올렸다.
87,87,A06,전진,모자이크보다 더 나은데. — 구름 한 점 없이 맑은 주말 아침.,5,5,6,3,3,2,2,4,전진: 한편 밖에 있던 개발자들은 한참 정신없이 버그 수정을 하고 있다가 갑자기 드는 오한에 몸을 부들 떨었다.
