arc_id,arc_name,start_sequence,end_sequence,start_label,end_label,episode_count,main_characters,main_locations,concrete_premise,central_question,promise,pressure_escalation,mid_turn,concrete_payoff,relationship_change,status_or_ability_change,residual_cost,next_arc_bridge,boundary_signals,confidence
A12,장기 보유와 워싱턴 예산전쟁,193,213,193,213,21,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,이것 좀 보세요. 어머니.에서 또 무슨 사고를 치려고 저러는 거야.까지 이어지는 장기 보유와 워싱턴 예산전쟁,박석원이 장기 보유와 워싱턴 예산전쟁을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ203 그럴듯한 간판을 하나 달고 있어야겠지.,ⓚ213 또 무슨 사고를 치려고 저러는 거야.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,네네. 물론이죠!,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A13,플라자 호텔 자선 내기와 놀런,214,233,214,233,20,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,네네. 물론이죠!에서 두 곳을 제외한 나머지를 전부 처분하려고 해요.까지 이어지는 플라자 호텔 자선 내기와 놀런,박석원이 플라자 호텔 자선 내기와 놀런을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ223 돈을 다 날려 먹으면 판돈으로 건 기부금을 낼 돈이 있을지 모르겠구만.,ⓚ233 두 곳을 제외한 나머지를 전부 처분하려고 해요.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,대흥창업투자가 하는 일이 뭐예요.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A14,대흥창투와 백화점 거래,234,253,234,253,20,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,대흥창업투자가 하는 일이 뭐예요.에서 백화점을 가져가더라도 원하는 걸 얻지 못한다면 어떻게 되겠어요.까지 이어지는 대흥창투와 백화점 거래,박석원이 대흥창투와 백화점 거래을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ243 정치인 입에서 서운하다는 말이 나오는 것만큼 무서운 것도 없지.,ⓚ253 백화점을 가져가더라도 원하는 걸 얻지 못한다면 어떻게 되겠어요.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,어차피 저한테 주실 생각이셨잖아요.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A15,한세그룹 부도 덫,254,273,254,273,20,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,어차피 저한테 주실 생각이셨잖아요.에서 멍청이가 아니라면 알아서 포지션을 청산하겠지.까지 이어지는 한세그룹 부도 덫,박석원이 한세그룹 부도 덫을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ263 다 스스로 쌓은 업보인 걸 어쩌겠어.,ⓚ273 멍청이가 아니라면 알아서 포지션을 청산하겠지.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,무슨 헛소리를 하는 거야! 그럴 리가 없잖아!,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A16,스미모토 구리 조작과 Mr 5%,274,290,274,290,17,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,무슨 헛소리를 하는 거야! 그럴 리가 없잖아!에서 드디어 스티브 놀런이 다시 복귀하는군.까지 이어지는 스미모토 구리 조작과 Mr 5%,박석원이 스미모토 구리 조작과 Mr 5%을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ282 자네 정말 너무한 것 아닌가!,ⓚ290 드디어 스티브 놀런이 다시 복귀하는군.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,절대 해서는 안 된다고 봅니다.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A17,북한 지원·잠수함·뉴욕 원정,291,310,291,310,20,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,절대 해서는 안 된다고 봅니다.에서 이야기가 통하지 않았다면 그건 가져간 돈이 부족해서야까지 이어지는 북한 지원·잠수함·뉴욕 원정,박석원이 북한 지원·잠수함·뉴욕 원정을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ300 그것도 사장님 사비로 지원하실 겁니까.,ⓚ310 이야기가 통하지 않았다면 그건 가져간 돈이 부족해서야,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,내가 너희들 퇴직금을 아주 두둑하게 챙겨줄게,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A18,한세 옵션 연쇄,311,325,311,325,15,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,내가 너희들 퇴직금을 아주 두둑하게 챙겨줄게에서 이런 걸 보고 호미로 막을 걸 가래로 막는다고 하지.까지 이어지는 한세 옵션 연쇄,박석원이 한세 옵션 연쇄을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ318 이게 정말 맞는 겁니까?,ⓚ325 이런 걸 보고 호미로 막을 걸 가래로 막는다고 하지.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,나중에 달러를 많이 써야 할 곳이 있거든요.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A19,아시아 외환위기 준비,326,342,326,342,17,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,나중에 달러를 많이 써야 할 곳이 있거든요.에서 뉴 웨이브(new wave)라고 하는 건 어때요.까지 이어지는 아시아 외환위기 준비,박석원이 아시아 외환위기 준비을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ334 생각지도 못한 한 방을 맞았네요.,ⓚ342 뉴 웨이브(new wave)라고 하는 건 어때요.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,일주일 아니 사흘 안에 투자금을 송금하도록 하마.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A20,홍콩 통화전쟁과 블랙먼데이,343,366,343,366,24,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,일주일 아니 사흘 안에 투자금을 송금하도록 하마.에서 어깨에서 파는 줄 알았는데 이제 보니까 최고점이었네.까지 이어지는 홍콩 통화전쟁과 블랙먼데이,박석원이 홍콩 통화전쟁과 블랙먼데이을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ354 홍콩 당국이 너무 욕심을 부리는 것 같네요.,ⓚ366 어깨에서 파는 줄 알았는데 이제 보니까 최고점이었네.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,일단 최 부장만 알고 미리 대비를 해두도록 해요.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A21,대한민국 IMF 전야,367,384,367,384,18,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,일단 최 부장만 알고 미리 대비를 해두도록 해요.에서 결국 그렇게 되는군요.까지 이어지는 대한민국 IMF 전야,박석원이 대한민국 IMF 전야을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ375 그런 거라면 제가 해결해 드릴 수 있을 것 같네요.,ⓚ384 결국 그렇게 되는군요.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,빨리 팔아달라니까 뭘 하는 거야!,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A22,은행·기업을 사들인 엘도라도,385,410,385,410,26,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,빨리 팔아달라니까 뭘 하는 거야!에서 분명한 건 엘도라도 펀드가 대한민국을 살렸다는 거야.까지 이어지는 은행·기업을 사들인 엘도라도,박석원이 은행·기업을 사들인 엘도라도을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ397 자식 놈이 나보다 낫구만.,ⓚ410 분명한 건 엘도라도 펀드가 대한민국을 살렸다는 거야.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,누구 아들인지 정말 기특해 죽겠구만.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A23,모두넷·금괴·명화 매집,411,430,411,433,20,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,누구 아들인지 정말 기특해 죽겠구만.에서 못 말리는 녀석들 같으니라고.까지 이어지는 모두넷·금괴·명화 매집,박석원이 모두넷·금괴·명화 매집을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ423 누가 금을 낸다고 했어요?,ⓚ433 못 말리는 녀석들 같으니라고.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,지난번에 지시한 대로 일을 시작해요.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A24,방산과 러시아 모라토리엄,431,450,434,453,20,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,지난번에 지시한 대로 일을 시작해요.에서 벌써 내일이 기대되는군.까지 이어지는 방산과 러시아 모라토리엄,박석원이 방산과 러시아 모라토리엄을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ443 사건은 항상 예기치 못한 일로 시작되는 법이지.,ⓚ453 벌써 내일이 기대되는군.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,이번 달을 넘기지 못하고 무너지겠네요.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A25,모스크바 기술 이전,451,464,454,467,14,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,이번 달을 넘기지 못하고 무너지겠네요.에서 함께 하게 된 선물이니까 가지도록 해요까지 이어지는 모스크바 기술 이전,박석원이 모스크바 기술 이전을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ460 모스크바에 오신 걸 환영합니다.,ⓚ467 함께 하게 된 선물이니까 가지도록 해요,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,이제 무섭게 버블이 부풀어 오르기 시작하겠군.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A26,인터넷 버블과 한국 파이어세일,465,483,468,489,19,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,이제 무섭게 버블이 부풀어 오르기 시작하겠군.에서 이런 상황인데도 토지를 매수하시겠습니까?까지 이어지는 인터넷 버블과 한국 파이어세일,박석원이 인터넷 버블과 한국 파이어세일을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ479 당연히 수락해야지! 물어볼 필요가 뭐가 있어.,ⓚ489 이런 상황인데도 토지를 매수하시겠습니까?,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,하마터면 황금 더미를 그냥 놓치고 지나갈 뻔했잖아.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A27,중국 토지·민국생명·조선소,484,503,490,509,20,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,하마터면 황금 더미를 그냥 놓치고 지나갈 뻔했잖아.에서 인터뷰는 여기까지 하도록 하죠.까지 이어지는 중국 토지·민국생명·조선소,박석원이 중국 토지·민국생명·조선소을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ499 정말 건조비가 얼마나 들어도 상관없으신 겁니까.,ⓚ509 인터뷰는 여기까지 하도록 하죠.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,거봐! 이 정도에 무너질 회사가 아니라니까.,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
A28,국내 인수전과 모스크바 후속,504,520,510,533,17,박석원·박태홍·최호근 및 해당 거래 상대,대한민국·미국·일본·중국·러시아 및 거래 현장,거봐! 이 정도에 무너질 회사가 아니라니까.에서 내 이름값이 영향을 끼친 모양이네.까지 이어지는 국내 인수전과 모스크바 후속,박석원이 국내 인수전과 모스크바 후속을 자산과 산업 지배력으로 바꿀 수 있는가,시대 사건을 먼저 읽고 돈·기업·가족·국가적 영향력으로 환전,정보 우위가 자금 노출과 경쟁자·정부의 반격으로 커짐,ⓚ518 곧 모스크바에 피바람이 불겠군,ⓚ533 내 이름값이 영향을 끼친 모양이네.,시험하던 가족·인물·기관이 동맹·고객·경쟁자로 재배치,개인 수익화가 그룹·산업·국가급 결정권으로 확장,커진 이름만큼 가족·기업·국가를 지킬 책임 증가,Y2K,핵심 시대 사건 결산; 주 상대·시장 교체; 비가역 자산·지위 변화,medium
