sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
"11","11화","리턴 에이스 11화","1683","1812","전 화의 멘탈 성찰을 이어 받아 실패를 오래 품으면 수비와 타격까지 슬럼프가 번진다는 교훈을 정리한다.","화려한 장면은 구체 기록과 약점 진단으로 장기 성장의 재료가 된다.","미국으로 가기 전 자신의 구위·제구·상대별 취약점을 확정한다.","29경기 ERA 1.67, 48.1이닝 44탈삼진 10볼넷, WHIP 0.89를 남기고 분석한다.","몸쪽 승부와 좌타자 상대가 미흡하고 필립 모리스 및 팀과 헤어져야 한다.","성공적인 현지 마무리와 함께 탬파베이가 주혁을 AA 몽고메리 훈련으로 보낸다.","프로에서 통하는 성적, 속도 조절의 확신, 구체적인 다음 보완 과제를 얻는다.","목표·상황","겨울리그 시험생에서 탬파베이 조직이 본격 육성할 상위 레벨 자원으로 이동한다.","플로리다 땅을 밟아 새 투구 원칙을 세운 주혁 앞에 젊어진 부모가 나타난다.","베네수엘라 실전 검증은 48.1이닝 1점대 ERA라는 시즌 기록으로 닫힌다.","부모와 다시 만난 관계, 미국에서 변화구를 보완해 25인 로스터에 버틸 길이 열린다.","RA-002","high"
"12","12화","리턴 에이스 12화","1813","1991","주혁은 노쇠하기 전의 밝은 부모와 고급 레스토랑에서 식사하며 그들의 낯선 미국 적응을 돕는다.","야구 성공만이 아니라 과거에 놓친 가족 관계도 회귀의 장기 보상이 된다.","부모에게 안심을 주고 AA 몽고메리에서 새 훈련을 시작한다.","과거의 정서적 거리를 반성하고 더 넓은 삶을 약속한 뒤 몽고메리 비스킷스에 합류한다.","가족에게 회귀 사실을 말할 수 없고 곧 다시 긴 이별을 해야 한다.","가족 식탁의 화해에서 미국 구단 시설의 경쟁 환경으로 무대가 바뀐다.","부모와의 첫 관계 회복, AA 훈련 기회, 안정된 심리적 기반을 얻는다.","신체·가용성·능력·기량·관계","홀로 성공을 좇던 과거의 선수에서 가족을 의식하는 신인으로 달라진다.","부모를 배웅한 주혁이 더블A 몽고메리 훈련장에 들어선다.","회귀 뒤 부모와 다시 정을 나눌 수 있는가는 식사·포옹·대화로 닫힌다.","몽고메리에서 만날 지도자, 부족한 변화구, 가족과 다시 벌어지는 물리적 거리가 열린다.","RA-003","high"
"13","13화","리턴 에이스 13화","1992","2170","몽고메리 훈련장에서 주혁은 전생의 은인인 투수코치 필 브랫과 처음 만나는 척 악수한다.","과거의 은인이 이번에는 망가진 뒤가 아니라 망가지기 전에 주혁의 투구를 바꾼다.","약한 슬라이더·커브를 대신해 건강과 선발 생존에 유리한 결정구를 만든다.","필의 지도 아래 팔 부담이 적고 과거 자신의 주무기였던 체인지업을 택한다.","현재 몸에는 익숙하지 않아 구속·낙폭·패스트볼과의 터널링을 새로 맞춰야 한다.","구위 욕심보다 어깨 보존을 우선해 슬라이더 집착을 버린다.","이미 머리와 손끝에 경험이 남은 체인지업이라는 빠른 성장 경로를 확보한다.","능력·기량·팀·보직·커리어·경기·기록","패스트볼 단일 투수에서 건강한 두 구종 선발 후보로 발전하기 시작한다.","주혁은 패스트볼처럼 오다가 가라앉는 체인지업을 이번 생의 건강한 무기로 택한다.","어떤 변화구를 우선 배울지는 필 브랫의 체인지업으로 닫힌다.","젊은 몸에서 그립과 릴리스를 얼마나 빨리 재현할지, 필과의 재구축된 사제 관계가 열린다.","RA-003","high"
"14","14화","리턴 에이스 14화","2171","2329","체인지업의 타이밍 교란 원리와, 과거 주혁이 더 빠른 슬라이더를 택했던 이유를 이어 설명한다.","전생의 기술 기억이 올바른 코칭과 만나면 성장 시간을 압축한다.","체인지업을 실전급으로 만들고 스프링캠프 초청을 따낸다.","2개월 반 동안 필 브랫과 반복 훈련하며 패스트볼과 같은 팔 스윙을 완성한다.","커브는 여전히 밋밋하고 빠른 성장은 주변의 경계와 더 높은 기대를 부른다.","필이 자기 자신을 믿으라는 조언을 남기고 주혁은 탬파 캠프로 이동한다.","고속 체인지업과 스프링캠프 초청, 선발 경쟁에 필요한 두 번째 무기를 얻는다.","능력·기량·팀·보직·커리어","AA 훈련생에서 메이저리그 캠프가 직접 확인할 초청 선수로 올라선다.","탬파의 빈 홈구장에서 예상하지 못한 필립 모리스가 주혁을 부른다.","체인지업을 실전 후보 구종으로 만들 수 있는가는 두 달 반의 제구·터널링 숙련으로 닫힌다.","필립이 왜 스프링캠프에 왔는지, 달라진 미래와 5선발 경쟁이 열린다.","RA-003","high"
"15","15화","리턴 에이스 15화","2330","2494","주혁은 전생에는 마이너리그에서 만난 필립이 이번에는 스프링캠프 초청을 받은 사실에 미래가 이미 달라졌음을 느낀다.","회귀자가 움직일수록 주변 인물의 경로도 바뀌어 미래 지식의 안전망은 약해진다.","필립과 관계를 다시 잇고 바뀐 미래 속에서도 캠프 기회를 잡는다.","서로 반갑게 교류하고 조 매든 감독의 접근을 받으며 훈련에 들어간다.","경기 결과 기억이 사라진 데다 필립의 경로까지 변해 예측 가능성이 낮아진다.","주혁은 과거 재현이 아니라 매 선택으로 새 미래를 만든다는 사실을 체감한다.","가장 소중했던 친구를 일찍 곁에 두고 메이저리그 감독에게 직접 평가받는다.","지위·명예·관계","기억에 의존하는 회귀자에서 현재의 사람과 선택을 기준으로 움직이는 선수로 바뀐다.","조 매든과 마주한 뒤, 약체 탬파를 기적으로 바꾼 그의 과거가 길게 제시되며 이번 면담의 무게를 높인다.","필립과 다시 만나는 시점은 같은 캠프의 초청 선수로 앞당겨졌음이 확인된다.","조 매든이 주혁을 어떻게 평가할지, 필립의 달라진 경로, 회귀 비밀 노출 위험이 열린다.","RA-003","high"
"16","16화","리턴 에이스 16화","2495","2635","탬파가 이름·데이터 운영·조 매든의 지도력으로 약체를 벗어난 역사를 이어 받아 감독의 판단 기준을 세운다.","터무니없어 보이는 장기 포부를 구체적인 로스터 공백과 단기 경쟁으로 연결한다.","2010시즌 안에 탬파베이 선발 로테이션에 들어간다.","즉시 선발을 원한다고 말하고, 제프 니만의 부상·수술로 열린 5선발 경쟁을 파악한다.","주 경쟁자 마르코스 페레이라는 AAA 경험과 조직 내 우선순위를 갖고 있다.","매든이 시범경기 선발 기회를 암시하며 목표가 선언에서 실제 경쟁으로 바뀐다.","5선발 자리를 직접 겨룰 수 있는 공식적인 시험 기회를 얻는다.","팀·보직·커리어","초청 유망주에서 메이저리그 개막 로스터의 잠재 경쟁자로 격상된다.","주혁은 미래가 달라질 수 있음을 알면서도 마르코스 페레이라보다 눈에 띄어야 한다고 판단한다.","캠프에서 노릴 보직은 당해 5선발로 구체화된다.","페레이라와의 경쟁, 니만 공백을 누가 차지할지, 코칭스태프 앞 첫 시험이 열린다.","RA-003","high"
"17","17화","리턴 에이스 17화","2636","2799","주혁은 반드시 올 선발 기회에서 페레이라보다 더 강한 인상을 남기겠다고 다짐한다.","투수 경쟁 중에도 타격 능력이 별도의 로스터 가치를 만든다.","애런 루이스의 요구에 맞춰 투구를 안정시키고 숨겨둔 타격도 증명한다.","청백전 피칭을 소화한 뒤 조 매든이 데려간 타격 훈련에서 베테랑 같은 스윙을 보인다.","변화구 완성도가 낮아 선발로서 세 번째 선택지가 부족하다.","투수 평가 자리였던 캠프에서 코칭스태프가 주혁의 타격을 본격 자산으로 보기 시작한다.","선발 후보에 더해 대타·지명타자 가능성까지 로스터 활용 폭이 커진다.","능력·기량·팀·보직·커리어","두 구종 투수 경쟁자에서 투타 양쪽으로 계산 가능한 특이 자원으로 바뀐다.","동료들이 주혁이 홈런 친 투수가 텍사스의 고액 마무리 호르헤 페르난데스였음을 안다.","캠프 코치와 선수들이 주혁의 타격을 알아보는가는 프리배팅과 필립의 증언으로 닫힌다.","실제 시범경기 투구, 커브 약점, 투타 재능이 로스터 결정에 미칠 영향이 열린다.","RA-003","high"
"18","18화","리턴 에이스 18화","2800","2929","동료들은 페르난데스가 윈터리그에서 허용한 유일한 피홈런이 주혁의 타구였음을 확인한다.","양키스전 첫 시범 등판에서 소문난 100마일 대신 92·93마일로 시작한 이유를 다음 화의 완급 승부에 건다.","데이비드 프라이스가 3이닝 4실점한 뒤 올라 첫 메이저리그 캠프 실전에서 자기 공을 시험한다.","윤주혁은 양키스전 구원으로 등판해 첫 포심을 92마일, 두 번째 포심을 93마일로 던지고 두 번째 공은 파울을 만든다.","팬들은 100마일 신인을 기대했으나 낮은 초반 구속에 웅성거리고, 양키스 타자는 곧바로 타이밍을 맞추려 한다.","기대와 다른 두 개의 저속 포심이 첫 등판의 초점을 구속 부족인지 의도된 완급인지로 바꾼다.","메이저리그 타자를 상대로 첫 두 공을 던질 실전 기회만 지급되며 96·100마일과 삼진은 아직 나오지 않는다.","목표·상황","초청 투수가 실제 시범경기 마운드에 올랐지만 소문난 강속구의 진위와 완급 조절 능력은 열린 상태다.","‘100마일 신인’이 첫 두 공을 92·93마일로 던지자 팬들이 웅성거린다.","페르난데스 홈런의 상대와 희소성은 그의 유일한 피홈런이라는 사실로 닫힌다.","낮은 초반 구속의 의도, 양키스 타자 상대 체인지업·완급 효과, 첫 시범 등판 결과가 열린다.","RA-003","high"
"19","19화","리턴 에이스 19화","2930","3106","팬들은 주혁의 평균 구속이 92마일뿐인지, 몸이 아픈 것인지 의심한다.","선발 경기 운영과 직접 타석까지 한 경기 안에서 검증한다.","존 제이소와 세운 계획대로 긴 이닝을 효율적으로 막고 5선발 경쟁을 뒤집는다.","4회까지 퍼펙트와 6탈삼진을 만들고, 첫 타석 몸맞는공 뒤 두 번째 타석에 들어선다.","마르코스 페레이라도 좋은 성적을 내고 있어 단순 호투만으로는 우위를 보장받기 어렵다.","투수로 이미 압도한 상황에서 96마일 바깥쪽 공을 읽고 장타 스윙을 건다.","완급·제구·이닝 운영이 모두 선발급임을 코칭스태프에게 증명한다.","능력·기량·팀·보직·커리어","불펜에서 빛난 신인에서 경기 전체를 설계하는 선발 후보로 진입한다.","4회까지 퍼펙트인 주혁이 두 번째 타석에서 힘껏 치면 멀리 갈 96마일 바깥 공을 읽는다.","느린 초반 포심이 약점인가라는 의문은 체인지업과 100마일을 잇는 완급으로 닫힌다.","두 번째 타석의 타구, 첫 선발 최종 기록, 페레이라와의 로스터 경쟁이 열린다.","RA-003","high"
"20","20화","리턴 에이스 20화","3107","3266","주혁은 피츠버그 투수가 자신을 얕보고 던진 96마일 바깥 공을 힘껏 밀어 칠 수 있다고 판단한다.","투수의 호투와 타자의 장타가 같은 경기에서 로스터 가치를 배가한다.","피츠버그전 선발을 완성하고 다음 시험 기회를 확보한다.","5이닝 무실점 7탈삼진 1피안타를 기록하고 타석에서는 홈런을 남긴다.","한 경기의 센세이션이 장기 선발 능력이나 건강을 보장하지는 않는다.","언론이 투타 재능을 동시에 조명하고 매든이 추가 선발 기회를 준다.","시범경기 승리, 전국적 화제, 5선발 경쟁에서의 결정적 우위를 얻는다.","신체·가용성·팀·보직·커리어·경기·기록","선발 후보 중 한 명에서 탬파베이 캠프의 중심 화제로 부상한다.","조 매든이 웨이드 데이비스의 공백을 대비할 다음 선발로 주혁을 직접 지명한다.","첫 시범 선발과 미완의 타구는 464피트 홈런·5이닝 무실점으로 닫힌다.","추가 선발에서 성과를 재현할지, 데이비스 부상 공백과 최종 로스터 결정이 열린다.","RA-003","high"
"21","21화","리턴 에이스 21화","3267","3461","필라델피아 캠프 구장에서 주혁은 웨이드 데이비스 대신 두 번째 시범 선발 기회를 맞는다.","상대의 도발을 폭력 대신 마운드와 타석의 결과로 되갚는다.","강한 필라델피아 타선을 막고 제이크의 기세를 꺾는다.","제이크에게 2루타를 친 뒤 침 뱉는 도발을 받고, 그를 세 번 연속 체인지업으로 헛스윙시킨다.","제이크의 공개적 모욕과 팀 간 긴장, 선발 경쟁의 마지막 압박이 겹친다.","감정적으로 몸쪽 승부를 하지 않고 같은 변화구를 반복해 상대의 자존심을 무너뜨린다.","타격과 투구 양쪽에서 제이크를 이기고 일본인 투수 이시카와 테츠야의 감탄을 얻는다.","능력·기량","재능만 강한 신인에서 도발에도 계산을 유지하는 노련한 경쟁자로 인식된다.","이시카와가 제이크의 분노 원인과 주혁의 대응을 알고 있다는 관찰 장면에서 끊긴다.","제이크의 도발에 흔들릴지는 투타 양쪽의 냉정한 우위로 닫힌다.","이시카와가 본 침 뱉기 전말, 캠프 최종 성적과 25인 로스터가 열린다.","RA-003","high"
"22","22화","리턴 에이스 22화","3462","3596","이시카와는 3회에 제이크가 주혁을 향해 침을 뱉고도 주혁이 곧바로 폭력적으로 반응하지 않은 장면을 되짚는다.","긴 캠프 경쟁의 결과가 숫자와 로스터 결정으로 결산된다.","보스턴전 마지막 선발까지 안정적으로 마치고 25인 로스터에 든다.","마지막 시범경기를 소화해 전체 7경기 21.1이닝 무실점 26탈삼진, 2승을 기록한다.","마이너 경험이 전혀 없는 신인을 바로 올리는 결정에는 구단 안팎의 우려가 따른다.","조 매든과 코칭스태프가 성적·멘탈·투타 활용도를 근거로 주혁을 개막 로스터에 포함한다.","마이너리그를 거치지 않고 메이저리그 25인 로스터에 진입한다.","팀·보직·커리어","스프링캠프 초청 선수에서 정식 메이저리거로 지위가 확정된다.","마이너 교육이 필요하다는 칼럼이 주혁의 완성된 포심과 경험 부족을 동시에 문제 삼으며 다음 평가 문장을 남긴다.","5선발 경쟁과 개막 로스터 진입은 무실점 캠프 기록으로 확정된다.","정규시즌 보직, 경험 없는 신인의 빅리그 적응, 비판을 실전에서 뒤집을지가 열린다.","RA-003","high"
"23","23화","리턴 에이스 23화","3597","3767","알렉스 먼트의 칼럼이 주혁의 패스트볼은 완성됐지만 넓은 빅리그 무대에서 위축될 수 있다고 평가한다.","커리어의 거대한 이정표도 팀 내부의 사소한 관계와 별명으로 생활감 있게 이어진다.","개막 로스터의 감격을 추스르고 팀의 일원으로 자리 잡는다.","주장 브라이언 무어에게 울보라는 뜻의 ‘위퍼’ 별명을 얻고, 그를 자기 아파트에서 재우기로 한다.","신인 신분이라 베테랑의 장난과 생활 침범을 감수해야 한다.","엄숙한 꿈의 달성이 무어와의 친근한 농담·동거 소동으로 바뀐다.","팀 주장과 빠르게 가까워지고 메이저리그 클럽하우스에 정서적 자리를 얻는다.","팀·보직·커리어·관계","로스터에 든 외부자에서 별명과 관계를 가진 탬파베이 동료가 된다.","집까지 따라오려는 무어에게 주혁이 택시비를 주겠다며 선을 긋는다.","개막 로스터가 추상적 명단이 아니라 홈구장과 동료에게 받아들여지는 현실로 닫힌다.","무어와의 동거 소동, 첫 정규시즌 등판과 실제 보직이 열린다.","RA-004","high"
