"arc_id","arc_name","start_sequence","end_sequence","start_label","end_label","episode_count","main_characters","main_locations","concrete_premise","central_question","promise","pressure_escalation","mid_turn","concrete_payoff","relationship_change","status_or_ability_change","residual_cost","next_arc_bridge","boundary_signals","confidence"
"S2-A11","GM 발악 진압과 신종플루 수익","302","306","302","306","5","김민재·델핀·GM 경영진·미국 의회·센트리언","미국 의회 청문회·GM·한국 방역당국","김민재가 GM 구경영진의 발악을 공개 청문회에서 꺾고 신종플루 치료제 판매를 정책지원으로 바꾼다.","부실 경영진을 제거하면서 팬데믹 수익을 장기 산업지원으로 환산할 수 있는가?","공개 응징과 정부 대량구매·전기차 지원을 동시에 약속한다.","청문회 여론과 GM 내부자료, 정부의 1천만 회분 긴급수요가 압박한다.","김민재가 휠체어 연출 대신 오픈카로 출석해 패널 증거를 공개하고 정부는 센트리언 구매에 나선다.","GM 저항이 꺾이고 방역 매출·정책 신뢰가 두 배로 커진다.","델핀은 조언자에서 미국 경영전 핵심참모로, 정부는 구매 파트너로 바뀐다.","태우는 미국 자동차 경영권과 감염병 공급자 지위를 강화한다.","미국 정부에 어떤 대가를 받을지는 남는다.","현금 대신 전기차 보조금·충전소 허가를 요구한다.","302화 GM 내부저항·청문회가 새 상대를 세움; 306화 미국 대사 구매협상 훅으로 응징에서 정책 교환으로 이동함","high"
"S2-A12","전기차·바이오·유통 재조합","307","311","307","311","5","김민재·미국 대사·천민정·서울시장·센트리언 연구진","미국 대사관·센트리언·서울 충전망·로켓 플랫폼","김민재가 치료제 대금을 전기차 보조금·충전소로 바꾸고 바이오 보안과 온라인 유통을 재조합한다.","단기 현금보다 더 큰 규제·망·고객 잠금효과를 얻을 수 있는가?","전기차 구매보조·도시 충전망·바이오 신뢰·멤버십을 장기자산으로 지급한다.","인프라 허가와 연구소 보안위협, 유통 가입자 확장이 동시에 필요하다.","서울시가 충전망 투자에 참여하고 9호선 개선까지 정치적 성과로 연결된다.","전기차·바이오·유통이 각각 보조금·신뢰·잠금효과를 얻는다.","서울시장·미국 정부는 태우 사업을 자기 정책성과로 삼는 공생관계가 된다.","태우는 현금보다 강한 도시 인프라와 고객 생태계를 소유한다.","대중이 전기차를 실제 제품으로 받아들일 발표가 남는다.","멤버십 고객과 글로벌 명품을 애플카 발표회로 끌어들인다.","307화 미국과 새 교환조건을 제시함; 311화 세 사업 재조합 보상 뒤 애플 발표회라는 시장검증 훅이 열림","high"
"S2-A13","애플카가 연 패러다임","312","316","312","316","5","김민재·델핀·아노르 가문·스티브·미국 정부","로켓 쇼핑몰·울산 충전망·애플 발표회","김민재가 130만 가입자·명품 입점·충전망을 애플카 출시와 연결해 전기차 패러다임을 연다.","전자상거래 고객과 정책이 전기차 대중화를 실제로 견인할 수 있는가?","애플카 성공과 미국 제조업 회생 명분이라는 시장·정치 보상을 약속한다.","중저가 명품 신뢰·지역 충전망·전기차 초기수요가 불확실하다.","울산 정치권이 충전망을 지지하고 해외 판매자까지 로켓에 들어온다.","애플카가 제품을 넘어 미국 전기차 보조정책의 지렛대가 된다.","스티브와 김민재는 제품 파트너에서 산업 패러다임 공동설계자로 깊어진다.","태우 생태계가 유통·차량·충전·콘텐츠를 묶는 플랫폼으로 승격된다.","생산 확대와 각국 보조금·배터리 원가가 남는다.","미국·유럽·중국 보조금과 비트코인·테슬라 상장에 대비한다.","312화 유통 고객·명품 입점으로 새 시장판이 열림; 316화 애플카 발표 보상과 스티브 이틀 회의 훅이 후속 확장으로 이어짐","high"
"S2-A14","테슬라 상장과 금융전 대기","317","321","317","321","5","김민재·다이먼·머스크·빈 살만·파이드 왕자","미국·유럽 보조금 시장·중국 공장·비트코인 거래소·테슬라","김민재가 각국 전기차 보조금과 비트코인 미래를 읽고 테슬라 상장·사우디 자금을 다음 금융전으로 연결한다.","정부지원과 신시장 열기가 실제 주가·자본 우위로 결산될 때까지 버틸 수 있는가?","테슬라 상장과 비트코인 선점 및 사우디 우군을 약속한다.","중국 보조금은 현지화 조건이고 비트코인 서버는 순수수요로 마비되며 상장 변동성이 크다.","공격이 아닌 고객수요로 거래소가 터져 시장성공이 확인된다.","테슬라 상장과 비트코인 수요가 실물화되고 사우디 인맥이 전투자금 후보가 된다.","머스크·빈 살만은 미래기술·금융전의 동맹군으로 자리 잡는다.","김민재는 전기차와 디지털자산 양쪽의 최대 수혜자 위치에 선다.","공매도 세력과 사우디 내부 이해를 설득해야 한다.","파이드 왕자를 끌어들여 테슬라 공매도 전쟁을 연다.","317화 각국 보조금·비트코인이라는 새 기다림이 시작됨; 321화 테슬라 상장 성공 뒤 사우디 설득 훅으로 시장대기에서 금융전으로 전환됨","high"
"S2-A15","테슬라 공매도 버티기","322","326","322","326","5","김민재·머스크·빈 살만·파이드 왕자·카노스","테슬라 주식시장·사우디·퀀텀펀드","김민재가 3년 뒤 현재가 매입보증으로 동맹자금을 묶어 테슬라 공매도 세력을 역으로 고립시킨다.","가격폭락을 견디며 전기차 실적이 공매도 논리를 깨는 순간까지 버틸 수 있는가?","자금·판매·충성도가 결합된 완승과 적의 실체 공개를 약속한다.","카노스와 헤지펀드가 공매도를 키우고 테슬라 판매·현금흐름을 의심한다.","중국 판매가 강하고 사우디·퀀텀펀드까지 지분 방어에 합류한다.","전기차 동맹이 완승하고 카노스만 장기 적으로 남는다.","파이드·빈 살만과의 거래관계가 손실을 함께 감당한 전우관계로 바뀐다.","김민재는 테슬라 가격·주주연합을 방어할 자본력을 증명한다.","카노스의 복수와 다음 경기하락 자금준비가 남는다.","일본·남유럽 위기에서 곳간을 채우며 카노스의 다음 공격을 기다린다.","322화 매입보증으로 공매도전이 개시됨; 326화 완승·카노스 생존 뒤 투자대상이 일본·유럽 위기로 교체됨","high"
"S2-A16","일본·남유럽 곳간 채우기","327","331","327","331","5","김민재·한정훈·최재석·태우 사장단","태우 비상회의·일본 금융시장·남유럽·국민경제당","김민재가 일본 제조업 KIKO·공매도와 남유럽 위기를 다음 대형 수확의 곳간으로 만든다.","전기차 승리 자본을 여러 국가 악재에 분산해 정치개혁 자금까지 만들 수 있는가?","금융수익과 국민경제당 선거전의 동시 시동을 약속한다.","국가별 변수가 다르고 대규모 숏은 외교·정치 반발을 부른다.","최재석이 국가발전 정책에만 협력하겠다고 해 기업-정치 경계를 재확인한다.","곳간 프로젝트와 선거 프로젝트가 실행 단계로 넘어간다.","최재석-김민재 관계가 사적 줄서기 아닌 정책동맹으로 명확해진다.","금융타워는 다국가 위기를 병렬 운용할 능력을 갖는다.","실제 선거 승리와 일본 재난 대응이 남는다.","지방선거 대승 직후 동일본 대지진·원전사고에 투자와 구호를 투입한다.","327화 비상회의로 투자목표·전장이 새로 설정됨; 331화 정책동맹 확인 뒤 국민경제당 여론전 훅이 정치실행을 엶","high"
"S2-A17","지방선거 승리와 일본 재난","332","336","332","336","5","김민재·최재석·한정훈·일본 정부·태우 물류팀","국민경제당 선거본부·일본 금융시장·재난지역·로켓 물류망","국민경제당의 광역단체장 승리 직후 김민재가 동일본 재난을 금융수익·구호·대일 협상으로 동시에 다룬다.","타국 재난에서 돈을 벌면서도 실제 생명을 살려 장기 관계를 만들 수 있는가?","선거·금융·구호 보상을 가족 생존 약속의 국가적 확장으로 지급한다.","지진·원전사고·시장붕괴와 일본 정부의 자존심이 압박한다.","최재석이 직접 일본으로 가고 태우 로켓 물류망이 긴급 구호망으로 작동한다.","국민경제당은 8개 광역단체장을 얻고 태우의 생존능력이 국가규모로 확대된다.","최재석은 기업정책 동맹을 넘어 위기현장을 함께 책임지는 정치 파트너가 된다.","태우 물류·금융·정치망이 국제재난 대응 자산으로 입증된다.","일본 정부가 침묵하거나 거래를 거부할 가능성이 남는다.","일본의 침묵 속 금융사들이 자산을 정리하고 러시아·북한 정보전으로 이동한다.","332화 지방선거 결과라는 정치 보상으로 시작됨; 336화 구호·가족약속 확장 뒤 일본 정부 침묵 훅이 협상 긴장을 바꿈","high"
"S2-A18","일본 침묵과 대권 전환","337","341","337","341","5","김민재·한정훈·천민정·최재석·북한 해커","일본 해운·금융시장·태우 보안센터·국민경제당","김민재가 일본 공매도·해운자산을 회수하고 북한 공격자를 미끼로 잡으며 최재석을 대권주자로 올린다.","침묵하는 국가와 숨어 있는 해커를 끌어내고 정치동맹을 다음 단계로 올릴 수 있는가?","금융수확·보안반격·대권 기반이라는 삼중 보상을 약속한다.","일본 정부가 공개반응을 피하고 북한 공격자는 익명망에 숨는다.","천민정이 공격 IP를 미끼로 범인의 시험접속을 유도한다.","한정훈은 일본 계약·공매도·엔화 수익을 닫고 최재석은 대통령 후보 기반을 얻는다.","한정훈은 금융집행자로 성장하고 천민정은 방어자에서 역추적 설계자가 된다.","태우는 금융전·사이버전·대권정치를 동시에 다룰 수 있다.","최재석의 공식 선언과 다음 해외 에너지투자가 남는다.","대권 선언과 함께 유럽·미국 셰일·바이오 혁명으로 이동한다.","337화 일본 자산청산으로 재난전이 수확국면에 들어감; 341화 대권 기반 보상과 선언 훅이 금융전에서 정치혁명으로 넘어감","high"
"S2-A19","대권 혁명과 바이오·셰일 씨앗","342","346","342","346","5","김민재·최재석·한정훈·데이비드·서정준","국민경제당·유럽 금융시장·미국 셰일지대·센트리언","김민재가 디도스 수사와 대권정치를 밀면서 유럽청산·셰일장비·비만치료제 원천권리를 심는다.","정치혁명과 산업혁명을 같은 자금·인재망으로 동시에 시작할 수 있는가?","대권 기반과 미래 에너지·다이어트 신약 과실을 약속한다.","해커 수사·유럽 위기청산·미국 셰일 인맥·신약재단 설득이 병렬로 압박한다.","재단이 태우 제안을 받아들여 미래 비만치료제 지분 기회가 열린다.","최재석 대권전과 셰일장비·센트리언 신약 두 산업씨앗이 실행된다.","데이비드·서정준이 각자 해외 에너지·바이오 독립전선을 맡는다.","태우는 정치·에너지·제약 혁신을 선점하는 권리 포트폴리오를 얻는다.","셰일 현장계약과 신약 실제 개발·수익성은 남는다.","로보 권리·무인건설기계·텍사스 셰일을 투 트랙으로 실행한다.","342화 디도스·대권 선언으로 새 정치목표가 시작됨; 346화 신약재단 수락 뒤 셰일·센트리언 현장 훅이 산업 실행으로 이동함","high"
"S2-A20","셰일·콘텐츠 투 트랙","347","351","347","351","5","김민재·서정준·천민정·부시·베릴","센트리언·텍사스 셰일현장·무인건설기계 연구소·콘텐츠 제작사","김민재가 바이오 권리와 무인건설기계를 나눠 키우고 부시 인맥으로 셰일장비 계약을 당일 성사시킨다.","기술개발과 정치인맥을 각각 사업으로 바꿔 에너지·콘텐츠 현금흐름을 만들 수 있는가?","셰일 계약·바이오 권리·콘텐츠 재투자라는 투 트랙 보상을 약속한다.","신기술은 현장검증이 필요하고 미국 지역정치·계약관행이 장벽이다.","부시의 설득으로 텍사스 계약이 당일 끝나고 베릴은 받은 돈의 재투자를 요청한다.","태우 동맹이 에너지·정치·금융·콘텐츠로 입체화된다.","부시·베릴은 부탁을 받는 관계에서 자본을 다시 태우 판에 넣는 동업자로 바뀐다.","김민재는 권리배분과 인맥을 즉시 매출계약으로 바꾸는 능력을 보인다.","국제 금융허브에 유럽 금융사를 더 끌어와야 한다.","신사옥·금융타워 완공식에서 다국적 금융연합을 공식화한다.","347화 바이오·무인기계 두 실행축이 새로 시작됨; 351화 당일 셰일계약·재투자 결산 뒤 유럽 금융사 유치 훅이 금융허브로 이동함","high"
"S2-A21","금융타워와 직원의 새 시작","352","356","352","356","5","김민재·한정훈·최재석·서정준","금융타워 신사옥·국민경제당·센트리언","70층 금융타워에 퀀텀·버크셔·핀테크·노무라·BNP를 입주시킨 김민재가 정치·바이오 수확을 확인하고 익명조사로 드러난 직원 가족 문제를 복지제도로 고친다.","서울 금융허브에 모인 돈과 신뢰를 정치·신약·직원 가족의 지속 가능한 기반으로 바꿀 수 있는가?","홍콩을 대신할 금융 중심지와 국민경제당의 도약, 센트리언의 신약 과실, 직원이 체감하는 생활 보상을 함께 지급한다.","서울은 국제 금융도시의 역사가 짧고 러시아 제재 정보에는 금융사 충성도가 걸리며 직원들은 휴가·육아·장기근속 문제를 임원 앞에서 말하지 못한다.","국민경제당이 제1야당이 되고 센트리언이 덴마크 공동연구 권리를 잡는 한편 비밀 프로젝트에는 조지만 남아 금융타워 내부의 신뢰등급이 갈린다.","금융타워가 실제 작전본부로 가동되고 재택·4시간 출근·장기 안식년이 도입되어 거시적 성공이 직원 가족의 시간으로 환원된다.","김민재와 조지의 관계는 수익 동맹에서 기밀을 맡길 충성 동맹으로 깊어지고, 최재석은 지원받는 정치인에서 제1야당 대표로 성장하며 직원들은 회장을 가족생활까지 바꾸는 고용주로 체감한다.","서울 금융타워는 다국적 금융연합의 상설 본부가 되고 국민경제당은 제1야당, 센트리언은 미래 신약 지분을 협상하는 회사로 각각 한 단계 올라선다.","새 복지제도는 현장에 정착시켜야 하고 러시아 확장·제재 정보를 공유한 금융사들의 충성도도 실제 위기에서 다시 검증해야 한다.","357화 신사옥 완공식에서 익명 커뮤니티와 글로벌 파트너를 한 공간에 모아 새 제도와 동맹을 실제 조직문화로 굳힌다.","352화에 70층 금융타워 완공식이라는 새 거점과 다국적 금융연합이 등장함; 354~355화에 제1야당·신약 지분·충성 금융사라는 중간 수확이 발생함; 356화에 직원 복지제도가 확정되고 357화 신사옥 문화개혁으로 목표가 이동함","high"
"S2-A22","신사옥과 중임제 개혁","357","361","357","361","5","김민재·천민정·오희건·머스크·최재석","태우 신사옥·금융타워·대선 토론장","신사옥 완공식에서 김민재가 임원 접근금지 익명 커뮤니티와 원격회의 서비스를 열고 김태중·머스크·트럼프와 장기동맹을 확인한 뒤 최재석에게 대선 승리보다 중임제 개혁을 택할 선택지를 준다.","새 사옥의 기술·인재·가족 신뢰를 실제 사업과 정치제도 개혁으로 전환할 수 있는가?","직원이 안전하게 말하는 조직, 100억 달러급 원격회의 사업, 김태중이 안심할 영속적 태우, 최재석의 제도개혁 승부를 약속한다.","무급야근과 임원 보복 우려가 남고 테이퍼링 기밀은 누설될 수 있으며 최재석은 대선 완주와 사퇴 어느 쪽도 정치생명을 걸어야 한다.","천민정의 원격회의가 100억 달러 사업 후보가 되고 누설 금융사가 배제되면서 금융허브가 신뢰등급을 가진 작전조직으로 바뀐다.","김태중은 손자가 세계 경제 권력자들을 태우 편으로 만들었다는 답을 듣고 안심하며, 최재석은 당선 계산을 넘어 중임제와 재보궐이라는 충격 선택을 생방송에서 밝히기로 한다.","김민재와 김태중의 관계는 후계 승인에서 그룹의 영속성을 함께 확인하는 조손 동맹으로 완성되고, 김민재와 최재석의 관계는 선거 후원자와 후보에서 위험한 제도개혁을 함께 설계하는 정치 파트너로 바뀐다.","태우 신사옥은 익명 소통·원격협업·글로벌 동맹의 본부가 되고 금융타워에는 기밀 누설자를 걸러내는 내부 신뢰체계가 생긴다.","최재석의 생방송 선택은 대선 패배와 당 분열을 부를 수 있고 테이퍼링 대응정보를 공유할 금융사 범위도 좁아진다.","362화 최재석이 실제로 대선 후보를 사퇴하고 양당 후보에게 중임제 약속을 받아 국민경제당의 캐스팅보트를 만든다.","357화 신사옥 완공과 익명 커뮤니티 도입으로 조직·장소가 교체됨; 359~360화 원격회의 사업과 누설자 색출이 신사옥 보상을 확정함; 361화 최재석이 전진·후퇴를 생방송에서 결정하기로 해 362화 정치 결단으로 직접 이어짐","high"
