sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
261,"261","S2-A02","결산·다음 훅","부시가 워싱턴 재면담을 청하고 김태중이 그룹을 맡긴 가운데 HSBC·뉴센추리가 위기 신호탄을 쏜다.",8,8,10,0.30,0.25,0.25,0.10,0.10,"무시받던 경고자의 지위 역전을 가족 위임과 공식 위기 신호로 겹쳐 워싱턴 대결을 연다."
262,"262화","S2-A03","도입·대립","김민재가 미 경제 수뇌부 앞에서 연준의 책임 발언을 끌어내고 뉴센추리 인수를 거절한다.",8,7,8,0.35,0.30,0.15,0.10,0.10,"정책 논쟁에 충분히 머물러 훗날 책임·인수 우위를 계약처럼 고정한다."
263,"263","S2-A03","병렬 전진","애플 파크 수주와 애플-태우 전기차·구독 서비스 협업을 스티브 잡스와 구두 합의한다.",5,9,8,0.25,0.25,0.20,0.10,0.20,"금융 카운트다운 중 초대형 사업 보상을 길게 즐기게 하고 자동화 설비로 연결한다."
264,"264","S2-A03","압박·시간 점프","아마존 무인물류를 확인한 뒤 뉴센추리·베어스턴스·CITI를 거쳐 1년 후 리먼 파산설까지 간다.",8,8,9,0.30,0.20,0.20,0.10,0.20,"여러 협업은 빠르게 묶고 가족 위임에 머문 뒤 위기 사건을 몽타주로 가속한다."
265,"265","S2-A03","전환","제시카의 보험 해지 구걸을 다이먼이 거절하고 AIZ 3천억 달러 증서 때문에 미국 정부가 워싱턴 협상을 청한다.",9,9,10,0.20,0.30,0.25,0.10,0.15,"CITI 내부 붕괴와 사적 배신 보상을 보여 준 뒤 국가 협상 호출로 규모를 최고점까지 올린다."
266,"266","S2-A03","정면 협상","김민재·다이먼이 회의장을 퇴장시켜 연준을 사과시키고 AIZ 70%를 주당 4달러에 요구한다.",9,9,9,0.25,0.40,0.15,0.10,0.10,"숫자와 책임 증거를 촘촘히 쌓고 4달러 반복으로 가격 대결에 머문다."
267,"267","S2-A03","대결산","정부가 AIZ 4달러 인수와 CITI 경영진 축출을 보증하고 다이먼이 샌디 웨일의 왕좌를 빼앗는다.",9,10,9,0.20,0.35,0.25,0.10,0.10,"두 초대형 기업의 생사를 한 회의에서 결판낸 뒤 복수 장면을 실물 왕좌로 지급한다."
268,"268화","S2-A03","여진·통합","다이먼의 복수를 정서적으로 결산하고 SAVE·태우증권·AIZ 지배 구조와 실소유 비밀을 태우 경영진에게 공개한다.",6,10,8,0.25,0.15,0.35,0.15,0.10,"통쾌함과 조직 인계를 충분히 머물러 보여 금융 수확의 의미를 굳힌다."
269,"269화","S2-A04","새 도입","김민재가 영웅처럼 귀국해 AIZ를 김태중에게 선물하고 GM·포드 무자본 인수 승인을 얻는다.",7,10,9,0.20,0.20,0.35,0.15,0.10,"공항 지위 보상과 가족 대화를 길게 지급한 뒤 다음 산업 과실로 목표를 교체한다."
270,"270","S2-A04","전진·함정","산업은행이 리먼 인수를 위해 김민재의 보험증서를 25조 원 우량 여신과 부동산으로 사겠다고 제안한다.",7,8,9,0.35,0.15,0.15,0.10,0.25,"새 정권 맥락을 짧게 정리하고 한정식 협상에서 국가 규모의 오판과 거래 가치를 키운다."
271,"271화","S2-A05","도입·비가역 전환","김태중이 긴급 사장단 회의에서 은퇴와 김민재 회장 승계를 기습 선언한다.",8,10,9,0.20,0.15,0.40,0.20,0.05,"리먼 거래 여진 뒤 가족·총수 승계에 충분히 머물러 구간 최대 지위 변화를 만든다."
272,"272","S2-A05","결산·조직화","김민재가 회장에 취임해 박만덕 부회장·한정훈 태우증권 사장 인사와 AIZ 8천 명 구조조정을 단행한다.",7,10,8,0.20,0.20,0.30,0.15,0.15,"취임 박수보다 첫 인사·해고·승진으로 회장 권한을 구체화한다."
273,"273","S2-A05","관계 보상·전진","김민재·한정훈·강 대위가 라면으로 승진을 축하하고 DHL 미국 화물사업부 인수를 추진한다.",4,9,7,0.15,0.20,0.40,0.20,0.05,"회귀 전 결핍을 치유하는 소박한 식탁에 오래 머문 뒤 다음 데이터 인수로 간다."
274,"274","S2-A05","확장·다음 압박","DHL을 30% 싸게 사고 천민정과 미국 트럭 자율주행 실증을 정한 뒤 청와대 긴급 초청을 받는다.",6,8,8,0.25,0.20,0.20,0.10,0.25,"인수·기술·미국 대선 정보를 빠르게 연결하고 국내 권력 면담으로 압박을 전환한다."
275,"275","S2-A05","정치 결산·새 약속","김민재가 대통령에게 리먼 인수를 재검토시키고 한전 부지 아시아 금융허브 규제 완화를 약속받는다.",7,9,9,0.35,0.20,0.15,0.10,0.20,"국가 위험 설명 후 금융허브라는 대안 보상을 제시해 정부 관계를 역전시킨다."
276,"276","S2-A06","도입·조직 재편","핀테크 은행이 금융사 한국 이전·비밀 지분·정치 로비를 승계하고 비트코인 거래소를 준비한다.",6,8,8,0.30,0.15,0.30,0.10,0.15,"과로한 동료들의 인간 상태를 보여 주며 새 미국 지휘선을 촘촘히 세운다."
277,"277","S2-A06","정치 전진·보상","김민재가 리먼 파산으로 오바마 당선을 보증하고 이틀 만에 금융사 12곳 이전 계약을 얻는다.",7,9,9,0.25,0.20,0.25,0.15,0.15,"후원자 신뢰 대화를 길게 보여 준 뒤 계약 숫자와 버크셔 훅으로 보상한다."
278,"278화","S2-A06","중간 전환","워렌 버핏과 투자관을 맞춰 버크셔 한국 지점 계약과 빌 게이츠 후속 만남을 얻는다.",6,9,8,0.30,0.15,0.30,0.15,0.10,"환경 비전의 실패 뒤 가치투자 공통점으로 설득축을 바꾸어 계약을 납득시킨다."
279,"279화","S2-A06","압박·사건 폭발","정부 불신을 해결할 공개행사를 준비하는 순간 리먼이 660조 원 부채로 파산하고 KIKO 수확이 열린다.",9,8,10,0.30,0.20,0.20,0.15,0.15,"정치 난관을 충분히 확인한 뒤 세계 최대 파산을 화말 훅으로 강하게 터뜨린다."
280,"280","S2-A06","대형 보상","조지·다이먼·버핏이 한국 금융허브와 투자를 공개 선언해 여론·정당·허가를 뒤집는다.",7,10,8,0.20,0.30,0.20,0.10,0.20,"거물 세 명의 순차 등장을 이벤트처럼 길게 펼쳐 추상 약속을 얼굴로 바꾼다."
281,"281","S2-A06","결산·재장전","버핏이 미국 자동차에 50억 달러 투자를 약속하고 금융·에너지 쌍둥이 빌딩이 착공한다.",6,10,8,0.20,0.20,0.30,0.10,0.20,"사적 신뢰 보상과 공사 착공을 묶어 결산한 뒤 국내 은행전으로 바로 넘긴다."
282,"282","S2-A07","도입·경고","한정훈이 신화은행에 5조 원 KIKO 보험 청구를 경고하고 박대훈을 발견하며 리먼 증서를 노무라에 판다.",7,7,8,0.30,0.20,0.25,0.10,0.15,"은행 내부의 오판과 정확한 소수 의견에 머물러 훗날 응징을 예열한다."
283,"283","S2-A07","압박·첫 보상","환율 1400원 돌파 후 한정훈이 15조 원 청구권으로 코코아뱅크 규제 철회를 즉시 얻는다.",8,9,8,0.20,0.30,0.20,0.10,0.20,"은행 대표들의 급한 방문과 80% 할인 요구를 수치로 조롱해 갑을 역전을 즐긴다."
284,"284","S2-A07","확장 협상","우익준이 300억 달러 통화스와프를 요구하고 김민재는 미래산업 규제·해외 인수 비간섭으로 거래한다.",8,7,9,0.30,0.25,0.20,0.15,0.10,"IIT 기반 보상 뒤 청와대의 무례를 길게 보여 국가 거래의 비용과 분노를 쌓는다."
285,"285","S2-A07","병렬 전진","스와프가 500억 달러 가능권에 들고 태우 OTT 흥행작의 오스카 공정 심사 로비를 시작한다.",6,8,8,0.30,0.15,0.20,0.10,0.25,"금융 진행을 짧게 확인하고 콘텐츠 보상에 머문 뒤 자동차 파산 정보로 되돌아간다."
286,"286","S2-A07","결산·다음 약속","500억 달러 스와프가 시장을 안정시키고 미래산업·탄소 법안과 ‘리그 오브 챔피언스’ 베타가 열린다.",6,9,8,0.30,0.15,0.25,0.10,0.20,"국가 안전판을 결과로 지급한 뒤 정치·기술의 장기 기반을 한꺼번에 펼친다."
287,"287","S2-A08","도입·병렬 전진","오바마 승리·빅3 청문회·OTT 오스카 규정과 백선 예술대상 인수 문제가 동시에 열린다.",6,8,8,0.35,0.15,0.20,0.10,0.20,"큰 자동차 시계를 세운 뒤 콘텐츠 제도 문제를 구체 인수 목표로 바꾼다."
288,"288","S2-A08","거래 전환","오희건에게 OLED 공동개발을 주고 백선 지분·우선 공급을 받아 코닥 특허까지 노린다.",6,9,8,0.30,0.20,0.30,0.10,0.10,"겉손해 계약을 원천기술 선점으로 뒤집는 설명에 충분히 머문다."
289,"289","S2-A08","보상·압박","코닥 OLED 특허와 AOS 흥행을 얻는 동안 빅3 전용기 청문회가 주가를 대공황 이하로 떨어뜨린다.",7,9,8,0.25,0.20,0.20,0.10,0.25,"기술 보상과 자동차 여론 악화를 교차하며 현진해운 기회로 넘어간다."
290,"290","S2-A08","장기 자산 전진","추영희에게 선박 가치 10%만 빌려주고 현진해운 파산 시 선단을 받는 20년 계약을 맺는다.",6,8,7,0.25,0.20,0.25,0.10,0.20,"불황·호황 사이클을 길게 설명해 즉시 무수익 거래의 장기 보상을 납득시킨다."
291,"291","S2-A09","새 도입·정식 제안","오바마 취임 직후 티모시가 빅3 인수를 요청하고 김민재가 노조·잡뱅크 전면개혁을 조건으로 건다.",8,8,9,0.25,0.25,0.25,0.15,0.10,"취임식의 상징성에서 비밀 회담으로 곧장 이동해 국가 요청을 명시한다."
292,"292","S2-A09","준비·압력 축적","공유 라스트마일로 배터리 수요를 만들고 반한 여론에는 침묵한 채 백악관 충돌을 기다린다.",7,6,8,0.25,0.20,0.20,0.10,0.25,"사업 아이디어와 국가 협상을 교차해 기다림의 정체감을 줄인다."
293,"293","S2-A09","강제 전환","100억 달러 채권단으로 GM을 파산 문턱에 세우고 UAW 개혁과 선파산 후인수를 받아낸다.",9,8,9,0.20,0.30,0.20,0.10,0.20,"법정관리라는 되돌릴 수 없는 수단이 협상 주도권을 단숨에 바꾼다."
294,"294","S2-A09","동맹 반전","줄리아니의 애국주의 공격을 버핏·핀테크 연합 발표로 뒤집어 매각 찬성 70%를 만든다.",8,9,8,0.15,0.25,0.30,0.10,0.20,"생방송 타이밍과 유명 동맹 공개가 즉각적인 여론 보상을 준다."
295,"295","S2-A09","대결산·다음 위기","GM 75%를 인수해 전생의 역인수 굴욕을 갚고 곧바로 신종 독감 신호를 잡는다.",8,10,9,0.15,0.25,0.20,0.20,0.20,"최대 기업 복수 보상 뒤 새 생존 위기를 같은 회차 말미에 붙인다."
296,"296","S2-A09","인재 결속","타미플루 권리와 김정우·센추리온을 AI 바이오 팀으로 묶는다.",6,8,7,0.30,0.15,0.30,0.15,0.10,"설득 대화 비중이 높지만 사람·권리·공장이 한 장면에서 닫힌다."
297,"297화","S2-A10","새 사업 도입","아마존 지원을 받아 당일배송·전기배송 기반 한국 전자상거래사를 세운다.",6,7,7,0.30,0.15,0.25,0.05,0.25,"미국 출장의 마지막 회담을 다음 국내 시장의 씨앗으로 쓴다."
298,"298화","S2-A10","가족 결산·현황","김태중과 GM 역인수를 기뻐하고 계열사 보고 뒤 유통 치킨게임을 승인한다.",5,10,8,0.25,0.10,0.25,0.25,0.15,"조손 정서 보상이 긴 사업 보고의 중심을 잡는다."
299,"299화","S2-A10","제품·문화 전환","애플카·충전망을 점검하고 봉 감독의 아카데미 수상으로 OTT 명분을 얻는다.",6,9,8,0.20,0.15,0.20,0.20,0.25,"기술과 시상식 두 축을 빠르게 교차한다."
300,"300","S2-A10","확장 보상","아카데미 효과를 아이맥스 지원과 200억 원급 e스포츠 대회로 확장한다.",5,9,7,0.20,0.15,0.25,0.15,0.25,"큰 숫자와 천민정의 흥분으로 비교적 가벼운 보상 회차를 만든다."
301,"301","S2-A10","다중 성취·위기 예고","바둑 AI와 세계대회를 재촉하고 스페이스X 발사 성공 뒤 타미플루 최대 생산을 건다.",7,9,9,0.25,0.20,0.15,0.15,0.25,"AI·우주·바이오를 연속 점화해 다음 팬데믹 아크로 넘긴다."
302,"302화","S2-A11","공개 대립","오픈카로 청문회에 출석해 9호선 과잉공사 공격을 자료로 반박한다.",8,7,8,0.20,0.30,0.15,0.15,0.20,"GM 인사정리의 과로에서 카메라 앞 정치전으로 급전환한다."
303,"303","S2-A11","증거 반전","김 의원의 의원직 약속을 받아 개통 혼잡도 자료로 공격 프레임을 무너뜨린다.",8,9,8,0.20,0.20,0.20,0.15,0.25,"말싸움을 실제 교통 데이터로 회수해 쾌감을 높인다."
304,"304","S2-A11","정치 결산·교환","여당의 사과를 받고 타미플루 원가 공급과 전기차 정책 지원을 교환한다.",7,9,9,0.20,0.15,0.30,0.15,0.20,"비밀 회동의 거래 직후 팬데믹 선언으로 가치가 폭등한다."
305,"305","S2-A11","병목·인수 착수","타미플루 생산 한계를 풀기 위해 LNG 사업을 미끼로 사천리제약을 노린다.",7,7,8,0.25,0.20,0.25,0.05,0.25,"팬데믹 공포를 케파와 매각 속도의 압박으로 구체화한다."
306,"306","S2-A11","계약·다음 협상","LNG 지분·규제를 교환해 제약 공장을 500억 원에 사고 미국 대사의 방문을 받는다.",7,9,9,0.20,0.20,0.25,0.10,0.25,"이틀 만의 인수 보상 뒤 더 큰 국가 협상을 훅으로 세운다."
307,"307","S2-A12","국가 교환","미국 타미플루 공급 대가로 전기차 보조금·충전소 지원을 받아낸다.",7,8,8,0.25,0.15,0.25,0.10,0.25,"단기 약값보다 장기 시장을 고르는 선택이 중심이다."
308,"308","S2-A12","팀·시범 구축","천민정·김장우·IIT를 묶고 경기도를 전기차 친화도시로 만든다.",6,7,7,0.30,0.15,0.30,0.10,0.15,"연구와 행정 두 준비선이 병렬로 움직인다."
309,"309","S2-A12","지방정치 교환","스타박스·택시를 충전망으로 쓰고 9호선 개선 공로를 서울시장에게 양보한다.",6,8,7,0.20,0.15,0.35,0.10,0.20,"과거 갈등을 상호 재선·인프라 거래로 부드럽게 회수한다."
310,"310","S2-A12","스케일 확장","주유소·휴게소 계획을 사우디 아람코와 세계 충전망 협상으로 키운다.",7,7,9,0.25,0.15,0.25,0.05,0.30,"국내 설치 논의에서 왕가의 큰 숫자로 훅을 키운다."
311,"311","S2-A12","다중 결산","아람코 지원·리야드 시범도시·타미플루-M·로켓 멤버십을 확정하고 애플카 완성을 받는다.",7,9,9,0.25,0.15,0.20,0.10,0.30,"준비선 네 개를 빠르게 닫고 제품 공개로 넘긴다."
312,"312","S2-A13","플랫폼 런칭","로켓이 첫날 130만 가입자를 모으고 명품·식품 입점을 확장한다.",6,9,8,0.20,0.15,0.20,0.10,0.35,"흥행 수치 뒤 유지와 견제 과제를 즉시 제시한다."
313,"313","S2-A13","진입 억제","3조 원 적자를 흘리고 재벌 회장들을 압박해 대형 유통사의 참전을 막는다.",7,8,7,0.20,0.20,0.30,0.05,0.25,"적자라는 약점을 위협 신호로 바꾸는 협상 쾌감이 있다."
314,"314","S2-A13","경쟁자 봉합","현재자동차에 무상 충전망 이용을 주어 하이브리드 노선과 불개입을 유도한다.",6,7,8,0.25,0.15,0.30,0.05,0.25,"전면전 대신 경쟁자의 오판을 활용해 조용히 봉합한다."
315,"315","S2-A13","세계 공개 1","스티브와 애플카를 공개해 충돌방지 시연으로 관중을 뒤집는다.",8,9,9,0.15,0.35,0.20,0.20,0.10,"쇠약한 스티브와 생방송 퍼포먼스가 긴장과 감정을 함께 만든다."
316,"316","S2-A13","세계 공개 2·환전","원격주차·아이폰 연동을 시연하고 보조금 증액·GM 공장 전환을 끌어낸다.",8,10,8,0.15,0.30,0.15,0.15,0.25,"기술 환호를 정책·주가·생산이라는 실물 보상으로 바로 바꾼다."
317,"317","S2-A14","세계시장·새 자산","미국·유럽 보조금을 확정하며 중국과 비트코인 신뢰 문제로 이동한다.",6,7,8,0.30,0.10,0.20,0.10,0.30,"성과 점검과 금융 개념 대화가 많은 교량 회차다."
318,"318","S2-A14","우군 탐색","GM을 비트코인 신뢰 기반으로 쓰고 사우디 국부펀드 협업을 저울질한다.",6,7,7,0.30,0.10,0.30,0.05,0.25,"장기 자산 논의가 국가급 자금 우군으로 수렴한다."
319,"319화","S2-A14","경쟁 동맹·수요 시험","머스크와 시장을 나누고 애플카 선주문 사이트가 순수 접속으로 다운된다.",7,9,9,0.20,0.20,0.25,0.15,0.20,"10만 대 재고 위험을 서버 폭발이라는 즉시 신호로 뒤집는다."
320,"320화","S2-A14","폭발적 보상","하루 10만 예약을 확인하고 테슬라 IPO·배터리·반도체 상승을 준비한다.",7,10,9,0.20,0.15,0.15,0.15,0.35,"예약 숫자가 계열사 전반의 보상으로 연쇄된다."
321,"321","S2-A14","위기 전환","테슬라 40% 급등 뒤 공매도 세력을 감지하고 사우디 국부펀드를 맞는다.",8,8,9,0.20,0.20,0.25,0.10,0.25,"최고점 보상 직후 자금전 위협을 열어 다음 전쟁으로 연결한다."
322,"322","S2-A15","동맹 진입","손실보증으로 사우디를 테슬라 공매도전에 끌어들인다.",8,7,9,0.20,0.20,0.30,0.05,0.25,"국부펀드가 판을 키운다."
323,"323","S2-A15","장기전·출시 전야","해킹을 막는 사이 애플카 매장 대기줄이 생긴다.",8,7,9,0.15,0.25,0.15,0.15,0.30,"금융전과 소비열기를 교차한다."
324,"324화","S2-A15","실물 반격","애플카 세계판매와 퀀텀펀드 참전으로 테슬라를 방어한다.",8,9,8,0.15,0.25,0.20,0.10,0.30,"판매량이 전쟁 점수판이다."
325,"325화","S2-A15","배신 유도","10만 대 판매 뒤 공매도 동맹 일부를 회유한다.",8,9,8,0.15,0.25,0.25,0.10,0.25,"내부붕괴로 결말을 당긴다."
326,"326화","S2-A15","완승·원한","공매도 세력이 항복하지만 카노스는 태우 전체를 노린다.",7,10,9,0.15,0.20,0.20,0.15,0.30,"완승 뒤 장기 적을 남긴다."
327,"327화","S2-A16","위험 진단","적자 누적을 막으려 일본·유럽 이중 프로젝트를 연다.",6,5,8,0.35,0.10,0.20,0.10,0.25,"재정경고가 새 원정 명분이다."
328,"328","S2-A16","설계","조지와 유럽 재정위기 작전을 짜고 지방선거 여론전을 준비한다.",6,6,7,0.30,0.10,0.30,0.05,0.25,"돈과 정치 준비를 병렬화한다."
329,"329화","S2-A16","인프라 구축","무료 PC방망을 게임회복·선거작전 거점으로 만든다.",5,7,7,0.20,0.15,0.30,0.20,0.15,"천민정 감정선이 실물거점으로 이어진다."
330,"330","S2-A16","판돈·해운","800억 달러 조달과 현진해운 바지사장안을 진행한다.",7,7,8,0.25,0.15,0.25,0.05,0.30,"금융판과 해운분쟁을 겹친다."
331,"331","S2-A16","실행","현진 계약을 유지하고 260개 PC방 선거작전을 가동한다.",7,7,8,0.20,0.20,0.25,0.10,0.25,"두 프로젝트가 동시에 출발한다."
332,"332","S2-A17","선거 승리·투자 시작","광역 8곳을 얻고 일본에 첫 100억 달러를 투입한다.",7,9,8,0.20,0.15,0.25,0.15,0.25,"승리 보상을 즉시 다음 판에 건다."
333,"333","S2-A17","함정 계약","노무라 50억 달러 계약과 PF 저점매수를 넓힌다.",6,7,8,0.30,0.10,0.20,0.05,0.35,"좋은 보험처럼 보이는 함정이다."
334,"334","S2-A17","재난 선대응","첫 지진 뒤 항공기·버스로 교민을 대피시킨다.",9,8,9,0.20,0.30,0.25,0.20,0.05,"수익 전 생명구조를 배치한다."
335,"335","S2-A17","공개 책임","1만2천 명 대피와 AI 재난예측에 이름을 건다.",9,8,10,0.20,0.25,0.20,0.25,0.10,"시계 정적 뒤 본진 훅이 강하다."
336,"336","S2-A17","대참사·수확","규모 9.1 지진 뒤 구조·구호·금융청산을 병행한다.",10,10,9,0.15,0.30,0.15,0.25,0.15,"생존과 돈의 결산이 겹친다."
337,"337","S2-A18","조용한 수확","일본 포지션을 700억 달러 전망과 선박으로 바꾼다.",6,9,8,0.25,0.10,0.15,0.10,0.40,"침묵 속 큰 숫자가 보상이다."
338,"338","S2-A18","이중 투표","그리스·서울 국민투표를 읽고 유럽전과 보궐판을 유지한다.",7,6,8,0.35,0.10,0.25,0.05,0.25,"두 정치공간을 거울처럼 쓴다."
339,"339","S2-A18","덫 설계","서울 투표 실패 뒤 선관위 디도스 경로를 추적한다.",7,6,8,0.25,0.20,0.25,0.05,0.25,"여론전이 증거전으로 바뀐다."
340,"340화","S2-A18","잠입","필리핀 강일파에 직원을 심고 경호원 50명을 투입한다.",8,7,8,0.15,0.35,0.25,0.15,0.10,"사이버 추적이 현장작전으로 커진다."
341,"341화","S2-A18","선거 반전","선관위 마비 증거를 풀고 국민경제당 우세를 만든다.",8,9,9,0.20,0.20,0.25,0.15,0.20,"개표와 대권훅이 결합한다."
342,"342화","S2-A19","새 선언·투자 이동","최재석 대권과 셰일 저점인수 준비를 함께 시작한다.",6,8,8,0.30,0.10,0.25,0.10,0.25,"정치승리에서 에너지로 전환한다."
343,"343","S2-A19","바이오 선점","로보 지분 30%를 모아 인슐린·비만치료제 권리를 노린다.",6,7,8,0.35,0.10,0.20,0.05,0.30,"50배 미래가 장기비용을 정당화한다."
344,"344","S2-A19","재단 협상","연 5억 달러 임상지원으로 아시아 권리를 얻는다.",7,9,7,0.25,0.15,0.30,0.10,0.20,"공익 약속이 권리를 연다."
345,"345","S2-A19","저점 인수 착수","도산에 범캣 5조 원 현금인수를 제안한다.",7,7,8,0.25,0.15,0.25,0.05,0.30,"건설침체를 장비자산으로 바꾼다."
346,"346","S2-A19","기다림","5천억 원 대안을 던져 도산이 스스로 범캣을 고르게 한다.",6,6,7,0.30,0.10,0.30,0.05,0.25,"현금 갑의 여유가 압력이다."
347,"347","S2-A20","AI 투트랙","인슐린과 무인 범캣을 추진하고 부시에게 도움을 청한다.",6,7,8,0.25,0.15,0.25,0.10,0.25,"AI가 두 산업을 묶는다."
348,"348","S2-A20","지역 설득","부시가 오스틴을 설득해 50만 에이커 매물을 연다.",7,8,9,0.20,0.20,0.30,0.10,0.20,"전직 대통령 등장이 반전이다."
349,"349","S2-A20","초대형 인수","왜그너 50만 에이커를 7억 달러 현금으로 산다.",7,10,8,0.15,0.20,0.20,0.10,0.35,"면적·가격 대비가 보상이다."
350,"350","S2-A20","독사과 설계","공유오피스를 키워 넘기고 체셔피크 파산과실을 노린다.",6,6,8,0.30,0.10,0.20,0.05,0.35,"실패사업을 교환재로 만든다."
351,"351","S2-A20","동맹 완성","체셔피크 합작·트럼프 후원·금융사 입주를 묶는다.",6,8,8,0.25,0.15,0.35,0.10,0.15,"에너지·정치·금융이 결합한다."
352,"352","S2-A21","허브 완공","세계 금융사를 모아 70층 서울 금융타워를 연다.",7,10,8,0.25,0.10,0.30,0.15,0.20,"국가 약속의 가시적 결산이다."
353,"353","S2-A21","자산 운용","비트코인 100달러·AIZ 상환·UAW 문제를 점검한다.",6,7,7,0.35,0.10,0.20,0.05,0.30,"현황 점검 뒤 총선훅을 둔다."
354,"354","S2-A21","정치·바이오 보상","92석 제1야당과 로보 신약 협업 기회를 얻는다.",7,9,8,0.25,0.10,0.25,0.15,0.25,"두 장기투자가 동시에 열린다."
355,"355","S2-A21","지분·동맹 테스트","신약 8%를 받고 크림반도 정보로 금융사를 시험한다.",7,8,8,0.25,0.15,0.30,0.05,0.25,"실물지분 뒤 충성도 시험이다."
356,"356","S2-A21","인간 보상","익명조사로 재택·육아·안식년 제도를 만든다.",5,9,7,0.25,0.10,0.30,0.25,0.10,"직원 삶에 성공보상을 지급한다."
357,"357","S2-A22","문화 반발·완공","내부반발을 조율하고 신사옥에서 머스크를 맞는다.",6,8,8,0.20,0.15,0.35,0.15,0.15,"내부와 글로벌 관계를 함께 연다."
358,"358","S2-A22","가족 목표 공개","트럼프를 독려하고 김태중에게 세계질서 목표를 말한다.",6,9,8,0.20,0.10,0.30,0.30,0.10,"조손 대화가 욕망을 심화한다."
359,"359","S2-A22","제품화·거시신호","원격회의를 노동보호 제품으로 고치고 테이퍼링을 감지한다.",6,7,8,0.30,0.10,0.20,0.10,0.30,"생활에서 세계경제로 이동한다."
360,"360","S2-A22","카르텔 훈련","정보유출 금융사를 솎고 오바마 재선을 확인한다.",7,7,8,0.30,0.10,0.25,0.05,0.30,"세 선거·금융판을 교차한다."
361,"361","S2-A22","결단 압박","최재석에게 대선 사퇴·중임제·재보궐을 제안한다.",8,5,9,0.25,0.15,0.40,0.15,0.05,"1% 초박빙이 선택을 강제한다."
362,"362화","S2-A23","대희생 반전","최재석이 30% 지지율을 버리고 중임제·사퇴를 선언한다.",9,9,9,0.15,0.20,0.35,0.25,0.05,"희생이 캐스팅보트 권력을 산다."
363,"363","S2-A23","정권 방어","한국 신정부 압력을 미국·국민경제당 우군으로 막는다.",6,7,7,0.30,0.10,0.30,0.05,0.25,"선거 뒤 실무위험을 정리한다."
