"sequence","visible_label","title","start_line","end_line","entry_state","reader_promise","protagonist_goal","action","resistance_or_cost","turn_or_reveal","paid_reward","state_change_axis","state_change","ending_hook","closed_loops","opened_loops","arc_id","confidence"
"11","11화","인재 모집(1)","2168","2352","1992년 SAVE는 제프리의 40억 달러를 48억 달러로 키울 만큼 안정됐고 김민재는 1년 6개월 만에 귀국한다.","하버드 합격이라는 가족 보상을 받고 기업 밖 장기 지지망을 직접 만들 첫 조직 권한을 얻는다.","김태중의 대선 출마 유혹을 끊고 태우그룹을 태풍에도 버틸 장학생·지지세력 양성 기관을 만든다.","하버드 경제학과 합격증을 김태중에게 보여 준 뒤 강준기 의원의 신민국당 영입 제안을 상속세·언론 검증·5년 임기 논리로 말리고 YS와 DJ 양쪽 지원을 권한다.","김태중은 군사정권에 시달린 기억 때문에 대통령 권력에 흔들리고 장학생은 즉시 수익이 없어 큰돈을 쓰기 꺼린다.","김민재가 장학재단 기부금 유치와 운영을 자청하자 김태중은 조직 운영의 어려움을 배워 보라며 사실상 첫 경영 시험을 허락한다.","김태중의 식탁 환대와 하버드 합격 축하, 대통령 출마 철회, 태우그룹 장학재단 설립 승인을 얻는다.","가족·교육·권한·정치","김민재가 자랑스러운 손자를 넘어 김태중의 정치·경영 판단에 영향을 주고 독립 조직을 맡을 후계자로 이동한다.","김태중이 장학재단을 만들어 주며 김민재가 돈과 조직의 무게를 직접 느껴 보라고 한다.","하버드 입학; 김태중 대선 출마 차단","장학재단 운영; YS·DJ 연결; 장기 지지망 구축","S1-A05","high"
"12","12화","인재 모집(2)","2353","2512","김민재는 200억 원 운영금과 태우그룹 직원 20명이 배정된 장학재단 이사장이 된다.","선행처럼 보이는 장학·창업 지원을 미래 핵심 인재와 공직 라인을 선점하는 제국 기반으로 바꾼다.","능력치 높은 학생·청년과 비주류 공직자를 장학금·창업금·SAVE 펀드로 장기 결속한다.","성적 상위 5퍼센트 빈곤 학생 사진을 직접 심사하고 SAVE 돈으로 청년 창업을 지원하며 한정훈·데이비드에게 검찰·경찰·공무원 명단을 펀드에 가입시키라 한다.","재단 200억 원은 장학·창업을 장기 지속하기 부족하고 학연·지연 없는 비주류 인재는 한국 조직에서 밀릴 가능성이 크다.","기존 권력 라인을 후원하는 대신 태우가 라인 없는 유능한 사람들의 새 라인이 되고 펀드 수익을 노후 안전망과 충성 축적 장치로 쓰기로 한다.","재단 독립 보고권과 직원 20명, 장학·창업 선발 자료, 월가의 SAVE 명성을 활용한 공직자 펀드 모집 체계를 확보한다.","조직·인재·정치망·돈","장학재단이 단순 기부 기관에서 김민재가 직접 운영하는 인재·창업·공직 네트워크 허브로 바뀐다.","데이비드가 80명 이상을 모으면 50만 달러를 받는 성과계약 아래 한국 공직자 영입에 착수한다.","장학재단 설립·권한 확정","장학생 선발; 청년 창업; 공직자 100명 펀드 라인; 기부금 조달","S1-A05","high"
"13","13화","인재 모집(3)","2513","2676","재단이 학생 100명에게 약 3억 원을 지급했고 김민재는 연 40억 원까지 쓰겠다고 김태중에게 보고한다.","겉으로 숨긴 SAVE의 성과를 기부금 연극으로 부분 공개해 김태중의 후계자 인식을 바꾼다.","재단 자금을 보충하면서도 자신이 월가가 인정한 인물임을 김태중과 김택훈에게 단계적으로 각인시킨다.","SAVE의 100억 원을 퀀텀펀드 명의 기부금으로 꾸미고 김태중의 조사를 유도하며 한정훈·퀀텀 관계자에게 미리 맞춘 걸프전 에세이·인턴 설명을 제공한다.","김태중은 하청업체 착취와 월가가 손자를 미끼로 태우를 노릴 위험을 의심하고 김택훈은 직접 미국까지 가 사실을 검증한다.","김택훈의 조사 결과 김민재가 먼저 퀀텀에 접근해 걸프전·유가 전망으로 인정을 받았다는 서사가 확인되어 김태중이 감시 대신 신뢰를 택한다.","100억 원 기부금, 김태중·김택훈의 능력 인정, 장학금 지속 자금과 공직자 펀드 가입자 약 30명을 얻는다.","가족 신뢰·돈·정치망","김민재는 보호받기만 하는 미성년 손자에서 월가가 100억 원 가치를 매긴 후계자로 김태중 인식 속 위치가 올라간다.","펀드 가입자는 훗날 수익이 수십·수백 배가 되면 SAVE와 김민재의 황금 동아줄임을 알게 된다.","재단 1차 장학 지급; 기부금 출처 검증","펀드 라인 확대; 추가 후계자 각인 연극; 장학생·창업자 성장","S1-A05","high"
"14","14화","인재 모집(4)","2677","2851","SAVE 펀드 가입자가 80명을 넘고 김민재의 귀국 중 장학·공직 라인 구축이 자율화된다.","한국 인재망을 미국·러시아 정치 권력과 파운드 승리로 확장하고 동시에 월가 동맹의 배신성을 드러낸다.","클린턴과 푸틴의 가장 약한 시점에 자금을 심고 파운드 수익을 받은 뒤 조지의 프랑화 함정을 역이용할 결정을 내린다.","데이비드에게 클린턴 1천만 달러·푸틴 500만 달러 지원을 맡기고 하버드 조기졸업용 7인 대필·기출 분석팀을 둔 뒤 SAVE에서 조지와 영국 공격을 정산한다.","미국인이 KGB 출신 푸틴에게 접근하는 위험과 대학 성적을 돈으로 사는 도덕적 비용, 조지가 동맹들을 프랑화 매수에 끌어들인 뒤 팔아치울 함정이 있다.","60억 달러 파운드 투자가 50퍼센트·30억 달러 수익으로 끝나지만 김민재는 조지의 다음 마르크 매도·프랑 매수 제안이 월가 뒤통수치기임을 알아챈다.","공직 펀드 80명 이상, 클린턴·푸틴 미래 연결 착수, 파운드 수익 30억 달러와 하버드 조기졸업 지원팀을 얻는다.","국제 정치망·돈·교육·동맹","장학재단 기반 인재망이 한국 공직자에서 미국 대통령 후보·러시아 정치인까지 넓고 SAVE 현금도 30억 달러 늘어난다.","김민재가 한정훈·제프리에게 조지의 배신을 자신만 안다고 밝히며 어떤 선택을 할지 묻는다.","공직 펀드 80명; 파운드화 전쟁","조지의 프랑화 함정 역공; 클린턴·푸틴 유대; 하버드 조기졸업","S1-A05","high"
"15","15화","칼춤(1)","2852","3024","조지의 프랑화 함정을 간파한 SAVE와 하버드 입학을 앞둔 김민재가 다음 금융·인재 전략을 정한다.","월가의 배신은 조용히 돈으로 바꾸고 3년을 건너 태우그룹 내부 수술을 시작한다.","퀀텀과 정면충돌하지 않고 수익을 얻으며 미래 기술·정치 인맥을 심은 뒤 조기졸업해 태우에 입사한다.","20억 달러 한도로 조지 발언의 반대 포지션을 잡고 제프리에게 아마존 이름과 창업 전액 지원을 제안하며 데이비드에게 배터리 연구자 지원을 맡긴다.","월가 전체의 미움을 살 수 있어 퀀텀을 먼저 배신할 수 없고 대학 4년은 외환위기까지 남은 시간을 갉아먹는다.","푸틴이 `I NEVER FORGET IT`을 보내고 3년 뒤인 1994년 말 김민재가 하버드를 조기졸업해 귀국한다.","푸틴의 감사, 노벨급 배터리 기술 지분 선점, 하버드 3년 졸업과 김태중의 귀국 식탁 환대를 받는다.","시간·교육·인맥·지위","김민재는 23세 하버드 졸업생이자 태우 입사 예정자가 되고 SAVE는 제프리 이후까지 이어질 인재·기술 파이프라인을 갖춘다.","기획실 대신 창원 부품공장을 택해 5년 갈아 온 칼을 처음 쓰겠다고 결심한다.","하버드 과정; 푸틴 첫 지원; 퀀텀 프랑화 대응 방향","태우 내부 수술; 제프리의 아마존 창업; 배터리·미래 창업자 지분","S1-A06","high"
"16","16화","칼춤(2)","3025","3210","1995년 1월 김민재가 태우그룹 차장으로 창원 부품공장에 첫 출근한다.","회장 손자 행세로 방심시킨 뒤 신상명세서로 공장 전체의 횡령 고리를 잡아 첫 칼춤을 연다.","현장 체험을 가장해 서우태 공장장과 총무팀의 고철·계약 횡령 구조를 확인하고 은밀한 조사팀을 투입한다.","양 대리 안내로 고철장과 총무팀을 돌며 악수해 이 부장 등 전원의 비리 특이사항을 확인하고 관리직 전체에 비싼 회식과 술을 사며 외부 인력에 자료 탈취를 지시한다.","김태중은 공장 임원보다 순진한 손자를 걱정하고 임원들은 짧게 머물 낙하산으로 보고 술과 접대로 눈을 가리려 한다.","자동차 판넬 고철 헐값 매각과 뒷돈, 총무팀 전원의 횡령, 10개가 넘는 공장 비리가 능력치와 전생 수사 기억으로 맞물린다.","임원들의 경계가 가족 같은 신입이라 착각할 만큼 풀리고 김민재는 현장 비리의 인물·부서·거래 지점을 확보한다.","직위·정보·위장 관계","김민재가 외부 후계자에서 공장 차장으로 들어오고 창원 부품공장은 첫 전면 수술 대상으로 확정된다.","전 임원과 밤새 술잔을 주고받는 동안 비밀 조사팀이 장부와 컴퓨터 자료에 손댄다.","태우 입사·공장 배치","서우태·총무팀 비리 증거; 외부 조사팀 정체; 첫 숙청","S1-A06","high"
"17","17화","칼춤(3)","3211","3402","창원 부품공장 임원들은 회식으로 김민재를 완전히 길들였다고 믿는다.","장학·펀드로 3년간 심은 비주류 에이스들이 실제 기업 비리를 캐는 비밀 칼날로 모습을 드러낸다.","강인식과 국세청·경찰·검찰 팀을 연결해 공장 내외의 증거를 모으고 내부 제보 통로를 만든다.","사우나에서 기무사 출신 정보력 S급 강인식과 만나 탈취 자료를 검토하고 공장장 팔레트 독점 계획과 경리 한지혜·주영미와의 이중 불륜을 각각 포착한다.","자료가 아직 부족하고 조사 방식이 불법 침투·감청에 가깝다. 서로 모르는 강인식과 세 기관의 `돌아이`를 조율해야 한다.","서우태가 퇴직 장 부장의 팔레트 회사 지분 50퍼센트를 받으려 하며 한지혜·주영미 모두와 내연 관계라는 두 약점이 열린다.","정보력 S급 강인식과 기관별 에이스 공조, 팔레트 사업·이중 불륜이라는 내부 균열 지점을 얻는다.","인재·정보·압력","재단의 추상적 인맥이 강인식 중심 비밀 정보조직으로 실전화되고 공장장 왕국의 경제·사생활 약점이 동시에 드러난다.","김민재는 두 경리 파벌을 서로 적대시켜 내부 자료를 받아 낼 계획을 세운다.","강인식 정보팀 가동","공장장 불륜 이간질; 팔레트·고철·채용 비리 전수 증거","S1-A06","high"
"18","18화","의사가 휘두르는 칼은 수술이다. (1)","3403","3587","입사 사흘 만에 외부팀이 창원 부품공장의 탈세와 관련 회사들을 찾아낸다.","국내 수술과 별개로 SAVE의 미래 지식이 일본 재난·재계 승계 분쟁까지 돈과 먹잇감으로 준비된다.","불륜 증거를 확보하는 동안 일본 폭락 파생상품과 재벌 2·3세 분열 공작을 배치한다.","강인식에게 10억 원 스카우트비와 5억 원 활동비를 주고 한정훈에게 일본 증시 15퍼센트 이상 하락 시 터지는 100억 달러 파생계약을 확대시킨 뒤 청년경제포럼에 데뷔한다.","일본 경제가 이미 안정됐다는 통념과 100억 달러 전액 손실 위험, 공장 수술·SAVE·외환위기 준비를 동시에 해야 하는 시간 압박이 있다.","SAVE 자금이 150억 달러에서 360억 달러로 컸고 김민재는 CL·현재·현진의 후계 분쟁을 일으켜 알짜 계열사를 먹을 후보로 고른다.","강인식의 충성, 일본 기업·은행의 대규모 파생계약, 재계 후계자 첫 공식 인맥과 다섯 기업 먹잇감을 확보한다.","돈·평판·정보망","김민재가 태우 차장뿐 아니라 국내 재계에 공식 등장한 후계자이자 일본 금융전 설계자로 움직인다.","재벌 후계자 포럼의 우호적 얼굴들 중 누구를 갈라 계열사를 먹을지 사냥을 시작한다.","조사팀 자금·일본 파생 계약","CL·현재·현진 승계 분열; 고베 지진 파생 결산; 공장 내부 제보","S1-A06","high"
"19","19화","의사가 휘두르는 칼은 수술이다.(2)","3588","3812","김민재는 청년경제포럼에서 전생에 태우 몰락 뒤 전화를 끊었던 후계자들을 다시 만난다.","친구 행세를 사냥으로 뒤집고 공장장 두 내연녀의 질투를 완전한 내부 고발로 바꾼다.","CL 고영준 등 경쟁 그룹 후계자들에게 분쟁 씨앗을 심고 한지혜·주영미에게 서우태의 비리 장부를 받아 낸다.","고영준의 장자승계 불만을 부추길 친분을 만들고 현재·현진 왕자의 난 당사자들과 연결한 뒤 불륜 사진을 각 경리에게 보여 서로 배신당했다고 믿게 한다.","김민재는 회식·포럼·창원 이동으로 쉴 시간이 없고 불법 감청·호텔 매수 증거는 법정에서 쓰기 어렵다.","한지혜가 이중장부 20봉투를, 주영미가 팔레트 회사 계약·공모 임직원 자료를 자발적으로 내놓는다.","공장 내부 핵심 회계 자료와 경리 두 명의 협조, 다섯 경쟁그룹 후계자에 대한 장기 접근점을 확보한다.","정보·관계·복수망","서우태의 연애 파벌이 무너져 그가 통제하던 장부가 김민재·강인식의 법적 수사팀으로 넘어간다.","강인식이 국세청·경찰·검찰 에이스를 움직여 내부 자료를 법적 증거로 전환한다.","불륜 증거 수집","서우태 사법 처리; 경쟁그룹 승계 분쟁; 스타벅스 한국 진출 검토","S1-A06","high"
"20","20화","의사가 휘두르는 칼은 수술이다.(3)","3813","4009","이중장부와 팔레트 자료가 모였지만 태우 비서실은 원래 비리를 조용히 감사팀에서 덮는 조직이다.","순진한 손자의 붕괴를 연기해 김택훈의 보호 본능과 그룹 권력을 수사·언론 불길로 바꾼다.","검경·국세청의 압수수색과 공개 기자회견으로 서우태 사건을 내부 징계가 아닌 전 그룹 경고로 만든다.","청담동 술집 난동·눈물을 연기해 김택훈에게 수사 지원을 얻고 압수영장 발부 즉시 세 기관을 투입해 서우태의 횡령·하청 독점 계약을 김태중 이름으로 언론에 고발한다.","20년 공신 서우태를 공개 형사처리하면 다른 공신과 그룹 평판이 흔들리고 태우 전체로 불길이 번질 수 있다.","불륜 사진 앞에서 서우태가 무릎을 꿇고, 재벌 3세의 첫 내부고발이라는 뉴스가 전국 기자들의 관심을 장악한다.","서우태 형사처리와 재벌 3세의 공개 내부고발 주도권을 얻는다.","사법·언론 권한·후계자 평판","김민재의 비밀 조사에서 국가기관의 공개 압수수색으로 바뀌고 창원 비리가 태우 전체의 체질 문제로 격상된다.","김태중이 손자가 자기 이름을 걸고 일을 키운 기자회견을 어떻게 받아들일지가 남는다.","창원 부품공장 증거 수집; 김택훈 지원 확보","김태중과 경영관 충돌; 공신 숙청 권한; 그룹 전체 감사","S1-A06","high"
