"sequence","visible_label","arc_id","arc_phase","concrete_event","tension_1_10","reward_1_10","hook_1_10","information_weight","action_weight","relationship_weight","emotion_weight","material_or_status_weight","pacing_note"
"511","511","S3-A02","진입","카길·와이자타 앞에서 연 1천억 달러 곡물 구매와 농장 임차를 제안한다; 탐욕과 경쟁을 이용해 곡물 메이저 단일전선을 갈라놓는다","5","4","7","4","3","3","2","4","진입 구간. 탐욕과 경쟁을 이용해 곡물 메이저 단일전선을 갈라놓는다; 다음 압력은 비테라를 태우 곡물회사로 바꾸고 세계 농업 인프라 임차망을 묶는다"
"512","512","S3-A02","진입","비테라를 태우 곡물회사로 바꾸고 세계 농업 인프라 임차망을 묶는다; 한국 반도체가 흔들려도 버틸 식량 무기와 태우상사의 축이 생긴다","5","4","7","4","3","3","2","4","진입 구간. 한국 반도체가 흔들려도 버틸 식량 무기와 태우상사의 축이 생긴다; 다음 압력은 중국에서 해고된 기술자를 막고 인도·베트남에 레거시 팹과 HBM·GPU 투자를 배치한다"
"513","513","S3-A02","상승","중국에서 해고된 기술자를 막고 인도·베트남에 레거시 팹과 HBM·GPU 투자를 배치한다; 동남아 동맹과 첨단칩 주도권을 동시에 확보하는 생산지도가 그려진다","6","6","7","4","3","3","2","4","상승 구간. 동남아 동맹과 첨단칩 주도권을 동시에 확보하는 생산지도가 그려진다; 다음 압력은 레거시 공장 물량을 배분한 뒤 ASML을 찾아 EUV 장비 선점 협상에 들어간다"
"514","514","S3-A02","상승","레거시 공장 물량을 배분한 뒤 ASML을 찾아 EUV 장비 선점 협상에 들어간다; 중국 제재 뒤에도 태우가 장비 부족을 겪지 않을 교섭창이 열린다","6","5","8","4","3","3","2","4","상승 구간. 중국 제재 뒤에도 태우가 장비 부족을 겪지 않을 교섭창이 열린다; 다음 압력은 ASML 증설비를 대고 기존 EUV 50퍼센트·신규 70퍼센트와 후일 DUV까지 약속받는다"
"515","515","S3-A02","압박","ASML 증설비를 대고 기존 EUV 50퍼센트·신규 70퍼센트와 후일 DUV까지 약속받는다; 첨단·레거시 양쪽 장비 공급의 병목을 태우가 통제하게 된다","7","6","7","4","3","3","2","4","압박 구간. 첨단·레거시 양쪽 장비 공급의 병목을 태우가 통제하게 된다; 다음 압력은 베트남의 김태중에게 저점 투자를 맡기고 귀국해 손실을 감수한 28GHz·스타링크 구축을 명령한다"
"516","516","S3-A02","압박","베트남의 김태중에게 저점 투자를 맡기고 귀국해 손실을 감수한 28GHz·스타링크 구축을 명령한다; 회귀 전 통신 실패를 되풀이하지 않을 5G·자율주행 기반을 지킨다","7","7","7","4","3","3","2","4","압박 구간. 회귀 전 통신 실패를 되풀이하지 않을 5G·자율주행 기반을 지킨다; 다음 압력은 일본 초계기 갈등을 계기로 일본 소재를 2~10배 비축하고 관련주 공매도를 준비한다"
"517","517","S3-A02","전환","일본 초계기 갈등을 계기로 일본 소재를 2~10배 비축하고 관련주 공매도를 준비한다; 다가올 수출규제를 재고와 금융수익으로 되받아칠 시간이 확보된다","9","7","8","4","3","3","2","4","전환 구간. 다가올 수출규제를 재고와 금융수익으로 되받아칠 시간이 확보된다; 다음 압력은 이영한의 해외망으로 마스크·병동을 늘리고 머스크·오용재를 일본 제재 방어선에 묶는다"
"518","518","S3-A02","전환","이영한의 해외망으로 마스크·병동을 늘리고 머스크·오용재를 일본 제재 방어선에 묶는다; 방역과 반도체 양쪽에서 민간 동맹이 작동하기 시작한다","8","7","9","4","3","3","2","4","전환 구간. 방역과 반도체 양쪽에서 민간 동맹이 작동하기 시작한다; 다음 압력은 듀폰 현지화를 타진하고 일본의 대북 밀수 영상·자금 증거를 강 대위와 모은다"
"519","519","S3-A02","결산","듀폰 현지화를 타진하고 일본의 대북 밀수 영상·자금 증거를 강 대위와 모은다; 일본을 외교적으로 역공할 카드와 포토레지스트 대체선이 함께 생긴다","8","7","8","4","3","3","2","4","결산 구간. 일본을 외교적으로 역공할 카드와 포토레지스트 대체선이 함께 생긴다; 다음 압력은 듀폰에 2천만 달러와 지분 30퍼센트로 한국 EUV 포토레지스트 공장을 세운다"
"520","520","S3-A02","결산","듀폰에 2천만 달러와 지분 30퍼센트로 한국 EUV 포토레지스트 공장을 세운다; 일본 정책 변경 시 계약을 끊고 업체를 빼올 소재 자립 덫이 완성된다","8","9","8","4","3","3","2","4","결산 구간. 일본 정책 변경 시 계약을 끊고 업체를 빼올 소재 자립 덫이 완성된다; 다음 압력은 센트리언 진단·백신 연구와 대형 제약공장을 손실을 감수하고 확대한다"
"521","521","S3-A03","진입","센트리언 진단·백신 연구와 대형 제약공장을 손실을 감수하고 확대한다; 미중 휴전 뒤 올 전염병 폭풍을 받을 생산능력이 선행 구축된다","5","4","7","4","3","3","2","4","진입 구간. 미중 휴전 뒤 올 전염병 폭풍을 받을 생산능력이 선행 구축된다; 다음 압력은 수감된 이 상무에게 가짜·도난 반도체 기술을 건네 중국 보조금 사냥꾼으로 쓴다"
"522","522","S3-A03","진입","수감된 이 상무에게 가짜·도난 반도체 기술을 건네 중국 보조금 사냥꾼으로 쓴다; 원수에게 중국 돈을 빨아오게 하는 복수 겸 자금 회수 장치가 가동된다","5","4","7","4","3","3","2","4","진입 구간. 원수에게 중국 돈을 빨아오게 하는 복수 겸 자금 회수 장치가 가동된다; 다음 압력은 조 사장·박진훈을 거친 USB로 이 상무를 움직이고 마스크 생산을 200~400퍼센트 늘린다"
"523","523","S3-A03","상승","조 사장·박진훈을 거친 USB로 이 상무를 움직이고 마스크 생산을 200~400퍼센트 늘린다; 미중 협상 결렬과 우한 사태에 앞선 두 개의 물량 우위가 생긴다","6","5","7","4","3","3","2","4","상승 구간. 미중 협상 결렬과 우한 사태에 앞선 두 개의 물량 우위가 생긴다; 다음 압력은 미중 협상 결렬·관세·홍콩시위에 맞춰 공매도하고 중국 전역에 가짜 팹을 번식시킨다"
"524","524","S3-A03","상승","미중 협상 결렬·관세·홍콩시위에 맞춰 공매도하고 중국 전역에 가짜 팹을 번식시킨다; 시장 하락 수익과 중국 보조금 누수라는 이중 보상이 발생한다","7","6","7","4","3","3","2","4","상승 구간. 시장 하락 수익과 중국 보조금 누수라는 이중 보상이 발생한다; 다음 압력은 G20를 앞두고 GSOMIA·대북밀수·차량용칩을 일본 제재 대응 카드로 묶는다"
"525","525","S3-A03","압박","G20를 앞두고 GSOMIA·대북밀수·차량용칩을 일본 제재 대응 카드로 묶는다; 미중 일시 휴전 뒤 곧 시작될 한일전의 대응 순서가 확정된다","7","6","8","4","3","3","2","4","압박 구간. 미중 일시 휴전 뒤 곧 시작될 한일전의 대응 순서가 확정된다; 다음 압력은 G20 직후 트럼프의 방한과 반도체도시 방문을 일본 공매도 개시 신호로 삼는다"
"526","526","S3-A03","압박","G20 직후 트럼프의 방한과 반도체도시 방문을 일본 공매도 개시 신호로 삼는다; 7월 1일 수출규제에 금융타워가 즉시 반응할 전시태세가 된다","8","6","7","4","3","3","2","4","압박 구간. 7월 1일 수출규제에 금융타워가 즉시 반응할 전시태세가 된다; 다음 압력은 트럼프 재선용 기업 프로젝트를 약속하면서 한국 반도체를 미국 선거 이해와 묶는다"
"527","527","S3-A03","전환","트럼프 재선용 기업 프로젝트를 약속하면서 한국 반도체를 미국 선거 이해와 묶는다; 일본이 공격해도 백악관이 한국을 버리기 어려운 구조가 선다","8","6","8","4","3","3","2","4","전환 구간. 일본이 공격해도 백악관이 한국을 버리기 어려운 구조가 선다; 다음 압력은 일본의 3개 소재 수출규제에 6개월 재고와 국산화 기술을 내보이고 정부 규제완화를 얻는다"
"528","528","S3-A03","전환","일본의 3개 소재 수출규제에 6개월 재고와 국산화 기술을 내보이고 정부 규제완화를 얻는다; 예상된 공격이 태우의 시간과 국가 지원으로 전환된다","8","7","8","4","3","3","2","4","전환 구간. 예상된 공격이 태우의 시간과 국가 지원으로 전환된다; 다음 압력은 최재석에게 이미 확보한 기술을 숨겨 발표 시점을 조절하고 듀폰·삼진·연구기관을 가속한다"
"529","529","S3-A03","결산","최재석에게 이미 확보한 기술을 숨겨 발표 시점을 조절하고 듀폰·삼진·연구기관을 가속한다; 일본 기업 손실이 커질 때 국산화를 터뜨릴 타이밍 주도권을 쥔다","8","7","8","4","3","3","2","4","결산 구간. 일본 기업 손실이 커질 때 국산화를 터뜨릴 타이밍 주도권을 쥔다; 다음 압력은 대북밀수 증거를 공개하고 이영한이 일본 소재기업을 부채·이전 계약으로 포획한다"
"530","530","S3-A03","결산","대북밀수 증거를 공개하고 이영한이 일본 소재기업을 부채·이전 계약으로 포획한다; 일본의 명분과 산업기반을 동시에 깎는 역공이 시작된다","8","8","9","4","3","3","2","4","결산 구간. 일본의 명분과 산업기반을 동시에 깎는 역공이 시작된다; 다음 압력은 미국 지지를 확인한 뒤 12나인 불화수소 양산을 기자회견으로 발표한다"
"531","531","S3-A03","진입","미국 지지를 확인한 뒤 12나인 불화수소 양산을 기자회견으로 발표한다; 일본 수출규제의 핵심 병목이 한국의 기술 성과로 뒤집힌다","5","4","7","5","3","5","2","4","진입 구간. 일본 수출규제의 핵심 병목이 한국의 기술 성과로 뒤집힌다; 다음 압력은 불화수소 공급을 70퍼센트에서 100퍼센트로 끌어올리고 일본의 규제 철회를 받아낸다"
"532","532","S3-A03","진입","불화수소 공급을 70퍼센트에서 100퍼센트로 끌어올리고 일본의 규제 철회를 받아낸다; 관련주 공매도 이익과 첫 소재전의 명백한 승리를 거둔다","5","5","7","5","3","5","2","4","진입 구간. 관련주 공매도 이익과 첫 소재전의 명백한 승리를 거둔다; 다음 압력은 오용재에게 공장을 보여 준 뒤 오사카 라이킨공업 아키토를 채무로 압박한다"
"533","533","S3-A03","상승","오용재에게 공장을 보여 준 뒤 오사카 라이킨공업 아키토를 채무로 압박한다; 철회 뒤에도 일본 핵심기업을 한국으로 옮기는 다음 수확이 열린다","6","5","8","5","3","5","2","4","상승 구간. 철회 뒤에도 일본 핵심기업을 한국으로 옮기는 다음 수확이 열린다; 다음 압력은 아키토의 한국공장·지분 양도를 받고 같은 방식으로 일본 소재기업 네 곳을 확보한다"
"534","534","S3-A03","상승","아키토의 한국공장·지분 양도를 받고 같은 방식으로 일본 소재기업 네 곳을 확보한다; 사우디 자금까지 위장 투입한 장기 소재 지배망이 생긴다","6","5","7","5","3","5","2","4","상승 구간. 사우디 자금까지 위장 투입한 장기 소재 지배망이 생긴다; 다음 압력은 듀폰 포토레지스트 성공과 GSOMIA를 묶어 일본의 선박·금융 확전 제안을 역이용한다"
"535","535","S3-A03","압박","듀폰 포토레지스트 성공과 GSOMIA를 묶어 일본의 선박·금융 확전 제안을 역이용한다; 일본이 체면을 지키려 넓힌 전장이 태우의 추가 인수 기회가 된다","7","6","7","5","3","5","2","4","압박 구간. 일본이 체면을 지키려 넓힌 전장이 태우의 추가 인수 기회가 된다; 다음 압력은 일본 금융공격에 100조 원 대출과 미국 통화스와프로 철통 방어한다"
"536","536","S3-A03","압박","일본 금융공격에 100조 원 대출과 미국 통화스와프로 철통 방어한다; 태우상사의 단기 적자를 감수하고도 국가·그룹 유동성을 지킨다","8","7","7","5","3","5","2","4","압박 구간. 태우상사의 단기 적자를 감수하고도 국가·그룹 유동성을 지킨다; 다음 압력은 러시아 로만을 통해 후쿠시마 오염수 문제를 국제 의제로 키운다"
"537","537","S3-A03","전환","러시아 로만을 통해 후쿠시마 오염수 문제를 국제 의제로 키운다; 일본이 빠져나오기 힘든 외교·비용의 블랙홀이 만들어진다","8","6","8","5","3","5","2","4","전환 구간. 일본이 빠져나오기 힘든 외교·비용의 블랙홀이 만들어진다; 다음 압력은 중국에서 리강의 공조와 우한 의료진 파견 근거를 얻고 한국의 일본 금융지원도 설계한다"
"538","538","S3-A03","전환","중국에서 리강의 공조와 우한 의료진 파견 근거를 얻고 한국의 일본 금융지원도 설계한다; 오염수 연대와 신종 감염병 조기감시라는 두 카드가 연결된다","8","7","8","5","3","5","2","4","전환 구간. 오염수 연대와 신종 감염병 조기감시라는 두 카드가 연결된다; 다음 압력은 한·중·러 오염수 공세를 굳히고 러시아 전쟁·중국 가짜 팹에 대비해 달러와 현금을 쌓는다"
"539","539","S3-A03","결산","한·중·러 오염수 공세를 굳히고 러시아 전쟁·중국 가짜 팹에 대비해 달러와 현금을 쌓는다; 다음 세계 충격을 살 현금과 일본 압박의 연합전선이 완성된다","9","8","8","5","3","5","2","4","결산 구간. 다음 세계 충격을 살 현금과 일본 압박의 연합전선이 완성된다; 다음 압력은 대화그룹 김정권의 소재 국산화를 띄우고 HBM·양자·AI에 무제한 투자를 돌린다"
"540","540","S3-A03","결산","대화그룹 김정권의 소재 국산화를 띄우고 HBM·양자·AI에 무제한 투자를 돌린다; 소재전 결산이 코로나 수익으로 미래기술을 사는 다음 국면으로 넘어간다","8","9","9","5","3","5","2","4","결산 구간. 소재전 결산이 코로나 수익으로 미래기술을 사는 다음 국면으로 넘어간다; 다음 압력은 태우병원 이동수 의료진이 우한에서 신종 코로나를 탐지하고 센트리언이 백신·진단 개발에 착수한다"
"541","541","S3-A04","진입","태우병원 이동수 의료진이 우한에서 신종 코로나를 탐지하고 센트리언이 백신·진단 개발에 착수한다; 중국 발표 전 병원 데이터로 세계 최초 대응시간을 확보한다","5","5","7","4","5","3","4","4","진입 구간. 중국 발표 전 병원 데이터로 세계 최초 대응시간을 확보한다; 다음 압력은 우한 병원 격리 절차와 원격근무·메타버스 체계를 그룹 전체에 깐다"
"542","542","S3-A04","진입","우한 병원 격리 절차와 원격근무·메타버스 체계를 그룹 전체에 깐다; 직원 생존과 최재석 정부의 방역 신뢰를 함께 지킬 준비가 끝난다","5","4","7","4","5","3","4","4","진입 구간. 직원 생존과 최재석 정부의 방역 신뢰를 함께 지킬 준비가 끝난다; 다음 압력은 귀국 의료진을 격리하고 금융타워 공매도·마스크 원료·무인택시를 최대로 늘린다"
"543","543","S3-A04","상승","귀국 의료진을 격리하고 금융타워 공매도·마스크 원료·무인택시를 최대로 늘린다; 감염·시장붕괴·이동중단 세 충격에 대한 선행 방어가 선다","7","5","7","4","5","3","4","4","상승 구간. 감염·시장붕괴·이동중단 세 충격에 대한 선행 방어가 선다; 다음 압력은 센트리언 자가진단키트 성공을 최재석에게 알리고 국가 검역에 투입한다"
"544","544","S3-A04","상승","센트리언 자가진단키트 성공을 최재석에게 알리고 국가 검역에 투입한다; 한국이 감염자를 가장 먼저 찾아내는 방역 주도권을 얻는다","6","6","7","4","5","3","4","4","상승 구간. 한국이 감염자를 가장 먼저 찾아내는 방역 주도권을 얻는다; 다음 압력은 중국의 은폐 속 한중일 정상회의에서 리강천의 검역 완화 요구를 최재석이 거부한다"
"545","545","S3-A04","압박","중국의 은폐 속 한중일 정상회의에서 리강천의 검역 완화 요구를 최재석이 거부한다; 경제압박보다 생존을 우선한 한국 방역선이 유지된다","7","6","7","4","5","3","4","4","압박 구간. 경제압박보다 생존을 우선한 한국 방역선이 유지된다; 다음 압력은 12월 31일 공식 보도와 동시에 한국이 키트로 첫 환자를 잡고 마스크 가격통제에 들어간다"
"546","546","S3-A04","압박","12월 31일 공식 보도와 동시에 한국이 키트로 첫 환자를 잡고 마스크 가격통제에 들어간다; 회귀 지식이 국가 조기경보와 실제 확진 탐지로 결산된다","7","7","7","4","5","3","4","4","압박 구간. 회귀 지식이 국가 조기경보와 실제 확진 탐지로 결산된다; 다음 압력은 중국 주문 폭증 속 민동규의 마스크 100만 장 빼돌리기를 강 대위가 적발한다"
"547","547","S3-A04","전환","중국 주문 폭증 속 민동규의 마스크 100만 장 빼돌리기를 강 대위가 적발한다; 내부 탐욕이 방역 물량을 흔드는 첫 배신으로 드러난다","8","6","8","4","5","3","4","4","전환 구간. 내부 탐욕이 방역 물량을 흔드는 첫 배신으로 드러난다; 다음 압력은 이영한이 유출선을 처벌하고 센트리언 키트의 중국 승인·수출을 성사시킨다"
"548","548","S3-A04","전환","이영한이 유출선을 처벌하고 센트리언 키트의 중국 승인·수출을 성사시킨다; 도난 물량을 회수하면서 한국 진단제품이 중국 현장에 진입한다","8","7","8","4","5","3","4","4","전환 구간. 도난 물량을 회수하면서 한국 진단제품이 중국 현장에 진입한다; 다음 압력은 중국 첫 사망 뒤 헨더슨 미국대사가 3억 개 키트와 추가 6억 개·마스크를 주문한다"
"549","549","S3-A04","결산","중국 첫 사망 뒤 헨더슨 미국대사가 3억 개 키트와 추가 6억 개·마스크를 주문한다; 세계 유일 조기진단 공급자의 외화·외교 보상이 폭발한다","8","8","8","4","5","3","4","4","결산 구간. 세계 유일 조기진단 공급자의 외화·외교 보상이 폭발한다; 다음 압력은 리강의 기술·IP 요구를 거절하고 키트·마스크·백신을 일본 항복 카드로 묶는다"
"550","550","S3-A04","결산","리강의 기술·IP 요구를 거절하고 키트·마스크·백신을 일본 항복 카드로 묶는다; 중국에는 판매하되 핵심은 지키고 다음 일본 의료협상을 준비한다","8","8","8","4","5","3","4","4","결산 구간. 중국에는 판매하되 핵심은 지키고 다음 일본 의료협상을 준비한다; 다음 압력은 우한 봉쇄 뒤 월 10억 장 마스크와 KF94 미국 인정을 확보한다"
"551","551","S3-A04","진입","우한 봉쇄 뒤 월 10억 장 마스크와 KF94 미국 인정을 확보한다; 올림픽 때문에 버티는 일본을 제외한 세계 방역 공급망을 장악한다","5","4","7","4","5","3","4","5","진입 구간. 올림픽 때문에 버티는 일본을 제외한 세계 방역 공급망을 장악한다; 다음 압력은 트럼프가 바이러스를 경시하자 중국 입국금지와 재선 지원을 논의하며 다른 경주마를 검토한다"
"552","552","S3-A04","진입","트럼프가 바이러스를 경시하자 중국 입국금지와 재선 지원을 논의하며 다른 경주마를 검토한다; 생존정책을 거부하는 대통령을 교체할 정치적 분기점이 생긴다","5","4","7","4","5","3","4","5","진입 구간. 생존정책을 거부하는 대통령을 교체할 정치적 분기점이 생긴다; 다음 압력은 WHO 비상사태 선언에 다이아몬드 프린세스 승객 구조용 선박·음압텐트·검사를 준비한다"
"553","553","S3-A04","상승","WHO 비상사태 선언에 다이아몬드 프린세스 승객 구조용 선박·음압텐트·검사를 준비한다; 일본이 방치한 300명을 한국이 구할 공개 무대가 마련된다","6","5","7","4","5","3","4","5","상승 구간. 일본이 방치한 300명을 한국이 구할 공개 무대가 마련된다; 다음 압력은 구조선을 출항시키는 동시에 사우디·러시아 유가전쟁을 보고 4월까지 원유 공매도를 유지한다"
"554","554","S3-A04","상승","구조선을 출항시키는 동시에 사우디·러시아 유가전쟁을 보고 4월까지 원유 공매도를 유지한다; 인명 구조와 시장 충격 수익을 같은 시간표에 올린다","7","5","7","4","5","3","4","5","상승 구간. 인명 구조와 시장 충격 수익을 같은 시간표에 올린다; 다음 압력은 한국이 크루즈 승객 300명을 무사히 구하고 최재석에게 거리두기·3개월 백신을 약속한다"
"555","555","S3-A04","압박","한국이 크루즈 승객 300명을 무사히 구하고 최재석에게 거리두기·3개월 백신을 약속한다; 국가 이미지와 백신 기대라는 눈에 보이는 보상을 얻는다","7","7","7","4","5","3","4","5","압박 구간. 국가 이미지와 백신 기대라는 눈에 보이는 보상을 얻는다; 다음 압력은 AI가 예측한 3월 폭락에 금융타워·국민연금 포지션을 맞춘다"
"556","556","S3-A04","압박","AI가 예측한 3월 폭락에 금융타워·국민연금 포지션을 맞춘다; 다우 급락이 공매도 수익과 국가 저점매수 기회로 바뀐다","7","6","7","4","5","3","4","5","압박 구간. 다우 급락이 공매도 수익과 국가 저점매수 기회로 바뀐다; 다음 압력은 원격근무 체계를 실전에 성공시키고 종교단체 SNS를 해킹해 대규모 집회를 막는다"
"557","557","S3-A04","전환","원격근무 체계를 실전에 성공시키고 종교단체 SNS를 해킹해 대규모 집회를 막는다; 백신 전 국내 집단감염을 억제하며 내부 생존 약속을 지킨다","9","7","8","4","5","3","4","5","전환 구간. 백신 전 국내 집단감염을 억제하며 내부 생존 약속을 지킨다; 다음 압력은 사우디·러시아 감산 실패를 확인하고 빈 살만의 20퍼센트 가격인하·증산 결정을 이용한다"
"558","558","S3-A04","전환","사우디·러시아 감산 실패를 확인하고 빈 살만의 20퍼센트 가격인하·증산 결정을 이용한다; 유가 붕괴의 방향과 속도가 김민재의 포지션대로 굳어진다","8","7","8","4","5","3","4","5","전환 구간. 유가 붕괴의 방향과 속도가 김민재의 포지션대로 굳어진다; 다음 압력은 센트리언 백신이 중증은 막지만 감염은 못 막는다는 한계를 받고 이영한의 대출·부동산 탐욕을 제어한다"
"559","559","S3-A04","결산","센트리언 백신이 중증은 막지만 감염은 못 막는다는 한계를 받고 이영한의 대출·부동산 탐욕을 제어한다; 기술 성공의 한계와 내부 자본의 윤리 비용이 함께 드러난다","8","7","8","4","5","3","4","5","결산 구간. 기술 성공의 한계와 내부 자본의 윤리 비용이 함께 드러난다; 다음 압력은 유가·다우 서킷브레이커 뒤 백신 발표 직전 저점매수하고 트럼프와 바이든을 비교한다"
"560","560","S3-A04","결산","유가·다우 서킷브레이커 뒤 백신 발표 직전 저점매수하고 트럼프와 바이든을 비교한다; 폭락 수익을 실물·주식 자산으로 바꾸며 정치 경주마 교체가 임박한다","8","8","9","4","5","3","4","5","결산 구간. 폭락 수익을 실물·주식 자산으로 바꾸며 정치 경주마 교체가 임박한다; 다음 압력은 공매도 80퍼센트를 청산하고 제2 금융타워를 세우며 트럼프의 백신 회의론을 확인한다"
"561","561","S3-A05","진입","공매도 80퍼센트를 청산하고 제2 금융타워를 세우며 트럼프의 백신 회의론을 확인한다; 시장 생환에 성공하지만 백신 의무화에는 새 대통령이 필요해진다","6","4","7","4","3","3","2","4","진입 구간. 시장 생환에 성공하지만 백신 의무화에는 새 대통령이 필요해진다; 다음 압력은 트럼프에게 알래스카·원유자산 400억 달러 재매입을 받아내고 데이비드에게 바이든 접촉을 맡긴다"
"562","562","S3-A05","진입","트럼프에게 알래스카·원유자산 400억 달러 재매입을 받아내고 데이비드에게 바이든 접촉을 맡긴다; 현직과의 이익은 회수하면서 차기 권력선도 연다","5","4","7","4","3","3","2","4","진입 구간. 현직과의 이익은 회수하면서 차기 권력선도 연다; 다음 압력은 다이먼과 나스닥을 사고 2~5조 달러 부양책·운임폭등에 앞서 선박과 컨테이너를 확보한다"
"563","563","S3-A05","상승","다이먼과 나스닥을 사고 2~5조 달러 부양책·운임폭등에 앞서 선박과 컨테이너를 확보한다; 헬리콥터 머니가 금융·물류 자산 상승으로 연결될 준비가 끝난다","6","5","7","4","3","3","2","4","상승 구간. 헬리콥터 머니가 금융·물류 자산 상승으로 연결될 준비가 끝난다; 다음 압력은 엑슨·LNG선 자산을 흥정하고 신시내티에서 바이든·오바마에게 백신 의무화를 요구한다"
"564","564","S3-A05","상승","엑슨·LNG선 자산을 흥정하고 신시내티에서 바이든·오바마에게 백신 의무화를 요구한다; 석유 저점수확과 차기 정부 방역정책을 한 번에 거래한다","6","5","7","4","3","3","2","4","상승 구간. 석유 저점수확과 차기 정부 방역정책을 한 번에 거래한다; 다음 압력은 바이든의 조건부 의무화 약속을 받고 주 경주마를 바꾸되 트럼프 선도 유지한다"
"565","565","S3-A05","압박","바이든의 조건부 의무화 약속을 받고 주 경주마를 바꾸되 트럼프 선도 유지한다; 한국 백신 발표와 함께 정치·시장 양쪽의 상황이 역전된다","7","6","7","4","3","3","2","4","압박 구간. 한국 백신 발표와 함께 정치·시장 양쪽의 상황이 역전된다; 다음 압력은 대통령 회의에서 원전·레거시칩 증산을 밀고 태우상사가 모든 선박을 사게 한다"
