"sequence","visible_label","arc_id","arc_phase","concrete_event","tension_1_10","reward_1_10","hook_1_10","information_weight","action_weight","relationship_weight","emotion_weight","material_or_status_weight","pacing_note"
"17","17화","S1-A06","비밀 조사·약점 발견","강인식·기관 에이스 팀을 가동하고 팔레트 독점과 공장장·두 경리의 불륜을 찾아낸다.","7","7","8","8","7","6","5","6","외부 수사망과 내부 파벌을 한 화에서 연결해 증거 수집 속도를 높인다."
"18","18화","S1-A06","압력 확장·병렬 포석","강인식 조사비를 지급하고 일본 폭락 파생상품 100억 달러와 재벌 후계 분열 표적 다섯 곳을 배치한다.","7","8","8","9","5","6","4","9","공장 수사 사이에 SAVE·재계 사냥을 병렬 배치해 주인공의 숨은 규모를 보여 준다."
"19","19화","S1-A06","내부 전환·증거 확보","고영준 등에게 승계 분쟁 씨앗을 심고 불륜 이간질로 한지혜·주영미에게 이중장부와 팔레트 자료를 받는다.","7","9","8","7","8","8","7","6","사교전 뒤 질투와 복수 감정을 바로 작동시켜 기다린 내부 증거를 시원하게 지급한다."
"20","20화","S1-A06","공개 폭발·1차 타격","술집 난동 연기로 김택훈을 움직여 세 기관 압수수색과 재벌 3세 기자회견으로 서우태를 공개 고발한다.","9","9","10","7","10","8","9","7","비밀 수사를 하루 만에 언론 사건으로 폭발시켜 다음 권한 충돌을 강하게 건다."
"21","21화","S1-A06","가족 충돌·권한 획득","태우를 버릴 수 있다는 배수진으로 김태중과 맞서 그룹 감사팀 본부장 자리를 얻고 고베 대지진을 맞는다.","9","9","10","8","7","10","10","7","조손 사랑의 가장 큰 충돌을 공식 권한 보상으로 결산한 직후 재난 속보로 새 위기를 덧댄다."
"22","22화","S1-A06","두 전선 연결·협상 진입","고베 파생이 발동하고 이준수-정수철-명동 연결을 파악한 뒤 조지에게 75억 달러 계약과 희귀 지분 교환을 제안한다.","8","8","9","9","5","6","5","9","내부 권력 지도를 읽는 정적 장면과 일본 금융전의 거액 협상을 교차해 규모를 유지한다."
"23","23화","S1-A06","외부 보상·내부 재진입","애플·포드 각 20퍼센트 지분을 얻고 감사팀 첫날 정수철의 이준수 유착과 수상한 재산을 확인한다.","7","9","8","9","5","6","4","10","거액 미래 지분 보상 뒤 부패 감사팀의 날 선 대립으로 빠르게 긴장을 재장전한다."
"24","24화","S1-A06","독립 칼날 구성","정수철의 고립 지시를 무시하고 깨끗한 윤일섭을 승진시켜 창원 공장 직속 TF를 만든다.","7","7","8","8","6","7","5","6","부패 카르텔의 자신감과 능력치 인사를 대조해 새 팀의 성과 기대를 만든다."
"25","25화","S1-A06","구조 폭로·압력 상승","성과금·내부고발로 감사팀을 흔들고 창원 공장이 명동 돈 4천억 원에 지배된다는 박권흠의 설명을 듣는다.","8","7","9","9","4","6","6","7","개인 횡령을 그룹 차입 경영 문제로 확대해 다음 승부의 금액과 상대를 명확히 한다."
"26","26화","S1-A06","전쟁 준비","CT를 통한 4천억 대환, 노조 포섭, 특수부대 50~100명 경호회사로 명동과 싸울 돈·증거·안전을 갖춘다.","8","8","9","8","6","6","7","9","설계 중심이지만 버려진 인간병기에게 직장을 주는 관계 보상과 선전포고 기대가 강하다."
"27","27화","S1-A06","선전포고·적의 공개 공격","이준수를 명동 앞잡이라 도발해 노조 파업을 끌어내고 삐라·배 반장 소문전으로 현장을 흔든다.","8","7","9","7","7","6","5","7","본부장실 설전 직후 파업으로 압력이 현실화되고 노동자 대화가 정보전 효과를 보여 준다."
"28","28화","S1-A06","중간 승리·최종 심의 진입","반대 파벌과 노조 간부 사법처리로 파업 투표를 반대 51퍼센트로 무산시키지만 박진훈 사장단이 남는다.","8","8","9","8","7","7","5","7","첫 투표 승리를 지급하면서 편 가르기 후폭풍과 사장단 결전을 더 큰 비용으로 남긴다."
"29","29화","S1-A06","사장단 결전·역전 직전","이준수의 네 번 변명과 명동 오만을 쌓아 사장단 자존심을 돌린 뒤 CT은행 법인장을 회의장에 들인다.","9","7","10","8","7","7","6","8","증거를 한 번에 끝내지 않고 반복 변명으로 여론을 이동시킨 뒤 4천억 선언 직전 끊는다."
"30","30화","S1-A06","권력 역전·최종 협상 진입","CT 저리대출로 명동 4천억을 갚아 이준수를 몰아내고 광화문 곰에게 5년 내 명동 통일을 제안한다.","9","9","10","8","6","8","6","10","사장단 역전을 돈의 실체로 결산한 뒤 더 큰 상대 이선일과의 독대로 Arc 끝을 한 번 더 당긴다."
"31","31화","S1-A07","전 Arc 결산→적의 전장 이동","이선일이 이준수를 거두고 창원 47명이 징계되자 사장단은 김민재를 기술연구소로 보내려 모의한다.","7","9","8","8","6","6","6","7","명동 결산을 초반에 지급하고 적들이 고른 다음 무대를 역으로 이용할 기대를 연다."
"32","32화","S1-A07","권한 협상·새 거점 진입","기술·경제연구소 통합과 독립성·20명 채용권을 받아내고 차입금 경고자 후쿠다를 만난다.","6","9","8","8","4","7","5","8","칭찬 함정에 싫은 척 조건을 연속 받아 내는 협상 보상이 중심이다."
"33","33화","S1-A07","장기 전략 공개·조직 설계","후쿠다에게 계열사 30개 이상 매각과 태우자동차 중심 재편안을 밝히고 40명 특허팀을 만든다.","7","8","8","10","4","6","6","7","장편 생존안의 첫 구체 공개로 정보 밀도가 높고 특허팀 실행으로 정적 대화를 마감한다."
"34","34화","S1-A07","인재 회수·보상 체계 가동","박준일·해외 장학생과 애플 디자이너 조나단을 영입해 50명 국제 특허팀과 폰 디자인 경쟁을 시작한다.","6","9","8","8","5","8","8","8","3년 전 장학 투자의 관계 보상을 세계급 경력 포기 장면으로 크게 지급한다."
"35","35화","S1-A07","특허 전진·병목 설정","윌머헤일 대량 출원과 조나단 디자인을 확보하고 소프트웨어·배터리를 외부에서 해결하기로 한다.","7","8","9","8","5","5","4","8","특허 명세서가 빠르게 쌓이는 성취 뒤 잡스라는 거물 훅으로 병목을 인물화한다."
"36","36화","S1-A07","핵심 부품 결산·거물 대면","아마존 49퍼센트를 점검하고 구디너프의 2차전지 성과를 받은 뒤 잡스에게 애플 복귀를 제안한다.","7","9","10","9","5","8","6","9","배터리 3년 투자의 실물 성과와 잡스가 미래폰 도안에 빠지는 장면을 연속 보상한다."
"37","37화","S1-A07","동맹 체결·외연 포석","잡스와 NEXT OS 지분 80퍼센트 계약을 맺고 다이먼 영입 씨앗·월가 일본 공동공격을 심는다.","8","9","8","9","6","7","5","9","핵심 OS 소유권 협상 뒤 구조조정 인재와 명동 수락까지 다음 축을 촘촘히 연다."
"38","38화","S1-A07","지배지분 준비·가족 설득","한일은행·삼풍 붕괴 정보를 이선일에게 주고 태우전자 지분 15퍼센트 수집과 휴대폰 미끼를 건다.","7","8","8","9","4","7","6","8","기술 개발 중간에 지분·명동·조손 대화를 배치해 제품 성과가 경영권으로 환전될 길을 보인다."
"39","39화","S1-A07","시제품 결산·상용화 훅","돈과 보너스로 제작을 24일로 당겨 폴더폰을 김태중 손에 쥐여 주고 특허료를 받을 미래를 설명한다.","8","10","9","8","7","9","8","10","Arc의 추상 기술 약속을 딸깍 소리·100시간 배터리·200개 특허라는 촉각적 보상으로 결산한다."
"40","40화","S1-A08","권한 협상·적의 오판","김태중과 기술·규모 경영을 두고 맞선 뒤 박진훈에게서 휴대폰팀·두 공장·자금을 백지위임받는다.","8","9","8","8","5","9","8","9","조손 논쟁과 박진훈의 함정을 한 장면에서 독립 사업권 보상으로 뒤집는다."
"41","41화","S1-A08","생산조직·지분 축적","에이스 30명과 이석준을 직속으로 묶고 이선일이 명동의 태우전자 주식을 모았음을 확인한다.","7","8","7","8","5","9","6","9","사람·공장·주식이라는 세 실행축을 병렬로 전진시켜 이후 대형 판매의 기반을 만든다."
"42","42화","S1-A08","기술 생태계 확장","한보 부도 정보를 이선일에게 주고 TDK·일본 특허 협상 뒤 황영철의 MP3 구상을 즉시 선점한다.","7","8","9","10","4","8","5","9","외환위기 지분전과 배터리·음원 기술을 촘촘하게 접속하며 새 창업자 훅을 연다."
"43","43화","S1-A08","공정한 인수·원천특허 추적","황영철에게 10억 개발비와 98억 지분대금을 지급해 49퍼센트를 사고 톰슨의 MP3 특허로 향한다.","6","10","8","9","3","9","8","10","1억 요구를 100억 가치 인정으로 올려 관계 보상을 주고 더 큰 특허 사냥을 잇는다."
"44","44화","S1-A08","양산 가속·오판 누적","잡스의 소프트웨어를 받아 인천·부천 공장을 3교대로 돌리고 출시 전 27만 대 재고를 선택한다.","8","8","8","8","6","10","6","10","대량재고가 성공 판돈이자 박진훈이 확신하는 자멸 증거가 되어 긴장을 동시에 키운다."
"45","45화","S1-A08","기술 획득·역사 개입","데이비드가 톰슨 특허를 100억에 사고 김민재는 삼풍 붕괴 직후 태우건설·병원의 선제 구조를 관철한다.","10","9","9","9","9","8","9","9","특허 보상 직후 실제 참사를 배치해 미래지식의 윤리·공공 비용과 정부관계를 함께 움직인다."
"46","46화","S1-A08","공공 결산·권력 목표 명시","삼풍 사망자를 전생의 절반으로 줄여 국민그룹 평판을 얻고 태우전자 사장 도전과 박진훈 수사를 선언한다.","8","10","10","9","6","9","9","10","재난·명동·조손의 보상을 한꺼번에 지급하고 독일 박람회를 권력전 신호탄으로 건다."
"47","47화","S1-A09","세계 공개·폭발적 반응","잡스가 독일 무대에서 이노폰을 시연하자 중앙 부스와 해외 바이어 상담이 폭발한다.","8","10","9","7","8","8","8","10","제품의 기능을 직접 보여 주고 군중·기자·바이어 반응으로 즉각적인 체감 보상을 준다."
"48","48화","S1-A09","경쟁사 충격·내부 반격","모토로라가 선행특허에 막힌 사이 김민재가 사장단 앞에서 박진훈의 구식 기술경영을 공격한다.","8","9","8","9","6","9","6","9","외부 경쟁사의 공포를 내부 권력의 발언권으로 곧바로 환전한다."
"49","49화","S1-A09","역정보 함정","박진훈이 결함 유포를 명령하자 김민재는 거짓 자료와 감시 증거로 조 차장을 이중 통로로 만든다.","9","8","10","9","6","9","5","8","공개 성공 뒤 비밀전으로 속도를 바꾸고 적의 공격 자체를 다음 공개 처형의 증거로 축적한다."
"50","50화","S1-A09","진입","박진훈이 거짓 결함 자료를 기자에게 넘기자 강인식이 사진·녹취를 확보하고 김민재가 3국 공개 시연을 준비한다; 허위기사가 1면에 실리지만 SAVE 반박자료와 보도 공작 전달 증거를 선점한다","5","5","7","4","3","3","2","4","진입 구간. 허위기사가 1면에 실리지만 SAVE 반박자료와 보도 공작 전달 증거를 선점한다; 다음 압력은 타임스퀘어·강남·독일에서 이노폰 1천 대 이상을 체험시키고 우성일과 박 기자를 박진훈 고발 증인으로 돌린다"
"51","51화","S1-A09","상승","타임스퀘어·강남·독일에서 이노폰 1천 대 이상을 체험시키고 우성일과 박 기자를 박진훈 고발 증인으로 돌린다; 허위보도를 세계 광고로 바꾸고 박진훈 파벌 12명을 포섭할 통로를 얻는다","6","6","8","5","4","4","3","5","상승 구간. 허위보도를 세계 광고로 바꾸고 박진훈 파벌 12명을 포섭할 통로를 얻는다; 다음 압력은 정정기사 뒤 이노폰 30만 대를 즉시 팔고 미국 30만·유럽 10만·한국 10만 주문 속에 박진훈을 축출한다"
"52","52화","S1-A09","압박","정정기사 뒤 이노폰 30만 대를 즉시 팔고 미국 30만·유럽 10만·한국 10만 주문 속에 박진훈을 축출한다; 월 10만 대 이상 수요와 태우전자 사장 추천을 받고 지분까지 요구한다","7","7","9","6","5","5","4","6","압박 구간. 월 10만 대 이상 수요와 태우전자 사장 추천을 받고 지분까지 요구한다; 다음 압력은 김태중에게 태우전자 지분 상속을 받아 사장단 만장일치로 20대 초반 태우전자 사장에 취임한다"
"53","53화","S1-A10","진입","김태중에게 태우전자 지분 상속을 받아 사장단 만장일치로 20대 초반 태우전자 사장에 취임한다; 태우전자 직위·지배지분과 세계 1위 전자회사 개혁 권한을 얻는다","5","5","7","4","3","3","2","4","진입 구간. 태우전자 직위·지배지분과 세계 1위 전자회사 개혁 권한을 얻는다; 다음 압력은 첫 출근에 공장 세 곳 전환·불량품 전면교환·직원 1천5백 명 능력 재배치를 지시한다"
"54","54화","S1-A10","진입","첫 출근에 공장 세 곳 전환·불량품 전면교환·직원 1천5백 명 능력 재배치를 지시한다; 생산·인사 전권을 행사하다 중국 화이텐 소속 산업스파이를 찾아낸다","6","6","8","5","4","4","3","5","진입 구간. 생산·인사 전권을 행사하다 중국 화이텐 소속 산업스파이를 찾아낸다; 다음 압력은 강인식이 산업스파이 계좌·신축아파트 증거를 잡고 김민재가 500명 이상을 적성에 맞게 재배치한다"
"55","55화","S1-A10","상승","강인식이 산업스파이 계좌·신축아파트 증거를 잡고 김민재가 500명 이상을 적성에 맞게 재배치한다; 중국 유출선을 끊고 샌디 웨일과 다이먼의 결별이 앞당겨진다","7","7","9","6","5","5","4","6","상승 구간. 중국 유출선을 끊고 샌디 웨일과 다이먼의 결별이 앞당겨진다; 다음 압력은 격분한 다이먼에게 독립 금융회사와 전권을 약속해 영입하고 애플 이사회에 잡스 복귀안을 올린다"
"56","56화","S1-A10","압박","격분한 다이먼에게 독립 금융회사와 전권을 약속해 영입하고 애플 이사회에 잡스 복귀안을 올린다; 세계급 구조조정가와 잡스 복귀에 찬성하는 월가 이사 과반을 얻는다","8","8","7","4","6","3","5","7","압박 구간. 세계급 구조조정가와 잡스 복귀에 찬성하는 월가 이사 과반을 얻는다; 다음 압력은 SAVE가 NEXT 5억 달러 인수금을 내고 미래 소프트웨어 권리를 받아 잡스를 애플 CEO로 돌려보낸다"
"57","57화","S1-A10","압박","SAVE가 NEXT 5억 달러 인수금을 내고 미래 소프트웨어 권리를 받아 잡스를 애플 CEO로 돌려보낸다; 애플 소프트웨어 소유권과 태우중공업 적대인수 설계자 다이먼을 확보한다","5","9","8","5","3","4","2","8","압박 구간. 애플 소프트웨어 소유권과 태우중공업 적대인수 설계자 다이먼을 확보한다; 다음 압력은 명동의 태우중공업 13퍼센트에서 시작해 현재그룹에 인수대금을 대는 조건으로 태우 주식까지 받는다"
"58","58화","S1-A10","전환","명동의 태우중공업 13퍼센트에서 시작해 현재그룹에 인수대금을 대는 조건으로 태우 주식까지 받는다; 현재그룹의 구매력과 보유 태우주식을 동시에 통제해 40퍼센트 지분전을 연다","6","5","9","6","4","5","3","4","전환 구간. 현재그룹의 구매력과 보유 태우주식을 동시에 통제해 40퍼센트 지분전을 연다; 다음 압력은 은행마다 달러 10억을 예금해 태우중공업 주식 약 10퍼센트를 모으고 살만을 만나러 사우디로 간다"
"59","59화","S1-A11","진입","은행마다 달러 10억을 예금해 태우중공업 주식 약 10퍼센트를 모으고 살만을 만나러 사우디로 간다; 은행 지분 협조와 사우디 왕실이라는 흑기사 접견을 확보한다","5","5","7","4","3","3","2","4","진입 구간. 은행 지분 협조와 사우디 왕실이라는 흑기사 접견을 확보한다; 다음 압력은 살만에게 표트르 대제의 검을 주고 귀국해 아크만 명의로 태우 중소계열사 3곳을 적대인수한다"
"60","60화","S1-A11","진입","살만에게 표트르 대제의 검을 주고 귀국해 아크만 명의로 태우 중소계열사 3곳을 적대인수한다; 아람코 협력 계약의 씨앗과 태우중공업 지분 보유 계열사 경영권을 얻는다","6","6","8","5","4","4","3","5","진입 구간. 아람코 협력 계약의 씨앗과 태우중공업 지분 보유 계열사 경영권을 얻는다; 다음 압력은 아크만이 태우중공업 36퍼센트를 모아 태우 측 20퍼센트를 앞서자 사우디 5조 정유사 안을 김태중에게 내민다"
"61","61화","S1-A11","상승","아크만이 태우중공업 36퍼센트를 모아 태우 측 20퍼센트를 앞서자 사우디 5조 정유사 안을 김태중에게 내민다; 지분 우위와 조선을 떼고 정유를 택할 협상 명분을 얻는다","7","7","9","6","5","5","4","6","상승 구간. 지분 우위와 조선을 떼고 정유를 택할 협상 명분을 얻는다; 다음 압력은 사우디 직인 계약서를 보여 태우중공업에서 조선을 떼고 SS오일·태우화학과 정유사를 만들자고 설득한다"
"62","62화","S1-A11","상승","사우디 직인 계약서를 보여 태우중공업에서 조선을 떼고 SS오일·태우화학과 정유사를 만들자고 설득한다; 태우조선 분리매각 승인과 오강철을 비리·부채와 함께 넘길 결정권을 얻는다","8","8","7","4","6","3","5","7","상승 구간. 태우조선 분리매각 승인과 오강철을 비리·부채와 함께 넘길 결정권을 얻는다; 다음 압력은 다이먼이 태우조선을 1조2천억 원에 사서 자금을 아람코 법인에 묶고 태우전자 2조 부채도 진단한다"
"63","63화","S1-A11","상승","다이먼이 태우조선을 1조2천억 원에 사서 자금을 아람코 법인에 묶고 태우전자 2조 부채도 진단한다; 태우조선 부채 분리와 태우전자 연 100억 이상 이자절감 방안을 얻는다","5","9","8","5","3","4","2","8","상승 구간. 태우조선 부채 분리와 태우전자 연 100억 이상 이자절감 방안을 얻는다; 다음 압력은 김태중에게 애플과 주식 10퍼센트 교환·공동브랜드를 내세워 휴대폰 사업부 매각을 설득한다"
"64","64화","S1-A11","압박","김태중에게 애플과 주식 10퍼센트 교환·공동브랜드를 내세워 휴대폰 사업부 매각을 설득한다; 매각 검토 승인을 얻지만 오강철의 하청 비리 파업이 다음 압력으로 뜬다","6","5","9","6","4","5","3","4","압박 구간. 매각 검토 승인을 얻지만 오강철의 하청 비리 파업이 다음 압력으로 뜬다; 다음 압력은 태우조선 파업의 하청비리를 검찰에 넘기고 현진·삼진·현재를 잠재 매수자로 경쟁시킨다"
"65","65화","S1-A11","압박","태우조선 파업의 하청비리를 검찰에 넘기고 현진·삼진·현재를 잠재 매수자로 경쟁시킨다; 파업을 무력화하고 태우조선 매각가를 올릴 다자 경쟁을 만든다","7","6","7","4","5","3","4","5","압박 구간. 파업을 무력화하고 태우조선 매각가를 올릴 다자 경쟁을 만든다; 다음 압력은 오강철과 하청업체를 법적으로 제거해 태우조선을 정리하고 애플 매각 협상으로 넘어간다"
"66","66화","S1-A11","전환","오강철과 하청업체를 법적으로 제거해 태우조선을 정리하고 애플 매각 협상으로 넘어간다; 깨끗해진 태우조선과 매수 경쟁을 얻지만 김태중이 휴대폰 매각을 거부한다","8","7","8","5","6","4","5","6","전환 구간. 깨끗해진 태우조선과 매수 경쟁을 얻지만 김태중이 휴대폰 매각을 거부한다; 다음 압력은 김태중 허락 없이 주주총회 의결로 휴대폰 사업부를 팔겠다고 맞서고 우호 의결권을 모은다"
"67","67화","S1-A11","전환","김태중 허락 없이 주주총회 의결로 휴대폰 사업부를 팔겠다고 맞서고 우호 의결권을 모은다; 매각 여부를 조손 감정이 아닌 공식 주주권 승부로 전환한다","5","8","9","6","3","5","2","7","전환 구간. 매각 여부를 조손 감정이 아닌 공식 주주권 승부로 전환한다; 다음 압력은 국민연금·명동·은행 지분으로 매각 찬성 30퍼센트 대 반대 25퍼센트를 만들어 김태중을 이긴다"
"68","68화","S1-A12","진입","국민연금·명동·은행 지분으로 매각 찬성 30퍼센트 대 반대 25퍼센트를 만들어 김태중을 이긴다; 휴대폰 사업부 매각 승인과 태우전자 독립 경영 약속을 얻는다","5","5","7","4","3","3","2","4","진입 구간. 휴대폰 사업부 매각 승인과 태우전자 독립 경영 약속을 얻는다; 다음 압력은 CES에서 슬라이드폰·TV·엠피맨이 수상하고 잡스가 태우 휴대폰 사업부 인수를 애플 이사회에 올린다"
"69","69화","S1-A12","상승","CES에서 슬라이드폰·TV·엠피맨이 수상하고 잡스가 태우 휴대폰 사업부 인수를 애플 이사회에 올린다; CES 3개 수상과 슬라이드폰 주문 폭주·애플 인수안 논의를 얻는다","6","6","8","5","4","4","3","5","상승 구간. CES 3개 수상과 슬라이드폰 주문 폭주·애플 인수안 논의를 얻는다; 다음 압력은 애플과 주식 10퍼센트 교환·공동로고를 합의하고 SAVE가 인수비를 낸 뒤 구글 49퍼센트를 10억 달러에 산다"
"70","70화","S1-A12","압박","애플과 주식 10퍼센트 교환·공동로고를 합의하고 SAVE가 인수비를 낸 뒤 구글 49퍼센트를 10억 달러에 산다; 김민재 측 애플 35퍼센트 지배블록과 구글 우호지분 49퍼센트를 얻는다","7","7","9","6","5","5","4","6","압박 구간. 김민재 측 애플 35퍼센트 지배블록과 구글 우호지분 49퍼센트를 얻는다; 다음 압력은 500대도 못 판 엠피맨의 황영철을 구해 디지털케이스를 인수하고 팀을 애플 MP3 개발로 옮긴다"
"71","71화","S1-A12","전환","500대도 못 판 엠피맨의 황영철을 구해 디지털케이스를 인수하고 팀을 애플 MP3 개발로 옮긴다; 디지털케이스 100퍼센트·MCA 레코드 인수선과 기획본부 이동 명분을 얻는다","8","8","7","4","6","3","5","7","전환 구간. 디지털케이스 100퍼센트·MCA 레코드 인수선과 기획본부 이동 명분을 얻는다; 다음 압력은 사장급 기획본부장이 되어 루마니아산 태우차 중국 판매를 설계하고 쩡훙친을 만난다"
"72","72화","S1-A13","진입","사장급 기획본부장이 되어 루마니아산 태우차 중국 판매를 설계하고 쩡훙친을 만난다; 전 계열사 조정권과 쩡훙친의 숨겨진 아들이라는 꽌시 지렛대를 얻는다","5","5","7","4","3","3","2","4","진입 구간. 전 계열사 조정권과 쩡훙친의 숨겨진 아들이라는 꽌시 지렛대를 얻는다; 다음 압력은 쩡훙친의 아들 안전과 체면을 지켜 중국 판매 허가·관세 우대를 받고 포드 합작안을 꺼낸다"
"73","73화","S1-A13","진입","쩡훙친의 아들 안전과 체면을 지켜 중국 판매 허가·관세 우대를 받고 포드 합작안을 꺼낸다; 상하이방 장기 인맥과 포드 지분 20퍼센트를 쓸 3자 합작 기회를 얻는다","6","6","8","5","4","4","3","5","진입 구간. 상하이방 장기 인맥과 포드 지분 20퍼센트를 쓸 3자 합작 기회를 얻는다; 다음 압력은 포드 대주주 지위를 활용하며 MCA 레코드로 최초 음원구매 사이트와 전기차·배터리 연구를 준비한다"
"74","74화","S1-A13","상승","포드 대주주 지위를 활용하며 MCA 레코드로 최초 음원구매 사이트와 전기차·배터리 연구를 준비한다; 루마니아차 중국 완판과 음원 원천유통망·포드 협상 조건을 얻는다","7","7","9","6","5","5","4","6","상승 구간. 루마니아차 중국 완판과 음원 원천유통망·포드 협상 조건을 얻는다; 다음 압력은 중국 판매 2만 대·월 5천 대 실적으로 포드·태우·상하이자동차 3자 합작을 타결한다"
"75","75화","S1-A13","압박","중국 판매 2만 대·월 5천 대 실적으로 포드·태우·상하이자동차 3자 합작을 타결한다; 중국 완성차 공장과 미국시장 진입·외환위기용 수출 캐시카우를 얻는다","8","8","7","4","6","3","5","7","압박 구간. 중국 완성차 공장과 미국시장 진입·외환위기용 수출 캐시카우를 얻는다; 다음 압력은 중국 합작법인 출범"
