"arc_id","arc_name","start_sequence","end_sequence","start_label","end_label","episode_count","main_characters","main_locations","concrete_premise","central_question","promise","pressure_escalation","mid_turn","concrete_payoff","relationship_change","status_or_ability_change","residual_cost","next_arc_bridge","boundary_signals","confidence"
"S1-A11","사우디 흑기사와 태우조선 분리","59","67","59화","67화","9","김민재·김태중·살만·아크만·다이먼·오강철·스티브 잡스·이선일","사우디 왕궁·태우중공업·태우조선·아람코 합작법인·태우전자 주주총회","살만의 아크만 자금으로 태우중공업 지분 우위를 만든 뒤 조선 부채를 떼고 정유 합작과 휴대폰 사업부 매각을 밀어붙인다","왕실 흑기사를 숨긴 채 태우의 부채 덩어리를 팔고 김태중의 반대까지 주주권으로 넘을 수 있는가","태우조선 분리·하청비리 제거·정유 투자 기반·휴대폰 사업부 매각 승인을 얻는다","아크만 36퍼센트 대 태우 20퍼센트 지분전, 오강철 파업, 조선 부채, 김태중의 휴대폰 애착이 압박한다","사우디 직인 5조 정유안을 내밀어 중공업에서 조선을 분리하고 다이먼이 1조2천억 원에 사게 한다","국민연금·명동·은행을 묶어 찬성 30퍼센트 대 반대 25퍼센트로 김태중을 이기고 휴대폰 매각을 승인한다","살만·아크만은 약속의 왕실에서 실물 투자자·흑기사로 바뀌고 조손 관계는 공식 주주 대결까지 성숙한다","태우는 조선 부채를 분리하고 아람코 정유 합작·전자 독립경영으로 구조를 바꾼다","김태중을 공개 표결로 꺾은 감정 비용과 조선 매각 후 고용, 휴대폰 인수 조건이 남는다","68화 CES 수상과 애플 이사회 인수안을 통해 매각의 정당성과 가격을 확정한다","59화 사우디 왕실이 지분전 주체로 진입; 62~65화 조선 분리·파업·비리가 법적 매각으로 닫힘; 67화 주주총회 승리 뒤 다음 목표가 CES·애플 거래로 교체됨","0.97"
"S1-A12","애플·구글 지분과 엠피맨 흡수","68","71","68화","71화","4","김민재·김태중·스티브 잡스·황영철·제프리·구글 창업진","CES·애플 이사회·디지털케이스·태우 기획본부·중국 협상선","휴대폰 사업부 매각을 CES 수상과 애플 지분교환으로 결산하고 실패한 엠피맨 팀을 애플 MP3 조직으로 흡수한다","사업을 팔아도 기술·지분·사람을 더 크게 남기는 재편이 가능한가","애플 35퍼센트 우호블록·구글 49퍼센트·디지털케이스 100퍼센트와 그룹 기획권을 얻는다","잡스의 애플 이사회 설득, 엠피맨 판매 실패, 황영철의 상실감, 김태중의 매각 불신이 압박한다","애플과 주식 10퍼센트 교환·공동로고를 합의하고 SAVE가 인수비를 대며 구글 49퍼센트를 10억 달러에 산다","CES 3개 수상·슬라이드폰 주문, 애플 지배블록과 구글 우호지분, 디지털케이스 전부와 사장급 기획본부장 자리를 얻는다","실패한 황영철 팀이 버려지지 않고 애플 MP3 개발자로 옮겨 잡스와 다시 결속한다","김민재의 역할이 태우전자 사장에서 전 계열사를 조정하는 기획본부장으로 바뀐다","휴대폰 생산을 넘긴 뒤 태우 자체 성장동력을 자동차·중국·인터넷에서 새로 증명해야 한다","72화 루마니아산 태우차의 중국 판매를 위해 쩡훙친과 꽌시 협상에 들어간다","68화 주주승리가 CES·애플 협상으로 전환됨; 69~70화 지분·인수 보상이 숫자로 확정됨; 71화 황영철 구제 뒤 직위·장소·목표가 중국 기획본부로 교체됨","0.97"
"S1-A13","중국 자동차 합작과 인터넷 전환","72","77","72화","77화","6","김민재·쩡훙친·포드 경영진·제프리·김태중·태우 IT 인재","중국 상하이·루마니아 자동차공장·태우백화점·태우증권·기획본부","쩡훙친의 가족 비밀을 지키며 루마니아산 차를 중국에 팔고 포드·상하이자동차 합작과 그룹 인터넷 전환을 만든다","정치 꽌시와 판매 실적을 지속 가능한 생산·수출·디지털 조직으로 바꿀 수 있는가","중국 완성차 합작공장·미국 진입·전자상거래·HTS·성과형 IT팀을 확보한다","중국 허가·관세, 포드의 이해, 초기 판매증명, 낡은 출퇴근·평가제도와 김태중의 일본 차입 욕구가 압박한다","중국 판매 2만 대·월 5천 대 실적을 만든 뒤 포드 20퍼센트 주주 지위를 써 3자 합작을 타결한다","1996년 합작사 출범, 중국차 완판과 1997년 10만 대, 미국 70퍼센트 성장, 전자상거래·음원·HTS 개발 승인을 얻는다","쩡훙친은 체면과 아들 안전을 지켜 준 장기 중국 우군이 되고 제프리는 한국 IT 조직의 개혁자로 투입된다","김민재가 국내 구조조정자를 넘어 중국 생산·미국 판매·인터넷 전환을 잇는 전 계열사 설계자가 된다","현금은 늘지만 김태중의 통신사업 일본 차입과 1997 외환위기 시계가 바로 앞에 남는다","78화 일본 차입을 막고 퀀텀의 태국 공격에 SAVE 150억 달러를 투입한다","72화 애플·엠피맨에서 중국 자동차로 장소·상품이 교체됨; 75화 3자 합작으로 생산 상태가 비가역화됨; 76~77화 목표가 자동차 판매에서 그룹 인터넷화 뒤 1997 위기 대응으로 이동함","0.97"
"S1-A14","1997 국가부도를 무부채 역전으로","78","87","78화","87화","10","김민재·김태중·한정훈·조지·이선일·다이먼·스티브 잡스·압둘라·IMF 임원","태국 외환시장·명동·태우 회장실·사우디·워싱턴·CES·카이자동차 채권단","외환위기 직전 일본 차입과 신규 인수를 멈추고 태국 공매도·야당 지원·아람코 달러를 이용해 국가부도를 태우의 무부채 기회로 뒤집는다","첫 삶의 태우 부도를 이번에는 김태중과 함께 정면으로 막고 위기 뒤 성장 자산까지 선점할 수 있는가","태우 부채율 0퍼센트·정유 6조 계약·IMF 신뢰·아이팟 흥행·카이차 우선 인수권을 지급한다","김태중의 확장 본능, 한보 연쇄부도, 환율·정치 리스크, 국가 대마불사 붕괴와 채권단 경쟁이 단계적으로 커진다","김민재가 국가 부도를 처음 밝히고 조선·휴대폰 매각대금 3조와 아람코 100억 달러를 환율 정점에 회수하도록 김태중을 설득한다","모든 태우 부채 상환, SS오일 인수·정유 6조 실계약, CES 아이팟 3일 완판·애플 주가 두 배, 카이차 현금 3조5천억 제안을 얻는다","김태중은 손자의 매각을 실패가 아닌 생존 설계로 인정하고 전경련 회장으로 그 빅딜을 실행하는 동지가 된다","태우가 부도 예정 재벌에서 국내 유일 부채율 0퍼센트 대기업·IMF 우호 인수자로 변한다","국가 전체 실업과 부도는 막지 못했고, 인수 뒤 카이차·CL·건설을 실제로 살리는 집행 비용이 남는다","88화 카이자동차 지분 51퍼센트를 인수해 외환위기 사냥의 첫 실물 결산을 시작한다","78화 1997년·태국 공매도로 시간·시장 전환; 80~84화 국가부도 공개와 전액 상환으로 첫 삶의 실패가 반전됨; 85~87화 정유·아이팟·카이차라는 위기 이후 보상으로 목표가 인수전으로 교체됨","0.99"
"S1-A15","카이차·CL 빅딜과 민자 인프라","88","97","88화","97화","10","김민재·김태중·다이먼·카를로스 곤·고연진·고승택·장수영·이주영","카이자동차·CL 협상장·태우증권·태우건설·지하철 9호선·거가대교","카이차 51퍼센트 인수에서 시작해 CL의 배터리·통신을 백화점·카드와 바꾸고 비밀 민자 컨소시엄으로 태우건설을 살린다","위기 매물을 무작정 늘리지 않고 서로 맞물리는 자동차·배터리·통신·건설 성장축으로 조립할 수 있는가","카이차 구조조정가·CL 빅딜·애국펀드 3조·스타벅스권·40년 민자 운영권을 얻는다","카이차 부실, 고연진 승계 욕망, 카드 매출 공백, 장수영의 수주 부진과 실소유 노출 위험이 압박한다","애국펀드가 일주일 만에 3조를 모으자 백화점 매각설로 CL이 먼저 통신·배터리 교환을 제안하게 한다","카이차 독립경영·카를로스 곤, CL 통신·배터리, 스타벅스 50대50, 9호선·거가대교 40년 운영권과 태우건설 도급 1위를 얻는다","고연진은 혼맥 대상에서 CL 내부 승계 우군이 되고 장수영은 외부자금 없이는 성과를 못 내는 구세대 경영자로 약화된다","태우가 자동차 두 브랜드·배터리·통신·장기 인프라 현금흐름을 가진 복합 성장기업으로 바뀐다","퀀텀 명의 컨소시엄의 실소유 비밀과 통신 3사 통합 후 낮은 점유율, 장수영 처분은 남는다","98화 다이먼이 CL·신세계·태우 통신 3사를 합쳐 거대 태우통신을 출범시킨다","88화 채권단 제안이 카이차 51퍼센트 인수로 닫힘; 91~94화 상대·자산이 CL 빅딜로 전환·합의됨; 96~97화 건설 수주와 40년 운영권 지급 뒤 목표가 통신 합병으로 이동함","0.98"
"S1-A16","통신·게임 플랫폼과 명동의 새 잠룡","98","102","98화","102화","5","김민재·다이먼·이주영·한정훈·MC소프트 경영진·이선일·이영한·강 반장","태우통신·게임 ESD 플랫폼·광화문 장례식·명동","통신 3사를 합친 김민재가 HTS·게임 유통으로 점유율을 높이다 곰 이선일의 죽음과 냉랭한 손자 이영한을 마주한다","디지털 유통의 잠룡을 키우면서 곰과 한 후계 약속을 새 명동 권력자에게 이어 줄 수 있는가","태우통신 27퍼센트 기반·밸캐나다 지분·린지 독점·5천 게임 플랫폼과 명동 감시선을 얻는다","낮은 점유율, 불법복제, 게임 편견, 이선일 사망과 일본계 자금 유입·불분명한 후계자가 압박한다","불법 CD보다 싸게 팔고 태우통신 가입자에게 게임 쿠폰 세 장을 주어 플랫폼과 통신을 한 성장고리로 묶는다","플랫폼 가입·일 수수료 급증, 핵심 MMORPG 유통권, 해외 통신 지분과 강 반장의 일본계 자금 감시망을 얻는다","이주영·MC소프트는 통신 가입자와 게임 판매를 공유하는 동맹이 되고 이영한은 의심스러운 후계 후보로 진입한다","태우 IT조직이 통신·게임·소프트웨어 유통을 가진 독립 현금축으로 성장한다","이선일의 죽음 원인과 이영한의 거액 상속·진짜 의도, 일본계 명동 자금은 미결이다","103화 도주한 진단 의사와 사망 직전 상속을 추적하며 후계자·살인·복수전으로 중심 질문을 좁힌다","98화 통신 3사 합병으로 조직 상태가 바뀜; 100~101화 ESD 성과 뒤 장소가 광화문 장례식으로 교체됨; 102화 목표가 점유율에서 일본계 자금·이영한 감시로 이동함","0.95"
"S1-A17","곰의 후계자와 명동 금리전쟁","103","111","103화","111화","9","김민재·이영한·이선일·강 반장·박 팀·이준수·박광도·다이먼·명동 원로 셋","광화문·명동·오성파 부산 거점·태우통신","이선일 사망의 배후와 후계자를 가리던 김민재가 이영한의 위장을 확인하고 10조 원 금리전쟁·오성파 소탕으로 명동을 넘긴다","곰을 죽인 자와 배신한 박 팀을 처벌하고 약속한 후계자를 일본계 돈 앞에 세울 수 있는가","진짜 후계자 이영한·명동 70퍼센트·합법 금융 원로 연합·e스포츠 생태계를 얻는다","도주 의사, 100억 원대 상속, 박 팀의 이준수 합류, 박광도 오성파·야쿠자 암살과 일본계 대부자금이 압박한다","살인범처럼 행동한 이영한이 무릎 꿇고 범인을 찾기 위한 위장이었다고 밝히자 민재가 10조 원으로 모든 금리를 더 낮추게 한다","박광도 차명재산·오성파를 치고 야쿠자 습격을 버틴 이영한이 원로 승인과 명동 약 70퍼센트를 얻는다","이영한은 의심 대상에서 곰의 진짜 후계자·김민재의 금융 동맹이 되고 박 팀은 보호망에서 명백한 배신자로 갈린다","명동이 사채 카르텔에서 합법 3차 금융·태우 우호 자금망으로 전환되고 태우통신은 e스포츠 협회를 가진다","일본계 대부업의 본진과 이준수·박 팀 개인 복수는 남고 금리전쟁에 10조 원이 묶인다","112화 게임팀 효과로 통신 1위를 확인한 뒤 닷컴 열풍과 일본 파생채권 회수전으로 확대한다","103~104화 사망 의혹이 의사·오성파·배신 수사로 구체화됨; 105화 이영한 정체와 10조 목표 전환; 110~111화 후계 승인·70퍼센트 장악·오성파 소탕으로 약속이 실물 지배로 결산됨","0.98"
"S1-A18","닷컴 열풍 붕괴와 IT 지분 회수","112","121","112화","121화","10","김민재·한정훈·다이먼·김태중·장경준·장영준·트럼프·강민·스티브 잡스","태우통신·모델하우스·현 그룹·일본 금융시장·월가·아이폰 연구실","태우통신 1위와 IT 주가 열풍을 이용하던 김민재가 교육 여론전·현 그룹 승계·닷컴 폭락·일본 파생채권을 하나의 재매수 기회로 만든다","거품이 꺼질 때도 플랫폼 현금과 글로벌 IT 지분, 현 반도체 인수권을 모두 남길 수 있는가","통신 1위·인터넷 강의·현 반도체 거래·애플·아마존·구글 지분 확대·부회장 지지를 얻는다","통신 카르텔의 학부모 시위, 닷컴 40~50퍼센트 폭락, 월가의 SAVE 비난, 일본계 채권 회수와 현 그룹 왕자의 난이 겹친다","강민 인터넷 강의로 게임 유해론을 교육 캐시카우로 뒤집고 장경준과 현 건설·반도체 교환 계약을 맺는다","태우통신 10퍼센트 격차 1위, 애플·아마존·구글 지분을 이전보다 늘리고 악성 채권은 월가에 넘기며 사장단 35대3 지지를 얻는다","장경준은 현 그룹 경쟁자에서 반도체 거래 동맹이 되고 사장단은 민재를 공식 후계자로 승인한다","김민재가 통신·교육·글로벌 투자와 현 그룹 재편을 동시에 지휘하는 부회장 후보가 된다","월가 책임전가와 현 반도체 부채·닷컴 저점 추가하락, 러시아 권력과의 위험한 약속이 남는다","122화 정식 부회장 취임 직후 SAVE 정체를 아는 푸틴과 다차에서 독대한다","112화 통신 1위·IT열풍이라는 새 시장 국면; 115~116화 여론공격이 교육 수익으로 반전; 117~120화 시간·상대가 새천년·현 그룹·일본채권으로 교체되고 IT 지분 회수가 결산; 121화 35대3 표결이 지위 전환을 예고함","0.97"
"S1-A19","태우 부회장과 러시아 자원동맹","122","126","122화","126화","5","김민재·김태중·푸틴·로만·장수영·장경준·이영한·명동 원로","태우 사장단 회의·러시아 다차와 취임식·태우건설·명동·현 건설 채권단","부회장이 된 김민재가 푸틴의 올리가르히 해체를 돕는 조건으로 에너지권을 얻고 장수영을 축출한 뒤 현 건설 부도시계를 누른다","공식 후계 권한으로 해외 자원과 내부 복수를 결산하면서 김태중의 상실감까지 감당할 수 있는가","러시아 자원동맹·장수영 퇴출·애플 저가매집망·현 건설 압박의 결정권을 얻는다","SAVE 정체 노출, 러시아 권력투쟁, 책임 범위, 김태중의 오랜 오른팔 상실과 현 건설 2조 원대 손실이 압박한다","푸틴의 유럽까지 맡으라는 요구를 거절하고 한국 기업의 에너지 권리만 책임지는 한계를 협상한다","태우·러시아 장기 자원동맹, 장수영 퇴출, 명동의 애플 매집과 현 건설 첫 부도·정부 보증 한계를 확인한다","푸틴은 후원 대상에서 상호 책임을 진 정상 동맹이 되고 김태중과는 사랑 때문에 구세대를 자르는 아픈 승계 관계가 된다","민재가 공식 부회장·인사권자·국가 자원 협상자로 올라서고 장수영의 그룹 지위가 끝난다","장수영 개인의 정치 역공과 현 그룹 채권·반도체 가격 협상, 김태중의 은퇴 충동이 남는다","127화 SAVE의 달러채권을 앞세워 현 건설을 장경준에게 최고가로 넘기고 반도체 인수 계약을 강제한다","122화 부회장 취임·러시아 이동으로 지위와 장소 전환; 123화 푸틴 자원협정으로 외교 상태 변화; 124화 장수영 축출로 회귀 복수 일부 결산; 126화 현 건설 첫 부도 뒤 목표가 채권 인수전으로 교체됨","0.97"
"S1-A20","현 반도체 인수와 아이폰 공급망","127","136","127화","136화","10","김민재·김태중·장경준·장영주·장영준·다이먼·부시·스티브 잡스·유석재·웨이·쩡홍친·마화명","현 그룹·채권단·미국 대통령 취임식·CES·태우 반도체·중국 텐센트","현 건설 부도를 지렛대로 16조 부채 현 반도체를 탕감 인수하고 부시·잡스·중국 인맥으로 아이폰·모바일게임 공급망을 잇는다","빚더미 반도체를 수율과 고객·정치 약속으로 살려 스마트폰 시대의 중심으로 만들 수 있는가","부채 65퍼센트 탕감·태우 반도체·유석재·웨이·애플 독점 공급·텐센트 51퍼센트 합작을 얻는다","현 그룹 총수의 체면, 16조 원 부채, 채권단 가격, 수율, 미국 공장비 100억 달러와 중국 허가가 압박한다","부시에게 지정지역 100억 달러 공장을 약속하고 잡스에게 성능·물량을 맞추는 조건의 애플 반도체 독점 공급을 받아낸다","11월 21일 인수·65퍼센트 탕감, 유석재·웨이 공동 리더십, CES 아이폰 300만 대 대기와 중국 텐센트 합작을 얻는다","장경준은 약속을 이행하는 재벌 동맹으로, 유석재·웨이는 제조 부활 파트너로, 쩡홍친·마화명은 중국 모바일 동맹으로 연결된다","태우가 자동차·전자 중심에서 반도체·아이폰 부품·중국 게임 유통까지 가진 글로벌 제조 플랫폼으로 바뀐다","막대한 공장·연구비와 수율 개선, 부시 정치 의존, 윤현길의 국내 정치수사가 남는다","137화 윤현길이 김태중을 회계·뇌물 혐의로 겨냥해 기술 확장전이 가족 생존전으로 급전환한다","127화 정부 지원 종료 뒤 채권자 인수전 시작; 131~132화 65퍼센트 탕감·공식 인수로 소유 상태 변화; 134화 아이폰 공개로 고객 보상; 136화 텐센트 합작 뒤 상대가 윤현길 정치수사로 교체됨","0.98"
"S1-A21","윤현길 닭장과 WIPI 카르텔 격파","137","146","137화","146화","10","김민재·김태중·윤현길·장수영·장경준·장영준·푸틴·강인식·데이비드·삼진 회장","검찰·장영주 장례식·태우그룹·미국 통상선·방송위원회·삼진·CL","윤현길의 김태중 수사를 국제 비리파일로 뒤집어 정적을 미끼로 만들고, 이어 WIPI 카르텔을 통상·부품계약으로 무너뜨린다","가족과 신사업을 가로막는 정치·관료·통신 권력을 처벌하는 데서 끝나지 않고 통제 가능한 규칙으로 바꿀 수 있는가","김태중 무혐의·윤현길 항복·사실상 총수권·WIPI 철회·국내 아이폰 생산길을 얻는다","검찰의 공개 망신, 장수영 희생양 공작, 김태중 은퇴 선언, 통신사·관료·국산 단말사 카르텔이 연속 압박한다","미국·중국·러시아가 모은 윤현길의 돈 사진·영상·장부를 내밀어 제거 대신 평생 다른 권력자를 낚는 미끼가 되게 한다","김태중을 구하고 임시 그룹권을 넘겨받은 뒤 슈퍼 301조·해외 공동성명·아이폰 300만 대 부품계약으로 WIPI 지지를 철회시킨다","김태중은 보호자에서 민재에게 그룹을 맡기는 생존한 가족으로, 윤현길은 적에서 통제된 미끼로, 삼진은 카르텔에서 스마트폰 경쟁자로 바뀐다","김민재가 태우의 사실상 총수이자 국내 규제·통상·부품 이해를 조정하는 산업 권력으로 올라선다","김태중의 베트남 체류와 조손 이별, 국내 고가 조립비, 출시 성패·와이파이 투자와 장수영의 장기 원한이 남는다","147화 초도 아이폰 10만 대 매진과 500곳 와이파이를 시작으로 AI·TV·로봇·세계무역센터까지 확장되는 통합 Arc가 시작된다","137화 기술확장에서 검찰·가족 생존전으로 목표 교체; 141화 윤현길 항복·김태중 무혐의로 정치 루프 결산; 142화 총수권·WIPI라는 제도전으로 상대 전환; 146화 삼진 철회·국내 생산길로 카르텔 루프 종료","0.98"
