sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
20,20화,ARC-004,약속,강산은 도명환의 레이서 잠재력을 확인해 후원을 약속하고 허광호·박수철은 승계 표를 계산한다.,7,4,8,high,medium,medium,medium,high,인재 보상 약속을 적 진영의 숫자 계산과 교차해 작은 우군 대 거대 조직의 대비를 만든다.
21,21화,ARC-004,전진,허광호가 본사 사장단 회의를 소집하자 강산도 미래전략연구센터에 맞불 회의를 열고 조광현이 그쪽을 택한다.,8,4,9,high,medium,high,medium,high,추상적 충성을 어느 회의실로 갈 것인가라는 물리적 선택으로 바꾼다.
22,22화,ARC-004,약속,강산은 5조 상속세를 IMF 환차익으로 해결하겠다며 스위스 비밀계좌를 조회하고 미생마 전략을 제시한다.,8,5,9,high,medium,medium,medium,high,거대한 세금 숫자에 구체적 계좌와 환율 전략을 맞세워 경제 승부의 크기를 체감시킨다.
23,23화,ARC-004,보상,스위스 계좌 2조가 확인되고 이종철·조광현이 강산에게 합류하며 조광현의 높은 경영 잠재력이 드러난다.,7,8,8,high,medium,high,medium,high,참석자 수는 패배처럼 보이게 하되 2조와 92점 인재로 질적 보상을 크게 준다.
24,24화,ARC-004,전환,경영의 마법사 강덕수가 도착하고 강산은 숙부도 자신도 아닌 전문경영인 임시 회장안을 세운다.,8,8,9,high,medium,high,medium,high,인물 등장 자체가 전략 전환이 되도록 강덕수의 명성과 역할을 동시에 지급한다.
25,25화,ARC-004,전진,강산은 조광현·이종철의 충성에 미래 회장·부회장 자리를 약속하고 강덕수 카드를 들고 본사로 출발한다.,8,6,9,medium,high,high,medium,high,장기 보상 약속 뒤 즉시 이동 시한을 걸어 정적인 회의를 추격전으로 전환한다.
26,26화,ARC-004,압박,강산은 지분 국가 기부라는 초강수를 전갈로 보내 회의를 한 시간 멈추고 도명환에게 본사 도착을 맡긴다.,9,6,10,medium,high,high,medium,high,지분 협박·신입의 해고 위험·질주를 겹쳐 승계전을 체감 가능한 카운트다운으로 만든다.
27,27화,ARC-004,보상,도명환이 강산 일행을 한 시간 안에 본사로 데려오고 강산은 박수철이 숙부의 배후 조종자임을 스캔한다.,9,8,9,medium,high,medium,medium,high,추격 보상을 도착에서 끝내지 않고 흑막 식별까지 붙여 다음 말싸움의 우위를 준비한다.
28,28화,ARC-004,전환,회의에 들어온 강산은 혈통보다 능력을 따져야 한다며 허광호를 역심사하고 차지혜와의 독립성까지 연출한다.,8,7,8,high,high,high,medium,high,회사의 평가 기준을 바꾸는 말 한마디로 수세를 공세로 뒤집는다.
29,29화,ARC-004,전진,강산이 강덕수를 전문경영 후보로 세우고 강덕수는 내전·적대 인수 위험을 들어 사장단을 설득한다.,8,6,9,high,medium,high,medium,high,긴 설명을 차악이라는 선명한 프레임과 숙부 약점 폭로로 지탱한다.
30,30화,ARC-004,압박,허광호가 세금과 지분 약점을 찌르지만 조갑수는 17% 회수보다 허준수의 아들 강산을 지지하기로 한다.,9,5,10,high,medium,high,medium,high,정답을 한 화 미루되 외부 총수의 선택을 먼저 지급해 결전 기대를 극대화한다.
31,31화,ARC-004,보상,강산은 주식 물납 해법으로 사장단 전원 지지를 얻어 강덕수 체제를 통과시키고 허광호·박수철을 밀어낸다.,9,10,7,high,high,high,high,high,세금 논리·표결·인사 응징을 연속 지급해 긴 사장단 전쟁의 사이다를 밀도 높게 결산한다.
32,32화,ARC-004,여진/다음 훅,강산은 사장단 승리 뒤 우군과 은지수를 보상하고 호텔을 거점으로 택하며 남은 친족·은행·대현 변수를 정리한다.,5,8,8,high,medium,high,medium,high,승리 여진을 인재 보상으로 체감시키면서 다음 전선을 목록이 아니라 인물별 위협으로 연결한다.
33,33화,ARC-005,도입,"강산은 사촌과 암살 보도 위험을 조사하고, 양혜원은 재벌가 전처라는 사실 때문에 사교계에서 배척당한다.",7,5,9,high,medium,high,medium,high,새 아크의 변수를 많이 열지만 전처의 태도 변화라는 즉각 보상으로 독해 피로를 낮춘다.
34,34화,ARC-005,약속,조갑수 스캔에서 대현전자의 미래와 사위 욕망이 드러나고 강산은 17% 지분을 협상 지렛대로 본다.,7,6,9,high,medium,high,medium,high,총수 면담을 속내 스캔과 미래 사업 가치 발견으로 채워 동맹 장면을 실전 자산화한다.
35,35화,ARC-005,보상,강산은 대현전자에서 퇴사하며 인사기록을 챙기고 한강수 등 휴대전화 핵심 인재를 대양으로 빼 올 준비를 한다.,7,9,8,high,high,medium,medium,high,초반 월급쟁이 정체성을 퇴사·인재 탈취 행동으로 완전히 뒤집는 회수점이다.
36,36화,ARC-005,약속,강산은 강경열 대한은행장에게 14.45% 지분을 담보로 3조 5천억 대출을 요청한다.,8,5,9,high,medium,high,medium,high,레버리지 규모와 경영권 상실 위험을 동시에 명시해 숫자 설명을 긴장으로 바꾼다.
37,37화,ARC-005,압박,강산이 다은행 달러 대출을 설계하는 사이 북한산 김여사가 사촌을 노리고 양혜원의 산부인과 방문이 확인된다.,9,3,10,high,medium,high,medium,high,돈·가족·전처의 서로 다른 위험을 한 화에 열어 확장기의 불안정성을 강조한다.
38,38화,ARC-005,전진,강산은 한강수에게 한 달 뒤 대양 합류를 전제로 협상하고 이상수 기자는 암살 제보자의 아픈 아내를 추적한다.,6,4,8,high,medium,medium,medium,high,스카우트와 취재를 교차해 확장 서사의 두 축을 같은 속도로 전진시킨다.
39,39화,ARC-005,보상,강산은 한강수에게 3배 연봉·청담 빌라·국제학교·100톤 어선을 주고 전자 핵심팀장으로 영입한다.,6,10,8,medium,high,high,medium,high,추상적 인재 존중을 집·학교·배라는 가족 단위 보상으로 실물화해 만족도를 극대화한다.
40,40화,ARC-005,여진/다음 훅,"강산은 암살 제보자 노진구를 직접 만나기로 하고, 양혜원은 이태원 기억을 숨긴 채 실제 임신 양성을 확인한다.",9,4,10,high,medium,high,high,medium,인재 영입 사이다 뒤 암살과 임신을 동시에 터뜨려 다음 아크의 인간적 비용을 선명하게 만든다.
41,41화,ARC-006,도입,양혜원이 임신으로 언론 협박을 하자 강산은 14주 시점을 의심하고 출산 후 DNA 검사를 기준으로 세운다.,9,4,9,high,medium,high,high,medium,친자 가능성의 감정 압박을 날짜와 검사라는 냉정한 규칙으로 맞받아친다.
42,42화,ARC-006,압박,"노진구 스캔으로 아내의 희귀 백혈병과 월 3,500만 원 치료비 때문에 암살을 맡았음이 드러난다.",9,3,9,high,medium,high,high,high,암살·질병·기업 이미지 비용을 모두 숫자로 제시해 선택의 무게를 현실화한다.
43,43화,ARC-006,보상,강산은 노진구 아내 치료를 책임지고 그를 미래 대양운수 노조 리더로 살려 쓰기로 한다.,8,9,8,high,high,high,high,high,용서가 치료비·고용·노조 리더라는 구체적 결과로 이어져 윤리 선택을 실제 보상으로 만든다.
44,44화,ARC-006,전진,강산은 허광호에게 허준수의 아픈 손가락이었다고 말하며 명예고문과 자녀 자리로 마음을 연다.,7,6,9,medium,medium,high,high,high,직전의 용서 원칙을 숙부 협상에도 적용해 주인공 방식의 일관성을 만든다.
45,45화,ARC-006,보상,강산은 허광호에게 명예와 자녀 미래를 주고 3% 의결권 위임을 받아 가족 내 최대 적을 관리한다.,7,9,8,medium,high,high,high,high,감정 화해를 3% 의결권이라는 실물 보상으로 닫아 공허한 가족애가 되지 않게 한다.
46,46화,ARC-006,전환,강산은 임신한 양혜원에게 출산 후 DNA가 맞으면 재결합과 대양백화점을 주겠다는 조건부 미끼를 건다.,9,7,9,high,high,high,high,high,친자 불확실성을 유지하면서도 주도권은 검사 규칙과 조건부 보상으로 강산에게 넘긴다.
47,47화,ARC-006,보상,강산은 이태원 관계와 임신 주수 모순을 찌르고 DNA 전에는 1원도 없다고 양혜원의 현금 요구를 끊는다.,8,9,8,medium,high,high,high,high,긴 대화의 보상을 돈 지급 여부 한 문장으로 선명하게 결산한다.
48,48화,ARC-006,여진/다음 훅,강산은 이상수 기자에게 암살 보도를 멈추는 대신 희귀병·건강보험 보도와 의료보험 사업을 함께 제안한다.,7,8,7,high,medium,high,high,high,도덕적 선택의 결과를 언론·재단·보험이라는 세 겹의 실제 보상으로 확장한다.
49,49화,ARC-007,도입,강산은 대통령에게 5조 상속세 전액 주식 물납과 대한은행 관리·고배당을 제안해 동의를 얻는다.,8,8,8,high,medium,high,medium,high,정치 대화를 14.45% 지분 관리라는 구체적 거래로 만들어 공적 승계전의 크기를 살린다.
50,50화,ARC-007,약속,"강산은 대양 다이노스를 타고 창식의 돌잔치에 가서 다이아 팔찌와 대양전자 1,000주로 6년 도시락 우정을 갚는다.",4,9,7,medium,medium,high,high,high,대형 지분전 사이에 작은 우정의 구체적 보상을 넣어 강산의 경제적 재기를 인간관계 회복과 연결한다.
51,51화,ARC-007,보상,7월 29일 주주총회에서 대한은행·허광호 표까지 모여 강덕수 전문경영안이 통과하고 대양 주가가 상한가를 친다.,9,10,7,high,high,high,high,high,오랜 승계 준비를 법적 표결과 시장 주가라는 이중 보상으로 확정한다.
52,52화,ARC-007,여진/다음 훅,강산은 주주 앞에서 준비 부족을 인정하고 즉시 회장 대신 대양전자 전략기획 실무부터 하겠다고 선언한다.,5,9,8,medium,medium,high,high,high,권력 보상을 자제의 이미지 보상으로 전환해 다음 성장 아크의 명분을 만든다.
53,53화,ARC-008,도입,강산은 허지태를 박정필 손녀와 연결하려다 오렌지족 창립자·낮은 현재 가치를 확인하고 시스템 신호를 맞는다.,6,3,9,high,medium,high,medium,medium,승계 결산 뒤 사촌 한 명으로 초점을 좁혀 새 아크의 중심을 빠르게 세운다.
54,54화,ARC-008,약속,시스템은 허지태 육성을 명령하고 허준수 일기는 그가 강산 다음 후계 후보였음을 밝힌다.,8,4,10,high,medium,high,high,high,일기와 시스템이 같은 인물을 지목하게 해 사촌 대면의 무게를 높인다.
55,55화,ARC-008,압박,강산은 허준수 일기 속 국가부도 투자 계획을 읽고 태국 위기는 활용하되 가난의 눈물을 그대로 좇지 않기로 한다.,6,4,8,high,low,high,high,high,내적 성찰 비중이 크지만 바로 지태의 외부 유혹을 붙여 정적 설명을 다음 선택으로 연결한다.
56,56화,ARC-008,전진,허지태는 창성어패럴 제안이 지하금융의 함정임을 간파해 거절하고 강산 편의 가족선을 지킨다.,8,7,9,high,medium,high,medium,medium,사촌의 능력을 말이 아니라 유혹 거절이라는 선택으로 증명한다.
57,57화,ARC-008,전환,스캔 결과 허지태는 회장보다 가수를 원하고 매니저 95·퍼포머 99의 재능을 가진 것으로 드러난다.,8,8,9,high,high,high,high,medium,경쟁자 위험을 재능 발견 보상으로 뒤집어 가족 관계와 신사업 약속을 동시에 건다.
58,58화,ARC-008,보상,허지태는 비공개 무대에서 뛰어난 노래를 증명하고 강산은 혼담 대신 가수·제작자·엔터 CEO 경로를 준다.,6,10,8,medium,high,high,high,high,재능 수치를 실제 공연과 경력 제안으로 바로 회수해 감정 보상을 놓치지 않는다.
59,59화,ARC-008,보상,대양 엔터테인먼트 설립이 결정되고 허지태의 관계가 51 우군·투자지수 99로 바뀐다.,7,10,8,high,high,high,high,high,관계 회복을 시스템 수치와 회사 설립 두 방식으로 확인해 중복 보상을 의도적으로 강화한다.
60,60화,ARC-008,여진/다음 훅,강산은 허광호에게 지태의 혼담을 취소하고 엔터테인먼트 비전을 맡기며 가족 동의를 얻는다.,6,9,8,medium,medium,high,high,high,사촌의 개인 보상을 아버지의 수용까지 확장해 가족 관계 변화가 실제임을 확인한다.
61,61화,ARC-009,도입,강산은 박정필에게 허지태 혼담을 거절하고 그의 손녀 박정희에게 작가 잠재력 72가 있음을 확인한다.,7,4,8,high,medium,high,medium,medium,혼담 거절의 손실을 새 인재·출판 가능성 발견으로 완충한다.
62,62화,ARC-009,약속,강산은 박정필 자서전 출판기념회로 관계를 살리고 강덕수와 미국 중심 문화 IP 회사를 구상한다.,6,7,8,high,medium,high,medium,high,정치 보상과 신사업 회의를 연속 배치해 혼담 에피소드가 사업 확장으로 생산적으로 전환된다.
63,63화,ARC-009,전진,강산은 문화회사 76% 개인지분과 IPO 회수안을 세우고 대양전자 이사를 수락하며 대현전자 교환 인수를 제안한다.,7,8,9,high,medium,medium,medium,high,지분 숫자와 직책을 실제 상태 변화로 지급하고 대현전자 인수라는 더 큰 훅으로 연결한다.
64,64화,ARC-009,전환,강산은 100% 개인 인터넷 회사를 지시하고 비밀계좌 10%를 태국에 달러 예치한 뒤 차지혜 딸의 경찰서 연락을 받는다.,7,7,10,high,medium,medium,medium,high,대형 계획 설명을 태국 송금이라는 실행으로 닫고 경찰서라는 우발 사건으로 장면 에너지를 바꾼다.
65,65화,ARC-010,도입,강산은 경찰서에서 방수빈의 무술·천재성 98과 유지광의 미래 전자결제 창업자 가능성을 동시에 발견한다.,8,8,9,high,high,high,medium,medium,코믹한 경찰서 사건을 두 인재 발견이라는 높은 사업 보상으로 연결한다.
66,66화,ARC-010,압박,대양 법무팀이 사건을 재구성해 남자 셋의 강압이 원인이었음을 밝히고 한성시트 사장을 30분 안에 불러낸다.,9,7,9,high,high,high,medium,high,법률 권력 사이다를 주되 갑질의 위험도 주인공 내적 시선으로 드러낸다.
67,67화,ARC-010,전환,강산은 고소를 취하하고 한성시트 200명 일자리를 지키는 대신 유지광의 결제사업을 대양데이터로 가져오려 한다.,8,8,9,high,high,high,medium,high,권력 응징을 기업 파괴가 아니라 일자리 보존과 인재 확보로 전환해 강산의 계산을 보여준다.
68,68화,ARC-010,보상,강산은 방수빈에게 9천만 원 빚과 시급 3천 원 출근을 부과하고 유지광과 함께 미래전략센터 인력으로 묶는다.,7,9,9,high,high,high,medium,high,코믹한 빚 계약으로 채용 보상을 지급하면서 친족·대현 위협을 다음 화로 넘긴다.
69,69화,ARC-011,도입,재단·엔터사가 실제 설립되고 강산은 유류분 모의 속 청렴한 종자학자 박웅천을 새 사업 인재로 발견한다.,7,8,8,high,medium,high,medium,high,앞선 약속의 법인 설립 보상을 확인한 뒤 종묘라는 새 씨앗과 공식 출근을 연결한다.
70,70화,ARC-011,약속,강산은 9월 대양전자 전략기획실장 출근을 정하고 미국 커피법인·국내 직영점·부동산 결합 전략을 지시한다.,6,6,8,high,medium,medium,low,high,설명량이 많지만 커피 한 품목을 법인·매장·부동산으로 단계화해 추적 가능한 약속을 만든다.
71,71화,ARC-011,보상,일곱 은행이 5천억씩 부담하는 3조 5천억 연합대출을 승인해 강산이 거대 투자금을 확보한다.,9,10,9,high,medium,medium,medium,high,승인 보상을 크게 주면서 실패 시 지배권 상실과 IMF 책임이라는 비용을 명시해 긴장을 보존한다.
72,72화,ARC-011,전진,강산은 유지광의 영화관 제안을 채택해 커피·부동산·멀티플렉스·일자리를 묶은 국내 투자 모델을 만든다.,6,8,8,high,medium,high,medium,high,비꼼을 아이디어 보상으로 되받아 유지광의 태도 변화가 사업 결과와 함께 움직이게 한다.
73,73화,ARC-011,전환,강산은 정부 주도 PC·인터넷 보급을 추진하고 스위스 비밀계좌 2조 전액을 마이크로소프트에 투자한다.,9,8,10,high,high,high,medium,high,시장 창출 논리의 끝에 2조 올인을 배치해 설명을 돌이킬 수 없는 행동으로 결산한다.
74,74화,ARC-011,여진/다음 훅,"강산은 IMF 전 300억 달러 목표를 세우고, 조갑수는 3.5조와 17% 지분을 두려워해 딸 조현경을 혼인 카드로 꺼낸다.",9,8,10,high,medium,high,medium,high,올인의 성공을 아직 미루되 경쟁자의 공포와 태도 변화로 선행 보상을 지급하고 다음 구간을 연다.
75,75화,ARC-012,보상,"조갑수와의 통화에서 대현 전자 경쟁을 선언한 날, 대출 합의와 마이크로소프트 100% 상승이 확인된다.",8,9,8,high,medium,high,medium,high,전화 기싸움 뒤 청와대·대현의 반응을 교차하고 4조 성과로 닫아 위상 보상을 크게 지급한다.
76,76화,ARC-012,약속,강산이 마이크로소프트 차익 2조를 중국의 마화텅·마윈·로빈 리 같은 창업 후보에게 재투자하라고 지시한다.,5,8,7,high,medium,low,low,high,전 화의 금전 보상을 장기 투자 약속으로 즉시 재장전하고 대양 전자 내부 시점으로 다음 사업 축을 예고한다.
77,77화,ARC-013,전환,김말숙의 사촌 흔들기를 간파한 강산이 3조 5천억 대출에 서명하고 곧장 북한산 담판을 결정한다.,8,9,9,high,high,high,medium,high,대출의 큰 결산과 새 내부 위협을 같은 화에 맞물려 보상 직후 긴장을 떨어뜨리지 않는다.
78,78화,ARC-013,전진,"강산은 2조를 1998년 만기의 달러로 예치하겠다고 하고, 허지훈은 자발적으로 김말숙에게 붙는 반면 허지태는 강제로 끌려간다.",8,7,8,high,medium,high,medium,high,M&A·외환위기·사촌 배신 세 축을 교차해 실탄의 위력을 보여주면서도 즉시 결산은 유예한다.
79,79화,ARC-013,압박,"강산이 일곱 은행을 달러 예치와 환율상품에 끌어들인 뒤, 김말숙의 선수를 감수하고 북한산으로 간다.",8,8,9,high,medium,medium,medium,high,금융 함정의 승인을 보상으로 주고 곧바로 북한산 대면의 불리한 선공권을 압박으로 붙인다.
80,80화,ARC-013,약속,조갑수는 대현을 살릴 대안으로 막내딸 조현경과 강산의 결혼을 설계하고 조현경은 강산을 직접 시험하기로 한다.,6,6,7,high,low,high,medium,high,북한산 직행을 잠시 늦추고 새 여성 경쟁자·동맹 후보를 세워 M&A 갈등에 관계 서사를 겹친다.
81,81화,ARC-013,전진,"강산은 강덕수에게 채용 결정을 맡겨 배제된 대학생을 대양 인재로 끌어들이고, 허지태의 감시 해제 요구도 받아들인다.",7,8,8,medium,medium,high,high,medium,정책 선택을 인재 보상으로 바꾼 뒤 북한산 문앞의 사촌 신뢰 장면에 충분히 머문다.
82,82화,ARC-013,압박,"허지태가 대양 엔터테인먼트 30% 지분 대표로 강산 편을 택하고, 강산은 김말숙의 김 실장과 맞선다.",8,9,9,medium,medium,high,high,high,대표직과 형제 같은 대화로 허지태 루프를 크게 결산한 직후 김말숙 대면 직전에서 끊는다.
83,83화,ARC-013,전환,강산은 김말숙에게 대양을 노리는 대신 자신과 외환위기에 투자해 대한민국 경제를 함께 경영하자고 역제안한다.,9,7,8,high,medium,high,medium,medium,경고를 곧바로 더 큰 공동 야망으로 뒤집어 상대의 공격 에너지를 동맹 협상으로 전환한다.
84,84화,ARC-013,보상,김말숙은 달러 매집·OI 투자·저축은행 설립 동업을 받아들이고 허지훈을 내친 뒤 전용기 사고 의혹을 남긴다.,9,10,10,high,high,high,high,high,적대 축을 거대 금융 동맹으로 결산한 직후 가족 사망 미스터리를 던져 개인적 훅의 강도를 더 높인다.
85,85화,ARC-014,도입,"강산은 김말숙에게 내쳐진 허지훈을 포털 사업에 쓰려 전화하고, 대현 전자 거래를 위해 조갑수를 만나러 간다.",7,8,8,high,medium,high,medium,medium,북한산 승리의 상대 시점 여진을 짧게 확인한 뒤 포털과 대현 전자라는 두 다음 목표를 동시에 연다.
86,86화,ARC-014,약속,강산은 허지훈을 센터로 부른 뒤 조갑수의 탕평채 현상 유지 제안을 거절하고 대현 전자를 요구한다.,8,6,9,high,medium,high,medium,high,허지훈 회동 약속을 짧게 걸고 만찬의 상징적 탐색을 거쳐 협상 본론 직전 긴장을 축적한다.
87,87화,ARC-014,전환,강산이 적대적 M&A와 후계 분열을 압박 카드로 써 지분 17%와 대현 전자의 맞교환 합의를 받아낸다.,10,9,9,high,high,high,medium,high,협박 수위를 단계적으로 높인 끝에 대현 전자 양도라는 대형 보상을 주고 곧바로 8% 추가 요구를 붙인다.
88,88화,ARC-014,보상,강산은 OI의 4조 자산을 공개해 조갑수에게 대현 전자와 대양지주 8%를 모두 내놓게 한다.,9,10,8,high,high,high,medium,high,추가 요구와 숨은 자산 공개로 협상 고점을 만든 뒤 전자회사·지배 지분이라는 이중 물질 보상을 지급한다.
89,89화,ARC-014,여진/다음 훅,조현경이 고의 추돌로 첫 만남을 만들지만 강산은 이름과 목적을 즉시 간파해 되레 그녀를 당황시킨다.,7,8,8,medium,high,high,high,medium,대형 사업 결산 뒤 코믹한 사고와 유능한 혼인 후보를 배치해 관계 리듬으로 환기한다.
90,90화,ARC-015,도입,강산이 빅딜을 임시주총 안건으로 넘기고 중국투자·인재충원·전용기 잔해 수색을 동시에 지시한다.,6,8,7,high,medium,medium,medium,high,협상 승리를 실행 과제로 바꾸며 조직 확장과 가족 미스터리를 함께 재장전한다.
91,91화,ARC-015,약속,"강산은 대양 전자의 세 사업 축과 PC 보급 정책, 합병 뒤 75% 확보·24% 국민주 공모 구상을 제시한다.",6,7,7,high,medium,medium,low,high,제약을 즉시 드러내 계획의 만능감을 낮추면서 조직·정책·지분이라는 세 실행 축을 연다.
92,92화,ARC-015,전진,"강산이 이종철을 대양 전자 사장으로, 한강수를 휴대전화 사업본부장으로 내정하고 조현경은 대양 전자 주식을 매집한다.",7,8,7,high,high,high,medium,high,상대편 조현경의 투자와 대양 인사를 교차해 두 야심가가 동시에 판돈을 올리는 속도를 만든다.
93,93화,ARC-015,전진,"강산이 한강수에게 휴대전화, 나수성에게 반도체·배터리를 맡기고 백색가전 후보 라병우를 새벽에 호출한다.",7,8,8,high,medium,high,medium,high,본부별 위상 차이로 잠깐 긴장시킨 뒤 각자 더 큰 미래를 배정해 경쟁과 충성 보상을 함께 만든다.
94,94화,ARC-015,전환,"한강수가 카메라폰을, 강산이 스마트폰을 상상하고 라병우는 김치냉장고를 와인·치즈 보관 문화상품으로 바꾼다.",6,8,8,high,medium,medium,medium,medium,기술 설명을 인재의 자발적 발상과 강산의 한 단계 추가 질문으로 구성해 아이디어 발견 자체를 보상으로 만든다.
95,95화,ARC-015,보상,강산은 라병우를 백색가전 본부장으로 승진시키고 양문형 김치냉장고·전자수첩·특허에 무제한 지원을 건다.,6,10,6,high,high,high,high,high,직급·개발비·식사까지 연속 지급해 인재 영입 Arc의 보상을 풍성하게 머물러 보여준다.
96,96화,ARC-015,전진,강산은 기존 대양 전자 사장을 명예 부회장으로 옮겨 저항 없이 이종철 체제로 전환할 길을 연다.,6,7,8,high,medium,medium,medium,high,밤샘 보상의 여유 뒤 부드러운 토사구팽을 실행하고 허지훈 담판으로 다음 갈등을 잇는다.
97,97화,ARC-015,보상,강산은 조현경과 식사를 잡고 김말숙은 일곱 사채 큰손을 강산 저축은행·장학회·달러 매집에 결집한다.,6,9,8,high,high,high,medium,high,개인적 주식 구애와 전국 금융망 결집을 병치해 강산의 관계·브랜드 가치 상승을 두 규모로 지급한다.
