sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
11,11화,이혼 후 재벌 각성(개정판) 11화,2040,2284,강산은 일상과 회사로 돌아왔고 허준수와의 관계도 막 회복되기 시작했다.,가족 참사로 강산을 유일 상속자의 자리까지 밀어 올린다.,양혜원의 침입을 막고 회복된 일상을 지킨다.,집 문을 두드리는 양혜원을 거부하다 대양항공 전용기 추락 뉴스를 접한다.,허준수와 가족 전원이 탄 전용기가 실종·추락해 강산은 막 얻은 가족을 한꺼번에 잃는다.,시스템 미션 때문에 여행을 거절했던 강산만 살아남고 차지혜가 그를 빈 장례식장의 유일한 상주로 데려간다.,생존과 상속 자격은 얻지만 가족 몰살이라는 압도적 상실과 맞바꾼 비극적 보상이다.,가족/지위/정서,새로 인정받은 아들에서 대양가 직계의 유일 생존자이자 상주로 바뀐다.,숙부 허광호가 빈 회장 자리를 노리며 승계 전쟁이 시작된다.,강산이 전용기 여행을 거절한 결과,전용기 추락 진상과 시신 수습 | 유일 상속자 승계전 | 허광호의 야심,ARC-003,high
12,12화,이혼 후 재벌 각성(개정판) 12화,2285,2459,강산은 빈소의 유일 상주지만 대양그룹 안에서는 알려지지 않은 사생아다.,숙부와 조카의 승계 대립을 공개 충돌로 전환한다.,장례를 치르며 직계 유족의 자리를 지킨다.,차지혜와 함께 빈소 앞에 서서 조문객과 대양 임원들의 시선을 감당한다.,허광호는 자신이 당연히 회장이 될 것이라 여기고 강산의 존재를 부정하려 한다.,차지혜가 강산이 허준수의 법적 아들이자 살아남은 상속자임을 공표해 허광호의 상주·회장 명분을 막는다.,강산은 낯선 조직 앞에서 유일한 직계 상속자의 자리를 확보한다.,공적 지위/대립 관계,비공개 친자에서 대양그룹 모두가 목격하는 유일 상속자로 드러난다.,허광호가 굴복하지 않고 강산을 제거할 경쟁자로 규정한다.,빈소 상주 자격,허광호와의 공개 승계전,ARC-003,high
13,13화,이혼 후 재벌 각성(개정판) 13화,2460,2652,강산은 상주 자리를 얻었지만 그룹 지지 기반과 상속 실무는 전무하다.,승계전의 지분·가족·지하금융 변수를 펼친다.,탐욕보다 장례를 우선하며 유족의 도리를 지킨다.,고모들의 15% 유류분 가능성과 사장단 동향을 들으면서도 빈소를 떠나지 않는다.,"허광호와 박수철은 주식을 모으고, 허지훈은 북한산 지하금융과 접촉하며 외척들도 상속을 계산한다.",강산은 여섯 영정 앞에 홀로 남은 직계 생존자라는 현실을 체감한다.,독자는 돈부터 좇는 친족과 장례를 지키는 강산의 도덕적 대비를 확인한다.,위협 지도/정서,막연한 상속 위기에서 숙부·고모부·지하금융이 얽힌 다중 전선으로 확대된다.,허광호가 빈소에서 직접 상속자 자격을 공격할 준비를 한다.,,고모 15% 유류분 | 박수철의 지분 매집 | 허지훈과 북한산,ARC-003,high
14,14화,이혼 후 재벌 각성(개정판) 14화,2653,2855,허광호는 강산을 경영 경험 없는 사생아로 보고 빈소의 주도권까지 넘보려 한다.,강산이 상속과 경영을 자기 몫으로 선언하는 첫 공개 반격을 준다.,아버지의 장례와 자신의 상속권을 숙부에게서 방어한다.,커리어 스캔으로 허광호의 회장 욕망을 확인하고 조문객 앞에서 그의 탐욕을 질타한다.,시스템은 상주·후계 지위를 지키지 못하면 정신병원 또는 죽음이라는 패널티를 건다.,강산은 대양그룹을 원치 않았던 과거를 접고 아버지가 남긴 자기 몫을 받겠다고 선언한다.,허광호가 빈소에서 공개적으로 역공을 맞고 강산의 주인공성이 처음 폭발한다.,목표/자기평가/지위,우연히 남은 상주에서 상속권과 대양그룹을 지키려는 능동적 후계자로 전환한다.,숙부와의 공개 대립이 어디까지 격화될지 남긴다.,강산의 승계 의지 부재,대양그룹 확보 목표,ARC-003,high
15,15화,이혼 후 재벌 각성(개정판) 15화,2856,3086,강산은 빈소에서 허광호에게 처음으로 공개 반격했다.,숙부의 권위를 더 깎고 국가 권력의 기대까지 강산에게 얹는다.,장례의 질서를 지키며 후계자로서 밀리지 않는다.,허광호의 발언을 계속 되받아치고 조문 온 대통령을 맞는다.,고모부들은 15% 상속을 모의하고 강산은 국가 경제까지 책임지라는 기대를 떠안는다.,대통령이 허준수의 경제 구상을 강산이 이어 가라며 재능을 공적으로 인정한다.,숙부의 도발은 무력화되고 강산의 후계 정당성이 대통령의 말로 강화된다.,공적 지위/책임,가족 내부 상속자에서 국가가 주목하는 대양그룹 후계자로 격상된다.,커진 기대와 외척의 15% 모의가 동시에 다음 부담으로 남는다.,,대통령과의 경제 협력,ARC-003,high
16,16화,이혼 후 재벌 각성(개정판) 16화,3087,3307,강산은 빈소의 중심을 지켰지만 양혜원이 재벌가 전처 자격을 되찾으려 한다.,전처의 장례 침입을 즉시 응징해 이혼 보상을 재확인한다.,양혜원이 유족 행세를 하지 못하게 막는다.,상복 차림으로 찾아온 양혜원을 끌어내라고 지시한다.,양혜원은 사람들 앞에서 과거 관계를 이용해 강산에게 다시 연결되려 한다.,차지혜가 양혜원을 공개적으로 제압하고 법적·사회적 위치를 경고한다.,양혜원은 대양가 빈소에서조차 전처일 뿐이라는 현실을 굴욕적으로 확인한다.,관계/사회적 태도,양혜원의 재접근 가능성이 더욱 좁아지고 차지혜는 강산의 방패로 선명해진다.,양혜원은 포기하지 않았고 오히려 강산의 신분을 세상에 알린 목적을 드러낸다.,양혜원의 빈소 유족 행세,양혜원의 집착 심화,ARC-003,high
17,17화,이혼 후 재벌 각성(개정판) 17화,3308,3485,강산은 적대적 친족과 전처를 막아 냈지만 아버지의 죽음을 제대로 애도하지 못했다.,조갑수의 인정과 강산의 첫 눈물로 감정 보상을 준다.,조문객을 맞으며 아버지의 장례를 끝까지 치른다.,대현그룹 조갑수 회장을 맞아 허준수와 자신의 관계를 이야기한다.,조갑수는 대양이 흔들리면 17% 지분과 사업을 되찾을 기회도 계산한다.,조갑수는 강산이 대현전자에서 묵묵히 성과를 낸 인물임을 듣고 관찰 가치가 있다고 판단한다.,조갑수의 진심 어린 위로 앞에서 강산이 마침내 아버지를 위해 운다.,정서/외부 평가,상속 전쟁 때문에 억눌렸던 애도가 터지고 강산은 유력 재벌 총수의 관심을 얻는다.,조갑수가 대양의 붕괴를 이용할지 강산을 지원할지 양면적 가능성이 남는다.,강산의 억눌린 첫 애도,조갑수와의 동맹·경쟁,ARC-003,high
18,18화,이혼 후 재벌 각성(개정판) 18화,3486,3724,장례가 끝나가지만 강산에게는 승계 기반과 아버지의 유언이 아직 없다.,장례 종료와 동시에 비밀 금고·사장단 전쟁으로 다음 아크를 연다.,장례를 마치고 허준수가 남긴 진짜 의도를 확인한다.,7월 23일 장례를 끝낸 뒤 차지혜와 태양은행 개인 금고로 향한다.,허광호는 차지혜를 거제 대양조선으로 좌천시키고 긴급 사장단 회의를 준비한다.,강산이 금고 앞에 도착하는 동안 숙부 측은 조직 장악을 시작한다.,유일 상주로서 장례를 완수하고 아버지의 직접 유산에 접근한다.,시간/공간/조직 갈등,빈소의 방어자에서 금고의 유언과 경영권을 찾아 움직이는 후계자로 이동한다.,금고 안의 내용과 허광호의 사장단 회의가 정면 충돌을 예고한다.,허준수 일가 장례,태양은행 금고 내용 | 긴급 사장단 회의 | 차지혜 좌천,ARC-003,high
19,19화,이혼 후 재벌 각성(개정판) 19화,3725,3924,강산은 장례를 마쳤지만 차지혜가 좌천되고 숙부의 사장단 장악이 임박했다.,허준수의 직접 지명과 강산의 첫 조력자 확보를 준다.,금고의 유언을 확인하고 승계전 대응팀을 만든다.,금고에서 어머니 사진과 허준수의 편지를 읽고 차지혜의 좌천을 스캔해 개인 비서실장으로 고용한다.,허광호가 공식 인사권과 사장단 회의를 선점해 시간적 여유가 거의 없다.,편지는 강산을 후계자로 지명하고 차지혜를 믿으라고 명시하며 시스템도 숙부 회의를 경고한다.,강산은 아버지의 인정과 가장 강한 실무 조력자 차지혜를 동시에 얻는다.,정당성/조력자/목표,유언 없는 상속자에서 허준수의 서면 지명을 가진 승계전 지휘자로 바뀐다.,허광호보다 먼저 우호 사장단과 운전자를 확보해야 하는 시한전이 열린다.,태양은행 금고 내용 | 차지혜의 좌천 상태,사장단 우군 모집 | 전속 운전자 확보,ARC-004,high
20,20화,이혼 후 재벌 각성(개정판) 20화,3925,4094,강산과 차지혜는 숙부 측 사장단 회의에 맞설 시간과 이동 수단이 부족하다.,인재 스캔과 숙부 진영의 구체적 지분 전략을 제시한다.,빠르게 움직일 핵심 인력과 승계전 정보를 확보한다.,운전기사 도명환을 스캔하고 프랑스 그랑프리 도전을 지원하겠다고 약속한다.,허광호와 박수철은 계열사 지분·유통 물량·대현그룹 17%·대한은행 표까지 계산한다.,도명환은 75의 잠재력을 가진 레이서 지망생이고 강산의 약속으로 개인적 충성 동기를 얻는다.,강산은 단순 운전기사가 아니라 위기 이동을 맡길 재능 있는 첫 현장 인력을 얻는다.,인력/전략 정보,차지혜 한 명의 참모 체제에서 도명환까지 포함한 작은 실행팀으로 확장된다.,허광호가 사장들을 실제로 소집하며 표 싸움의 시간이 시작된다.,전속 운전자 선정,도명환의 레이서 꿈 | 사장단 표 계산,ARC-004,high
21,21화,이혼 후 재벌 각성(개정판) 21화,4095,4303,허광호가 계열사 사장들을 본사로 모으고 강산에게는 공식 소집권이 없다.,두 개의 사장단 회의를 만들어 충성 경쟁을 행동으로 보여준다.,아버지가 남긴 우군을 자기 쪽 회의로 불러낸다.,차지혜의 내부 제보를 바탕으로 허준수의 아지트인 미래전략연구센터에 별도 회의를 소집한다.,사장들은 숙부의 현실 권력과 강산의 불확실한 미래 중 하나를 선택해야 한다.,대양제철 조광현은 허준수에 대한 의리로 강산 쪽 회의를 택한다.,강산은 아버지의 준비가 실제 인물의 선택으로 남아 있음을 확인한다.,조직/관계,고립된 상속자에서 적어도 일부 사장이 찾아올 대안 회의의 주최자가 된다.,과연 몇 명이 강산의 회의에 도착할지 숫자 긴장이 걸린다.,,두 사장단 회의의 참석자 경쟁,ARC-004,high
22,22화,이혼 후 재벌 각성(개정판) 22화,4304,4499,강산의 별도 회의에는 극소수만 올 가능성이 크다.,상속세 5조라는 현실 장벽에 미래 정보 기반 해법을 제시한다.,소수 우군에게 자신이 승계 가능한 경제 논리를 증명한다.,5년 분납과 첫 1조 마련 방안을 논의하며 스위스 계좌 조회를 맡기고 미생마 전략을 선언한다.,"5조 상속세와 낮은 지분, 숙부의 조직 장악이 동시에 강산을 압박한다.",허준수의 비밀계좌가 실재하고 강산은 IMF 환차익으로 세금을 낼 구상을 밝힌다.,무모한 사생아가 아니라 숫자와 미래 시나리오를 가진 상속자로 우군의 인식이 바뀐다.,자금 계획/신뢰,상속세에 쫓기는 후계자에서 위기를 자산 증식에 쓸 설계자로 이동한다.,비밀계좌 잔액과 실제 참석 사장 수가 다음 화의 검증점이 된다.,,5조 상속세 해법 | 미생마 전략,ARC-004,high
23,23화,이혼 후 재벌 각성(개정판) 23화,4500,4706,스위스 계좌와 충성 사장 수가 강산 계획의 생존 여부를 가른다.,실자금과 핵심 인재를 숫자로 지급한다.,독립 자금과 장기 경영진 후보를 확정한다.,2조 계좌를 확인하고 부동산 매각·달러 투자·독립 투자회사 설립을 논의하며 참석자들을 스캔한다.,실제로 찾아온 사장은 대양시멘트 이종철과 대양제철 조광현뿐이다.,조광현은 전문경영인 욕망과 현재 가치 92를 지닌 유력 미래 회장감이다.,강산은 자유롭게 운용 가능한 2조와 검증된 두 충성 사장을 확보한다.,자산/인재/관계,계획만 있던 후계자에서 2조 종잣돈과 차기 경영진 후보를 가진 세력으로 변한다.,소수파가 다수 사장단을 뒤집을 제3의 카드가 필요한 상태다.,스위스 계좌 잔액 | 강산 회의의 초기 참석자,조광현의 미래 회장 가능성 | 독립 투자회사,ARC-004,high
24,24화,이혼 후 재벌 각성(개정판) 24화,4707,4913,강산 쪽은 두 사장뿐이라 표 대결로 허광호를 이기기 어렵다.,제3의 전문경영인 카드로 승계전의 규칙 자체를 바꾼다.,자신도 숙부도 아닌 현실적 임시 회장 대안을 만든다.,허준수의 조력자이자 경영의 마법사 강덕수를 불러 전문경영인 체제를 제안한다.,강산이 직접 회장이 되지 못하는 양보가 필요하고 숙부는 본사 사장들을 장악 중이다.,강덕수라는 압도적 경영 전문가가 등장해 강산의 IMF 구상과 임시 해법을 받아들인다.,패배 직전의 소수파가 모두가 수용할 수 있는 강력한 후보를 얻는다.,전략/조직,강산 대 허광호의 혈통 싸움이 강덕수 전문경영 체제라는 새로운 선택지로 재편된다.,강덕수 카드를 본사 회의에 제시간에 올릴 수 있는지가 남는다.,,강덕수 전문경영인 안,ARC-004,high
25,25화,이혼 후 재벌 각성(개정판) 25화,4914,5119,강산은 강덕수 카드를 얻었지만 본사 회의는 허광호 중심으로 굳어지고 있다.,충성 보상과 시간 압박을 함께 올린다.,초기 우군에게 미래 지위를 약속하고 본사 회의로 돌진한다.,"조광현에게 장차 3대 회장, 이종철에게 부회장 가능성을 제시한 뒤 강덕수와 본사로 향한다.",허광호는 대양조선 지지를 얻고 대양자동차 이동국까지 끌어들이려 한다.,강산은 먼저 온 충성을 구체적 직위로 보상해 우군의 결속을 확정한다.,이종철·조광현은 위험을 감수한 선택이 미래 보상으로 돌아옴을 확인한다.,관계/시간 압박,임시 연합이 장기 승진 약속을 공유하는 핵심 파벌로 굳어진다.,본사 사장단 결론 전에 도착할 수 있는지 시계가 작동한다.,,조광현 3대 회장 약속 | 이종철 부회장 약속,ARC-004,high
26,26화,이혼 후 재벌 각성(개정판) 26화,5120,5391,허광호 쪽 사장단은 강산 없이 회장 지지를 확정하려 한다.,기지와 속도 액션으로 회의 시간을 강제로 벌어낸다.,강덕수 안을 제시할 한 시간을 확보해 본사에 도착한다.,전 지분을 국가에 기부해 공기업으로 만들겠다는 전갈을 은지수에게 보내고 도명환에게 지하철 연결을 맡긴다.,은지수는 해고를 각오해야 하고 헬기도 없으며 서울 교통이 시간을 잡아먹는다.,대양자동차 이동국이 기부 위협의 파장을 인정해 회의를 한 시간 멈춘다.,신입 비서와 운전기사의 용기·재능이 강산에게 실제 시간이라는 자원으로 돌아온다.,시간/조직/인재,배제된 후계자에서 사장단 회의를 한 시간 정지시킨 실질 권력자로 변한다.,도명환이 약속한 시간 안에 본사까지 데려갈 수 있는지 남는다.,회의 유예 확보,은지수의 해고와 보상 | 도명환의 고속 이동 시험,ARC-004,high
27,27화,이혼 후 재벌 각성(개정판) 27화,5392,5685,강산 일행은 한 시간 안에 본사 회의실에 도착해야 한다.,도명환의 재능을 실제 질주 보상으로 회수하고 흑막 박수철을 포착한다.,기한 내 사장단 회의에 진입한다.,도명환의 과감한 운전과 지하철 환승을 거쳐 정확히 한 시간 안에 본사에 도착한다.,은지수는 전갈 때문에 해고되고 적대 임원들은 이미 표를 굳혀 놓았다.,회의실에 들어선 강산은 커리어 스캔으로 박수철이 허광호를 조종하는 실무 흑막임을 알아낸다.,도명환의 그랑프리 잠재력이 즉시 증명되고 강산은 약속한 무대에 제때 선다.,행동/정보/관계,시간에 쫓기던 외부인에서 흑막을 식별한 회의 참가자로 전환한다.,박수철의 정체를 안 강산이 회의에서 어떻게 뒤집을지 건다.,한 시간 내 본사 도착 | 도명환의 운전 시험,박수철 제거 | 은지수 구제,ARC-004,high
28,28화,이혼 후 재벌 각성(개정판) 28화,5686,5918,강산은 적대 사장단 한가운데 들어왔고 허광호와 박수철의 의도를 알고 있다.,경험 부족 공격을 역으로 숙부의 무능 공격으로 돌린다.,사장들이 강산의 대안을 들을 수 있게 발언권과 분위기를 장악한다.,지하철로 왔다고 답하고 혈통만으로 회장을 뽑아선 안 된다는 논리로 허광호를 겨냥한다.,허광호의 적대 지수는 95이고 강산 역시 경영 경험이 없다는 약점이 있다.,확장된 스캔이 관계·투자·현재·미래 가치를 보여주며 강산은 차지혜에게 공개 사과를 시켜 자신의 독립성을 연출한다.,사장단의 시선이 사생아 논란에서 능력 검증과 대안 비교로 이동한다.,회의 프레임/능력,방어해야 할 젊은 상속자에서 숙부의 자격을 심사하는 질문자로 위치가 역전된다.,이동국이 허광호를 제지하며 강산의 본론을 들을 길이 열린다.,,확장 커리어 스캔 활용,ARC-004,high
29,29화,이혼 후 재벌 각성(개정판) 29화,5919,6156,사장단은 강산의 주장에 귀를 열었지만 아직 실행 가능한 대안을 듣지 못했다.,차악과 전문경영이라는 현실적 선택지를 설득한다.,강덕수 체제를 사장단의 합리적 선택으로 만든다.,자신을 차악이라 규정하고 강덕수를 소개하며 내부 내전과 외부 인수 위험을 설명하게 한다.,허광호는 강산의 경험 부족과 상속세 문제를 공격하고 자기 권위를 놓지 않는다.,강산은 숙부의 능력 부족과 금치산 시도까지 알고 있음을 암시하고 강덕수는 전문경영이 그룹을 지킬 유일한 완충안임을 논증한다.,감정적 혈통 싸움이 사장들이 수용할 수 있는 기업 생존 논리로 바뀐다.,조직 합의/전략,강덕수 안이 강산만의 묘수에서 사장단의 현실적 대안으로 성장한다.,허광호가 상속세와 지분이라는 마지막 숫자 약점을 꺼낸다.,,전문경영 체제 표결,ARC-004,high
30,30화,이혼 후 재벌 각성(개정판) 30화,6157,6378,허광호는 5조 상속세와 약한 지분을 들어 강산 안을 흔든다.,조갑수의 지원과 강산의 간단한 세금 해법을 결전 직전 카드로 모은다.,상속세가 경영권을 무너뜨리지 않는다는 답을 제시한다.,상속세 질문에 간단한 답이 있다고 맞서며 외부 지지의 도착을 기다린다.,허광호는 자금 부족을 이용해 강산이 주식을 팔 수밖에 없다고 몰아간다.,조갑수는 대현의 17%를 되찾을 기회보다 허준수에게 진 빚을 택해 강산 지지를 보낸다.,강산은 가장 위험한 외부 주주가 적이 아니라 우군으로 선 순간을 얻는다.,외부 동맹/표결,내부 소수파가 대현그룹의 지지까지 얻은 승리 가능 세력으로 바뀐다.,강산이 공언한 상속세의 간단한 답이 무엇인지 직전에서 끊는다.,조갑수의 초기 선택,상속세 물납 해법 공개,ARC-004,high
