"sequence","visible_label","title","start_line","end_line","entry_state","reader_promise","protagonist_goal","action","resistance_or_cost","turn_or_reveal","paid_reward","state_change_axis","state_change","ending_hook","closed_loops","opened_loops","arc_id","confidence"
"261","272","정통성의 가격 (2)","53058","53255","자금 없는 한정원이 16조 원을 어떻게 조달했는지 검증해야 한다","대현그룹 16조 원 자금의 숨은 주인 확인이 실제 계약·수치·조직 반응으로 증명될지","대현그룹 16조 원 자금의 숨은 주인 확인","14조 원을 쓴 장동준과 분노한 장동구를 달랜 뒤 한정원의 저금리 조달 뒤에 이력 없는 홍콩 법인과 중국 자금이 있음을 추적했다","대현그룹 내부 자료 없이는 이면 계약과 경영권 상실 조건을 법적으로 증명하기 어려웠다","장동구가 옛 대현 충신 김재철 상무를 움직여 내부 확인과 고발을 맡겼다","중국 자본에 대현건설이 넘어갈 위험을 특정하고 대현가 내부 증인을 확보했다","관계|지위|세계","가격만 보던 매각 검증이 국적·경영권·이면 계약을 따지는 정통성 방어전으로 바뀌었다","김재철이 실제 이면 계약 증거를 찾아낼 수 있을지 남았다","장동구가 옛 대현 충신 김재철 상무를 움직여 내부 확인과 고발을 맡겼다; 중국 자본에 대현건설이 넘어갈 위험을 특정하고 대현가 내부 증인을 확보했다","김재철이 실제 이면 계약 증거를 찾아낼 수 있을지 남았다","M203","high"
"262","273","정통성의 가격 (3)","53256","53445","김재철이 실제 이면 계약 증거를 찾아낼 수 있을지 남았다","대현그룹 우선협상권을 증거로 박탈이 실제 계약·수치·조직 반응으로 증명될지","대현그룹 우선협상권을 증거로 박탈","김재철이 중국 자본의 경영권 장악 문건을 가져오자 내부고발자 보호를 약속하고 한정원의 우선협상권을 즉시 박탈해 대현자동차를 차순위로 올렸다","대현그룹은 가처분 신청으로 매각을 묶으려 했고 내부고발자 김재철은 가문을 등지는 비용을 감수했다","증거가 가격 경쟁보다 우선하면서 16조 원 승자가 하루아침에 탈락했다","대현건설의 해외 우회매각을 막고 대현자동차 협상권·장동준의 감사까지 얻었다","관계|지위|세계","이정후의 지위가 최고가 판매자에서 왕 회장 약속을 지키는 판정자로 강화됐다","장동준이 가처분을 없앨 작은 선물을 준비했다","증거가 가격 경쟁보다 우선하면서 16조 원 승자가 하루아침에 탈락했다; 대현건설의 해외 우회매각을 막고 대현자동차 협상권·장동준의 감사까지 얻었다","장동준이 가처분을 없앨 작은 선물을 준비했다","M203","high"
"263","274","정통성의 가격 (4)","53446","53640","장동준이 가처분을 없앨 작은 선물을 준비했다","대현자동차와 가격·부품·데이터를 한 계약으로 묶기이 실제 계약·수치·조직 반응으로 증명될지","대현자동차와 가격·부품·데이터를 한 계약으로 묶기","장동준이 대현상선 지분 24%를 사 경영권 전쟁을 열자 이를 압박 지렛대로 쓰고 장동구와 16조 원에서 14조 원으로 낮추는 대신 차량 반도체·배터리 우선권과 영구 데이터권을 받았다","대현자동차는 경쟁자 이탈 뒤 15조5천억 원을 고집했고 타이거펀드는 헐값 논란 없이 가격을 낮춰야 했다","1조 원씩 가격을 깎는 대가로 부품 공급과 운행·고장·품질 데이터를 미래 자산으로 전환했다","14조 원 매각 틀과 대현자동차의 장기 파트너십이 확정됐다","돈|관계|세계","일회성 현금 매각이 전장·배터리·AI 데이터가 계속 들어오는 영구 연결고리로 바뀌었다","실무 계약과 입금 뒤 확보한 자동차 데이터를 어디에 쓸지가 남았다","1조 원씩 가격을 깎는 대가로 부품 공급과 운행·고장·품질 데이터를 미래 자산으로 전환했다; 14조 원 매각 틀과 대현자동차의 장기 파트너십이 확정됐다","실무 계약과 입금 뒤 확보한 자동차 데이터를 어디에 쓸지가 남았다","M203","high"
"264","275","정통성의 가격 (5)","53641","53814","실무 계약과 입금 뒤 확보한 자동차 데이터를 어디에 쓸지가 남았다","대현건설 매각 대금과 데이터의 후속 가치 실현이 실제 계약·수치·조직 반응으로 증명될지","대현건설 매각 대금과 데이터의 후속 가치 실현","14조 원 입금을 확인하고 힌튼의 AI센터에 차량 데이터를 넘겨 차선 이탈·자동 제동·결함 예측·자율주행 방향을 세웠으며 신도영의 부회장 승진도 확인했다","차량 데이터의 즉시 수익처가 불명확했고 새 주인 대현자동차가 부동산 고점에 무리할 위험이 남았다","45나노 타워램으로 AI 병목을 줄이고 운전보조를 첫 응용 분야로 정했다","14조 원 현금·AI 연구 재료·신도영의 조직 승진이라는 세 겹 보상이 지급됐다","돈|능력|관계|지위","대현건설 소유는 끝났지만 이정후의 기술·사람·수주 영향력은 계약으로 계속 남았다","부동산 파티가 끝나기 전에 대현건설이 확장을 자제하고 버틸 수 있을까","45나노 타워램으로 AI 병목을 줄이고 운전보조를 첫 응용 분야로 정했다; 14조 원 현금·AI 연구 재료·신도영의 조직 승진이라는 세 겹 보상이 지급됐다","부동산 파티가 끝나기 전에 대현건설이 확장을 자제하고 버틸 수 있을까","M203","high"
"265","276","버티기 (1)","53815","53996","부동산 파티가 끝나기 전에 대현건설이 확장을 자제하고 버틸 수 있을까","셰일가스 성과를 백악관 지원과 가격 상승으로 환전이 실제 계약·수치·조직 반응으로 증명될지","셰일가스 성과를 백악관 지원과 가격 상승으로 환전","AI가 첫 시추 성공·예상 생산량 150%·개발 기간 3개월을 만들자 보고서를 백악관에 보내고 부시가 신년 연설에서 셰일가스를 에너지 자립의 성과로 발표하게 했다","경제성은 아직 완전 검증 전이고 임기 말 백악관 지원이 약해질 수 있었다","대통령의 공개 언급으로 메이저 정유사 네 곳이 지분 인수를 압박하기 시작했다","국가 정책 인정과 관련 기업 주가 상승이 지급되고 셰일가스가 공식 전략 산업이 됐다","능력|지위|세계","실험적 컨소시엄이 미국 대통령이 보증하는 에너지 자립 사업으로 지위가 올라갔다","유가가 더 오를 반년 동안 정유사의 언론·정치 압박을 견뎌야 한다","대통령의 공개 언급으로 메이저 정유사 네 곳이 지분 인수를 압박하기 시작했다; 국가 정책 인정과 관련 기업 주가 상승이 지급되고 셰일가스가 공식 전략 산업이 됐다","유가가 더 오를 반년 동안 정유사의 언론·정치 압박을 견뎌야 한다","M204","high"
"266","277","버티기 (2)","53997","54168","유가가 더 오를 반년 동안 정유사의 언론·정치 압박을 견뎌야 한다","정유사 압박을 버티며 안드로이드 보급도 확장이 실제 계약·수치·조직 반응으로 증명될지","정유사 압박을 버티며 안드로이드 보급도 확장","정유사의 과대평가 기사와 정치 로비를 버티는 동안 에버베드 매각 현금을 확보하고 아이폰 1S 생산·삼진 스마트폰·무료 안드로이드 패키지 보급을 점검했다","정유사는 부시 권력 약화를 기다렸고 휴대폰 제조사들은 외부 OS를 하청처럼 여겼다","OS를 무료 미끼로 풀고 패널·반도체·배터리를 팔아 생태계 참여자가 늘수록 타이거펀드가 버는 구조를 명확히 했다","풍부한 현금과 안드로이드 제조 패키지라는 장기 수익 장치가 강화됐다","돈|능력|세계","타이거펀드가 압박을 견디는 체력과 여러 산업을 동시에 굴리는 조직 능력을 증명했다","삼진이 아이폰 1S와 같은 날 옴니온을 기습 출시한다","OS를 무료 미끼로 풀고 패널·반도체·배터리를 팔아 생태계 참여자가 늘수록 타이거펀드가 버는 구조를 명확히 했다; 풍부한 현금과 안드로이드 제조 패키지라는 장기 수익 장치가 강화됐다","삼진이 아이폰 1S와 같은 날 옴니온을 기습 출시한다","M204","high"
"267","278","버티기 (3)","54169","54383","삼진이 아이폰 1S와 같은 날 옴니온을 기습 출시한다","삼진·GL의 스마트폰 대응을 실제 제품으로 판정이 실제 계약·수치·조직 반응으로 증명될지","삼진·GL의 스마트폰 대응을 실제 제품으로 판정","삼진의 옴니온과 GL 명품폰을 직접 분해·사용해 옴니온의 OS 렉·앱 부족·배터리 소모와 GL의 안전한 피처폰 전략을 비교했다","삼진은 아이폰 일정에 맞추느라 미완성 OS를 냈고 언론은 결함을 감췄으며 GL은 혁신 자체를 피했다","초기 판매 뒤 옴니온 재고와 중고 매물이 쌓이고 GL은 명품 이미지로 단기 판매를 얻었다","경쟁 제품의 성패를 추측이 아니라 구매·테스트·시장 재고로 검증했다","능력|세계","삼진의 하드웨어 우위만으로는 스마트폰 경쟁이 되지 않는다는 조직 학습이 생겼다","이정후가 오희건 회장에게 실패를 조롱하지 않고 안드로이드 해법을 제시한다","초기 판매 뒤 옴니온 재고와 중고 매물이 쌓이고 GL은 명품 이미지로 단기 판매를 얻었다; 경쟁 제품의 성패를 추측이 아니라 구매·테스트·시장 재고로 검증했다","이정후가 오희건 회장에게 실패를 조롱하지 않고 안드로이드 해법을 제시한다","M204","high"
"268","279","버티기 (4)","54384","54581","이정후가 오희건 회장에게 실패를 조롱하지 않고 안드로이드 해법을 제시한다","옴니온 실패를 삼진의 안드로이드 채택으로 전환이 실제 계약·수치·조직 반응으로 증명될지","옴니온 실패를 삼진의 안드로이드 채택으로 전환","오희건에게 GL의 수업 거부보다 삼진의 낙제가 낫다고 설득하고 옴니온 하드웨어에 안드로이드를 얹은 시제품으로 반응 속도·터치·앱 생태계 개선을 보여줬다","삼진 자체 OS 자존심과 임원진의 폐쇄적 개발 문화가 결정을 막았다","오희건이 실무진 판단을 거슬러 안드로이드 채택을 즉석 결정했다","글로벌 점유율을 가진 삼진이라는 첫 대형 안드로이드 제조사를 얻었다","관계|지위|세계","안드로이드가 작은 벤처 OS에서 삼진의 이름값을 등에 업은 산업 표준 후보로 승격됐다","대만 제조사들이 바로 계약을 요청하며 생태계 확산이 시작된다","오희건이 실무진 판단을 거슬러 안드로이드 채택을 즉석 결정했다; 글로벌 점유율을 가진 삼진이라는 첫 대형 안드로이드 제조사를 얻었다","대만 제조사들이 바로 계약을 요청하며 생태계 확산이 시작된다","M204","high"
"269","280","버티기 (5)","54582","54763","대만 제조사들이 바로 계약을 요청하며 생태계 확산이 시작된다","정유사에게 지분 매각을 강요당한 피해자 구도 완성이 실제 계약·수치·조직 반응으로 증명될지","정유사에게 지분 매각을 강요당한 피해자 구도 완성","삼진 효과로 안드로이드 문의가 늘어난 것을 확인한 뒤 미국으로 가 엑슨모빌·셰브론·BP의 정치 규제 위협 앞에서 셰일가스 지분 매각을 마지못해 수락하는 연기를 했다","정유사 카르텔은 의회 규제와 언론을 동원해 타이거펀드가 산업을 독점한다고 몰았다","매각 동의 전에 정유사를 가해자·타이거펀드를 피해자로 보이게 해 향후 유가 하락 책임을 차단했다","정유사 스스로 매각을 강요했다는 명분과 조건 협상 주도권을 얻었다","지위|관계|세계","압박받는 투자자라는 표면 아래에서 이정후가 합의금의 액수와 회수 조건을 정하는 위치로 올라갔다","세 정유사에게서 지분값·유가 옵션·재매입 권리를 얼마까지 받아낼 것인가","매각 동의 전에 정유사를 가해자·타이거펀드를 피해자로 보이게 해 향후 유가 하락 책임을 차단했다; 정유사 스스로 매각을 강요했다는 명분과 조건 협상 주도권을 얻었다","세 정유사에게서 지분값·유가 옵션·재매입 권리를 얼마까지 받아낼 것인가","M204","high"
"270","281","합의금 (1)","54764","54940","세 정유사에게서 지분값·유가 옵션·재매입 권리를 얼마까지 받아낼 것인가","셰일가스 지분의 합의금과 회수권 확보이 실제 계약·수치·조직 반응으로 증명될지","셰일가스 지분의 합의금과 회수권 확보","세 정유사와 지분·의결권을 분리해 협상하고 600억 달러 지급, 유가 100달러 돌파 시 500억 달러 추가 옵션, 10년 콜옵션을 계약에 넣었다","정유사들은 미래 가치를 낮춰 500억 달러 선에서 끝내려 했고 타이거펀드는 매각 후 통제력 상실을 피해야 했다","정유사가 70% 경제 지분을 가져도 의결권 49%·경영진 선임 동의권을 제한하도록 구조를 뒤집었다","회장 표현대로 두 배 장사와 700억 달러급 여유자금, 훗날 지분을 되살 콜옵션이 지급됐다","돈|지위|세계","타이거펀드는 셰일가스 개발비 부담을 줄이면서 통제권과 하락기 회수권을 동시에 남겼다","확보한 현금과 정치 안전망을 위해 버락 오바마 선거캠프로 향한다","정유사가 70% 경제 지분을 가져도 의결권 49%·경영진 선임 동의권을 제한하도록 구조를 뒤집었다; 회장 표현대로 두 배 장사와 700억 달러급 여유자금, 훗날 지분을 되살 콜옵션이 지급됐다","확보한 현금과 정치 안전망을 위해 버락 오바마 선거캠프로 향한다","M204","high"
"271","282","합의금 (2)","54941","55117","확보한 현금과 정치 안전망을 위해 버락 오바마 선거캠프로 향한다","오바마를 대중 후보로 만들며 정치적 친구 확보이 실제 계약·수치·조직 반응으로 증명될지","오바마를 대중 후보로 만들며 정치적 친구 확보","오바마에게 휴대폰 영상·생활 밀착 콘텐츠·학생 개발자·소액 반복 후원 플랫폼을 제안해 유명 후보와 다른 풀뿌리 선거 시스템을 설계했다","두 자릿수 지지율 격차와 낮은 인지도 때문에 중도 유권자가 익숙한 후보를 택했다","거액 후원자 중심 선거를 다수의 작은 후원과 자발적 확산 구조로 바꾸었다","오바마가 타이거펀드를 조건 없는 좋은 친구로 받아들이고 계속 지원을 요청했다","관계|지위","타이거펀드가 한 후보의 돈줄을 넘어 선거 전략과 디지털 조직을 제공하는 핵심 동맹이 됐다","정치 동맹을 만든 뒤 한국에서 장동준에게 금융위기 경고를 갚아야 한다","거액 후원자 중심 선거를 다수의 작은 후원과 자발적 확산 구조로 바꾸었다; 오바마가 타이거펀드를 조건 없는 좋은 친구로 받아들이고 계속 지원을 요청했다","정치 동맹을 만든 뒤 한국에서 장동준에게 금융위기 경고를 갚아야 한다","M205","high"
"272","283","합의금 (3)","55118","55324","정치 동맹을 만든 뒤 한국에서 장동준에게 금융위기 경고를 갚아야 한다","장동준에게 받은 도움을 생존 조언으로 상환이 실제 계약·수치·조직 반응으로 증명될지","장동준에게 받은 도움을 생존 조언으로 상환","은퇴를 말하는 로버트슨을 붙잡고 한국으로 돌아와 장동준에게 대현그룹 인수전 철수와 건설·부동산 붕괴 위험을 우회적으로 경고했다","장동준은 당 장악과 대현 정통성을 위해 경영권 전쟁을 포기하기 어려웠고 미래 정보는 전부 밝힐 수 없었다","작은 선물을 받았던 빚을 대현중공업 생존 가능성이라는 더 큰 경고로 돌려줬다","장동준이 즉각 거절하지 않고 진지하게 재검토하겠다고 답했다","관계|지위","거래 관계가 일회성 상호 이용에서 위험을 미리 알려주는 신뢰 관계로 깊어졌다","서브프라임 전문기관 파산이 시작되며 기다리던 붕괴가 현실화한다","작은 선물을 받았던 빚을 대현중공업 생존 가능성이라는 더 큰 경고로 돌려줬다; 장동준이 즉각 거절하지 않고 진지하게 재검토하겠다고 답했다","서브프라임 전문기관 파산이 시작되며 기다리던 붕괴가 현실화한다","M205","high"
