sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
11,11,과속 기어 (1),2119,2336,Arc 진입: 공동 투자금과 롤북 트래픽이 커지는 동안 이정후는 PDA·미니 HDD 특허를 쏟아 내고 GL의 집단 영입을 막아 낸다.,"특허 수량, 서버 비용, 외주 계약, 영입 제안 거절이라는 조직화 영수증을 연속 지급한다.",대량 발명과 서비스 확장을 버틸 조직을 만들고 동료 이탈 없이 지식재산을 지킨다.,"동료들이 10억, 이정후가 10억을 넣어 20억 공동계좌를 만들고 타이거가 별도 30억을 얹어 세라·드림라인 공모주를 배정한다.",상장 전 벤처 투자는 원금 손실 위험이 크고 팀원들은 운용 내역을 전부 알지 못한다.,강동주가 타이거 자금을 같은 판에 넣어 정보와 이해관계를 공동화한다.,"팀 20억의 첫 투자 포지션과 타이거 30억 후속 자금, 유망 공모주 물량을 확보한다.",자산,특허팀이 월급 집단에서 자기 자본을 함께 굴리는 투자 공동체로 바뀐다.,주가 변동 속에서도 PDA 특허 대량 생산을 감당해야 한다.,"팀 20억의 첫 투자 포지션과 타이거 30억 후속 자금, 유망 공모주 물량을 확보한다.",주가 변동 속에서도 PDA 특허 대량 생산을 감당해야 한다.,E003,high
12,12,과속 기어 (2),2337,2543,전회 확정 상태: 특허팀이 월급 집단에서 자기 자본을 함께 굴리는 투자 공동체로 바뀐다.,"특허 수량, 서버 비용, 외주 계약, 영입 제안 거절이라는 조직화 영수증을 연속 지급한다.",대량 발명과 서비스 확장을 버틸 조직을 만들고 동료 이탈 없이 지식재산을 지킨다.,이정후가 먼저 PDA 특허 20건을 설계한 뒤 목표를 50건으로 늘리고 20명 지원팀에 업무를 쪼갠다.,세라·드림라인 주가가 흔들리고 특허 수가 늘수록 검색·명세서·시제품 병목이 커진다.,개인이 전부 쓰는 대신 지원팀을 공정처럼 배치해 발명 속도를 유지한다.,PDA 특허 20건의 선행 묶음과 50건 확장 체계를 세운다.,조직,이정후의 발명 능력이 20명 조직이 반복 실행하는 생산 라인으로 전환된다.,롤북 서버 비용과 운영 인력을 누가 책임질지가 당장 문제가 된다.,PDA 특허 20건의 선행 묶음과 50건 확장 체계를 세운다.,롤북 서버 비용과 운영 인력을 누가 책임질지가 당장 문제가 된다.,E003,high
13,13,과속 기어 (3),2544,2719,전회 확정 상태: 이정후의 발명 능력이 20명 조직이 반복 실행하는 생산 라인으로 전환된다.,"특허 수량, 서버 비용, 외주 계약, 영입 제안 거절이라는 조직화 영수증을 연속 지급한다.",대량 발명과 서비스 확장을 버틸 조직을 만들고 동료 이탈 없이 지식재산을 지킨다.,롤북 서버가 버티지 못하자 이정후가 연 4천만 원 서버비와 연구실 인건비를 직접 부담하고 법률 보호를 요청한다.,정부 지원은 간섭 조건을 달고 트래픽은 수익보다 먼저 늘며 지식재산 침해 위험도 커진다.,정부 돈을 거절하고 자기 자본·타이거 법무로 독립성을 지키는 선택을 한다.,롤북 서버를 증설하고 연구실 인력을 유급화하며 IP 보호 체계를 확보한다.,사업,동아리 서비스가 비용과 고용 계약을 가진 독립 사업으로 한 단계 올라선다.,대량 저장을 가능하게 할 미니 HDD 특허와 외주 생산이 필요해진다.,롤북 서버를 증설하고 연구실 인력을 유급화하며 IP 보호 체계를 확보한다.,대량 저장을 가능하게 할 미니 HDD 특허와 외주 생산이 필요해진다.,E003,high
14,14,과속 기어 (4),2720,2955,전회 확정 상태: 동아리 서비스가 비용과 고용 계약을 가진 독립 사업으로 한 단계 올라선다.,"특허 수량, 서버 비용, 외주 계약, 영입 제안 거절이라는 조직화 영수증을 연속 지급한다.",대량 발명과 서비스 확장을 버틸 조직을 만들고 동료 이탈 없이 지식재산을 지킨다.,이정후가 미니 HDD 핵심 특허 네 건을 만들고 강동주 자금으로 외주 개발사에 시제품 공정을 맡긴다.,넥핀 내부 장비만으로는 소형 저장장치 양산 검증이 어렵고 외주사는 기술 유출 위험이 있다.,특허 소유와 제작 공정을 분리해 핵심 권리는 넥핀에 두고 생산 능력만 빌린다.,미니 HDD 네 건의 권리와 외주 시제품 제작 라인을 확보한다.,능력,휴대폰 기능 발명자가 저장장치 공급망까지 설계하는 부품 사업자로 넓어진다.,GL의 집단 영입 제안이 실제로 동료 일곱 명에게 도착한다.,미니 HDD 네 건의 권리와 외주 시제품 제작 라인을 확보한다.,GL의 집단 영입 제안이 실제로 동료 일곱 명에게 도착한다.,E003,high
15,15,과속 기어 (5),2956,3190,전회 확정 상태: 휴대폰 기능 발명자가 저장장치 공급망까지 설계하는 부품 사업자로 넓어진다.,"특허 수량, 서버 비용, 외주 계약, 영입 제안 거절이라는 조직화 영수증을 연속 지급한다.",대량 발명과 서비스 확장을 버틸 조직을 만들고 동료 이탈 없이 지식재산을 지킨다.,GL이 복귀 보너스와 넥핀 잔류금 반환 조건을 내밀자 제안을 받은 동료 일곱 명이 공동 대응한다.,대기업 간판과 당장 받을 돈이 매력적이고 거절하면 옛 직장과 관계가 끊긴다.,이정후가 붙잡기 전에 동료들이 현재 보상·지분 구조를 비교해 스스로 잔류를 선택한다.,영입 대상 일곱 명 전원이 GL 복귀를 거절하고 공동 투자 주가도 반등한다.,관계,동료 충성도가 말이 아니라 더 큰 대기업 제안을 포기한 선택으로 증명된다.,급성장한 특허팀을 독립 회사 넥핀으로 재편하는 인사안이 열린다.,영입 대상 일곱 명 전원이 GL 복귀를 거절하고 공동 투자 주가도 반등한다.,급성장한 특허팀을 독립 회사 넥핀으로 재편하는 인사안이 열린다.,E003,high
16,16,파손 (1),3191,3392,Arc 진입: 넥핀이 독립 회사로 재편되고 롤북이 광고·중고거래로 자립하는 사이 이정후의 특허가 컴덱스에서 잡스를 끌어낸다.,"회사명, 사장, 광고 매출, 채용, 해외 전시와 세계적 고객 접촉을 단계별로 보여 준다.",국내 보너스 회사에 머물지 않고 브랜드·플랫폼·해외 고객을 가진 사업체로 인정받는다.,기존 조직을 독립 법인 넥핀으로 바꾸고 차 사장을 세우며 이정후는 USB·잠금장치 후속 특허를 낸다.,새 회사는 매출과 책임을 스스로 져야 하고 사장 선임이 기존 팀 권력을 흔들 수 있다.,차 사장이 발명자 보상 원칙을 유지한 채 경영 실무를 맡는 분업이 성립한다.,동료마다 1억 원 보너스를 받고 넥핀이라는 독립 브랜드와 새 특허군을 얻는다.,지위,임시 특허팀이 사장·브랜드·보상 규칙을 가진 회사가 되고 이정후는 핵심 기술 주주로 자리 잡는다.,롤북도 광고와 거래로 자체 현금흐름을 만들어야 한다.,동료마다 1억 원 보너스를 받고 넥핀이라는 독립 브랜드와 새 특허군을 얻는다.,롤북도 광고와 거래로 자체 현금흐름을 만들어야 한다.,E004,high
17,17,파손 (2),3393,3605,전회 확정 상태: 임시 특허팀이 사장·브랜드·보상 규칙을 가진 회사가 되고 이정후는 핵심 기술 주주로 자리 잡는다.,"회사명, 사장, 광고 매출, 채용, 해외 전시와 세계적 고객 접촉을 단계별로 보여 준다.",국내 보너스 회사에 머물지 않고 브랜드·플랫폼·해외 고객을 가진 사업체로 인정받는다.,이정후가 롤북에 대학 인증 기반 지역 중고시장·신뢰점수·동네 광고를 붙인다.,익명 거래의 사기 위험과 광고주가 학생 서비스에 돈을 낼지 모르는 문제가 있다.,실명 대학·지역 관계망을 신뢰 담보로 써 기존 포털과 다른 거래 이유를 만든다.,중고거래가 실제로 돌고 지역 광고 파일럿에 유료 수요가 붙는다.,사업,롤북이 친목 사이트에서 신뢰 데이터와 거래 의도를 가진 생활 플랫폼으로 바뀐다.,넥핀 브랜드를 세계 고객 앞에 놓을 컴덱스 참가가 결정된다.,중고거래가 실제로 돌고 지역 광고 파일럿에 유료 수요가 붙는다.,넥핀 브랜드를 세계 고객 앞에 놓을 컴덱스 참가가 결정된다.,E004,high
18,18,파손 (3),3606,3798,전회 확정 상태: 롤북이 친목 사이트에서 신뢰 데이터와 거래 의도를 가진 생활 플랫폼으로 바뀐다.,"회사명, 사장, 광고 매출, 채용, 해외 전시와 세계적 고객 접촉을 단계별로 보여 준다.",국내 보너스 회사에 머물지 않고 브랜드·플랫폼·해외 고객을 가진 사업체로 인정받는다.,넥핀이 자체 로고 상품을 만들고 차 사장·김동원·이정후가 라스베이거스 컴덱스 출전을 준비한다.,무명 한국 회사라 전시장 위치와 해외 영업망이 약하고 출장 자체가 큰 비용이다.,국내 하청 이름을 숨기지 않고 넥핀 브랜드를 전면에 내세우는 선택을 한다.,컴덱스 부스와 해외 고객을 만날 공식 참가 자격을 확보한다.,지위,넥핀이 대기업 뒤의 특허 공급자에서 자기 이름으로 전시하는 회사가 된다.,롤북을 정식 회사로 만들고 출장 전에 운영 기반을 맡길 사람이 필요하다.,컴덱스 부스와 해외 고객을 만날 공식 참가 자격을 확보한다.,롤북을 정식 회사로 만들고 출장 전에 운영 기반을 맡길 사람이 필요하다.,E004,high
19,19,파손 (4),3799,3986,전회 확정 상태: 넥핀이 대기업 뒤의 특허 공급자에서 자기 이름으로 전시하는 회사가 된다.,"회사명, 사장, 광고 매출, 채용, 해외 전시와 세계적 고객 접촉을 단계별로 보여 준다.",국내 보너스 회사에 머물지 않고 브랜드·플랫폼·해외 고객을 가진 사업체로 인정받는다.,롤북 지역 광고가 매진되자 연구실 졸업생을 채용하고 라디오·채팅·투표·포인트·스킨 기능을 정식 서비스에 넣는다.,이정후가 해외에 나가면 운영 공백이 생기고 기능 증가는 서버·인건비를 늘린다.,광고 매출을 인력과 기능에 재투자해 창업자 부재에도 굴러가는 팀을 만든다.,롤북 정식 사무실·채용 인력·매진 광고 매출을 얻고 잡스와 게이츠의 사인을 목표로 잡는다.,조직,개인 프로젝트가 월급 받는 직원과 제품 로드맵을 가진 회사로 전환된다.,컴덱스의 텅 빈 부스에서 누가 먼저 넥핀 가치를 알아볼지가 남는다.,롤북 정식 사무실·채용 인력·매진 광고 매출을 얻고 잡스와 게이츠의 사인을 목표로 잡는다.,컴덱스의 텅 빈 부스에서 누가 먼저 넥핀 가치를 알아볼지가 남는다.,E004,high
20,20,파손 (5),3987,4217,전회 확정 상태: 개인 프로젝트가 월급 받는 직원과 제품 로드맵을 가진 회사로 전환된다.,"회사명, 사장, 광고 매출, 채용, 해외 전시와 세계적 고객 접촉을 단계별로 보여 준다.",국내 보너스 회사에 머물지 않고 브랜드·플랫폼·해외 고객을 가진 사업체로 인정받는다.,컴덱스에서 방문객이 없는 넥핀 부스를 지키며 이정후가 직접 특허 시제품을 설명한다.,유명 브랜드 사이에서 무명 부스는 관심을 못 받고 해외 영업 실적도 없다.,스티브 잡스가 저장장치·인터페이스 특허를 알아보고 먼저 부스를 찾아온다.,애플 라이선스와 이정후 개인 영입 제안을 동시에 받는다.,지위,해외에서 외면받던 회사가 세계적 제품 책임자가 직접 협상하려는 기술 공급자로 인정된다.,잡스의 독점 요구에 어떤 로열티 구조로 답할지가 열린다.,애플 라이선스와 이정후 개인 영입 제안을 동시에 받는다.,잡스의 독점 요구에 어떤 로열티 구조로 답할지가 열린다.,E004,high
21,21,협상 (1),4218,4419,Arc 진입: 이정후와 강동주가 경쟁 빅테크에 서로 다른 라이선스를 팔고 롤북 지분·페이팔 제휴까지 한 출장에서 묶는다.,"배타성, 선급금, 로열티, 지분 교환을 상대별로 다르게 설계하는 거래의 표면을 보여 준다.",특허의 장기 로열티와 롤북의 미국 진출·결제 기반을 지분 희석 없이 확보한다.,이정후가 잡스에게 미니 HDD·USB 독점과 다중 인터페이스 사용권을 묶어 제안하고 강동주가 요율을 협상한다.,애플은 독점을 원하지만 아직 판매량이 없고 높은 초기 요율은 거래 파기 위험을 만든다.,초기 성공 보상을 크게 받고 장기 확산 뒤 요율을 낮추는 계단식 조건을 제시한다.,"애플 판매액의 첫 2년 5%, 이후 3% 로열티 조건을 확보한다.",사업,넥핀 특허가 일회 매각품에서 애플 판매와 함께 커지는 장기 수익권으로 바뀐다.,빌 게이츠가 나타나 인수와 UI 독점을 더 큰 금액으로 제안한다.,"애플 판매액의 첫 2년 5%, 이후 3% 로열티 조건을 확보한다.",빌 게이츠가 나타나 인수와 UI 독점을 더 큰 금액으로 제안한다.,E005,high
22,22,협상 (2),4420,4626,전회 확정 상태: 넥핀 특허가 일회 매각품에서 애플 판매와 함께 커지는 장기 수익권으로 바뀐다.,"배타성, 선급금, 로열티, 지분 교환을 상대별로 다르게 설계하는 거래의 표면을 보여 준다.",특허의 장기 로열티와 롤북의 미국 진출·결제 기반을 지분 희석 없이 확보한다.,게이츠의 회사 인수·UI 독점 제안을 거절하고 MS와 비독점 연구개발 계약을 새로 짠다.,MS의 자본력은 크지만 인수되면 넥핀 브랜드와 애플 계약의 자유를 잃는다.,소유권 대신 연구비·최소보장·로열티·제품 표기를 항목별로 분리한다.,"연구비 100만 달러, 최소 200만 달러, 추가 로열티와 넥핀 브랜딩을 따낸다.",사업,이정후가 두 빅테크에 기술을 팔면서도 회사와 IP 주도권을 보존한다.,롤북의 자금·법률·미국 진출을 위해 강동주 지분 투자를 협상한다.,"연구비 100만 달러, 최소 200만 달러, 추가 로열티와 넥핀 브랜딩을 따낸다.",롤북의 자금·법률·미국 진출을 위해 강동주 지분 투자를 협상한다.,E005,high
23,23,협상 (3),4627,4798,전회 확정 상태: 이정후가 두 빅테크에 기술을 팔면서도 회사와 IP 주도권을 보존한다.,"배타성, 선급금, 로열티, 지분 교환을 상대별로 다르게 설계하는 거래의 표면을 보여 준다.",특허의 장기 로열티와 롤북의 미국 진출·결제 기반을 지분 희석 없이 확보한다.,강동주가 롤북 30%에 30억을 제시하자 이정후가 법률 지원·미국 진출·사무실까지 조건에 넣는다.,지분 30% 희석은 크고 강동주는 경쟁 입찰을 연출해 가격 판단을 흔든다.,이정후가 현금만 보지 않고 부족한 조직 자원을 대가에 포함시킨다.,"롤북은 30억 자금과 법률·미국 진출 지원, 정식 사무실을 확보한다.",자산,개인 소유 서비스가 기관 주주와 해외 확장 계약을 가진 기업으로 바뀐다.,결제망을 맡길 페이팔과 지분 동맹이 가능한지 확인해야 한다.,"롤북은 30억 자금과 법률·미국 진출 지원, 정식 사무실을 확보한다.",결제망을 맡길 페이팔과 지분 동맹이 가능한지 확인해야 한다.,E005,high
24,24,협상 (4),4799,5015,전회 확정 상태: 개인 소유 서비스가 기관 주주와 해외 확장 계약을 가진 기업으로 바뀐다.,"배타성, 선급금, 로열티, 지분 교환을 상대별로 다르게 설계하는 거래의 표면을 보여 준다.",특허의 장기 로열티와 롤북의 미국 진출·결제 기반을 지분 희석 없이 확보한다.,이정후가 컴덱스의 작은 페이팔 부스에서 머스크를 만나 롤북 인증과 온라인 결제의 결합을 제안한다.,페이팔은 무명이고 롤북도 미국 실사용이 없어 서로의 기업가치를 매기기 어렵다.,즉시 현금 가격을 정하지 않고 기술·사용자 상호보완성을 먼저 합의한다.,롤북 이중인증과 페이팔 결제를 연결할 공동 개발 의사를 얻는다.,관계,머스크가 스쳐 가는 창업자에서 롤북 미국 진출의 결제 파트너 후보가 된다.,서로 얼마의 지분을 주고받을지가 마지막 거래 조건으로 남는다.,롤북 이중인증과 페이팔 결제를 연결할 공동 개발 의사를 얻는다.,서로 얼마의 지분을 주고받을지가 마지막 거래 조건으로 남는다.,E005,high
25,25,협상 (5),5016,5232,전회 확정 상태: 머스크가 스쳐 가는 창업자에서 롤북 미국 진출의 결제 파트너 후보가 된다.,"배타성, 선급금, 로열티, 지분 교환을 상대별로 다르게 설계하는 거래의 표면을 보여 준다.",특허의 장기 로열티와 롤북의 미국 진출·결제 기반을 지분 희석 없이 확보한다.,롤북과 페이팔이 서로 지분 5%를 교환하고 타이거가 페이팔 IPO 참여권을 받는다.,양쪽 가치가 불명확해 현금 정산은 훗날 분쟁이 될 수 있고 기술 협업 실패 위험도 있다.,현재 평가 대신 향후 가치 산정과 기술 협력을 계약에 묶어 이해관계를 장기화한다.,"롤북·페이팔 5% 상호지분, 결제 연동, 타이거 IPO 권리를 확보한다.",자산,이정후의 플랫폼이 미국 핀테크와 공동 운명을 가진 국제 네트워크가 된다.,귀국 후 넥핀과 벤처 투자 수익이 실제 몇 배인지 타이거 본사가 검증한다.,"롤북·페이팔 5% 상호지분, 결제 연동, 타이거 IPO 권리를 확보한다.",귀국 후 넥핀과 벤처 투자 수익이 실제 몇 배인지 타이거 본사가 검증한다.,E005,high
