sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
23,23,E005,압박,"강동주가 롤북 30%에 30억을 제시하자 이정후가 법률 지원·미국 진출·사무실까지 조건에 넣는다. → 롤북은 30억 자금과 법률·미국 진출 지원, 정식 사무실을 확보한다.",8,4,8,3,3,3,2,5,압박: 이정후가 현금만 보지 않고 부족한 조직 자원을 대가에 포함시킨다. 결과 개인 소유 서비스가 기관 주주와 해외 확장 계약을 가진 기업으로 바뀐다.. 끝에서 결제망을 맡길 페이팔과 지분 동맹이 가능한지 확인해야 한다.
24,24,E005,반전,이정후가 컴덱스의 작은 페이팔 부스에서 머스크를 만나 롤북 인증과 온라인 결제의 결합을 제안한다. → 롤북 이중인증과 페이팔 결제를 연결할 공동 개발 의사를 얻는다.,9,7,8,2,3,5,4,2,반전: 즉시 현금 가격을 정하지 않고 기술·사용자 상호보완성을 먼저 합의한다. 결과 머스크가 스쳐 가는 창업자에서 롤북 미국 진출의 결제 파트너 후보가 된다.. 끝에서 서로 얼마의 지분을 주고받을지가 마지막 거래 조건으로 남는다.
25,25,E005,결산·전환,"롤북과 페이팔이 서로 지분 5%를 교환하고 타이거가 페이팔 IPO 참여권을 받는다. → 롤북·페이팔 5% 상호지분, 결제 연동, 타이거 IPO 권리를 확보한다.",7,9,9,3,3,3,2,5,결산·전환: 현재 평가 대신 향후 가치 산정과 기술 협력을 계약에 묶어 이해관계를 장기화한다. 결과 이정후의 플랫폼이 미국 핀테크와 공동 운명을 가진 국제 네트워크가 된다.. 끝에서 귀국 후 넥핀과 벤처 투자 수익이 실제 몇 배인지 타이거 본사가 검증한다.
26,26,E006,도입,타이거 본사 회의에서 강동주가 넥핀과 세라·드림라인 투자 성과를 장부로 제시한다. → 강동주가 추가 운용자금 5억 달러를 받고 한국팀 성과가 본사에 공식 기록된다.,5,3,6,3,3,5,3,5,"도입: 넥핀 20배와 주식 1,900% 수익률이 말 대신 숫자로 반론을 끝낸다. 결과 변방 한국지부가 초고수익을 낸 핵심 운용팀으로 취급되기 시작한다.. 끝에서 언론을 피해 돌아온 동료들이 각자 얼마를 벌었는지 결산한다."
27,27,E006,확장,"공동계좌와 보유 주식 평가액을 동료별로 계산하고 이정후가 가족·동생 야구 비용에 일부를 쓴다. → 동료들은 약 20억씩, 이정후는 약 200억의 자산 가치를 확인한다.",6,5,7,3,3,2,2,5,확장: 일부 현금화와 일부 보유를 나눠 생활 보상과 장기 상승을 동시에 택한다. 결과 특허팀 전원이 평범한 직장인에서 수십억 공동 투자자로 올라선다.. 끝에서 롤북 미국판과 Y2K 문제를 새 성장·수익 기회로 만들 계획이 열린다.
28,28,E006,압박,이정후가 롤북 미국 버전을 만들고 컴퓨터 날짜 오류를 고치는 Y2K 패치를 개발한다. → 미국 롤북 초기 제품과 개인·기관을 분리한 Y2K 패치 상품군을 완성한다.,8,4,8,4,4,3,2,5,압박: 교육용은 무료로 열고 기업·금융용은 검증과 지원을 붙여 유료화하기로 한다. 결과 플랫폼 현지화와 소프트웨어 유지보수가 넥핀의 새 수익원 후보가 된다.. 끝에서 MS가 패치를 채택하도록 만들고 금융시장 버블 대응법을 배워야 한다.
29,29,E006,반전,교육기관에는 Y2K 패치를 무료 배포하고 기업·금융기관에는 넥핀·타이거 지원형 유료 버전을 판다. → 유료 유지보수 매출과 MS 탑재 실적을 얻고 강동주의 금융 수업을 시작한다.,9,7,8,4,5,2,2,3,반전: MS가 패치를 운영체제에 통합하면서 무명 배포물이 표준 해결책으로 바뀐다. 결과 이정후가 하드웨어 특허자에서 대규모 소프트웨어 문제를 해결한 공급자로 인정된다.. 끝에서 기술주 버블이 언제 꺾일지 예측해 공동 자산을 지켜야 한다.
30,30,E006,결산·전환,강동주의 금융 수업을 받은 이정후가 기술주 버블의 3월 붕괴를 예상하고 1~2월 블록 매도안을 짠다. → 공동계좌의 현금화 일정과 손실 방어 원칙을 확정한다.,7,9,9,4,5,2,2,3,결산·전환: 미래 감각을 맹신하지 않고 분할·블록 매도와 저작권 법무 지원을 사전 준비한다. 결과 시장에 휩쓸리던 기술자가 자기 자산의 출구를 설계하는 투자 실무자가 된다.. 끝에서 롤북 안에서 돈이 돌도록 음원 권리와 결제사를 직접 확보한다.
31,31,E007,도입,이정후가 음원 100곡 사용권을 사고 결제대행의 병목을 해결하려 이넥스 지분 50% 이상 매집에 나선다. → 롤북 첫 음원 상품과 이넥스 경영권 인수 가능 지분을 확보한다.,5,3,6,3,3,3,2,5,도입: 외부 결제 수수료를 감수하는 대신 경영권을 사서 플랫폼 핵심 기능으로 내재화한다. 결과 롤북이 광고 외에도 콘텐츠 판매와 결제 인프라를 소유할 길을 연다.. 끝에서 Y2K 신뢰를 포인트 상점의 첫 유료 매출로 바꿀지가 시험된다.
32,32,E007,확장,Y2K 패치로 모인 이용자에게 롤북 포인트 상점을 열어 음원·스킨 결제를 받는다. → 롤북에서 첫 유료 주문과 반복 결제 데이터가 발생한다.,6,5,7,4,4,3,2,5,확장: 패치로 얻은 안전 신뢰와 소액 포인트를 결합해 구매 장벽을 낮춘다. 결과 롤북이 트래픽 자랑을 넘어 결제 전환율을 측정하는 상거래 서비스가 된다.. 끝에서 첫날 매출 규모와 이넥스 최종 인수가를 숫자로 확인해야 한다.
33,33,E007,압박,"첫날 포인트 상점 매출을 집계하고 강동주가 이넥스 창업자와 경영권 인수 조건을 협상한다. → 롤북 첫날 3,500만 원 매출, 이넥스 경영권, 스킨 작가 150만 원 수익을 확정한다.",8,4,8,4,4,3,2,5,압박: 55억 인수 대가로 창업자 유임·경영 자율·추후 지분 환매권을 보장한다. 결과 이용자 결제가 회사와 창작자 모두에게 현금을 주는 구조로 증명된다.. 끝에서 디자인과 감정 표현을 전담할 인력을 정식 채용해야 한다.
34,34,E007,반전,"이정후가 의대 중퇴생 유민정을 월 200만 원과 판매 수수료 조건으로 채용해 타임라인·감정 레이어를 맡긴다. → 전담 디자이너 채용, 새 소셜 기능, 성과 보너스 5천만 원을 지급한다.",9,7,8,2,3,5,4,2,반전: 유민정의 실제 스킨 매출과 사용자 이해가 학벌보다 강한 채용 증거가 된다. 결과 외주 창작자가 제품 방향과 보상을 공유하는 핵심 동료로 승격한다.. 끝에서 유민정의 선불카드 제안을 간편·모바일 결제 제품으로 만들 차례다.
35,35,E007,결산·전환,유민정의 선불카드 아이디어를 이넥스 기술과 합쳐 간편·모바일 결제 시스템을 출시한다. → 유민정에게 200% 보너스가 지급되고 롤북은 벤처상 전면 기사를 얻는다.,7,9,9,3,3,5,3,5,결산·전환: 실사용자 관점의 카드 디자인과 넥핀 인증 기술이 결제 장벽을 함께 낮춘다. 결과 롤북이 학생 커뮤니티에서 공인된 결제 플랫폼으로 인정받고 직원 제안 보상 문화도 굳어진다.. 끝에서 트래픽 급증으로 단일 서비스 구조를 페이지·커뮤니티·마켓으로 쪼개야 한다.
36,36,E008,도입,롤북을 페이지·커뮤니티·마켓으로 분할 개편하고 유민정이 관계·표현 기능을 새 화면에 배치한다. → 세 서비스가 한 계정·결제로 연결되는 플랫폼 구조와 이용자 잔류를 얻는다.,5,3,6,4,4,4,2,4,도입: 불만 이용자에게 포인트를 보상하면서 새 구조의 장기 확장성을 선택한다. 결과 롤북이 기능 덩어리에서 여러 사업을 얹을 수 있는 플랫폼 운영체계로 바뀐다.. 끝에서 미국 확장과 기술주 하락에 대비한 6억 달러 현금 배치가 시작된다.
37,37,E008,확장,강동주가 6억 달러 유동성을 기술주 공매도 준비에 배치하고 롤북 미국판 운영을 확대한다. → 미국 롤북의 성장 추세와 6억 달러 규모의 위기 대응 자금을 동시에 확보한다.,6,5,7,3,3,3,2,5,확장: 플랫폼 성장 자금과 공매도 증거금을 분리해 상승기에도 하락 베팅을 준비한다. 결과 이정후 팀이 국내 서비스 운영과 글로벌 시장 포지션을 병행하는 자본 단위가 된다.. 끝에서 동생 야구부의 불공정과 MS 제품 제약이 조직 자원의 사용처를 시험한다.
38,38,E008,압박,이정후가 동생 이정민의 감독 차별을 확인하고 강동주와 기업 후원안을 짜는 한편 MS의 무거운 멀티태스킹 요구를 재검토한다. → 공정 선발을 위한 공식 후원안과 제품 사양을 거절할 기술적 근거를 마련한다.,8,4,8,4,4,4,3,5,"압박: 개인 청탁 대신 야구부 전체 후원, 기능 과잉 대신 클라이언트 한계라는 원칙을 세운다. 결과 이정후가 돈과 기술을 원하는 대로 쓰는 대신 이해관계자 모두가 납득할 규칙을 만드는 쪽으로 성장한다.. 끝에서 MLB 코치 캠프와 1억 원 기부가 현장에서 실제 경쟁 기회를 만들지 확인한다."
39,39,E008,반전,"타이거·넥핀 명의로 야구 캠프, MLB 코치 초빙, 1억 원 기부를 집행한다. → 이정민이 에이스 자리를 놓고 공정하게 경쟁할 기회와 야구부 전체 훈련 환경을 얻는다.",9,7,8,2,3,5,4,2,반전: 외부 코치의 객관적 평가를 선발 기준으로 넣어 감독 개인 권한을 제한한다. 결과 이정후의 가족 보호가 현금 선물이 아니라 제도와 공동 혜택을 사는 영향력으로 바뀐다.. 끝에서 강동주가 세라·드림라인 지분 2천억을 칼리에게 넘기는 마지막 협상을 건다.
40,40,E008,결산·전환,강동주가 칼리를 상대로 세라·드림라인 지분을 묶어 블록딜하고 가격 보증까지 협상 카드로 쓴다. → 벤처 지분을 2천억 원에 매각해 버블 붕괴 전 현금을 확정한다.,7,9,9,3,3,2,2,5,결산·전환: 칼리의 이름과 물량 소화 능력을 이용해 시장 충격 없이 한 번에 현금화한다. 결과 평가이익이 실제 2천억 유동성으로 바뀌고 칼리는 다음 공매도 전쟁의 대척점이 된다.. 끝에서 미국 롤북 출시와 60억 달러 기술주 공매도가 동시에 개시된다.
41,41,E009,도입,롤북에 음식 배송 기능을 붙이고 미국 상위 10개 대학에서 현지판을 동시에 연다. → 미국 롤북이 첫날 10만 가입자를 모으고 배송 사업의 초기 주문망을 연다.,5,3,6,4,4,3,2,5,도입: 캠퍼스 인증과 지역 상점을 그대로 배송 수요·공급 매칭에 재사용한다. 결과 롤북이 국내 학생 서비스에서 미국 대학 생활 인프라로 첫 국제 수요를 증명한다.. 끝에서 직원 지분 매각대금 800억을 다음 비밀 투자에 다시 모을지가 남는다.
42,42,E009,확장,넥핀 동료들이 지분 매각대금 800억을 정산받고 김동원은 주식 담보로 1억 원을 빌려 공동 투자에 더 넣는다. → 직원 몫 800억이 확정되고 수익 공유가 다음 공매도 공동자금으로 이어진다.,6,5,7,2,3,5,4,2,확장: 동료들이 생활자금만 떼고 나머지를 강동주·이정후의 비밀 포지션에 재투자한다. 결과 동료 신뢰가 말이 아니라 이미 번 돈을 다시 맡기는 자본 행동으로 증명된다.. 끝에서 터치 MP3 특허와 배송 매출이 기술·플랫폼 양쪽의 추가 담보가 된다.
43,43,E009,압박,이정후가 지연·적응형 스크롤·손떨림·압력 입력을 묶은 터치 MP3 특허를 만들고 롤북 배송을 확장한다. → 터치 MP3 특허 묶음과 하루 5천 건·6천만 원 배송 매출을 확보한다.,8,4,8,4,5,2,2,3,압박: 특허별 계약 등급과 공유 범위를 나눠 외주를 쓰면서 핵심 알고리즘을 지킨다. 결과 넥핀의 기술 자산과 롤북의 현금흐름이 대규모 금융 포지션을 받칠 실물 증거가 된다.. 끝에서 강동주가 10개 기술주에 60억 달러 공매도를 거는 순간 칼리가 이를 눈치챈다.
44,44,E009,반전,강동주가 10배 레버리지로 10개 기술주에 총 60억 달러 숏 포지션을 구축한다. → 60억 달러 규모의 분산 공매도 포지션과 하락 시 거대한 수익 권리를 선점한다.,9,7,8,3,3,3,2,5,반전: 오 부장과 칼리가 정보를 흘려도 종목을 분산해 버블 전체 붕괴에 베팅한다. 결과 한국팀이 회사 투자 수준을 넘어 글로벌 기술주 지수를 흔드는 위험을 떠안는다.. 끝에서 본사가 손절을 요구하는 가운데 일본발 충격이 먼저 올지 증거금이 먼저 마를지가 걸린다.
45,45,E009,결산·전환,타이거 본사의 청산 요구를 받은 강동주가 로버트슨에게 시간을 얻고 포지션을 유지한다. → 공매도가 하루 3억 달러 넘는 이익을 내고 로버트슨에게 보유 판단의 첫 증거를 준다.,7,9,9,3,3,5,3,5,결산·전환: 일본 경기 충격으로 기술주가 하루 5.4% 급락해 시장 방향이 처음 강동주 쪽으로 꺾인다. 결과 손실을 키운 도박처럼 보이던 포지션이 본사가 더 지켜볼 전략으로 인정된다.. 끝에서 칼리가 마이크로스트래티지 한 종목에 12억 달러를 몰아 마지막 숏 스퀴즈를 건다.
46,46,E010,도입,칼리가 마이크로스트래티지 한 종목에 12억 달러를 집중 매수하자 강동주가 타이거에 추가 증거금을 요구한다. → 마진콜을 미룰 10억 달러 방어자금과 포지션 유지 권한을 확보한다.,5,3,6,3,3,3,2,5,도입: 본사가 비싼 5배 조건을 붙이면서도 한국팀 방어에 10억 달러를 더 내준다. 결과 공매도팀은 즉사 위기를 넘기지만 타이거 자본까지 건 최종 승부 상태에 들어간다.. 끝에서 추가 자금도 바닥나기 전에 외부 담보 대출을 구해야 한다.
47,47,E010,확장,강동주가 칼리의 오 부장에게 롤북·넥핀 지분을 담보로 제시해 1억6천만 달러를 빌린다. → 1억6천만 달러 현금을 받아 마진콜 시한을 회계 공시 뒤까지 연장한다.,6,5,7,4,4,3,2,5,확장: 오 부장이 한국팀의 곧 청산될 포지션이라 오판해 경쟁자에게 직접 유동성을 준다. 결과 롤북·넥핀의 실물 가치가 글로벌 금융전에서 시간을 사는 담보력으로 증명된다.. 끝에서 마이크로스트래티지 회계 처리 오류가 공개될지가 생존 조건이 된다.
48,48,E010,압박,마진콜 직전 마이크로스트래티지의 회계 오류 공시가 나오자 강동주가 기술주 숏의 평가이익을 집계한다. → 하루 25억 달러 이익이 발생하고 직원 투자 몫도 약 2천억 원으로 불어난다.,8,4,8,3,3,2,2,5,압박: 한 종목의 신뢰 붕괴가 기술주 전반 매도로 번져 칼리의 매수벽을 한꺼번에 무너뜨린다. 결과 이정후는 아이디어 제공자가 아니라 타이거와 손익을 함께 만든 투자 파트너로 공식 인식된다.. 끝에서 평가이익을 프리미엄까지 붙여 전량 매각할 출구 거래가 남는다.
49,49,E010,반전,강동주가 88억 달러로 불어난 공매도 포지션을 장외 매수자에게 한 번에 넘긴다. → 대출·이자를 갚고 순이익 23억560만 달러를 현금으로 확정한다.,9,7,8,3,3,2,2,5,반전: 시장 추가 하락을 원하는 매수자에게 4% 프리미엄을 받아 가격 충격 없이 출구를 만든다. 결과 한국팀의 승리가 장부상 평가액에서 회수 완료된 글로벌 초대형 실적으로 닫힌다.. 끝에서 뉴욕 본사에서 11일간의 거래와 책임을 직접 보고해야 한다.
50,50,E010,결산·전환,강동주와 이정후가 타이거 뉴욕 본사에서 11일간 23억 달러 수익 과정을 보고한다. → 강동주의 본사 내 위상과 이정후의 핵심 조언자 지위가 공개 승인된다.,7,9,9,3,3,5,3,5,결산·전환: 로버트슨이 패배한 본사 운용자들을 질책하고 강동주에게 월스트리트 전체를 보여 주라며 권한을 넓힌다. 결과 이정후가 넥핀 신입 출신을 넘어 타이거 최고 의사결정자가 주목하는 무기로 자리 잡는다.. 끝에서 공매도 뒤 장기 보유할 구글·넷플릭스의 사업모델을 골라야 한다.
