"sequence","visible_label","arc_id","arc_phase","concrete_event","tension_1_10","reward_1_10","hook_1_10","information_weight","action_weight","relationship_weight","emotion_weight","material_or_status_weight","pacing_note"
"262","273","M203","전환","김재철이 중국 자본의 경영권 장악 문건을 가져오자 내부고발자 보호를 약속하고 한정원의 우선협상권을 즉시 박탈해 대현자동차를 차순위로 올렸다","9","7","8","5","4","5","2","5","전환: 대현그룹은 가처분 신청으로 매각을 묶으려 했고 내부고발자 김재철은 가문을 등지는 비용을 감수했다 → 증거가 가격 경쟁보다 우선하면서 16조 원 승자가 하루아침에 탈락했다"
"263","274","M203","보상","장동준이 대현상선 지분 24%를 사 경영권 전쟁을 열자 이를 압박 지렛대로 쓰고 장동구와 16조 원에서 14조 원으로 낮추는 대신 차량 반도체·배터리 우선권과 영구 데이터권을 받았다","8","9","8","5","4","5","2","5","보상: 대현자동차는 경쟁자 이탈 뒤 15조5천억 원을 고집했고 타이거펀드는 헐값 논란 없이 가격을 낮춰야 했다 → 1조 원씩 가격을 깎는 대가로 부품 공급과 운행·고장·품질 데이터를 미래 자산으로 전환했다"
"264","275","M203","여진/다음 훅","14조 원 입금을 확인하고 힌튼의 AI센터에 차량 데이터를 넘겨 차선 이탈·자동 제동·결함 예측·자율주행 방향을 세웠으며 신도영의 부회장 승진도 확인했다","6","9","7","5","4","3","2","5","여진/다음 훅: 차량 데이터의 즉시 수익처가 불명확했고 새 주인 대현자동차가 부동산 고점에 무리할 위험이 남았다 → 45나노 타워램으로 AI 병목을 줄이고 운전보조를 첫 응용 분야로 정했다"
"265","276","M204","약속","AI가 첫 시추 성공·예상 생산량 150%·개발 기간 3개월을 만들자 보고서를 백악관에 보내고 부시가 신년 연설에서 셰일가스를 에너지 자립의 성과로 발표하게 했다","7","7","8","5","5","5","2","5","약속: 경제성은 아직 완전 검증 전이고 임기 말 백악관 지원이 약해질 수 있었다 → 대통령의 공개 언급으로 메이저 정유사 네 곳이 지분 인수를 압박하기 시작했다"
"266","277","M204","전진","정유사의 과대평가 기사와 정치 로비를 버티는 동안 에버베드 매각 현금을 확보하고 아이폰 1S 생산·삼진 스마트폰·무료 안드로이드 패키지 보급을 점검했다","6","6","8","3","4","3","2","5","전진: 정유사는 부시 권력 약화를 기다렸고 휴대폰 제조사들은 외부 OS를 하청처럼 여겼다 → OS를 무료 미끼로 풀고 패널·반도체·배터리를 팔아 생태계 참여자가 늘수록 타이거펀드가 버는 구조를 명확히 했다"
"267","278","M204","압박","삼진의 옴니온과 GL 명품폰을 직접 분해·사용해 옴니온의 OS 렉·앱 부족·배터리 소모와 GL의 안전한 피처폰 전략을 비교했다","7","4","7","5","4","3","2","5","압박: 삼진은 아이폰 일정에 맞추느라 미완성 OS를 냈고 언론은 결함을 감췄으며 GL은 혁신 자체를 피했다 → 초기 판매 뒤 옴니온 재고와 중고 매물이 쌓이고 GL은 명품 이미지로 단기 판매를 얻었다"
"268","279","M204","보상","오희건에게 GL의 수업 거부보다 삼진의 낙제가 낫다고 설득하고 옴니온 하드웨어에 안드로이드를 얹은 시제품으로 반응 속도·터치·앱 생태계 개선을 보여줬다","7","8","8","3","4","5","2","5","보상: 삼진 자체 OS 자존심과 임원진의 폐쇄적 개발 문화가 결정을 막았다 → 오희건이 실무진 판단을 거슬러 안드로이드 채택을 즉석 결정했다"
"269","280","M204","전환","삼진 효과로 안드로이드 문의가 늘어난 것을 확인한 뒤 미국으로 가 엑슨모빌·셰브론·BP의 정치 규제 위협 앞에서 셰일가스 지분 매각을 마지못해 수락하는 연기를 했다","8","5","9","5","4","5","2","5","전환: 정유사 카르텔은 의회 규제와 언론을 동원해 타이거펀드가 산업을 독점한다고 몰았다 → 매각 동의 전에 정유사를 가해자·타이거펀드를 피해자로 보이게 해 향후 유가 하락 책임을 차단했다"
"270","281","M204","보상","세 정유사와 지분·의결권을 분리해 협상하고 600억 달러 지급, 유가 100달러 돌파 시 500억 달러 추가 옵션, 10년 콜옵션을 계약에 넣었다","9","10","8","3","4","5","5","5","보상: 정유사들은 미래 가치를 낮춰 500억 달러 선에서 끝내려 했고 타이거펀드는 매각 후 통제력 상실을 피해야 했다 → 정유사가 70% 경제 지분을 가져도 의결권 49%·경영진 선임 동의권을 제한하도록 구조를 뒤집었다"
"271","282","M205","전진","오바마에게 휴대폰 영상·생활 밀착 콘텐츠·학생 개발자·소액 반복 후원 플랫폼을 제안해 유명 후보와 다른 풀뿌리 선거 시스템을 설계했다","6","6","7","3","4","3","2","4","전진: 두 자릿수 지지율 격차와 낮은 인지도 때문에 중도 유권자가 익숙한 후보를 택했다 → 거액 후원자 중심 선거를 다수의 작은 후원과 자발적 확산 구조로 바꾸었다"
"272","283","M205","여진/다음 훅","은퇴를 말하는 로버트슨을 붙잡고 한국으로 돌아와 장동준에게 대현그룹 인수전 철수와 건설·부동산 붕괴 위험을 우회적으로 경고했다","5","5","7","3","5","3","2","4","여진/다음 훅: 장동준은 당 장악과 대현 정통성을 위해 경영권 전쟁을 포기하기 어려웠고 미래 정보는 전부 밝힐 수 없었다 → 작은 선물을 받았던 빚을 대현중공업 생존 가능성이라는 더 큰 경고로 돌려줬다"
"273","284","M205","압박","서브프라임 대출기관 파산·영업중단·CDS 위험 확대를 확인하면서도 기존 공매도와 CDS를 성급히 청산하지 않고 오바마의 첫 경선 승리를 준비했다","7","3","8","5","5","3","2","5","압박: 회장과 시장은 베팅 규모와 보험사 지급능력을 걱정했고 반대 진영은 오바마의 승리 가능성을 낮게 봤다 → 작은 파산과 연체율이 이어져 머릿속 부동산 구조물이 절반 이상 무너졌지만 아직 미국행 신호는 보류했다"
"274","285","M205","전진","한국으로 온 잡스와 음성 인식을 단순 명령어가 아니라 사용자 말을 행동 단위로 재구성하고 개인 데이터를 학습하는 비서 시스템으로 다시 설계했다","6","7","9","5","4","3","2","4","전진: 혁신을 요구하는 잡스의 높은 기준과 대량 사용자 데이터가 쌓여야 정확도가 오르는 시간 비용이 있었다 → 인공지능을 결합해 명령 처리에서 맥락·행동 실행으로 도약할 초안을 만들었다"
"275","286","M206","도입","베어스턴스 대출 승인 실패를 신호로 미국에 들어가 대형 은행·보험사를 우군·중립·제외 대상으로 자산·레버리지·정치 연결까지 분해했다","8","4","8","3","5","3","2","4","도입: 너무 일찍 금융사를 공격하면 타이거펀드가 위기의 원인으로 몰리고 회수 통로도 사라질 수 있었다 → 베어스턴스·AIG처럼 정부 도움 없이는 버티기 어려운 곳을 제외 대상으로 명시했다"
"276","287","M206","약속","베어스턴스·AIG 등 제외 대상을 확정하고 칼 로브에게 금융 시스템 마비 때 타이거펀드 전부를 걸겠다고 약속했다","7","6","7","3","5","5","2","4","약속: 백악관은 민간 인수자를 찾지만 손실을 타이거펀드에 떠넘길 수 있었고 공개 지원도 부담스러웠다 → 칼 로브가 국가를 위해 움직인다면 백악관이 모든 위험을 감수하고 돕겠다고 응답했다"
"277","288","M206","압박","회장·마이크 총괄·이정후가 웰스파고·BOA·JP모건을 동시에 만나 거액 예치와 관계 유지를 제시한 뒤 AIG 윌슨의 CDS 정리 요구를 거절했다","8","4","8","3","4","5","2","5","압박: 은행마다 위기 노출과 이해관계가 달랐고 AIG는 이정후를 하급 협상자로 취급하며 보험 위험을 떠넘기려 했다 → 15억 달러 단기 이익 때문에 CDS를 산 것이 아니라며 계약 유지 의사를 못 박았다"
"278","289","M206","전진","AIG 보험료 인상을 감수하면서 칼 로브와 JP모건 제이미 다이먼 사이에서 베어스턴스 인수 조건을 조율하고 유동성 위험을 확인했다","7","5","8","5","5","5","2","4","전진: 정부·연준 지원이 오기 전 베어스턴스의 부실이 JP모건까지 쓰러뜨릴 수 있었다 → JP모건에 필요한 것이 가격보다 버틸 시간이라는 결론을 내리고 장기 예치 카드를 준비했다"
"279","290","M206","보상","장기 예치금과 추가 유동성을 약속해 JP모건이 정부 지원 전까지 버틸 시간을 제공하고 금융사들의 잇단 미팅 속에서 모건스탠리의 내부 부패 징후도 감지했다","7","7","8","3","5","5","2","4","보상: 거액 예치를 잘못하면 동맹 은행과 함께 손실을 볼 수 있고 월가 전체가 지원을 요구했다 → 정부 압박이 아니라 자체 판단으로 JP모건을 돕는다는 기록을 남겨 훗날 책임 전가를 막았다"
"280","291","M206","전환","오바마의 11연승을 확인하는 동안 JP모건이 연준 긴급대출을 등에 업고 베어스턴스를 주당 10달러에 인수하는 과정을 지켜봤다","8","7","9","5","5","5","2","5","전환: 인수가 끝나자 AIG는 타이거펀드 CDS를 끊기 위해 월말 50억 달러 담보를 요구했다 → 정부가 살릴 곳과 버릴 곳의 선례가 생긴 직후 보험사가 최강 카드인 담보 요구를 꺼냈다"
"281","292","M206","압박","AIG가 타이거펀드를 유동성 부족으로 오판하자 웰스파고 국채로 담보를 즉시 채우고 더 큰 추가 요구를 유도했다","9","6","8","3","4","5","2","4","압박: AIG는 JP모건이 베어스턴스로 지쳤다고 계산하고 보험 계약 조기 종료를 노렸다 → 이정후는 대화 대신 두 번째 은행 BOA까지 쓰게 만들며 AIG가 먼저 찾아오도록 자존심을 건드렸다"
"282","293","M206","전환","BOA와 JP모건 담보가 연달아 나오자 AIG 회장이 직접 와 250억 달러 정리를 제안했고 이정후는 거절한 뒤 보험금을 단계 지급하는 SPV형 댐 구조를 제시했다","9","7","8","3","5","5","2","5","전환: 보험사들은 1천억 달러 액면 CDS를 감당할 수 없고 타이거펀드도 일시 수령하면 금융 시스템을 무너뜨릴 수 있었다 → 조기 현금화 대신 파산 속도에 따라 지급되는 재설계를 AIG가 다른 보험사와 검토하기로 했다"
"283","294","M206","약속","티모시 가이트너에게 500억 달러 예치금과 세 은행 네트워크를 민간 SPV 종잣돈으로 내고 부실 자산을 천천히 흡수하자고 제안했다","8","8","8","3","5","3","2","5","약속: 연준의 직접 매입은 중앙은행 독립성과 구제 논란을 부르고 민간만으로는 판을 감당하기 어려웠다 → 타이거펀드 500억 달러에 연준 유동성을 결합해 3천억 달러를 움직이는 레버리지 구조를 만들었다"
"284","295","M206","전진","가이트너가 직접 방문해 SPV 필요성을 확인하자 리먼 요청이 있어야만 자산을 담겠다는 명분을 세우고 500억 달러로 3천억 달러 판을 운영할 조건을 구체화했다","8","8","9","5","5","3","2","5","전진: 리먼은 부실을 덜어내도 신뢰를 회복하기 어렵고 타이거펀드가 노골적으로 인수를 노리면 책임을 뒤집어쓸 수 있었다 → SPV 수익·CDS 보험금·마지막 리먼 인수까지 이어지는 세 겹 구조를 숨긴 채 공익적 연착륙만 전면에 내세웠다"
"285","296","M206","압박","리먼 주가가 10달러로 떨어진 가운데 한국 산업은행 부행장·국장에게 내부 자료를 검증해 주고 실패 후 책임까지 계산하게 만들었다","8","5","9","5","5","3","2","5","압박: 정권 초 성과 욕구와 국제 금융 진출 명분 때문에 산업은행이 독배를 마실 가능성이 있었다 → 성공 욕망보다 공무원 조직의 실패 책임 공포가 커지도록 부실 구조를 사실대로 보여줬다"
"286","297","M206","압박","리먼 주가 5달러와 고객 이탈 속에서 뉴욕 연은 긴급회의에 참석해 정부·연준 유동성 지원 불가 결정을 확인했다","9","5","9","5","5","5","2","5","압박: AIG는 CDS 책임을 계약 당사자끼리 떠넘기며 자기 지급능력도 잃어가고 있었다 → 리먼 파산이 월요일로 좁혀지고 AIG 설리번 대표가 이정후의 판에서 빠져나가려 사임을 결심했다"
"287","298","M206","보상","리먼 직원들이 짐을 들고 나오는 파산 당일 AIG의 액면 30% 할인 지급안을 거절하고 당장 현금 대신 확실한 담보와 원계약 이행을 요구했다","10","10","9","3","5","5","2","5","보상: 보험사 지급능력 붕괴와 타이거펀드의 천문학적 이익에 대한 정치·여론 표적 위험이 동시에 커졌다 → 유가 급락과 부동산 공매도 수익이 터져도 승리 선언 대신 책임 회피 계획이 발동될 때까지 침묵했다"
"288","299","M206","전환","연준 긴급회의 뒤 칼 로브가 리먼 인수를 요청하자 오래전부터 준비한 은행·보험 네트워크를 제시하고 오바마 캠프에서도 사후 불이익이 없다는 약속을 받아냈다","9","8","9","3","5","5","5","4","전환: 공화당 임기 말 거래로 보이면 다음 민주당 정부가 보복할 수 있었고 말뿐인 약속은 언제든 깨질 수 있었다 → 현 정부 요청과 차기 정부 묵인을 동시에 확보해 인수를 금융 시스템 안정 행위로 기록했다"
"289","300","M206","압박","칼 로브에게 인수 의사를 밝히고 채권단 협상에서 리먼 전부를 주당 1달러로 사겠다고 제안했으며 시티그룹이 거절하자 그 은행의 유동성 약점을 기다렸다","9","6","9","3","5","5","2","5","압박: 채권단은 모욕적인 가격에 반발했고 리먼 부분 매각 약속과 주주 설득 문제를 내세웠다 → 시티그룹 자체가 다음 위기 표적이 되자 리처드 부사장이 부분 매각을 포기하고 1달러 제안을 다시 받아들이려 했다"
"290","301","M207","보상","채권단의 최종 수락을 받아 리먼을 인수한 뒤 쓰레기통이라는 언론 평가를 감수하고 칼 로브에게 한국 외환은행 합병·한미 통화스와프 지원을 요청했다","9","10","8","3","5","5","2","5","보상: 리먼의 신뢰 붕괴와 미국 은행 규제 때문에 단독 정상화가 어렵고 한국 금융당국 승인도 필요했다 → 리먼 인수를 한국 외환은행의 국제 확장과 미국 금융 시스템 안정에 동시에 필요한 합병으로 바꿨다"
"291","302","M207","전진","워싱턴에서 기획재정부 장관과 금융위원장을 만나 미국 측 통화스와프를 돕는 대신 리먼과 외환은행의 금융지주 합병을 한 달 안에 승인받았다","7","8","8","3","4","5","2","5","전진: 한국 당국은 외국 자본의 은행 지배와 리먼 부실 유입을 경계했고 미국 원유 시장은 급락하고 있었다 → 위기 달러 유동성이라는 국가 보상을 앞세워 합병 반대를 국가 금융안정 협력으로 전환했다"
"292","303","M207","전진","금융지주 절차를 진행하며 CDS 보험금과 공매도 자금을 엑슨모빌 등 정유사·유가 하락에 대규모 배치했다","8","7","8","3","5","5","2","5","전진: 정유사들은 셰일가스 개발비 부담과 주가 급락을 견디면서도 손실을 타이거펀드에 떠넘기려 했다 → 정치권의 환경 압박까지 일부러 오래 지켜봐 정유사가 먼저 지분 인수를 부탁하는 모양을 만들었다"
"293","304","M207","보상","한 달 더 압박을 견딘 뒤 유가 60달러에서 만난 정유사들에게 마지못해 떠안는 표정을 보이며 지분을 절반 가격에 사고 위약벌·장기 조건까지 넣었다","8","10","7","3","5","3","2","5","보상: 정유사는 개발비를 탈출하려 했고 칼 로브는 임기 말 정치 책임까지 고려했다 → 과거 매각 때 정유사가 만든 가해자 기록을 근거로 타이거펀드가 책임 없이 되사는 구도를 완성했다"
"294","305","M207","여진/다음 훅","셰일가스 회수와 금융지주 합병 완료 직후 은퇴를 선언한 로버트슨을 뉴욕 메츠 인수 구상으로 붙잡으려다 구단주 윌폰 가문의 메이도프 펀드 의존을 발견했다","8","5","9","5","5","3","2","5","여진/다음 훅: 회장은 더 이상 경영 책임을 원치 않았고 메츠 인수는 JP모건과 메이도프를 건드릴 위험한 거래였다 → 말이 안 되는 메이도프 수익 구조에서 짙은 폰지 사기 냄새를 확신하고 야구보다 금융 범죄 대응을 우선했다"
"295","306","M208","압박","다이먼에게 메이도프 자금 흐름 확인과 거래 중단을 요구하고 윌폰 구단주에게 가문 자금 동결 전에 철수·뉴욕 메츠 거래를 택하라고 경고했다","8","6","8","5","5","5","2","4","압박: 다이먼은 오판 시 타이거펀드 책임을 요구했고 윌폰은 갑작스러운 가문 위험 경고를 모욕으로 받아들였다 → 주거래은행 공범 위험과 자산보전 명령을 구체화해 두 사람 모두 확인·철수 쪽으로 움직이게 했다"
"296","307","M208","보상","윌폰에게 타이거펀드의 구단 인수 조건을 제시하고 JP모건이 자금 흐름을 끊자 메이도프 펀드의 환매 불능·무투자 실체가 표면화하는 과정을 지켜봤다","9","8","8","3","5","3","2","4","보상: 윌폰은 구단과 가문 체면을 내려놓아야 했고 사기 관련 자금에는 동결 명령이 걸릴 수 있었다 → 공식 수사 전에 투자금을 빼내 JP모건·윌폰을 사기 공범과 피해 확대에서 분리했다"
"297","308","M208","보상","메이도프 아들들의 자백 뒤 다이먼에게 JP모건이 피한 27억 달러급 법적 위험을 설명하고 리먼 금융지주 협력을 강화한 다음 로스차일드 대리인의 보수적 자금을 받았다","7","8","7","3","5","3","2","5","보상: 금융당국 조사를 감수해야 했고 올드머니는 수익보다 비밀·안정·세대 보전을 까다롭게 요구했다 → 사기 적발 능력을 공격 투자 자랑 대신 위험을 피하는 보수 운용 신뢰로 번역했다"
"298","309","M208","전진","록펠러 대리인에게 국채·금 중심의 조용한 운용을 약속하고 첫 4억 달러를 받은 뒤 화폐가치 변동을 피할 실물자산 방향을 회장과 논의했다","5","7","7","3","4","5","2","5","전진: 수백 년 금융위기를 버틴 가문들도 시장과 달러를 불신해 변동성과 언론 노출을 극도로 꺼렸다 → 고수익 경쟁 대신 자산 보전이라는 별도 상품 계약으로 대형 패밀리오피스의 문턱을 넘었다"
"299","310","M208","보상","오바마 캠프의 당선 감사 전화를 받은 뒤 리먼 금융지주가 뉴욕 메츠를 인수했다는 소식과 동생의 메이저리그 자리를 확인하고 구단 선수 데이터를 분석하기로 했다","7","9","7","5","5","5","2","5","보상: 고액 선수 영입은 샐러리캡과 장기 디퍼 지급 부담을 남기고 회장은 비용을 다음 구단주에게 넘기려 했다 → 메이도프 구조를 먼저 끊은 덕분에 위기 자산인 구단을 안전하게 인수하고 데이터 선별로 운영 리스크를 줄였다"
"300","311","M208","여진/다음 훅","승수·방어율이 아니라 회전수·릴리스포인트·성장 가능성으로 메츠 영입 후보를 고른 뒤 잡스의 차세대 혁신 요구에 얼굴인식·카메라 기술을 묶은 영상통화를 제안했다","6","7","8","5","4","5","2","4","여진/다음 훅: 유망주 트레이드는 상대 구단 설득이 필요했고 잡스는 3세대도 나오기 전에 다음 혁신을 요구했다 → 보유 기술을 재조합해 1년 내 영상통화 구현이 가능하다고 즉답했다"
"301","312","M209","도입","카터 틸·일론 머스크·채드 헐리 등 P 프로젝트 멤버를 모아 중앙은행이 흔들 수 없는 화폐 실험에 동의를 받고 나카모토 사토시에게 초기 테스트 지원 메일을 보냈다","6","4","8","3","5","3","2","4","도입: 해시파워 집중과 불법·규제 위험 때문에 타이거펀드가 전면에 나설 수 없었다 → 멤버들이 소액·분산 방식으로 참여하고 사토시가 도움이 필요할 수 있다고 회신했다"
"302","313","M209","전진","사토시와 수십 통의 메일로 해시 집중 위험을 논의한 뒤 레드라인이 운영하는 500개 PC방과 신뢰 인맥에 노드·채굴을 나눠 심었다","6","6","7","3","4","3","2","5","전진: 초기 참여자가 적으면 소수가 연산을 독점해 기존 금융과 같은 중앙화가 재현될 수 있었다 → PC방 점주에게 비용 보전과 부수익을 주어 타이거펀드 이름을 드러내지 않고도 다수 노드가 돌아가게 했다"
"303","314","M209","약속","머신비전 품질검사·물류창고 자동화·인력 재배치로 전체 인건비 20% 절감안을 만들고 보스턴 다이내믹스의 넘어져도 일어나는 로봇을 직접 확인했다","7","6","9","5","5","3","2","5","약속: 판단과 손을 함께 쓰는 공정은 소프트웨어 자동화만으로 대체할 수 없고 중국 임금도 매년 25%씩 올랐다 → 센서·제어 알고리즘·기계 구조에 타이거 기술을 더하면 공장 노동을 보조할 로봇이 가능하다는 확신을 얻었다"
"304","317","M210","전환","원문 번호 단절 뒤 첫 실제 장면에서 앤디 루빈이 안드로이드 경험을 로봇에 쓰겠다고 자청했고 이정후는 오바마 취임식과 백악관 면담에서 시장 투자를 요청받았다","7","7","7","5","5","5","5","5","전환: 314화와 317화 사이 315~316 표식이 없어 루빈의 결심에 이르는 과정은 확인할 수 없고 금융위기 불안도 여전했다 → 안드로이드와 보스턴 다이내믹스의 자발적 결합, 오바마 정부의 공식 신뢰가 한 회차에서 새 조직 축을 만들었다"
"305","318","M210","도입","1년 만에 7시51분 출근 루틴을 되찾고 쌓인 서류를 처리해 대현반도체 매출 500억 달러·순익 20억 달러 등 산하 기업 실적과 낮은 실효세율 논란을 확인했다","5","6","7","5","5","3","2","5","도입: 글로벌 투자·재투자로 합법적 세금이 적었지만 정치권은 탈세 기업 프레임으로 이정후를 국정감사에 세우려 했다 → 정치권 면담을 피하되 타이거펀드의 고용·투자 규모로 버티기로 했다"
"306","319","M210","압박","원로들이 탈세 청문회를 밀어붙이자 금융기관 조사와 넥스콘 해외 이전 가능성을 동시에 흘려 경기 남부 20만 직원·협력사 표심을 움직였다","8","5","8","3","4","3","5","4","압박: 원로 정치인들은 기업이 정부 위에 선다며 명분을 양보하지 않았고 정면 충돌은 보복을 부를 수 있었다 → 정치권을 직접 협박하지 않고 지역구 의원들이 자기 생존을 위해 당 내부 반대를 만들게 했다"
"307","320","M210","전환","지역 의원 반발에도 원로들이 강행하자 로버트슨이 블룸버그 인터뷰에서 한국 투자 환경 우려를 말해 주가·환율·외국인 자금을 흔들었다","9","6","9","5","5","5","2","5","전환: 한국 지부가 직접 움직이면 협박으로 보이고 글로벌 시장 반응은 통제 범위를 넘어설 수 있었다 → 본사 발언과 한국 지부를 분리해 이정후는 모르쇠를 유지하면서 대통령이 원로들의 배후를 파악하게 했다"
"308","321","M210","보상","원로가 당대표 경고도 무시하고 외국인 이탈이 커지자 청와대 비서실장을 만나 산업·인허가·거점 지원을 확인하고 본사 공식 보고서와 로버트슨 재인터뷰를 약속했다","7","8","7","5","5","5","2","5","보상: 시장을 되돌리려면 타이거펀드도 공개 행동을 해야 했고 정치권과 지나치게 가까워질 위험이 있었다 → 청와대가 먼저 오해를 풀어 달라고 요청하는 모양을 만들어 굴복이나 로비가 아닌 상호 안정 협력으로 마감했다"
"309","322","M211","보상","출시 3일 만에 180만 대 판매를 확인하고 공장 자동화·일본 소재 대체를 지시한 뒤 아이폰 독점으로 성장한 쇼프트뱅크 손 회장에게 다음 생태계 사업을 제안했다","7","9","8","5","5","5","2","5","보상: 일본은 기존 피처폰 서비스가 강해 스마트폰 시장이 작고 부품·소재는 일본 공급망에 묶여 있었다 → 음성 비서가 기록적인 초동을 만들자 단말이 아니라 앱·콘텐츠·서비스까지 함께 가져가자고 손 회장을 끌어들였다"
"310","323","M211","전진","일본 앱·콘텐츠·서비스 합작법인을 타이거 80·쇼프트뱅크 20 구조로 협상한 뒤 PC방을 점검하고 배달기사의 오토바이 할부·보험·선정산과 대리기사·택시까지 넓히는 플랫폼을 레드라인에 맡겼다","6","7","7","5","4","5","2","5","전진: 손 회장은 유통 지분과 독점권을 더 원했고 제도권 밖 이동노동 시장은 신용·사고 데이터가 흩어져 있었다 → 타이거가 일본 서비스 개발을, 쇼프트뱅크가 현지 유통을, 레드라인이 라이더 현장 접점을 맡도록 역할을 나눴다"
