sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
"11","효종 11화","효종 11화","1286","1394","도현은 소현세자의 양보로 전리품 대부분을 개인 몫으로 확보한다.","역사 지식으로 청군의 오만 뒤에 숨은 명군 계책을 읽어 낸다.","다가오는 오만 명 명군과의 전투에서 형과 자신을 지킨다.","벌판 지형과 명군 배치를 관찰해 일부러 불리한 평지를 택한 숨은 수가 있다고 경고한다.","도르곤은 이만도 안 되는 팔기군으로 오만 명을 얕보고 전면 기병 돌격을 명한다.","명군이 꼬리에 불붙인 황소 백여 마리를 풀어 팔기 선두를 붕괴시킨다.","도현의 병법적 관찰이 소현세자에게 인정받는다.","능력,관계","도현이 단순한 미래 지식 보유자에서 전장을 읽는 조언자로 올라선다.","화우진에 팔기 돌격대가 짓밟혀 본진까지 위기가 번진다.","명군이 정면승부만 할 것이라는 기대가 닫힌다.","기습 기병과 결사대의 지휘부 공격 루프가 열린다.","E03","high"
"12","효종 12화","효종 12화","1395","1498","불붙은 황소 떼가 팔기 돌격을 멈추고 명군 보병·기병이 협공한다.","도현의 첫 살인과 한 발의 선택이 청군 지휘부와 자신의 생존을 바꾼다.","소현세자를 지키면서 결사대에 포위된 도르곤의 죽음을 막는다.","활로 김덕술을 돕고 적을 계속 사살하다 마지막 세 발로 도르곤을 밟으려던 말과 적병들을 쏜다.","본진이 적 결사대의 목표가 되고 화살은 세 발만 남으며 도현은 첫 살인의 공포를 감수한다.","도현의 마지막 화살이 도르곤의 즉사를 막고 팔기군 반격의 시간을 번다.","도르곤의 생명과 팔기군 지휘 체계가 보존되고 도현은 실제 전공을 세운다.","능력,지위,관계","도현이 전장 구경꾼에서 사람을 죽이고 최고 지휘관을 구한 전투 참여자로 바뀐다.","도르곤이 후퇴 명군을 한 명도 살려 두지 말라 명한다.","도르곤 즉사와 청군 지휘부 붕괴 위기가 닫힌다.","첫 살인의 후유증과 도르곤의 보은 루프가 열린다.","E03","high"
"13","효종 13화","효종 13화","1499","1610","명군이 이만 넘는 사상자를 내고 패퇴하고 전장은 시체와 까마귀로 뒤덮인다.","첫 전투의 대가를 치른 도현이 도르곤의 생명 빚을 정치 자산으로 바꾼다.","첫 살인의 충격을 정리하고 형과 도르곤 앞에서 왕자의 체면을 지킨다.","소현세자와 두려움을 나눈 뒤 도르곤의 파오에 가서 구명 감사를 받고 사냥 약속까지 한다.","시체와 부패 냄새가 남고 활 실력을 과장한 탓에 훗날 도르곤과 사냥해야 한다.","도르곤이 은원은 두 배로 갚는다며 언제든 자신을 찾으라고 공언한다.","순금 단검과 명마, 도르곤의 개인적 후원 약속을 받는다.","지위,관계,능력","도현이 청 황실 핵심 도르곤에게 목숨의 은인으로 인정되고 전투 후에도 무너지지 않는다.","청군이 삼만 넘는 노예와 전리품을 끌고 심양으로 귀환한다.","첫 야전과 도르곤 구명 루프가 결산된다.","도르곤 인맥 활용과 포로 백성 구출 루프가 열린다.","E03","high"
"14","효종 14화","정명수","1611","1745","원정에서 돌아온 도현은 새 시강원 관리들과 심양 관저의 조선 백성 문제를 마주한다.","백성의 고혈을 빠는 역관 정명수를 실제 권력과 증거로 처단한다.","소연·기철의 장래를 정하고 정명수의 노예 거래를 막는다.","기철에게 무예 수련을 허락하고 소연에게 배움을 제안하며 칠현에게 정명수 비리를 조사시킨다.","정명수는 용골대 등 청 고위 관리의 비호를 받고 국경 관리까지 좌지우지한다.","정명수가 탈출 조선인 삼백 명을 다시 노예로 팔고 인조가 보낸 인삼까지 훔치려 한다.","기철은 김덕술에게 무예를 배울 길을 얻고 남매는 도현의 식솔로 받아들여진다.","관계,세계","도현의 보호가 남매의 장기 교육으로 확대되고 정명수가 구체적 적으로 떠오른다.","정명수가 관저의 인삼 백 근을 노린다.","남매를 궁인으로 만들지 여부가 식솔 편입으로 닫힌다.","정명수 처단과 탈출 노예 구출 루프가 열린다.","E04","high"
"15","효종 15화","효종 15화","1746","1874","도현은 김종일에게 논어를 배우면서 양반의 효보다 버려진 백성 문제를 더 중하게 본다.","정명수의 탐욕을 역으로 이용하는 함정이 준비된다.","청의 뒷배 때문에 빠져나갈 정명수를 현행범과 왕실 불경죄로 묶는다.","칠현에게 비리 내용을 확인하고 소현세자와 상의해 도르곤 전리품으로 인삼 미끼를 마련한다.","정명수의 용골대 인맥과 조정 관리들의 비호 때문에 단순 고발은 역풍을 부를 수 있다.","정명수가 탈출민 삼백 명을 마 대인에게 두당 은 스무 냥에 팔고 관저 인삼 팔십 근을 빼돌리려 한다.","정명수의 노예 거래 규모와 뇌물 구조라는 확실한 표적 정보가 지급된다.","세계,관계","도현과 소현세자가 정명수 제거에 공동 책임을 지는 공모 관계가 된다.","박치술이 다음 날 관저 창고를 털러 온다.","정명수의 악행이 소문인지 여부가 실제 거래 장면으로 확인된다.","인삼 함정 집행과 용골대 개입 루프가 열린다.","E04","high"
"16","효종 16화","효종 16화","1875","2024","정명수는 인조가 보낸 물건이라 믿고 관저 인삼 전량을 빼앗으라 명한다.","도현이 왕실 물건 강탈 현장을 명분 삼아 매국노의 권력을 깨뜨린다.","정명수와 식솔을 기습 체포하고 노예들을 확보한다.","박치술이 창고 관리를 때리고 인삼을 가져가자 서른 위사를 이끌고 정명수 저택을 급습한다.","정명수의 사병과 용골대의 보복, 청국 땅에서 벌이는 무력 체포가 위험을 높인다.","모든 인삼은 도현이 일부러 놓은 미끼였고 정명수 저택 창고에서 백여 명의 조선인 포로가 발견된다.","정명수와 일당을 제압하고 현행범 증거와 갇힌 백성들을 동시에 손에 넣는다.","지위,관계","도현이 수동적인 볼모 왕자에서 위사를 동원해 법 집행을 주도하는 권력자로 바뀐다.","김덕술이 악취 나는 대형 창고를 보라고 도현을 부른다.","인삼 절도 유도와 정명수 체포 루프가 결산된다.","창고 포로 구출과 용골대와의 주도권 싸움이 열린다.","E04","high"
"17","효종 17화","효종 17화","2025","2154","도현은 정명수 창고에서 결박된 조선인 백여 명을 발견하고 풀어 준다.","용골대의 무력 압박도 더 큰 청 권력의 이해관계로 뒤집는다.","정명수의 처벌권을 조선 관저로 되찾아 확실히 단죄한다.","관저에서 정명수를 주리 틀다 용골대에게 빼앗긴 뒤 곧바로 도르곤을 찾아 진상품 절도·뇌물 사건으로 거래한다.","용골대가 무장 병력을 끌고 와 정명수를 데려가며 청 관리 뇌물까지 드러나면 외교 충돌이 커진다.","도현이 조선인 처벌권을 받는 대신 청 관리 비리를 더 캐지 않겠다는 암묵적 타협을 제시한다.","도르곤이 용골대를 누르고 정명수를 조선 관저에 넘기기로 한다.","지위,관계","도현이 도르곤의 생명 빚을 실제 사법 자치권으로 환전한다.","도르곤이 조선 관저가 정명수를 알아서 처리하라고 승인한다.","정명수가 용골대 보호 아래 빠져나갈 위기가 닫힌다.","정명수 최종 판결과 몰수 재산 활용 루프가 열린다.","E04","high"
"18","효종 18화","효종 18화","2155","2247","도르곤의 명으로 정명수가 다시 관저에 끌려와 닷새간 심문을 받는다.","매국노 처단의 재산과 장부가 장기 국력·정보망의 씨앗이 된다.","정명수를 처형하고 몰수 자산과 뇌물 장부를 조선의 미래 자산으로 보존한다.","정명수에게 교살형을 집행하고 박치술 일당을 광산으로 보내며 소현세자를 설득해 상단 창설을 승인받는다.","청과 연결된 조선 고위 관리들을 당장 숙청하면 재침략과 왕권 역풍이 생길 수 있다.","비밀 금고에서 청에 줄을 댄 당상관까지 적힌 뇌물 장부와 금자 십만 냥가량의 실제 재산이 나온다.","구출 백성·뇌물 장부·상단 자금과 정명수 없는 관저 질서를 얻는다.","돈,지위,세계","도현이 일회성 응징을 끝내고 봉황상단과 탐보망을 직접 운영할 수장으로 승인된다.","정명수 재산을 두 배 규모로 은밀히 빼 상단 설립에 투입한다.","정명수 처단과 포로 구출 루프가 완전히 닫힌다.","봉황상단 설립·노예 해방·조정 배신자 장기 숙청 루프가 열린다.","E04","high"
"19","효종 19화","기반 닦기 1","2248","2387","도현은 정명수 저택에서 구한 조선인들의 원래 노예 문서를 모두 사들인다.","문서 한 장을 태우는 장면이 해방 이후의 생계와 조직 기반으로 이어진다.","백여 명을 법적으로 자유인으로 만들고 귀향 여부를 스스로 고르게 한다.","사람들 앞에서 노예 문서를 화톳불에 던지고 자유를 선언한 뒤 남겠다는 이들과 직접 면담한다.","가족이 흩어지고 환향녀를 배척하는 조선 사회 때문에 고향으로 돌아가도 생계와 안전이 없다.","예순 명만 귀향하고 장태범 등 다수는 심양에 남아 새 삶을 원한다.","백여 명의 노예 신분이 소멸하고 왕자의 만세를 받는 공개적 감정 보상이 지급된다.","관계,지위","도현이 구출자에서 해방민의 생계까지 책임지는 군주형 보호자로 변한다.","상단 서기 출신 장태범이 대표로 나서고 도현이 상단 일자리를 제안한다.","법적 노예 소유권과 재매매 위험이 닫힌다.","해방민 고용과 봉황상단 인재 검증 루프가 열린다.","E05","high"
"20","효종 20화","효종 20화","2388","2500","장태범과 남은 해방민들이 도현의 상단 일자리 제안을 받아들인다.","백성 구호 조직이 청 관리와 맞서는 경제·정보 기반으로 자란다.","해방민을 먹여 살릴 상단을 세우고 정명수의 공범 김돌시까지 정리한다.","칠현과 위사들을 시켜 장태범 등 인물을 뒷조사하고 돌아온 김돌시를 체포·교살해 재산을 몰수한다.","해방민 전원을 고용하면 비용이 크고 용골대는 도현을 공개적으로 압박한다.","도르곤이 조선 통치에 방해가 된 김돌시까지 버리고 용골대는 도현에게 노골적 적대감을 드러낸다.","추가 몰수 자산과 신뢰 가능한 인력 후보, 해방민의 생계가 확보된다.","돈,관계,지위","도현의 조직 자원은 늘지만 용골대와의 개인적 적대가 고착된다.","용골대가 소현세자를 모욕하고 도현에게 바짝 엎드리라 경고한다.","김돌시 비리와 처벌 루프가 닫힌다.","장태범 검증·상단 출범과 용골대 보복 루프가 열린다.","E05","high"
"21","효종 21화","효종 21화","2501","2622","용골대의 모욕을 참은 도현은 관저 후원에서 장씨 부인과 우연히 마주친다.","왕자의 정치적 자각이 아내와의 감정 수용, 향후 역사 계획으로 깊어진다.","봉림대군의 가족과 미래를 자기 삶으로 받아들이고 앞으로 십 년의 위험을 정리한다.","장씨와 잉어 먹이를 주며 손을 잡고 사랑을 자각한 뒤 영어와 기호로 청 권력·전쟁 연표를 기록한다.","원래 봉림대군의 아내라는 죄책감과 청 황제 총애가 인조의 의심을 살 미래가 부담이다.","도현이 자신을 강도현이면서 동시에 장씨의 남편·소현세자의 동생·조선 왕족으로 인정한다.","장씨와의 부부 관계가 정서적으로 회복되고 미래 사건을 정리한 비밀 기록이 생긴다.","관계,세계","도현의 정체성 갈등이 완화되고 가족과 조선에 대한 책임감이 강화된다.","칠현이 장태범 조사 결과를 가지고 들어온다.","장씨를 단순히 남의 아내로 보던 거리감이 닫힌다.","장태범 등용과 도르곤·범문정 사이 정치 운용 루프가 열린다.","E05","high"
"22","효종 22화","효종 22화","2623","2734","칠현이 장태범의 개성 상단 경력과 비리 고발 전력을 교차 검증해 보고한다.","한 사람에게 통 큰 권한과 자금을 맡겨 실제 상단 조직을 세운다.","믿을 총관과 호위대를 정하고 봉황상단을 실무 가능한 상태로 만든다.","장태범에게 금자 서른 냥과 총관 직을 주고 군 출신 열여덟 명을 호위대로 편성하며 남녀 모두 산술·글을 배우게 한다.","장태범은 총관 능력을 의심하고 상단은 청의 의심과 기존 상권의 견제를 피해야 한다.","장태범이 노예 구출·탐보라는 목적 때문에 임명을 받아들이고 자체 호위대 구상을 먼저 제안한다.","신뢰할 총관·호위대·객잔과 교육받는 종업원이라는 상단의 뼈대가 완성된다.","돈,관계,지위","해방민 집단이 도현 개인의 경제·정보 조직인 봉황상단으로 재편된다.","도르곤의 사냥 약속이 황제 홍타이지의 대규모 사냥 초대로 확대된다.","장태범의 신뢰성 검증과 총관 인선이 닫힌다.","청 황실 앞 노출 위험과 상단 첫 사업 루프가 열린다.","E05","high"
"23","효종 23화","효종 23화","2735","2863","소현세자와 도현이 청 황실 사냥 대회 야영지에 들어가 홍타이지 앞에 사배한다.","강해지는 청을 가까이서 보되 총애가 인조의 의심으로 돌아오는 위험을 피한다.","황제의 호의를 거스르지 않으면서 자신의 활 실력과 정치적 야심을 감춘다.","홍타이지의 사냥 동행 명을 받고 칠현과 상의해 일부러 눈에 띄지 않을 전략을 세운다.","도르곤의 칭찬 때문에 황제가 도현의 활 솜씨를 기대하고 청과 가까워 보이면 귀국 후 화를 입을 수 있다.","홍타이지가 친왕만 누리는 사냥 동행 자리에 조선의 둘째 왕자를 직접 부른다.","청 황제와 직접 교류할 지위와 청 권력층을 관찰할 기회를 얻는다.","지위,세계","도현의 청 내 위상이 도르곤 개인 인연에서 황제의 관심으로 올라간다.","다음 날 황제와 한 무리로 사냥해야 한다.","도르곤과의 사냥 약속이 황제 초대로 변형돼 결산된다.","실력 은폐와 인조 의심 회피 루프가 열린다.","E06","high"
"24","효종 24화","기반 닦기 2","2864","2975","도현은 홍타이지·도르곤과 함께 사냥터로 나간다.","정확한 활 솜씨보다 힘을 숨기는 정치 감각이 생존 보상으로 지급된다.","황제에게 무능해 보이지 않되 총애할 만큼 뛰어나 보이지도 않는다.","꿩과 토끼만 잡고 일부러 화살을 빗맞히며 홍타이지를 치켜세워 몰이꾼들의 벌도 막는다.","도르곤은 도현을 신궁이라 칭찬했고 홍타이지는 직접 실력을 검증한다.","황제는 도현의 실력이 소문보다 과장됐다고 받아들이면서도 말솜씨를 즐긴다.","몰이꾼들이 벌을 면하고 도현은 청 황실의 과도한 관심을 한 단계 낮춘다.","지위,관계","도현이 무력을 과시하기보다 숨기고 상대 체면을 세우는 정치적 조절 능력을 보인다.","수개월 뒤 만월개가 정병 오천과 군량을 두 달 안에 보내라는 황명을 내린다.","황제 앞 활 실력 검증 루프가 안전하게 닫힌다.","조선군 파병·재침략 협박과 전쟁 이익화 루프가 열린다.","E06","high"
"25","효종 25화","효종 25화","2976","3102","청의 오천 원군 요구로 관저와 한양 조정이 명분·농사·재침략 사이에서 혼란에 빠진다.","강제 파병을 백성 피해 완화와 봉황상단의 해상 교역 기회로 전환한다.","원군 문제를 한양에 즉시 알리고 전쟁기 식량 부족을 조선 곡물 약탈 없이 해결한다.","소현세자에게 급보 발송을 재촉하고 장태범에게 광동·절강 쌀을 해로로 들여오게 해 여섯 척 선단을 띄운다.","전쟁 군납은 대형 상단이 독점하고 해로에는 풍랑·해적 위험이 있으며 조선도 군량 때문에 굶주린다.","요녕에 버려진 명 수군 전선을 헐값에 얻고 해방된 조선 수군·어민을 선원으로 쓸 수 있음이 확인된다.","봉황상단 첫 원양 선단과 남중국 곡물 교역로가 출발한다.","돈,세계","상단이 심양 객잔 수준에서 조선 백성 식량까지 겨냥한 해상 무역 조직으로 확장된다.","인조가 이시영의 오천 병력을 보내지만 임광 항명과 조정 붕당 갈등이 파병을 흔든다.","파병 요구를 본국에 전달하는 즉시 조치가 닫힌다.","원군 도착 지연·광동 선단 귀환 루프가 열린다.","E06","high"
"26","효종 26화","해적 토벌 1","3103","3219","이시영의 조선군이 약속보다 보름 늦자 홍타이지가 소현세자와 도현을 황궁으로 부른다.","무책임한 명분 정치의 국가 비용을 왕자가 직접 현장에서 바로잡는다.","황제의 재침략 명분을 없애기 위해 이시영 부대를 즉시 심양에 입성시킨다.","황제 앞에 엎드려 한 번 더 기회를 얻은 뒤 밤낮으로 말을 달려 조선군 숙영지를 찾아 장수들을 질책한다.","용골대가 조선을 먼저 치자고 부추기고 홍타이지는 추가 병력까지 요구한다.","이시영 부대가 비 때문에 늦었다는 변명이 통했지만 이번에도 늦으면 조선이 공격받는다는 최후통첩이 내려진다.","조선군에게 마지막 유예를 얻고 도현이 현장 지휘에 나설 권위를 확보한다.","지위,세계","도현이 외교 협상뿐 아니라 본국 장수들의 행동을 바로잡는 실질 지휘자로 나선다.","태평하게 쉬는 이시영에게 도현이 지금 심양에서 무슨 일이 났는지 아느냐고 묻는다.","황제의 즉시 보복 위기가 유예로 바뀐다.","이시영 강행군과 추가 수군 파견 루프가 열린다.","E07","high"
"27","효종 27화","효종 27화","3220","3331","이시영과 장수들은 자신들의 지연이 청의 조선 침공 논의까지 불렀다는 말을 듣고 창백해진다.","도현의 압박이 실제 군 이동과 한양 조정의 결정을 동시에 바꾼다.","오천 병력을 심양에 넣고 인조에게 추가 병력을 즉시 보내게 한다.","이시영에게 즉시 철영을 명해 이틀 강행군으로 심양에 도착시키고 박황을 한양에 보내 위기를 과장해 설명한다.","농민병의 피로와 장수들의 척화 명분, 한양의 붕당 싸움이 신속한 파병을 막는다.","인조와 척화파까지 재침공 공포 때문에 임경업의 수군 파견에 동의한다.","첫 오천 병력이 기한 내 심양에 들어가고 판옥선 팔십여 척의 추가 전력이 움직인다.","지위,세계","도현의 말이 심양 군영과 한양 어전 모두에서 국가 행동을 촉발한다.","임경업 함대가 개주에서 전투를 피하고 뻥포만 쏘며 시간을 끈다.","이시영 부대의 늑장 행군 루프가 닫힌다.","임경업 태업 수습과 청군 의심 회피 루프가 열린다.","E07","high"
"28","효종 28화","효종 28화","3332","3427","박영식의 보고로 임경업 수군이 개주에서 사실상 전투를 거부한다는 것이 확인된다.","숭명 명분을 부수지 않고도 백성과 국가 피해를 막는 실리 해법을 제시한다.","임경업을 영원성 전장에 보내되 명을 몰래 돕는 역사적 파국을 막는다.","홍타이지에게 전투 독려 명분으로 개주행 허가와 금·명마를 받고 임경업에게 참전하되 요령껏 뒤에 있으라고 설득한다.","임경업은 대표적 친명 무장이고 청에 투항한 명 관리가 조선의 이중 행동을 폭로할 미래가 있다.","도현이 명의 은혜는 이미 전쟁으로 갚았고 지금은 조선 백성 생존이 우선이라고 논박한다.","임경업이 태업을 멈추고 함대를 출항시키며 도현의 균형 감각을 인정한다.","관계,지위,세계","도현이 임경업과 파병 장수들의 신뢰를 얻고 조선 수군 운용에 영향력을 갖는다.","팔십 판옥선이 영원성으로 떠나고 도현은 포구에 남아 장태범 선단 귀환 소식을 듣는다.","임경업의 개주 정박·참전 거부 루프가 닫힌다.","남중국 쌀 성과와 웅도 거점 선정 루프가 열린다.","E07","high"
