sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
202,"202화","",49201,49421,"진성 회장이 세 아들의 자리를 재배치하는 순간","적의 인사 결과가 준수의 비밀동맹을 얼마나 강화하는가","최백호를 진성 내부의 확실한 정보원으로 굳힌다","최진호를 진성통신, 최광호를 에너지, 최백호를 제약에 보내는 인사를 지켜보고 강산용역의 새 삶을 준비시킨다","백호는 약속받은 에너지를 빼앗겨 배신감을 느끼고 강산용역 직원들은 과거 범죄의 낙인을 짊어진다","진성 회장이 백호를 시험용 말로만 썼다는 사실이 확인된다","백호의 준수 편향이 강해지고 강산용역은 사람답게 살자는 공동 목표를 얻는다","동맹 충성·조직 재생","적의 차별이 준수 쪽 내부자 결속으로 환전되고 폭력 조직은 제도권 진입을 꿈꾼다","김동철의 식물인간 아들 김동진과 장기매매 빚이 드러난다","진성 계열사 인사","김동진의 정체와 강산용역 갱생","C02","high"
203,"203화","",49422,49666,"김동진의 몸과 통신 비자금 의혹이 동시에 떠오른 상태","전생의 흔적과 국가 비자금을 한꺼번에 마주하는 긴장","통신 입찰의 검은 돈을 추적하면서 김동철과 과거 몸의 연결을 정리한다","가족 회의에서 진성 컨소시엄 자금을 의심하고 강산용역에 검정고시·공권력 진출을 지시한 뒤 김동진을 확인한다","김동진이 정확히 10년째 식물인간이며 장우혁이 더 끔찍한 정보를 숨긴다","준수는 김동진의 육체가 자신이 떠난 전생의 몸일 수 있다고 판단한다","강산용역은 경찰·검찰·안기부 인재 풀로 전환되고 준수의 전생 관계가 현실 문제로 돌아온다","능력 정체·조직 제도화","선악의 저울과 전생 기억이 기업 정보전 밖의 가족 윤리 문제로 비용을 청구한다","김동진의 폭행 흔적과 김동철의 책임을 더 조사한다","강산용역의 생존 목표","전생 육체 의혹과 비자금 추적","C02","high"
204,"204화","",49667,49912,"3월 15일 입찰이 공고되고 열 개 그룹이 뛰어든 상태","정치·언론·내부자 정보를 엮어 입찰판을 장악하는 준비","진성의 자금 출처와 세계통신의 진짜 의도를 파악한다","최백호에게 진성 내부 정보를 받고 박종철에게 외국계 컨소시엄을 조사시키며 대한일보 홈페이지·국민청원을 제안한다","진성·세계·소로스가 각기 다른 의도로 움직이고 현직 대통령 아들의 비리가 섞여 있다","최백호가 기다리지 않고 진성을 빼앗겠다고 거듭 선언한다","준수는 재벌 내부자·언론·정치 폭로를 동시에 쓸 판을 갖춘다","정보망·미디어","비밀동맹과 온라인 언론 아이디어가 통신전의 비대칭 자산이 된다","세계그룹 회장이 시나리오대로 움직이고 대통령은 민영화 보고를 받는다","김동진 확인","입찰 공고와 세계그룹의 숨은 목적","C02","high"
205,"205화","",49913,50113,"청와대가 진성을 선두로 보지만 강산에 흥미를 가진 상태","통신망을 미디어 산업으로 확장하는 다음 보상","대한일보를 온라인·케이블 시대의 핵심 파트너로 만든다","신문 홈페이지와 시민청원, 통신 낙찰 뒤 홈쇼핑·뉴스·예능 케이블 진출을 제안한다","신문사는 낯선 인터넷 사업을 감수해야 하고 진성은 최진호에게 필승을 강요한다","청와대가 강산의 5조 자본과 준비 수준을 주목한다","통신 입찰의 효용이 전화 서비스에서 미디어·유통 플랫폼으로 확대된다","사업 확장·사회 영향","통신 능력이 언론 속도와 케이블 편성권이라는 사회적 영향력으로 환전될 길이 열린다","소로스가 자금난에 빠진 세계통신을 표적으로 삼는다","대한일보 온라인 전환","소로스의 세계통신 접근","C02","high"
206,"206화","",50114,50308,"소로스가 세계통신을 이용해 리버마운틴을 막으려는 상태","부실 기업을 통신 자산과 에너지 권리로 바꾸는 인수 묘수","세계통신과 러시아 가스 개발권을 통째로 사서 경쟁자를 제거한다","세계그룹의 철강 자금난을 분석하고 1천억 원 패키지 인수안을 세운다","세계통신은 주가 부양용 매물이고 러시아 권리는 장기 불확실성이 크다","장우혁이 세계 회장과 대통령 둘째 아들의 밀회 사진을 확보한다","소로스보다 먼저 세계통신을 살 명분과 살아 있는 권력의 약점을 얻는다","인수 전략·권력 정보","부실과 비리가 준수에게 가격 협상력과 정치 안전장치로 환전된다","현직 대통령 아들 사진을 언제 쓸지 결정해야 한다","세계통신의 자금난","1천억 패키지 인수와 권력자 사진","C03","high"
207,"207화","",50309,50526,"대통령 아들 사진과 세계그룹 협상 직전","강한 증거를 쓰지 않고도 이기는 타이밍 감각","현직 권력을 건드리지 않고 세계통신을 인수할 협상 자리를 만든다","사진 공개를 보류하고 일본식당 회동에서 한태수가 옆방에 숨어 듣는 것을 역이용한다","다섯째 매형의 지위 과시와 김동철의 폭력·성희롱 보고가 가족 경영의 비용으로 나타난다","한태수가 직접 모습을 숨긴 채 강산의 제안을 엿듣고 있음이 확인된다","준수는 폭로 카드의 절제와 부적격 경영자 정리 원칙을 세운다","판단 절제·가족 경영","미래정보의 힘이 폭로가 아니라 사용하지 않을 선택으로 변주된다","옆방의 한태수와 직접 담판할 기회가 열린다","권력자 사진 확보","세계통신 가격 담판과 김동철 해임","C03","high"
208,"208화","",50527,50750,"세계 회장이 옆방에 숨고 첫째 누나의 이혼이 미완인 상태","기업 협상과 가족 구출을 병행하는 속도전","첫째 누나의 법적 결혼을 끝내고 세계 회장과 직접 협상한다","한충식과 회의를 미끼로 한태수의 발소리를 확인하는 동안 구치소에서 이철근에게 합의이혼 서명을 받는다","이철근은 추가 뇌물죄와 선정지 보도를 두려워하고 누나는 오랜 상처를 감수했다","대산 법무팀이 일요일서울 폭로까지 제시하자 이철근이 서명한다","첫째 누나가 법적으로 자유를 얻고 한태수의 은밀한 관심이 노출된다","가족 회복·협상 주도","법률 네트워크가 누나의 삶을 되찾는 보상으로 쓰이고 기업 담판도 우위에 선다","준수가 옆방의 한태수에게 직접 들어간다","이철근과 누나의 혼인 관계","한태수 비밀 담판","C03","high"
209,"209화","",50751,50986,"한태수가 옆방에서 협상을 엿듣고 있는 상태","열일곱 살 준수가 재벌 총수와 가격을 정면으로 붙는 장면","세계통신과 가스권의 총가를 준수 기준으로 고정한다","아버지의 전권을 받았다고 밝히고 이동통신 2천5백억·세계통신 450억 평가를 제시한다","한태수는 준수의 어린 나이를 시험하고 첫째 누나는 새 관계를 피하려 한다","한태수가 준수를 리버마운틴의 실질 설계자로 인정하고 원하는 금액을 묻는다","재벌 총수와 동등한 협상자 지위를 획득한다","사회적 인정·가격 권한","숨은 천재라는 평판이 실제 거래의 가격 결정권으로 환전된다","한태수가 허씨 집안이 돈 번 진짜 이유를 말하겠다고 한다","첫째 누나의 이혼","세계통신 최종 가격과 김 실장 관계","C03","high"
210,"210화","",50987,51213,"한태수가 가격을 묻고 첫째 누나와 김 실장의 감정이 숨은 상태","가족 감정과 1천억 원 빅딜이 나란히 진전되는 보상","세계통신과 100년 가스권을 1천억 원에 묶는다","한태수에게 통신 1천억·가스권 포함 조건을 제시하고 누나와 김 실장의 감정을 조용히 관찰한다","한태수는 준수의 공을 가족 운으로 깎아내리고 김 실장은 친구를 잃을까 고백하지 못한다","한태수가 패키지 가격을 받아들이며 준수를 허씨 집안 성장의 실체로 지목한다","세계통신 인수가 사실상 성사되고 가족 내 새 연애 가능성이 열린다","자산 획득·가족 관계","협상 능력은 통신·에너지 권리로, 관계 감지 능력은 가족 회복 가능성으로 환전된다","한태수가 준수 가족의 부 축적사를 떠본다","세계통신 가격 협상","공개 계약과 김 실장·누나 관계","C03","high"
211,"211화","",51214,51449,"한태수가 준수를 치켜세우며 계약을 끝내려는 상태","공을 독점하지 않고 가족 체면까지 설계하는 거래","인수 성공을 박종철의 공으로 보이게 해 국내 경영권을 강화한다","한태수의 아첨을 끊고 계약 조건을 확정한 뒤 옆방에 돌아가 한태수가 영웅처럼 제안하도록 각본을 준다","다섯째 매형의 자존심과 박종철의 가스권 위험 우려를 동시에 달래야 한다","한태수가 옆방 칸막이를 열고 자신이 통신·가스권 매각을 제안한다","준수는 숨어 있으면서도 박종철에게 인수 성과와 권위를 넘긴다","가족 내 권한 배분","개인 능력의 보상이 매형의 경영 신뢰로 재분배된다","박종철이 러시아 가스권 리스크를 따진다","한태수와 비밀 합의","공개 계약과 러시아 사업성 검증","C03","high"
212,"212화","",51450,51671,"박종철이 가스권의 장기 위험을 걱정하는 상태","가족 내 설득을 거쳐 계약서에 숫자가 찍히는 지급","세계통신과 가스권 인수를 공식 계약으로 닫는다","불곰사업 네트워크와 러시아 인맥을 설명하고 3월 5일 허상도·한태수 서명까지 밀어붙인다","다섯째 매형의 공로 욕구와 1천억 원 현금 부담이 남는다","세계통신은 강산텔레콤에 흡수되고 가스권은 대산으로 넘어간다","통신 운영 기반과 100년 에너지 옵션을 동시에 보유한다","기업 자산·가족 위계","준수의 정보·협상 능력이 통신 회사와 장기 자원권이라는 실물 보상으로 확정된다","다음 날 진성 회장이 인수 소식을 듣는다","세계통신·가스권 1천억 인수","진성그룹의 반격","C03","high"
213,"213화","",51672,51878,"강산이 세계통신을 흡수해 입찰 선두로 오른 상태","패배 위기의 진성이 법조 공작으로 반격하는 위기","진성의 흠집내기 수법을 버티고 입찰 자격을 지킨다","진성 회의에서 강산 자본을 과시한 뒤 진성 회장이 지검장에게 허상도 수사를 청탁하는 장면을 보여 준다","진성은 3천억 입찰과 구속 프레임을 준비하고 대산은 여러 산업에서 동시에 맞선다","진성 회장이 증거 없이 돈세탁·실명제 위반 수사를 만들라고 지시한다","기업 경쟁이 형사사법 체계를 동원한 생존전으로 격상된다","외부 압박·법적 위험","통신 자산 획득의 대가가 회장·사위들의 구속 위험으로 청구된다","부천의 김동진 조사와 검찰 공작이 동시에 진행된다","세계통신 인수","허상도 표적 수사","C04","high"
214,"214화","",51879,52107,"진성이 수사를 꾸미고 김동진의 정체가 미해결인 상태","전생의 몸을 확인하면서도 현재 가족을 지키는 선택","김동철을 경영에서 제거하고 김동진을 보호할 근거를 찾는다","부천 병원에서 나이 불일치와 폭행 흔적을 확인하고 감사팀에 김동철 비리 수사·고발을 지시한다","김동진의 몸이 전생 기억과 맞지만 연령이 어긋나며 생명유지비를 익명 부담해야 한다","두 육체가 동시에 존재해 영혼과 몸이 양립 불가능한 수수께끼가 된다","김동철과의 혈연 집착을 끊고 김동진 보호만 책임으로 남긴다","정체성·윤리 비용","회귀 능력의 기원 의문이 돈과 권력으로 해결되지 않는 내적 비용으로 남는다","김동철의 알로에 농장 투기와 감사팀 급습이 다가온다","김동진 소재 확인","김동철 처벌과 전생 육체 수수께끼","C04","high"
215,"215화","",52108,52386,"김동철 감사를 준비하고 미국 기부가 반응하기 시작한 상태","정치 인맥과 부패 경영자 정리가 동시에 현금화된다","오바마 초대를 얻고 김동철을 대산알로에에서 완전히 쫓아낸다","오바마의 4월 17일 초대를 확인하고 감사팀이 김동철의 전화·장부를 압수해 현도성을 대표로 세운다","김동철은 내부정보로 제주 땅 투기를 시도하고 수많은 폭력·횡령 혐의를 쌓았다","가짜 서귀포 부지를 믿은 김동철 앞에 감사팀이 들이닥친다","미국 정치 접점과 대산알로에 정상 경영을 동시에 확보한다","정치 인정·경영 정화","기부와 감사 능력이 각각 오바마 초청장과 부패 계열사 회복으로 환전된다","김동진을 노리는 사채업자와 3월 12일 폭로 일정이 남는다","김동철 대표 지위","오바마 만남과 김동진 보호","C04","high"
216,"216화","",52387,52654,"김동철은 감사에 잡히고 김동진은 사채업자에게 담보로 잡힌 상태","가족 회복과 전생 육체 보호가 더 잔혹한 진실을 드러낸다","김동진을 장기매매에서 구하고 통신전의 폭로 시점을 확정한다","강산용역이 까치·부엉이를 급습하게 하고 강철중과 3월 12일 비자금 폭로를 재확인한다","김동진은 폭행 흔적이 있으며 친부 김동철이 몸을 담보로 넘겼다","할머니가 입원시켰고 김동철이 아들을 사채 담보로 삼았다는 사실이 드러난다","준수의 보호 책임이 의료비 지원에서 물리적 경호와 범죄 차단으로 커진다","가족 윤리·보호 범위","회귀의 수수께끼가 친부의 배신이라는 감정 비용과 구조 임무로 바뀐다","장우혁이 까치를 직접 심문한다","김동철 감사 착수","김동진 장기매매 위협과 비자금 폭로","C04","high"
217,"217화","",52655,52931,"까치·부엉이 조직과 김동철의 범죄가 동시에 드러난 상태","폭력조직을 제압하고 법으로 친부를 끝내는 이중 응징","김동진을 보호하고 김동철에게 최대 형량을 받게 한다","장우혁에게 사채업자 접근 금지를 명령하고 검찰이 폭행·횡령·성폭행 증거로 김동철을 압박한다","장우혁이 다칠 수 있고 준수는 친부 처벌이라는 감정적 결단을 감수한다","김동철이 감형을 노리고 알로에 부지 정보를 팔지만 그 말도 녹음돼 범죄가 늘어난다","김동진의 안전과 김동철 15~20년형 가능성을 확보한다","법적 처벌·보호","힘의 사용이 사적 살상이 아니라 증거·경호·형량으로 변주된다","안도길이 진성의 허상도 수사 지시를 받는다","김동진 장기매매 위협","진성의 검찰 공작 실행","C04","high"
218,"218화","",52932,53158,"안도길이 김동철 수사 중 지검장의 불법 지시를 받은 상태","아군 검사가 적의 공작을 내부에서 알려 주는 역전 가능성","허상도와 매형들의 구속을 감수하면서 깨끗함을 증명한다","통신 입찰가 3천억 이상과 5조 자본을 점검하고 안도길의 체포 경고를 듣는다","입찰 일주일 전 회장과 대표들이 구속될 수 있고 언론 프레임이 낙찰을 무너뜨릴 수 있다","준수는 진성 입찰자금이 전 대통령 비자금이라고 확신한다","구속을 피하는 대신 정면 수사로 진성의 함정을 증거화하는 방향을 택한다","법적 위험·도덕 신뢰","청렴성이 방어막이지만 가족의 신병을 담보로 해야 하는 비용이 생긴다","지검장이 3명을 구속할 구체적 계획을 세운다","김동철 처벌 방향","허상도·매형 체포와 비자금 자금줄","C04","high"
219,"219화","",53159,53381,"허상도·두 사위 체포 계획을 전달받은 회의","결백을 믿고 적의 덫 안으로 들어가는 배짱","진성의 허위 수사를 입찰 승리의 역증거로 바꾼다","안도길에게 정직하게 수사하라고 하고 다섯째 매형의 시장 분석으로 3천억 입찰가를 검증한다","체포와 압수수색이 실제로 집행되며 안도길을 사적 도구로 만들 유혹도 거부해야 한다","준수는 수사기관이 찾을 비리가 없다는 점 자체가 진성의 자충수라고 본다","법조 인맥이 맹목 충성이 아니라 절차적 신뢰로 정리된다","도덕 원칙·전략 자신감","법률 능력은 수사를 막는 특권이 아니라 수사를 견디는 신뢰로 변주된다","준수가 가족에게 체포 일정을 통보한다","통신 입찰가 판단","3인 체포와 자진 세무조사","C04","high"
220,"220화","",53382,53615,"가족에게 체포가 임박했음을 알리는 상태","재벌 회장이 구속을 일정처럼 받아들이는 통쾌한 방어","구속 공백을 관리하고 3월 15일 입찰까지 버틴다","아버지와 두 매형에게 실명제·외환 혐의 체포를 설명하고 전직 고검장 법무실장에게 대응을 맡긴다","부패 지검장과 판사가 진성의 돈을 받고 영장을 밀어붙인다","허상도는 콩밥 농담으로 공포를 눌러 가족 결속을 보여 준다","가족이 도피하지 않고 계획된 동행을 받아들일 준비를 마친다","가족 결속·위기 관리","재력과 법조 네트워크의 보상이 공포 없는 대응 태도로 나타난다","검찰이 사무실에 들이닥쳐 3명을 체포한다","체포 대응 계획","압수수색과 입찰 전 공백","C04","high"
221,"221화","",53616,53819,"검찰이 허상도와 두 사위를 체포하고 압수수색하는 현장","법무 인맥과 국가기관을 이용해 조작 수사를 공개 검증으로 돌리는 역전","압수수색을 통제하고 국세청의 선제 검증을 끌어낸다","전직 고검장 법무실장이 영장 집행을 견제하고 준수는 전직 세무공무원에게 자진 세무조사를 요청한다","수색 자체는 막을 수 없고 진성은 언론 보도만으로 승리를 확신한다","법무실장이 체포를 강제가 아닌 정중한 동행으로 바꾼다","피의자 프레임을 줄이고 국세청이라는 더 권위 있는 검증 수단을 잡는다","법적 지위·공신력","법조·세무 인맥이 특혜가 아니라 공개 검증의 속도로 환전된다","국세청장이 대산의 요청을 어떻게 받을지가 남는다","3인 체포 실행","자진 세무조사와 진성의 오판","C04","high"
222,"222화","",53820,54050,"진성은 구속 보도에 안도하고 청와대는 독단 수사에 분노한 상태","적의 수사를 국가기관의 청렴 인증으로 뒤집는 지급","대산과 강산의 자금 출처를 공식적으로 깨끗하게 만든다","1987년 30억 증여와 1990년 일본 수익 증여의 납세 기록을 제시하고 국세청장에게 전면 조사를 요청한다","대기업이 스스로 세무조사를 청하면 작은 오류도 공개될 수 있다","국세청은 강산홀딩스를 가장 성실한 납세 기업으로 이미 확인하고 있었다","조작 수사의 핵심인 검은 돈 프레임이 국세청 인증으로 무너진다","공적 신뢰·기업 평판","준수의 선제 대응 능력이 공식 청렴도와 협상 신뢰로 환전된다","준수는 지검장과 진성 회장의 밀회를 추적한다","자진 세무조사 요청","지검장 포섭과 진성 배후 입증","C04","high"
223,"223화","",54051,54280,"세무조사에서 비리가 나오지 않고 진성의 공작이 실패한 상태","버려진 적의 하수인을 자기 편으로 바꾸는 역공","부패 지검장을 진성의 증인이자 대산의 법조 인맥으로 전환한다","장우혁과 현대호텔 밀회를 추적하고 진성 회장이 지검장을 모욕한 직후 안도길이 그를 옆방으로 안내한다","지검장은 이미 뇌물과 조작 수사에 연루돼 신뢰하기 어렵고 준수도 직접 포섭 책임을 진다","진성 회장이 쓸모없어진 지검장을 가차 없이 버린다","배신당한 지검장의 분노와 전직 고검장의 권위를 준수 쪽으로 끌어온다","적 인력 전환·법조 권력","정보 추적 능력이 상대의 고위 인맥을 탈취하는 보상으로 변한다","옆방에서 전직 고검장과 준수가 기다린다","세무조사 무혐의","지검장 전향","C04","high"
224,"224화","",54281,54562,"진성은 새 자금줄을 찾고 지검장은 버림받은 직후","외국자본의 51% 요구와 법조 내부자의 전향이 맞물리는 전환","진성을 안심시킨 채 수사를 역이용하고 지검장을 자기 편으로 만든다","소로스의 더글러스 최가 진성에 컨소시엄을 제안하는 동안 중식당에서 지검장에게 15일까지 가짜 수사를 계속하라고 한다","지검장의 죄를 덮어야 하고 진성이 눈치채면 입찰 전략이 깨진다","전직 고검장이 지검장을 질책하고 준수가 승진·보호를 조건으로 새 줄을 내민다","진성의 공작 책임자를 내부 정보원과 지연 장치로 확보한다","법조 동맹·기만전","적의 부패한 권력이 준수의 시간 확보 수단으로 환전되지만 보호 책임이 잔여 비용으로 남는다","강철중이 3월 12일 비자금 기자회견을 준비한다","지검장 포섭","가짜 수사 유지와 소로스 컨소시엄","C04","high"
225,"225화","",54563,54767,"입찰 사흘 전 진성이 수사 공작 성공을 믿는 상태","의원직을 건 폭로 한 번으로 경쟁사의 자금줄을 끊는 카타르시스","전 대통령 비자금을 공개해 진성의 입찰 자본을 동결시킨다","강철중이 국회 기자실에서 선일상사 200억 계좌와 1천억 회수금의 행방을 폭로하고 특검을 요구한다","강철중은 의원직과 정치 생명을 걸고 현직 대통령도 과거 정권과 선을 그어야 한다","비자금 일부가 진성으로 흘렀다는 의혹 때문에 진성 회장이 돈을 입찰에 쓸 수 없게 된다","가족 정치인의 도덕성과 대산의 입찰 우위가 동시에 상승한다","정치 폭로·경쟁 자금","미래정보와 언론 설계가 상대의 수천억 자금 동결이라는 직접 보상으로 환전된다","진성 회장이 소로스의 명함을 다시 집는다","전 대통령 비자금 D데이","특검과 소로스 51% 거래","C04","high"
