sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
299,299화,D03,turn,제약 승계 문제를 정리하는 한편 전태성이 가수가 되려는 사실을 알고 지원을 택한다,5,7,7,8,3,4,6,5,후계자와 가수의 꿈: 가족 간 비교와 아버지의 반대를 떠안음 뒤 친구의 재능을 살리는 개인적 인정을 지급하고 가수 꿈을 기업 과제로 바꿀 방법이 필요하다로 넘긴다.
300,300화,D03,payoff_bridge,전태성의 가수 꿈을 미래 콘텐츠 산업과 연결하고 대학 진학을 조건으로 가족 협상을 연다,8,5,8,3,4,6,2,3,문화 산업이라는 답: 친구의 학업·가족 갈등까지 책임져야 함 뒤 대산의 엔터테인먼트 진출 명분을 지급하고 홍대 밴드의 실력을 직접 검증하러 간다로 넘긴다.
301,301화,D04,setup,미국 종자회사와 대학 합작 사업을 밀면서 전태성의 홍대 밴드를 만난다,9,4,7,4,2,2,2,3,종자와 밴드의 동시 발굴: 농업·교육·음악 세 과제를 병행하는 자원 분산 뒤 제주 농업 사업과 밴드의 데뷔 가능성을 지급하고 아버지와 아들의 약속을 문서로 남겨야 한다로 넘긴다.
302,302화,D04,setup,한국대 경영학과 진학 시 가수 활동을 막지 않는다는 부자 간 계약을 성사시킨다,6,9,8,5,3,4,5,7,부자 계약서: 전태성이 천재 친구와 비교당해 온 상처가 폭발 뒤 전태성의 선택권과 가족 약속을 지급하고 지원이 말이 아니라 회사 설립으로 커진다로 넘긴다.
303,303화,D04,escalation,대산엔터테인먼트를 즉석에서 세우고 휘발유를 골드리치로 바꿔 다국어 데뷔를 설계한다,9,7,9,6,4,6,8,5,대산엔터테인먼트 창립: 신생 밴드에 건물·인력·해외 제작비를 선투자 뒤 친구의 꿈이 정식 기업 프로젝트로 전환을 지급하고 수익 배분과 리더 자격을 정해야 한다로 넘긴다.
304,304화,D04,escalation,투자 회수 전 7대3 이후 역전하는 계약과 태성의 메인 보컬 지위를 확정한다,6,5,10,7,5,8,4,3,칠 대 삼의 동맹: 흥행 실패 시 투자금과 우정이 함께 손상 뒤 밴드가 납득한 공정한 보상 구조을 지급하고 스칼릿의 합류가 실력 비교를 촉발한다로 넘긴다.
305,305화,D04,escalation,준수·스칼릿·태성이 함께 노래하고 태성의 우위를 인정하며 결혼 사실을 알린다,9,10,5,8,6,3,7,7,노래로 확인한 자리: 만능 주인공이 친구보다 못한 분야를 공개 인정 뒤 태성의 자존감과 밴드 내 정당성을 지급하고 이름에 얽힌 부자 갈등이 터진다로 넘긴다.
306,306화,D04,turn,태성이 준수를 따라 이름까지 바뀐 사연을 털어놓자 서로 사과하고 준수도 잃은 검사 꿈을 고백한다,6,8,6,3,7,5,3,5,이름이 만든 상처: 천재 비교가 우정과 정체성에 남긴 오래된 상처 뒤 경쟁 아닌 친구로 관계 재정립을 지급하고 가족들이 결혼과 친모 문제를 한자리에 올린다로 넘긴다.
307,307화,D04,payoff_bridge,차보희가 과거 피해자에게 사과하고 태성 부자의 약속과 5월 17일 결혼일이 확정된다,9,6,7,4,8,7,6,3,무릎 꿇은 친모와 날짜: 가족의 과거 폭력과 수치가 공개됨 뒤 친모가 책임을 인정하고 가족 복귀의 문을 얻음을 지급하고 결혼식에서 두 집안을 함께 세울 문제가 남는다로 넘긴다.
308,308화,D04,payoff_bridge,누나들의 지원 아래 영화·배급·멀티플렉스·스트리밍·홈쇼핑을 묶은 대산 문화 사업 승인을 받는다,6,4,8,5,2,2,2,7,여덟 공주와 콘텐츠 제국: 가족 행사와 거대 신규 사업을 동시에 준비 뒤 아버지가 준수의 문화 산업 구상을 공식 인정을 지급하고 비밀 결혼식과 친모 초대가 마지막 시험이 된다로 넘긴다.
309,309화,D05,setup,전국 멀티플렉스 계획과 스칼릿의 피처링을 확정하고 차보희를 결혼식에 초대한다,5,4,5,6,4,6,6,7,결혼식에 들어온 친모: 과거 피해자와 친모가 한 공간에 서는 정서적 위험 뒤 사업과 가족 모두가 결혼식을 지지을 지급하고 준수의 오래된 모계 상처를 닫을 대면이 남는다로 넘긴다.
310,310화,D05,payoff_bridge,비밀 결혼식에서 양가가 화해하고 준수도 차광철·차보희와 과거를 정리한다,8,9,6,7,5,8,2,5,두 번째 막의 혼인: 법과 돈으로 해결 못 한 가족 트라우마를 직접 감당 뒤 스칼릿과 부부가 되고 모계 가족을 조건부로 수용을 지급하고 신혼 직후 미국·아프리카의 세계 사업이 열린다로 넘긴다.
311,311화,D06,setup,마이튜브 첫 영상으로 결혼식을 공개하고 넷플릭스·마블 인수와 애플 스마트폰 전쟁을 준비한다,7,8,9,8,8,4,7,5,결혼 영상에서 콘텐츠 제국으로: 사생활이 전 세계 서비스의 시험 콘텐츠가 됨 뒤 가족 인정이 플랫폼의 사회적 관심으로 환전을 지급하고 대형 인수 자금을 위해 큐브 지분을 팔아야 한다로 넘긴다.
312,312화,D06,setup,애플·아마존 연합에 맞서 큐브 24%를 매각하고 아프리카 투자 자금을 만든다,10,6,10,3,2,6,3,3,큐브 지분을 판 출정: 지배력 일부와 미래 상승분을 포기 뒤 애플 인수와 아프리카 진출을 감당할 현금을 지급하고 남아공 정부와 약값·자원권 협상이 시작된다로 넘긴다.
313,313화,D06,escalation,남아공 장관들에게 에이즈 약 공급을 내걸고 모든 자원 개발권과 합작사를 요구한다,7,4,5,4,3,8,6,7,하루 한 달러의 자원권: 부패 권력과 거래하며 공공성을 훼손할 위험 뒤 의약 능력이 광물·항만 권리로 환전을 지급하고 실제 약값과 기부 방식이 도덕 시험이 된다로 넘긴다.
314,314화,D06,escalation,하루 1달러 약과 자원권을 맞바꾸고 스칼릿의 곡물 기부를 구조적 자립 사업으로 확장한다,10,9,6,5,4,3,2,5,약값과 기부의 두 방식: 시혜가 의존을 만들 수 있다는 가족 내부 비판 뒤 치료 접근성과 농업 자립을 함께 얻을 기반을 지급하고 슈퍼 작물로 여러 국가를 묶는 계획이 나온다로 넘긴다.
315,315화,D06,escalation,슈퍼 쌀·옥수수·감자와 마다가스카르·에티오피아 커피·대규모 토지 개발을 설계한다,7,7,7,6,5,5,5,3,슈퍼 작물의 대륙 지도: 도로·저장·도시까지 농업 밖 비용을 부담 뒤 식량 능력이 토지와 국가 협력으로 환전을 지급하고 아프리카 사업을 맡길 가족 책임자가 필요하다로 넘긴다.
316,316화,D06,turn,장우혁을 자원 사업 책임자로 세우고 태양광 도시·선박·유통 결합을 지시한다,10,5,8,7,6,7,8,7,장우혁에게 맡긴 대륙: 친모 가족의 안전과 기업 책임을 한 사람에게 집중 뒤 가족 구성원이 대륙 사업의 핵심 경영자로 인정을 지급하고 가족 이주와 후계 자산 문제가 이어진다로 넘긴다.
317,317화,D06,payoff_bridge,장우혁·차보희 가족의 아프리카 이주를 합의하고 미국 집에서 태몽의 징후를 맞는다,7,10,9,8,7,2,4,5,가족 이주와 흰 사자 꿈: 혜원·창수의 상속과 안전을 함께 설계해야 함 뒤 모계 가족에게 독립적 역할과 생활 기반 제공을 지급하고 흰 사자 꿈이 임신과 새 식품사업으로 연결된다로 넘긴다.
318,318화,D06,payoff_bridge,흰 사자 꿈을 임신 신호로 받아들이며 김씨 가족의 만두를 대산푸드 사업으로 만든다,10,8,10,3,8,4,7,3,태몽이 만든 식품회사: 가정의 소소한 음식을 세계 사업으로 키울 실행 부담 뒤 가족의 생활 기술이 신규 계열사로 인정을 지급하고 마블 인수와 미국 식품 시장 공략이 동시에 온다로 넘긴다.
319,319화,D07,setup,한국식 만두의 홈쇼핑 전략을 짜고 애플·아마존 연합에 맞설 스마트워치를 구상한다,9,8,7,4,3,8,4,4,만두와 손목 위 컴퓨터: 식품 현지화와 기술 경쟁을 병행 뒤 가정식과 미래 기기가 각각 새 시장을 얻음을 지급하고 거절당한 작가 조앤 롤링을 발견한다로 넘긴다.
320,320화,D07,setup,스마트워치 계획을 구체화하고 조앤 롤링을 뉴욕으로 불러 작품 가치를 선점한다,6,6,8,5,4,3,7,8,스물두 번 거절당한 작가: 검증되지 않은 원고와 작가에게 장기 비용을 약속 뒤 미래 콘텐츠 원천 IP를 확보할 기회을 지급하고 마블 전체 회사를 살 협상으로 넘어간다로 넘긴다.
321,321화,D07,escalation,개별 영화권 대신 마블 회사 전체에 10억 달러를 제안한다,9,4,9,6,5,5,3,6,마블 전체를 사다: 당시 부실한 만화회사에 거액을 지불하는 위험 뒤 히어로 IP 전부와 장기 영상 사업권을 지급하고 롤링 계약과 DC 인수 경쟁이 연쇄된다로 넘긴다.
322,322화,D07,escalation,롤링에게 매출 10%를 주고 상품권을 확보하며 마블을 인수한 뒤 DC 매각을 유도한다,6,9,10,7,6,7,6,4,작가 계약과 두 만화왕국: 창작자 몫과 거액 인수비를 동시에 부담 뒤 해리포터·마블이라는 두 장기 콘텐츠 축을 지급하고 DC 가격과 스칼릿의 임신 신호가 남는다로 넘긴다.
323,323화,D07,escalation,DC를 5억 달러에 인수한 뒤 다시 흰 사자 꿈을 꾸고 임신을 의심한다,9,7,5,8,7,2,2,8,DC 오억 달러와 흰 사자: 콘텐츠 확장 중 가족 건강에 즉시 대응해야 함 뒤 마블·DC 양대 IP와 가족의 새 생명 기대을 지급하고 대산푸드의 실제 상품 시험이 시작된다로 넘긴다.
324,324화,D07,turn,김 여사가 경쟁 만두 서른 종을 평가해 얇은 피·풍부한 속·치즈·매운맛 기준을 만든다,6,5,6,3,8,4,5,6,서른 개 만두의 탈락전: 가족 레시피를 대량생산 표준으로 바꾸는 품질 비용 뒤 세계 판매가 가능한 만두 제품 기준을 지급하고 식품 사장이 외식 확장에 제동을 건다로 넘긴다.
325,325화,D07,turn,식품 사장의 무리한 외식 반대를 수용해 양념치킨 표준화에 집중하고 스칼릿의 6주 임신을 확인한다,9,10,7,4,2,6,8,4,확장 거부와 임신 확정: 경영자의 반대를 받아들이고 12주까지 병원 보호를 감수 뒤 절제된 식품 전략과 임신 확정을 지급하고 가족 축하가 복지·금융 투자로 번진다로 넘긴다.
326,326화,D07,payoff_bridge,가족의 축하 속 아동복지재단을 만들고 마이크로소프트에 10억 달러를 투자한다,6,8,8,5,3,8,4,8,아이 이름으로 만든 재단: 태아를 둘러싼 과잉 보호와 대규모 장기 자금 잠금 뒤 가족 인정이 사회복지와 기술 지분으로 환전을 지급하고 윈도 성공 뒤 자본 재편이 기다린다로 넘긴다.
327,327화,D07,payoff_bridge,마이크로소프트 수익을 거두고 아마존을 리버마운틴에 흡수하며 애플과 대산반도체 체계를 정리한다,9,6,9,6,4,3,7,6,마이크로소프트 열 배의 결실: 초고속 성장 조직의 권한과 보상을 재배치 뒤 사람을 고른 능력이 거대 지분 가치로 증명을 지급하고 애플 지분 일부를 팔아 한국·아프리카 위기에 투입한다로 넘긴다.
328,328화,D08,setup,애플 지분 10%를 100억 달러에 팔고 아프리카의 다이아몬드·우라늄·희토류 대발견을 맞는다,9,8,7,7,7,2,5,3,애플 십조와 광산 폭발: 핵심 성장주를 매각하고 개발 인프라 비용을 떠안음 뒤 한국 위기와 광산 개발을 동시에 감당할 현금을 지급하고 철도·항만·자체 선박이 병목으로 떠오른다로 넘긴다.
329,329화,D08,setup,부채 많은 해운사를 피하고 자체 선박·탄자니아 철도·항만 장기 사용권을 설계한다,6,6,8,8,8,4,8,7,광산에서 항구까지: 내륙 광산을 수출로 잇는 대규모 고정비 뒤 자원이 실제 매출로 바뀔 물류 회랑을 지급하고 모잠비크 정부의 부패한 대가가 제시된다로 넘긴다.
330,330화,D08,setup,모잠비크 대통령의 무기 거래 요구를 받아 가스권을 확보하되 군사·경비 체계 필요성을 확인한다,9,4,9,3,2,6,4,5,총과 가스의 거래: 독재 정부의 비자금과 무기 수요에 연루되는 윤리 비용 뒤 대형 가스전 권리와 항만 협상권을 지급하고 아프리카의 눈물을 이용한다는 자책이 커진다로 넘긴다.
331,331화,D08,escalation,부패 거래의 혐오를 교육 투자로 상쇄하려 삼천 학교와 학생 수당·구르카 고용을 추진한다,6,9,10,4,3,8,7,3,피 묻은 계약과 삼천 학교: 연간 유지비와 현지 정치 개입 위험 뒤 자원 수익이 교육·치안이라는 사회적 인정으로 환전을 지급하고 지속 가능한 100년 계획인지 의문이 제기된다로 넘긴다.
332,332화,D08,escalation,탄자니아 학교·학생 수당의 지속성 비판에 백년 경제권과 가족 유산으로 답한다,9,7,5,5,4,3,3,7,하루 한 달러의 백년 약속: 단기 수익으로 감당하기 어려운 상시 복지비 뒤 학생과 부모의 장기 신뢰을 지급하고 교육 언어와 무장 경비가 문화 지배 논란을 부른다로 넘긴다.
333,333화,D08,escalation,한국어 교육·대산시큐리티를 확대하고 한국 위기용 200억 달러를 마련한 가운데 딸 지은이 태어난다,6,5,6,6,5,5,6,5,한국어 학교와 딸 지은: 기업 영향력이 사병·문화 식민지로 보일 위험 뒤 가족의 탄생과 아프리카 교육망이 동시에 굳음을 지급하고 학교·경비의 규모가 군벌 의심으로 커진다로 넘긴다.
334,334화,D08,turn,이천 학교·이만 경비의 군벌 우려를 관리하며 인도네시아 환율 투자로 100억 달러를 번다,9,10,7,7,6,7,2,3,이만 명의 경비와 환투기: 민주주의 명분과 사적 무력 사이의 긴장 뒤 현지 정부의 환영과 추가 투자 재원을 지급하고 한국 외환시장이 멈춰도 준수는 더 큰 하락을 기다린다로 넘긴다.
335,335화,D08,turn,소말리아 학교·고용과 아프리카 수출 성과를 확인하면서 한국 외환 거래 중단에도 자금 투입을 미룬다,6,8,8,8,7,2,5,7,기다림의 잔혹한 값: 국가 고통이 깊어질수록 투자 수익이 커지는 도덕 비용 뒤 아프리카에서 고용과 보건 성과가 수치로 증명을 지급하고 환율 2700·지수 300이라는 공격적 목표가 제시된다로 넘긴다.
336,336화,D08,turn,환율 2700과 코스피 300 아래를 겨냥한 600억 달러 파생 포지션과 신용등급 하락 압박을 건다,9,6,9,3,8,4,8,5,국가 지수를 내리는 설계: 국민·기업의 파산을 수익 조건으로 삼는 죄책감 뒤 국가 재건 자금과 공기업 인수 기회을 지급하고 대통령이 준수의 도움 없이는 버티기 어렵다고 판단한다로 넘긴다.
337,337화,D08,payoff_bridge,위기를 창조적 파괴로 정당화하던 중 대통령의 귀국 명령과 가스전 소식을 받는다,6,4,10,4,2,6,4,3,창조적 파괴의 소환장: 개인 전략이 국가 통치 책임으로 확대 뒤 청와대가 준수를 위기 해결자로 공식 호출을 지급하고 모잠비크 초대형 가스와 파병 필요가 동시에 터진다로 넘긴다.
338,338화,D08,payoff_bridge,일본 50년치 규모의 로부마 가스를 확인하고 LNG·경비를 위해 민간군사력의 한계를 계산한다,9,9,5,5,3,8,7,7,로부마 가스와 사병의 한계: 반군 지역을 지킬 합법적 병력과 막대한 설비비 뒤 한국에 40년 공급 가능한 에너지 카드을 지급하고 일본의 스와프 거부와 한국 귀국 압박이 겹친다로 넘긴다.
339,339화,D09,setup,일본의 스와프 거부를 확인하고 파생 만기까지 시간을 벌며 소로스에게 정보를 흘린다,5,8,5,6,8,4,7,7,거절한 일본을 기다리다: 국가 위기를 고의로 더 끌어야 하는 정치적 비난 뒤 일본의 손실 공포를 키우는 협상 레버을 지급하고 대사관과 대통령이 즉시 귀국을 요구한다로 넘긴다.
340,340화,D09,setup,과거 대통령에게 진 빚을 상기하고 귀국을 수락하며 한국군의 아프리카 보호 임무와 소로스 회담을 준비한다,8,6,6,7,2,6,3,5,대통령의 빚과 파병 카드: 개인 사업에 국가 병력을 끌어들이는 책임 뒤 희토류·가스를 국가 안보 카드로 격상을 지급하고 소로스가 600억 달러 손실을 안고 서울로 온다로 넘긴다.
341,341화,D09,escalation,소로스에게 다우 급락과 1998년 코스피 1000 회복을 제시해 개입하지 말라고 거래한다,5,4,7,8,3,8,6,3,소로스에게 건 회복 약속: 예측 실패 시 국제 금융 신뢰와 막대한 배상 위험 뒤 적대 포지션을 향후 동맹 자본으로 바꿀 가능성을 지급하고 청와대에서 IMF 초청과 지수 하락을 직접 요구한다로 넘긴다.
342,342화,D09,escalation,분노한 대통령에게 IMF를 부르고 코스피 300 아래까지 기다려야 재건 자금이 생긴다고 설득한다,8,9,8,3,4,3,2,7,대통령 앞의 악역: 현직 대통령의 지지율과 국민 생계를 희생 뒤 국가 최고 권력이 준수의 시간표를 따름을 지급하고 일본이 600억 달러 이상 손실을 깨닫고 태도를 바꾼다로 넘긴다.
343,343화,D09,escalation,일본의 뒤늦은 스와프 제안을 거절하게 하고 희토류·가스의 국가 가치를 대통령에게 공개한다,5,7,9,4,5,5,5,5,뒤늦은 스와프와 자원 공개: 외환 구제 기회를 거절하는 정치 위험 뒤 1000억 달러 환수와 에너지 안보의 명분을 지급하고 자원을 지킬 한국군 파병 요구가 본론이 된다로 넘긴다.
344,344화,D09,turn,일본 300억 달러 스와프를 거절하고 로비한 국방 장관을 통해 르완다·모잠비크 파병 승인을 끌어낸다,8,5,10,5,6,7,8,3,국방 장관까지 산 협상: 뇌물과 사적 이해로 국가 군사결정을 밀어붙임 뒤 한국 정부의 공식 보호막을 지급하고 평화유지라는 법적 외피와 IMF 거래를 마무리해야 한다로 넘긴다.
345,345화,D09,payoff_bridge,의료·공병 뒤 기계화 병력을 보내는 계획과 IMF 총재 뇌물·단기 대출 구조를 확정한다,5,10,5,6,7,2,4,7,평화유지군과 IMF 뇌물: 국제기구와 군을 개인 판에 끌어들이는 부패 비용 뒤 파병 명분과 IMF 협상 시간 모두 확보을 지급하고 미국 대통령이 일본 피해와 아프리카 이익을 따져 묻는다로 넘긴다.
346,346화,D09,payoff_bridge,클린턴에게 일본보다 한국·리버마운틴의 1000억 달러와 탄자니아 희토류가 미국 이익임을 증명한다,8,8,6,7,8,4,7,5,백악관의 손익표: 미국의 통제와 가족 안전을 걸고 국가급 거래에 진입 뒤 미국이 준수를 심문 대상이 아닌 협상자로 인정을 지급하고 희토류 공급망을 지킬 상징 병력 요구로 넘어간다로 넘긴다.
347,347화,D10,setup,탄자니아 반군·한국 IMF·미국 산업을 한 논리로 묶어 한국군 파병이 미국 기업도 지킨다고 압박한다,7,10,9,8,3,3,4,7,희토류가 부른 세 전선: 군사·금융·자원 판 중 하나만 어긋나도 전체가 붕괴 뒤 백악관이 탄자니아 희토류를 미국 안보 문제로 수용을 지급하고 모잠비크 가스와 미군 상징 파병이 협상안에 오른다로 넘긴다.
348,348화,D10,escalation,모잠비크 가스로 러시아를 압박하고 미군 장교 한 명만으로도 현지 억지력을 만들겠다고 설득한다,10,8,10,3,4,5,7,5,미군 한 명의 깃발: 미군 사상 시 자동 개입될 수 있는 국제 분쟁 위험 뒤 클린턴의 상징 파병 승인과 사우디 가스관 구상을 지급하고 르완다 정규군과 산업 투자로 다층 보험을 세워야 한다로 넘긴다.
349,349화,D10,turn,르완다에 10억 달러·학교·슈퍼 종자를 주고 3000명 파병과 콜탄 협상을 연다,7,6,5,4,5,7,3,3,르완다의 피와 산업: 타국 청년의 피를 돈과 산업으로 사는 도덕 부담 뒤 르완다가 수혜국이 아닌 안보·자원 파트너로 인정을 지급하고 총리 동의와 한국군 베이스캠프가 남는다로 넘긴다.
350,350화,D10,payoff_bridge,르완다 주둔지를 의료·봉제·전자 산업단지와 묶어 대통령·한국 정부의 공식 요청을 만든다,10,4,6,5,6,2,6,7,베이스캠프를 공장으로: 외국군 주둔에 대한 역사적 반감과 이원 집정부 승인 뒤 르완다 거점과 대산 가족의 안전망을 지급하고 IMF 조건과 2부의 중국 방해가 동시에 시작된다로 넘긴다.
351,351화 (2부1화),D11,setup,대산은 르완다 산업화를 즉시 실행하지만 중국이 탄자니아 희토류를 막고 대통령이 약속을 뒤집는다,5,7,5,6,4,2,6,4,이부의 첫 균열: 이미 깐 철도·항만·학교 50억 달러가 인질이 됨 뒤 가족기업의 즉응력과 르완다 대안이 확인을 지급하고 중국의 두 배 제안과 학교 폐쇄 요구가 드러난다로 넘긴다.
352,352화 (2부2화),D11,escalation,중국의 희토류 덤핑·독점 위험을 설명하지만 탄자니아 대통령이 2000개 학교 폐쇄와 통제를 요구한다,8,5,6,7,5,4,2,8,학교를 닫으라는 독재자: 아이들의 학습권과 광산 투자 중 하나를 버려야 함 뒤 선악의 저울이 독재자의 본질을 확증을 지급하고 1억 달러 뇌물과 공개 저항 중 선택해야 한다로 넘긴다.
353,353화 (2부3화),D11,escalation,시간을 사기 위해 1억 달러를 보내고 애플 르완다 공장 발표로 총리의 파병 동의를 끌어낸다,5,10,7,8,6,6,5,6,애플 발표로 얻은 병력: 부패에 돈을 주고도 정면 충돌을 준비해야 함 뒤 르완다 3000명과 국민 여론을 확보을 지급하고 중국의 국유화 음모에 맞설 실제 배치가 필요하다로 넘긴다.
354,354화 (2부4화),D11,turn,중국·독재자의 국유화 계략을 확인하고 르완다 파병 확정 전화를 받아 방어 판을 바꾼다,8,8,8,3,7,8,8,4,국유화 음모와 전화 한 통: 반군 이용 유혹을 버리고 합법적 명분을 유지해야 함 뒤 르완다 병력이 학교와 광산을 지킬 현실 카드가 됨을 지급하고 르완다 총리가 제약 산업이라는 추가 대가를 요구한다로 넘긴다.
355,355화 (2부5화),D11,payoff_bridge,르완다 제약 허브를 약속하고 3000명을 민간 복장·비무장 파견으로 먼저 들여온다,5,6,9,4,8,3,4,8,복제약과 비무장 병력: 외교 승인 전 병력을 우회 투입하는 법적 위험 뒤 르완다의 피를 제약·고용으로 갚는 상호 인정을 지급하고 학교 폐쇄 협박을 공개해 학생을 움직일 결심을 한다로 넘긴다.
356,356화 (2부6화),D12,setup,한국 공식 파병·아파치 비용을 밀고 탄자니아 본사에 최대 백만 난민 물자를 준비한다,7,4,9,5,7,5,5,7,백만 난민까지 계산하다: 시위 유혈과 50억 달러 철수 손실을 모두 감수 뒤 군사 명분과 인도주의 피난처를 동시에 구축을 지급하고 독재자가 1억 달러로 반군을 사 유혈 계엄을 꾸민다로 넘긴다.
357,357화 (2부 7화),D12,setup,모잠비크에 1000명 주둔과 의대를 약속하는 대신 반군 소탕 요구를 떠안고 직접 전작권을 확인한다,10,9,10,6,8,7,8,5,남의 피를 요구한 모잠비크: 르완다 병사의 희생을 사적 가스전에 쓰는 죄책감 뒤 가스전 안전과 모잠비크 정부 승인을 지급하고 반군을 탄자니아로 밀어 주둔 명분을 만들 작전이 선다로 넘긴다.
358,358화 (2부 8화),D12,escalation,반군을 탄자니아로 몰고 헬기로 학교 폐쇄 문서를 살포해 학생 시위를 촉발한다,7,7,5,7,2,2,4,3,삐라가 만든 학습 항쟁: 기업이 타국 내정과 유혈 사태를 직접 흔드는 위험 뒤 학생·부모가 준수의 학교를 자기 권리로 인정을 지급하고 독재자가 봉쇄·체포를 명령하고 시위가 무장화된다로 넘긴다.
