sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
201,"201화","C02","중간 전환","스칼릿 어머니가 출마를 받아들이고 최백호가 형들을 공개 도발한다",7,7,8,4,2,5,5,4,"양쪽 가족의 결심이 굳어지며 다음 인사 폭탄을 당김"
202,"202화","C02","적 내부 균열","최백호가 제약으로 밀려 준수 동맹에 완전히 기울고 강산용역은 갱생을 다짐한다",7,7,9,5,2,5,5,4,"후계 차별의 감정과 조직 재생을 묶어 충성 변화를 선명화"
203,"203화","C02","개인 미스터리 심화","김동진의 식물인간 몸을 보고 전생 육체 가능성을 의심한다",7,4,9,5,2,4,6,2,"통신 준비 흐름에 해결 불가능한 정체성 비용을 강하게 삽입"
204,"204화","C02","전쟁판 점화","입찰일이 공고되고 백호·박종철·대한일보를 정보망으로 배치한다",7,6,7,5,3,3,3,5,"열 개 그룹과 권력 비리를 한꺼번에 올리며 판을 넓힘"
205,"205화","C02","다음 산업 브리지","대한일보 홈페이지·국민청원·케이블 채널 계획을 확정한다",5,7,8,5,2,4,2,5,"통신을 미디어·유통 플랫폼으로 갱신한 뒤 소로스를 붙임"
206,"206화","C03","인수 발단","세계통신과 100년 러시아 가스권을 1천억 패키지로 사려 한다",7,7,8,5,2,3,2,5,"부실을 기회로 뒤집는 인수안과 권력자 사진 훅이 강함"
207,"207화","C03","절제와 압박","현직 대통령 아들 사진을 보류하고 한태수의 옆방 도청을 역이용한다",6,5,8,5,2,4,3,4,"강한 카드를 쓰지 않는 판단과 가족경영 불신을 함께 적층"
208,"208화","C03","가족 보상","이철근에게 합의이혼 서명을 받아 첫째 누나를 법적으로 해방한다",7,9,7,4,3,5,6,3,"기업 협상 사이에 오래 미룬 가족 구출을 확실히 지급"
209,"209화","C03","가격 담판","옆방 한태수와 직접 만나 세계통신 450억 평가를 제시한다",7,6,8,4,3,5,3,5,"재벌 총수와 맞서는 대화전으로 협상 주도권을 올림"
210,"210화","C03","합의 전환","세계통신과 가스권을 합쳐 1천억에 넘기라는 조건을 받아들인다",6,8,7,4,2,5,4,5,"빅딜 합의와 김 실장·누나 감정을 나란히 진전시킴"
211,"211화","C03","공개 각본","비밀 합의를 한태수의 제안처럼 연출해 박종철에게 공을 넘긴다",5,7,7,4,2,5,3,5,"승리를 가족 권한으로 재분배해 주인공 독식 반복을 피함"
212,"212화","C03","인수 지급","3월 5일 세계통신과 가스권 1천억 계약에 서명한다",6,10,9,3,3,5,3,6,"통신·에너지 실물 보상을 닫고 진성 반격으로 직결"
213,"213화","C04","반격 진입","진성 회장이 지검장에게 허상도와 두 사위의 조작 수사를 청탁한다",8,2,9,5,2,3,4,5,"인수 보상 직후 형사사법 공작을 붙여 위기를 급상승"
214,"214화","C04","개인 비용","김동진의 몸과 나이가 맞지 않자 김동철 감사·고발을 명령한다",6,4,8,5,2,4,6,3,"전생 미스터리와 친부 단절을 통해 내적 비용을 깊게 만듦"
215,"215화","C04","부분 보상","오바마 초대를 얻고 김동철을 대산알로에 대표에서 끌어내린다",6,8,8,4,3,4,4,5,"정치 인맥과 계열사 정화를 한꺼번에 지급하고 다음 위협을 남김"
216,"216화","C04","위협 증폭","김동진이 장기매매 담보였다는 사실과 3월 12일 폭로 일정을 확인한다",8,3,9,5,3,4,6,3,"가족 윤리의 최저점과 기업전 클라이맥스 시계를 병치"
217,"217화","C04","사법 응징","사채업자를 제압하고 김동철의 범죄 자백까지 녹음한다",8,8,8,4,5,4,5,4,"액션과 검찰 수사를 병렬로 붙여 사적·공적 응징을 지급"
218,"218화","C04","본공격 개시","안도길이 허상도·두 사위 구속 공작을 알리고 준수는 정면수사를 택한다",8,4,9,5,2,5,5,5,"결백을 믿는 선택이지만 가족 신병을 대가로 걸어 긴장 유지"
219,"219화","C04","결단","안도길을 사적 도구로 쓰지 않고 3천억대 입찰 계획을 계속한다",7,6,8,5,2,5,4,5,"도덕 원칙과 사업 계산이 동시에 작동하는 숨 고르기"
220,"220화","C04","위기 최고조","검찰이 허상도와 두 사위를 체포하고 사무실을 압수수색한다",9,3,9,4,5,5,6,4,"콩밥 농담의 가족 결속 뒤 실제 체포로 끝내는 강한 낙차"
221,"221화","C04","반격 착수","전직 고검장이 영장을 견제하고 준수가 국세청 자진조사를 요청한다",8,6,8,5,4,4,4,5,"법조 액션과 세무 역공이 빠르게 이어지는 전환 회차"
222,"222화","C04","공신력 전환","국세청이 대산의 납세기록을 확인하고 전면 세무조사를 받아들인다",6,9,7,6,2,3,3,6,"적의 의혹을 국가기관 청렴 인증으로 뒤집는 명확한 보상"
223,"223화","C04","배후 추적","진성에게 버림받은 지검장을 안도길이 준수 쪽 방으로 데려간다",7,6,9,5,3,5,4,4,"밀회 추적과 감정적 배신을 포섭 훅으로 집중"
224,"224화","C04","적 인맥 탈취","지검장에게 15일까지 가짜 수사를 유지하고 준수 편에 서라 제안한다",8,7,8,5,2,6,5,4,"부패 인물을 보호해야 하는 잔여 비용까지 담은 회색 승리"
225,"225화","C04","클라이맥스","강철중이 전 대통령 비자금을 폭로해 진성의 입찰 자금을 동결한다",10,10,10,5,4,5,7,6,"의원직을 건 공개 폭로가 기업전의 판을 한 번에 뒤집음"
226,"226화","C05","새 적 진입","궁지의 진성이 진성통신 51%를 소로스에게 넘기기로 한다",8,3,9,5,2,3,4,6,"한 적을 막자 더 큰 국제자본이 등장하는 비용형 진입"
227,"227화","C05","결전 준비","로버트의 경고를 받고 소로스 과대입찰을 이길 마지막 숫자를 준비한다",8,5,8,5,2,4,4,6,"국제정치 초대와 자본전 압박을 한 회차에 응축"
228,"228화","C05","입찰 대치","준수가 진성·더글러스 옆에서 금액 칸을 비운 채 마감 10분을 기다린다",9,3,10,4,3,3,5,6,"거의 움직이지 않고 관찰만으로 현장 긴장을 최대화"
229,"229화","C05","결정","준수가 가족 자본의 책임을 지고 충격적인 입찰가를 적는다",10,5,10,3,4,6,7,6,"숫자를 감춘 채 총수 책임과 가족 신뢰를 전면화"
230,"230화","C05","숫자 공개","강산 5천5백억이 진성 4천억을 이기고 국민주 회수 논리가 설명된다",8,10,8,5,2,5,4,7,"비싸 보인 베팅을 1조 수익 가능성으로 재해석하는 설명 보상"
231,"231화","C05","승리·브리지","강산이 우선협상자가 되고 진성·소로스가 패배한 뒤 다저스 제안이 온다",7,10,9,5,2,3,3,7,"통신 승리를 확정하자마자 미국 스포츠 자산으로 스케일 전환"
232,"232화","C06","새 판 진입","다저스·주차장·케이블을 묶어 트럼프 컨소시엄을 구상한다",5,6,7,5,2,4,2,6,"국내 승리 후 해외 콘텐츠·부동산의 가치 설명으로 템포 조절"
233,"233화","C06","동맹 빌드","최백호가 둘째 형을 고비용 채널로 몰고 준수는 트럼프를 대산으로 돌린다",7,7,8,5,2,5,4,5,"적 내부 조작과 해외 파트너 설득을 평행 배치"
234,"234화","C06","매각 저항","오말리가 다저스 매각을 거부하자 가족분쟁과 닷컴 위기를 찌른다",7,4,8,4,2,5,4,5,"전통과 자존심을 상대로 한 협상 저항을 길게 유지"
235,"235화","C06","협상 전환","오말리가 1억5천만 달러 매각과 리버마운틴 수익률을 진지하게 묻는다",6,7,8,5,2,5,3,6,"구단 가격보다 재투자 수익으로 욕망 축을 바꾸는 전환"
236,"236화","C06","다저스 지급","오말리가 매각하고 1억 달러를 리버마운틴에 재투자한다",6,10,8,5,2,5,4,8,"스포츠 명예·절세·되돌아오는 자금을 한꺼번에 지급"
237,"237화","C06","관계 완급","스칼릿이 준수의 오만을 경계하고 다음 목적지를 이베이로 정한다",4,5,7,3,2,6,5,3,"승리 후 성찰과 로맨틱 팀워크로 호흡을 낮춘 브리지"
238,"238화","C06","파트너 확정","트럼프가 4천만 달러로 30%를 사고 진성 거래를 모두 취소한다",6,8,7,4,2,5,3,6,"해외 거물·분석관·한국 가족관계를 잇는 연결 보상"
239,"239화","C06","플랫폼 대치","준수가 피에르에게 페이팔을 베낀 이베이의 약점을 지적한다",6,5,9,5,2,5,3,5,"창업자와 투자자의 갑을을 뒤집는 날카로운 대화전"
240,"240화","C06","합병 지급","피에르가 5% 옵션과 사명 유지 조건으로 페이팔·이베이 합병에 서명한다",7,10,8,5,2,6,4,8,"경매·결제 플랫폼을 닫고 나스닥 상장 기대를 남김"
241,"241화","C07","정치권 진입","이베이 상장 준비를 넘겨받은 준수가 시카고에서 오바마를 만난다",5,7,8,5,1,4,3,6,"플랫폼 보상을 정리한 뒤 미래 대통령 후보에게 목표를 전환"
242,"242화","C07","기부 시험","준수가 하버드에 1억 달러를 기부하며 오바마의 공적 선택을 시험한다",6,6,8,5,1,5,3,5,"거액 기부를 정치적 신뢰와 인재망으로 바꾸는 대화 중심 상승"
243,"243화","C07","관계 승인","오바마가 준수의 제안을 받아들이고 장기적 협력 가능성을 연다",6,8,8,5,1,6,5,5,"돈보다 명분을 앞세운 선택이 미래 권력자와의 관계 보상으로 환전"
244,"244화","C07","양면 후원","준수가 부시에게도 접근해 FDA 지원과 미국 임상시험의 길을 연다",7,9,8,5,1,6,4,6,"정파 양쪽을 묶어 정치 후원을 제약 실무 보상으로 마감"
245,"245화","C08","과학 자산 탐색","준수가 복제 연구와 매머드 유전자 사업의 가치를 재평가한다",5,6,8,5,2,2,3,5,"정치 인맥에서 생명공학 선점으로 과제의 종류가 바뀌는 진입부"
246,"246화","C08","연구 조건 설정","준수가 연구진에게 수익의 25%를 재투자하는 장기 계약을 제시한다",6,6,8,5,3,3,4,5,"통제보다 연구 지속성을 택해 과학자의 신뢰를 사는 협상"
247,"247화","C08","매머드 권리 확보","알래스카에서 매머드 표본과 복원 권리를 선점한다",7,7,8,5,2,5,4,6,"미래 지식을 실제 권리와 국제 연구망으로 전환"
248,"248화","C08","생존 위기","도주범 조지프의 총격 위협 속에서 준수 일행이 목숨을 건다",10,9,9,3,7,4,6,5,"사업물의 완급을 깨는 물리적 위기와 즉시 대응의 고점"
249,"249화","C08","둘리 탄생","조기 제왕절개 끝에 세계 최초 복제양 둘리가 살아남는다",8,10,8,5,3,3,5,8,"생명 위험을 넘긴 연구 성과가 세계 최초라는 물질·명예 보상으로 폭발"
250,"250화","C08","공개 전략","준수가 복제양 공개와 기부 캠페인으로 윤리 논란을 선점한다",7,6,9,6,1,4,4,8,"과학 성과를 사회적 명분으로 포장하며 거대 제약사의 반응을 호출"
251,"251화","C08","세계 인정","둘리 발표가 세계적 관심과 기부를 끌고 대산의 위상을 높인다",8,9,9,5,2,3,5,8,"연구 성공이 대중 인정·자금·기업 가치로 동시에 환전"
252,"252화","C08","제약 전면전 예고","대산제약과 연구소 통합이 추진되고 화이자와의 충돌이 가시화된다",6,9,8,5,1,4,4,7,"복제양 보상을 조직 확대에 묶고 다음 인수전으로 넘기는 마감"
253,"253화","C09","유통 진입","준수가 백화점 사업과 국내 금융 구조를 함께 점검한다",6,6,8,5,2,4,3,6,"바이오의 세계 무대에서 국내 유통·금융 규율로 축을 전환"
254,"254화","C09","이사회 충돌","강산종금 이사회에서 방만한 대출과 책임 회피가 드러난다",6,5,9,5,2,5,4,5,"숫자와 인사 관계를 통해 내부 적폐를 단계적으로 노출"
255,"255화","C09","권한 회수","준수가 김정환의 전횡을 추궁하고 감사·통제권을 되찾는다",8,3,8,4,2,6,5,5,"가신과의 불편한 대치가 낮은 즉시 보상 대신 후속 금융 제재를 준비"
256,"256화","C09","과잉 대출 폭로","삼풍에 4천억 원이 흘러간 구조를 밝혀 회수 명분을 만든다",9,7,8,6,2,4,4,7,"회계 정보가 실질적 공격 권한으로 바뀌는 조사 보상"
257,"257화","C09","자금줄 차단","준수가 금융권을 움직여 삼풍의 대출 회수와 신규 자금 봉쇄를 압박한다",8,6,8,5,2,5,3,7,"네트워크 능력이 경쟁 기업의 생존 시간을 줄이는 직접 효과를 냄"
258,"258화","C09","고립 완성","조흥은행까지 돌아서며 삼풍 회장이 매각 압박에 몰린다",7,6,9,4,2,5,4,7,"금융 포위망을 닫고 김 할매·곽도원의 역공을 부르는 갈고리"
259,"259화","C10","암흑가 반격","김 할매와 곽도원이 준수 제거와 가족 압박을 논의한다",7,2,8,4,3,5,4,3,"금융전의 상대가 폭력 조직으로 교체되며 보상보다 위협이 앞서는 도입"
260,"260화","C10","감시망 대치","장우혁이 적의 움직임을 추적하고 준수는 공권력·언론 대응을 준비한다",7,4,8,5,3,5,4,4,"조직폭력에 맞서 정보망을 펴며 압박을 누적"
261,"261화","C10","삼풍 인수 설득","준수가 붕괴할 백화점의 미래를 숨긴 채 인수의 공익성과 수익을 설득한다",7,7,9,5,2,6,5,7,"비극의 미래 지식이 가족 자산과 시민 안전을 동시에 살리는 선택으로 변환"
262,"262화","C10","인수 조건 확정","준수가 1천5백억 원을 더 부담해 삼풍을 누나 명의의 자산으로 확보한다",7,7,8,4,2,6,5,8,"과지급 비용을 감수하고 가족 보상·재난 예방을 한 거래에 묶음"
263,"263화","C10","가족 테러","어머니 집에 잘린 고양이 머리가 배달되며 위협이 가족에게 닿는다",10,2,10,3,5,5,9,2,"사업 갈등을 사적 공포로 끌어올린 감정·위험 최고점"
264,"264화","C10","역추적","준수가 장우혁의 상처를 품고 김 할매와 곽도원을 잡을 증거망을 좁힌다",9,6,9,5,4,6,7,4,"부하의 비용을 인정한 뒤 법적 응징으로 방향을 정렬"
265,"265화","C10","재난 차단 지급","삼풍 인수가 마무리되어 붕괴 가능성과 가족의 자산 불안을 함께 제거한다",7,10,8,4,2,6,6,9,"과지급 비용이 생명·가족·재산의 복합 보상으로 돌아옴"
266,"266화","C10","공권력 포위","안도길과 검찰이 조직폭력 증거를 확보해 두 우두머리를 압박한다",7,6,8,5,3,5,4,5,"사적 복수를 피하고 제도적 제재로 긴장을 정리"
267,"267화","C10","범죄자 체포","김 할매와 곽도원이 체포되며 가족을 겨눈 위협이 닫힌다",9,10,7,4,4,5,6,5,"장기 악연을 공권력 응징으로 지급하고 기업 통합 단계로 이행"
268,"268화","C11","상장 전환","체포 후 시간이 뛰어 대산제약 FDA 승인과 상장 준비가 본격화된다",8,10,9,6,2,4,5,9,"범죄전 결산 직후 세계 자본시장 성과로 급격히 스케일 업"
269,"269화","C11","화이자 협상","준수가 화이자 경영진에게 합병과 10년 경영 보장 조건을 건다",6,7,8,5,1,6,3,8,"적대 기업을 퇴출시키지 않고 능력과 조직으로 흡수하는 협상"
270,"270화","C11","합병 지급","화이자가 대산제약에 편입되고 기존 경영진이 조건부로 남는다",6,10,8,5,1,6,4,9,"승자독식 대신 경영 연속성을 택해 세계 제약망을 확보"
271,"271화","C11","그룹 재편","건설·백화점·제약 자산을 묶고 삼풍 부지의 초고층 계획을 세운다",5,8,8,5,2,5,3,8,"분산된 승리를 통합 그룹의 물질적 청사진으로 정리"
272,"272화","C11","후계자 공인","주주총회에서 준수가 공식 후계자이자 재계 1위의 주역으로 인정받는다",8,10,10,5,2,7,7,10,"기업·가족·사회 인정을 한 장면에 집중한 대형 아크 보상"
273,"273화","C12","위기 대비","준수가 IMF를 앞두고 현금 결제와 부채 관리 원칙을 지시한다",5,7,7,6,1,4,3,7,"화려한 승리 뒤 생존 규율로 호흡을 낮추는 새 과제"
274,"274화","C12","반도체 베팅","준수가 10조 원 규모 투자로 반도체 치킨게임에 들어간다",6,8,9,6,2,5,3,9,"미래 불황 지식을 공격적 설비 투자로 뒤집는 자본 배치"
275,"275화","C12","재원 비용","에이즈 치료제 매출 30%와 자원 사업을 반도체·국가 전략에 투입한다",8,6,9,6,2,5,4,9,"확정 수익을 포기하는 명시적 비용으로 만능 해결의 무게를 보강"
276,"276화","C12","경쟁자 인정","삼정이 준수의 투자 규모와 위기 대응을 인정하고 맞대응을 준비한다",6,8,8,5,1,5,3,7,"내부 결정이 업계 전체의 긴장과 사회적 인정으로 확장"
277,"277화","C13","인재 영입 난관","준수가 스티브 영을 데려오기 위해 지분과 건강 책임을 검토한다",7,5,9,5,1,6,4,5,"돈만으로 살 수 없는 천재를 앞에 두고 통제권 비용을 제시"
278,"278화","C13","지분 제안","준수가 보유 지분 51% 중 20%를 내놓는 파격 조건으로 스티브를 설득한다",6,6,8,5,1,7,4,7,"소유를 나누는 비용이 동등한 파트너십의 신뢰로 변환"
279,"279화","C13","스티브 합류","스티브가 제안을 수락하고 아이폰·빅마운틴 프로젝트가 출범한다",8,10,9,5,2,8,7,9,"인재·브랜드·제품 방향을 동시에 얻는 관계 중심 최고 보상"
280,"280화","C13","플랫폼 설계","준수와 스티브가 앱 유통까지 포함한 스마트폰 생태계를 구상한다",6,8,8,6,2,7,4,8,"기기 성공을 반복하지 않고 소프트웨어 시장이라는 새 보상층을 추가"
281,"281화","C14","국가망 제안","준수가 대통령에게 전국 인터넷망을 2년 앞당기자고 제안한다",5,5,9,6,1,6,3,6,"제품 개발의 전제인 국가 인프라를 정치 설득 과제로 확장"
282,"282화","C14","정책 승인","특혜 논란을 감수하는 조건으로 대통령이 조기 인터넷망 구축을 승인한다",7,9,7,5,1,7,5,8,"정치 비용을 국가 성장·PC 수요라는 공적 보상으로 치환"
283,"283화","C14","설계 반전","스티브가 기존 버튼식 시안을 거부하고 터치스크린 중심 재설계를 요구한다",6,7,8,5,2,8,4,6,"주인공이 전문가의 반론을 받아들여 만능 반복을 피하는 관계 변주"
284,"284화","C14","생태계 확정","터치스크린·스마트 스토어 방향을 확정하고 준수가 중국행에 오른다",6,9,9,5,2,7,4,8,"제품 해법을 지급한 뒤 통신사 갈등과 마윈 투자로 갈고리를 이중화"
285,"285화","C15","마윈 접촉","준수가 항저우의 차이나 엘로우 페이지에서 마윈을 만나 선악의 저울을 연다",5,4,10,6,1,6,4,4,"투자 결과를 지급하지 않은 채 인물 검증과 계약 조건을 다음 화로 넘기는 미완 진입"
