sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
116,"116화","B04","reflection_bridge","한남철의 무정함과 장우혁의 사랑이 드러나고 준수는 검사 꿈을 재확인한다",5,5,8,3,1,5,4,2,"사업 보상 연속 뒤 도덕성과 가족 감정을 낮은 속도로 되짚는다"
117,"117화","B05","premise","소련 차관을 무기로 돌려받는 불곰 사업과 2억 달러 로비사를 구상한다",6,7,9,5,1,1,2,5,"국가 규모 새 판을 설명만으로도 큰 스케일 훅으로 세운다"
118,"118화","B05","return","귀국한 준수가 두 가족의 거리와 김영준의 면담 요청을 확인한다",5,7,7,3,1,5,4,3,"거대 국가 구상 뒤 조용한 가족 재회로 감정 호흡을 준다"
119,"119화","B05","investigation","장두칠의 선행과 강정우 정체·대한석유 증언 경로를 파악한다",6,5,8,5,1,4,3,2,"인물의 도덕 수치와 법률 미스터리를 함께 전진시킨다"
120,"120화","B05","family_payoff","허상도와 준수가 서로의 자랑스러움을 확인하고 미래 회장직을 맡긴다",5,9,7,3,1,5,5,4,"부자 화해를 직책 부여까지 연결해 감정·지위 보상을 겹친다"
121,"121화","B05","complication","혜원을 동생으로 받아들인 뒤 희망생명에서 조진철과 보험사기 사실을 만난다",5,6,8,4,1,5,3,2,"가족 보상 직후 새 법률 난제를 투입해 정체를 막는다"
122,"122화","B06","resistance","보험사의 4,000만 원 합의를 거부하고 판례를 만들기로 한다",6,4,8,4,1,3,3,3,"쉬운 금전 해결을 거부해 제도 싸움의 긴장을 유지한다"
123,"123화","B06","setup","조진철을 등기 전문가로 살리고 강경자 판사에게 7세 최후진술을 제안한다",5,7,7,4,1,5,3,3,"약한 인물 둘을 적재적소에 배치하는 조직화 보상이 중심이다"
124,"124화","B06","reveal","정우의 어머니·누나가 백혈병으로 죽고 부친의 사기금이 치료비였음이 밝혀진다",7,4,8,5,1,4,5,1,"사건의 도덕 의미를 뒤집는 감정 정보로 중반을 전환한다"
125,"125화","B06","solution","정우를 우리로 받아들이고 할머니 일자리·최후진술·쿠쿠 마케팅을 정한다",5,9,7,4,1,5,5,4,"법률 해결 자원을 가족·일자리 보상으로 촘촘히 묶는다"
126,"126화","B07","expansion","역설계·한미 특허·MP3 플레이어를 지시하자 진성제약 공격이 드러난다",6,7,8,5,1,2,2,5,"신제품 아이디어 연속 뒤 경쟁사 공격으로 긴장을 다시 올린다"
127,"127화","B07","threat_pitch","진성의 승계 목적을 읽고 김영준에게 불곰 현물 상환안을 제시한다",7,6,8,5,1,3,3,5,"기업 방어를 대통령급 국가 제안으로 스케일업한다"
128,"128화","B07","public_setup","손광희에게 정우·소련 무기·대한석유 기사를 맡겨 여론판을 만든다",6,6,8,5,1,4,2,4,"구체 무기 목록과 언론 거래가 실행감을 높인다"
129,"129화","B07","negotiation","보험사 합의를 거부하는 동안 박 대표가 옐친 측근과 20% 수수료를 협상한다",7,5,7,4,1,3,3,5,"국내 원칙과 해외 타협을 교차해 윤리 리듬을 변주한다"
130,"130화","B07","capital_payoff","리버마운틴이 1억 달러로 대산제약 40%를 사고 한미 임상을 재가동한다",5,8,8,4,1,2,2,5,"돈 투입 한 번으로 허가·인력 공격을 무력화하는 물적 보상이다"
131,"131화","B08","strategy","준수가 장우혁에게 조성래 유흥·비리 자료를 불법 수집하게 한다",7,3,8,3,2,3,4,2,"검사 꿈과 공작 행동의 모순이 내적 긴장을 만든다"
132,"132화","B08","legal_payoff","정우에게 60년·소득 연동 상환 판결이 내려지고 대한일보가 정부를 압박한다",5,9,7,5,1,4,5,4,"법정 감정 보상 뒤 정치 기사로 다음 규모를 연다"
133,"133화","B08","scale_up","불곰 정부 과제·광화문 본사·글로벌 임상으로 대산 규모가 급상승한다",4,9,7,5,1,2,2,5,"상태·물질 보상을 한 화에 몰아 성장 체감을 극대화한다"
134,"134화","B08","transition","허상도가 출소해 대산 회장이 되고 통신 민영화 복수가 준비된다",5,9,8,3,1,5,5,5,"부친 귀환이라는 큰 감정 보상으로 새 선거 Arc를 연다"
135,"135화","B09","escalation","조성래 흑색선전에 맞서 커피숍 본부와 한칠성 비공식 조직을 만든다",7,4,8,3,2,4,3,3,"공식 선거와 지하 공작을 병렬로 세워 불안감을 키운다"
136,"136화","B09","counter","강철중이 아내·마산 민주 전통으로 공산주의 프레임을 되받는다",6,7,7,3,2,5,4,3,"후보 자신의 말로 공격을 반전시켜 정당한 쾌감을 준다"
137,"137화","B09","expansion","4억 달러 불곰·고철 항모를 협상하고 첫째 매형을 사학재단에 배치한다",5,7,7,5,1,3,2,5,"선거 중간에 국가 거래·가족 인사로 스케일과 리듬을 환기한다"
138,"138화","B09","moral_pressure","허상도의 인정이 준수의 선거 공작 욕망을 흔들고 첫째 매형 불륜이 포착된다",6,4,8,3,1,5,5,2,"외부 적보다 부친 시선이 더 큰 압력으로 작동한다"
139,"139화","B09","deliberation","강철중의 명예로운 패배 의지를 확인하고 생모·장우혁 관계도 정리한다",5,5,8,3,1,5,4,2,"결정 전 감정·관계 호흡을 길게 두어 선택 무게를 만든다"
140,"140화","B09","choice","준수가 조성래 비리 자료를 강철중에게 넘겨 최종 선택을 맡긴다",8,4,9,3,1,5,5,2,"폭로 직전 멈춤으로 액션 없이도 높은 윤리 긴장을 만든다"
141,"141화","B09","refusal_hidden_move","강철중은 자료를 폐기하지만 허상도는 손광희에게 몰래 기사화를 맡긴다",7,5,9,4,1,5,5,3,"양심적 거절과 가족의 우회 행동을 엇갈려 반전 훅을 세운다"
142,"142화","B09","reversal","조성래 비리 기사가 터져 판세가 뒤집히고 준수는 전두완을 찾아간다",8,8,9,4,2,4,4,4,"숨은 개입의 즉시 보상 뒤 더 큰 정치 대치로 속도를 유지한다"
143,"143화","B09","confrontation","전두완에게 포도원 비밀을 던지는 동안 생모가 한남철을 스스로 끊는다",7,7,8,4,1,5,5,2,"정치 협박과 가족 결별을 교차해 감정 표면을 다양화한다"
144,"144화","B09","evidence_deal","선악 저울과 1,000억 분노로 전두완의 노대우 증언을 확보한다",8,8,8,5,1,3,3,5,"능력 사용이 거짓 판별·협상·증거라는 구체 보상으로 이어진다"
145,"145화","B09","consequence","허상도가 강철중에게 기사 책임을 고백하고 관계를 끊은 채 선거일을 맞는다",7,5,9,3,1,5,5,2,"승리 직전 가족 관계의 잔여 비용을 전면에 둔다"
146,"146화","B09","political_payoff","강철중이 299표 차로 당선돼 여당 과반을 한 석 막는다",8,10,7,3,2,5,5,5,"숫자가 작은 만큼 파급이 큰 선거 보상을 명료하게 지급한다"
147,"147화","B09","business_payoff","4억 달러 불곰 계약과 4,000만 달러 대산 중개료·기술 협력이 확정된다",5,9,8,5,1,2,2,5,"정치 Arc의 여운을 현금·무기·기술 보상으로 두껍게 닫는다"
148,"148화","B10","setup","강산홀딩스·통신 법인과 소로스 파운드 공격 준비가 동시에 시작된다",5,6,8,5,1,3,2,5,"두 개의 거액 성장판을 설명 위주로 빠르게 세팅한다"
149,"149화","B10","launch","우철수가 강산텔레콤 사장이 되고 80·5·5·10 지분과 경고가 확정된다",5,7,7,4,1,4,3,5,"가족 인재에게 지분을 주되 선악 수치로 위험을 남긴다"
150,"150화","B10","attack_plan","강철중에게 노대우·진성 비자금 폭로와 5,000억 환수를 요청한다",7,5,9,4,1,4,3,5,"정치 정의와 통신 입찰의 이중 목적이 긴장을 높인다"
151,"151화","B10","bridge_threat","세진텔레콤을 인수하고 LA 폭동 전 지사·자금·인력을 배치한다",6,7,9,4,1,2,2,5,"기업 인수 보상 뒤 물리적 폭동 위기로 장면을 급전환한다"
152,"152화","B11","crisis_setup","준수가 컨테이너·철조망·무장 경비로 한인타운 방어선을 구축한다",10,7,9,3,5,4,4,4,"설명보다 현장 장비·동선·위험이 지배하는 고속 액션 화다"
153,"153화","B11","institutional_leverage","주지사를 압박해 15시간 안 1,500명 주방위군을 한인타운에 배치한다",9,9,8,4,3,4,4,5,"물리 방어를 정치 협상으로 확장하며 큰 제도 보상을 준다"
154,"154화","B11","payoff","복구 대출·채권·시민권·한인회장으로 폭동 생존을 공동체 권력으로 남긴다",5,10,8,5,1,5,5,5,"위기 뒤 물질·관계·지위 보상을 장기 구조로 정착시킨다"
155,"155화","B12","wager","5억 달러를 12개 증권사 검은 수요일 옵션에 투입한다",8,4,9,5,1,2,2,5,"계약 숫자와 0.1% 성공률로 설명 장면에 고위험성을 부여한다"
156,"156화","B12","complication","옵션을 완성하자 베조스의 아마존 선점이 드러나 리안을 CEO로 부른다",7,5,9,4,1,4,3,5,"금융 승부의 기다림을 사업 배신 사건으로 채운다"
157,"157화","B12","counterattack","리안에게 10% 옵션을 주고 아마존 임대 건물을 사서 압박한다",7,8,8,3,2,4,3,5,"인재 보상과 자본 괴롭힘을 함께 지급해 승부 쾌감을 만든다"
158,"158화","B12","payoff","베조스가 사무실을 잃고 준수는 의대 강행군 중 100억 달러 옵션 수익을 확정한다",6,10,8,4,1,3,3,5,"학업 비용을 짚은 뒤 작품 최상급 거액 보상을 짧게 폭발시킨다"
159,"159화","B13","setup","소로스가 적대하고 준수는 김영준에게 건강보험 확대·대산대 의대를 제안한다",6,8,8,5,1,3,3,5,"금융 후폭풍에서 사회정책·의료사업으로 보상 용도를 전환한다"
160,"160화","B13","ecosystem_design","병원·제약·보험·장례·봉안·스마트케어를 하나의 생애주기 사업으로 묶는다",4,8,7,5,1,2,2,5,"정보 밀도가 높지만 구체 서비스 연결이 연속 발견 재미를 준다"
161,"161화","B13","implementation_risk","의대 인가와 반값 등록금이 진행되는 사이 첫째 매형의 오성문구 비리가 잡힌다",6,6,8,5,1,4,3,4,"공익 기관의 성장 보상에 내부 가족 부패를 붙여 균형을 잡는다"
162,"162화","B14","setup","WTC 옵션 손실을 기부로 바꾸고 대산음료에 실론티·알로에·과일막걸리를 지시한다",5,7,7,5,1,3,2,5,"예측 실패를 짧게 처리하고 제품 아이디어 연속으로 활기를 회복한다"
163,"163화","B14","expansion","알로에 농장·냉동만두·라면까지 대산음료의 최종 진화 단계를 제시한다",4,8,7,5,1,2,2,5,"낮은 갈등 대신 단계별 사업 확대의 누적 보상이 주도한다"
164,"164화","B14","family_synergy_bridge","제주 농장·마스크팩 구상에 허상도가 호텔 인수를 더하고 시카고에서 노숙자가 쓰러진다",5,7,9,4,1,4,3,5,"부자 시너지의 온화한 보상 끝에 생명 위기를 급삽입한다"
165,"165화","B15","medical_payoff","준수가 CPR로 흑인 노숙자를 살리고 버락 오바마와 함께 구조한 인연을 만든다",9,10,8,3,5,4,5,4,"반복 해부학 지식이 육체적 액션·생명·인맥으로 즉시 환전된다"
166,"166화","B15","academic_relationship_turn","세 번째 해부학 수강 농담이 스칼릿과의 연애·대리 강의로 이어진다",4,8,7,3,1,5,4,3,"구조 긴장 뒤 캠퍼스 코미디와 연애 보상으로 완급을 낮춘다"
167,"167화","B15","family_test","허상도가 스칼릿을 조사하고 준수는 그녀 부모의 저녁 식사 시험을 받는다",5,5,8,4,1,5,4,3,"양가 부친의 걱정을 거울처럼 배치해 관계 긴장을 만든다"
168,"168화","B15","acceptance","록펠러 방계가 드러나고 준수의 리버마운틴 정체·스칼릿 결혼 의사가 공개된다",5,9,7,4,1,5,4,5,"연애를 계층·가문 인정까지 크게 보상한 뒤 시간 점프한다"
169,"169화","B16","initiative","위안화 평가절하를 완다 투자와 김치냉장고 아이디어로 바꾼다",5,7,8,5,1,3,2,5,"거시경제·가족·신제품을 한 통화 안에서 빠르게 연결한다"
170,"170화","B16","execution","아파트·김장 문화로 허상도를 설득하고 중국 B주·자전거·오토바이를 매수한다",4,8,7,5,1,2,2,5,"설명 비중이 높으나 투자 대상이 연속 확장돼 속도감을 유지한다"
171,"171화","B16","portfolio_build","통신 민영화 준비와 리버마운틴닷컴·전자책·특허 매집을 동시에 추진한다",5,7,8,5,1,3,2,5,"여러 사업이 통신·단말·콘텐츠 생태계로 수렴한다"
172,"172화","B16","risk_meeting_setup","중국 수익 뒤 경영난 IBM을 매집하고 소로스가 중국 투자를 추격한다",6,6,8,5,1,2,2,5,"성공 자만을 박 대표의 반대와 경쟁자 추격으로 견제한다"
173,"173화","B16","negotiation","IBM CEO에게 30억 달러 투자 대신 기술 이전·IBM코리아 지분을 요구한다",7,8,9,4,1,3,3,5,"금액 공개와 요구 확대가 협상 긴장을 단계적으로 올린다"
174,"174화","B16","payoff_bridge","IBM 이사회 상정을 얻고 곧바로 김치냉장고 임시 연구원으로 귀국한다",5,8,8,4,1,4,3,5,"글로벌 협상 보상을 국내 현장 노동 과제로 즉시 넘긴다"
175,"175화","B17","field_entry","양문형 디자인·배추 실험·김치 장인을 투입하고 그림자 회의를 연다",6,7,8,3,2,4,3,5,"조직 반발과 실물 재료가 아이디어 반복을 현장극으로 바꾼다"
176,"176화","B17","trap_design","가짜 기사·금기석 미끼·미국 비밀 연구소의 이중 반간계를 공개한다",7,8,9,5,1,4,3,5,"연속된 숨은 층 공개로 정보전 반전 쾌감을 높인다"
177,"177화","B17","recruitment","금기석에게 딸 치료를 약속해 이중첩자를 만들고 누나의 이혼 결심을 듣는다",7,7,9,4,1,5,5,3,"기업 취약점과 가족 상처를 같은 보호 본능으로 묶는다"
178,"178화","B17","coordination","판교 산업도시·비밀 연구소·강산용역·이철근 감시를 허상도에게 설명한다",6,7,8,5,1,4,3,5,"정보량이 많지만 모든 자원이 보호·제품·도시로 확대된다"
179,"179화","B17","media_trigger","대한일보 기사가 준비되고 허상도는 오성문구 정리·이철근 알거지화를 지시한다",7,6,9,4,1,5,4,4,"신문 지배와 가족 단절을 동시에 공개해 권력의 무게를 보여 준다"
180,"180화","B17","trap_reaction","기사에 진성이 흔들리고 스칼릿은 두 부모에게 세배하며 금기석은 조 이사를 만난다",7,7,9,4,1,5,4,4,"가족 코미디와 산업스파이 협박을 교차해 완급을 크게 흔든다"
181,"181화","B17","counterintelligence_turn","금기석이 1억·연구소장 제안을 받고 양문형 설계도 요구까지 끌어낸다",8,8,8,4,1,4,4,4,"상대가 스스로 범죄 수위를 높이는 반간계 보상을 지급한다"
182,"182화","B17","enemy_misstep","진성전자가 완성 제품을 버리고 100억 원·9개월 양문형 재개발을 결정한다",7,9,8,4,1,2,2,5,"상대의 합리적 결정이 곧 주인공의 시간 보상이 되는 역설적 클라이맥스다"
183,"183화","B17","approval","스칼릿 휴학·금기석 치료·진성 회장의 출시 지연과 승계가 각각 확정된다",6,7,8,4,1,5,4,4,"세 가족의 결정을 병렬로 정리하며 비밀 공개 직전 숨을 고른다"
184,"184화","B17","reveal_payoff","동두천 비밀 연구소의 시제품·위장 해고가 공개되고 3월 2일 출시를 선언한다",5,10,9,5,1,4,3,5,"장기 오명과 이중 비용을 실물·날짜·유통 계획으로 한꺼번에 보상한다"
185,"185화","B18","execution_cost","진성 접촉 성공·이철근 아파트 회수·박 대표 과로·스칼릿 방치가 겹친다",6,6,8,3,2,5,4,4,"여러 성공 뒤 사람 관계의 피로와 반발을 비용으로 꺼낸다"
186,"186화","B18","personnel_rebalance","금기석 미국 치료를 약속대로 실행하고 박 대표를 강산홀딩스 CEO로 옮긴다",5,8,8,4,1,5,4,5,"충성 보상을 치료·가족 시간·직책 재배치로 다양화한다"
187,"187화","B18","relationship_payoff","진성은 진짜 도면을 믿고 스칼릿은 성인화보 카드로 5성급 비서직을 얻는다",6,8,7,3,1,5,4,4,"주인공이 연인 협상에서 패배해 만능 반복을 코미디로 비튼다"
188,"188화","B19","setup","황말자의 15억 계좌를 제시해 세 가지 선택으로 압박한다",7,4,9,4,1,4,4,4,"연애 데이트에서 냉혹한 법률 복수로 장면 온도를 급락시킨다"
189,"189화","B19","operation","황말자와 거래하고 누나 서명·경찰을 맞춰 이철근을 호텔 현장에서 체포한다",9,8,9,4,3,5,5,4,"긴 설계가 현행범 체포로 폭발하며 강한 즉시 보상을 준다"
190,"190화","B19","aftermath_open","허상도가 비리를 자진 공개하고 이철근은 다인실 신고식을 치른다",7,8,8,4,2,4,4,5,"1차 응징을 지급하지만 추가 처벌·제품 출시를 남겨 Arc를 열어 둔다"
