sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
"11","11화","","2424","2653","허상도의 저울은 47:53으로 악 쪽에 기울고 보복 명령이 진행 중이다.","막둥이가 가족 호칭과 감정으로 아버지의 방향을 바꿀 가능성을 연다.","새 가족 안에서 안전한 위치를 확보한다.","허상도를 아버지로 받아들이고 친모 차보희와 큰어머니를 만난다.","전생의 원수에게 아버지라 부르는 심리적 비용과 복잡한 가계가 부담이다.","친모 차보희에게도 47:53의 선악 저울이 보인다.","능력이 허상도 외 인물에게도 적용됨을 확인한다.","관계·능력","허준수는 7녀 1남 집안의 막둥이로 편입된다.","큰어머니와 누나들이 자신을 어떻게 대할지 시험해야 한다.","허상도를 아버지로 부를지","차보희의 성향; 집안 권력 구조","A02","high"
"12","12화","","2654","2907","허준수는 친모와 큰어머니가 공존하는 대가족의 중심에 놓였다.","막둥이의 한마디가 집안의 권력과 미래 인연을 움직이는 재미를 예고한다.","집안에서 통제력을 확보하고 전생 가족의 몰락도 막는다.","큰어머니를 엄마로 대하고 누나들의 반응과 원래 허준수 기억을 점검한다.","원래 허준수는 납치 후 망나니가 됐고 김동철의 부천 양조장은 자금난에 빠졌다.","전생 아버지 김동철이 어음 할인과 대출에 손대며 도박성 선택을 한다.","가족 서사와 전생 가족 구제 서사가 동시에 열린다.","가족 내 지위·목표","허준수는 집안의 사랑을 권한으로 활용할 위치를 얻는다.","순댓국 요구로 가족과 사용인의 반응을 시험한다.","새 몸·가계 파악","김동철 양조장; 원래 허준수의 트라우마","A02","high"
"13","13화","","2908","3160","가족 모두가 납치 후 달라진 막둥이의 말과 행동을 주시한다.","어린아이의 요구 하나로 대저택의 인력과 애정 서열이 드러난다.","누가 자신을 위해 움직이는지 확인하고 허상도와 독대한다.","순댓국을 요구해 여덟 그릇을 받으며 친모가 만든 것을 고르고 정중히 말한다.","어머니들의 경쟁심을 자극할 수 있고 허상도에게는 아직 아이로 보인다.","허준수가 격식을 갖춰 아버지에게 단둘이 이야기하자고 청한다.","집안 전체가 막둥이의 통제력을 인정하기 시작한다.","가족 내 지위","사랑받는 아이가 의사결정에 접근하는 막둥이로 바뀐다.","독대에서 차태범 가족 보상 문제를 꺼낸다.","가족 반응 시험","허상도 설득; 납치 가해 책임","A03","high"
"14","14화","","3161","3402","허준수는 허상도와 단둘이 납치 사건의 후속을 논한다.","일곱 살의 논리가 폭력 조직의 보복을 사과와 배상으로 뒤집는다.","차태범 유족에게 즉시 사과하고 보상하게 한다.","보복이 아들을 다시 위험에 빠뜨린다고 설득하고 직접 약속을 받아낸다.","허상도의 분노와 체면, 정권 실세 노씨와의 관계가 장애다.","허상도가 사과·보상을 수락하자 허준수는 노 총리와의 인연까지 묻는다.","막둥이가 아버지의 폭력 결정에 첫 제동을 건다.","관계·도덕성","허상도의 선택이 보복에서 책임 수용으로 이동한다.","노영신과의 정치적 유착을 끊으라고 요구한다.","차태범 보복 방침","노씨 관계; 장례식 사과","A03","high"
"15","15화","","3403","3644","허상도는 아들의 요구대로 차태범 장례식에 갈 준비를 한다.","폭력의 황제가 피해자 가족 앞에 무릎 꿇는 역전 보상을 준다.","정치 끈을 정리하고 유족에게 실질 배상을 남긴다.","노영신과 거리를 두라고 조언한 뒤 장례식에서 사과와 5억 원을 제시하게 한다.","탐욕스러운 친척들은 돈만 보고 박 비서는 불법 추심이 없었다며 반발한다.","허상도가 공개적으로 무릎을 꿇고 거액 보상을 약속한다.","전생의 원수였던 허상도가 책임지는 아버지로 처음 재평가된다.","평판·관계","차태범 유족과 허상도 사이에 배상 관계가 생긴다.","어린 차광철이 친척들의 탐욕을 꾸짖고 앞으로 나온다.","장례식 참석 여부","배상 수용; 차광철의 선택","A03","high"
"16","16화","","3645","3958","장례식장은 보상금에 눈먼 친척들과 진심을 묻는 아이 차광철로 갈린다.","가해자와 피해자 자녀가 사과를 주고받으며 미래 악연을 다시 쓴다.","허상도 가족의 책임을 인정하고 차광철을 적이 아닌 인재로 남긴다.","납치에 대해 가족 대신 사과하고 박 비서에게 합법적 채권 관계를 확인한다.","허준수 역시 납치 피해자라 사과의 위치가 복잡하고 친척들의 욕심이 방해한다.","차광철이 탐욕스러운 삼촌을 막고 허준수에게 진심으로 무릎 꿇어 사과한다.","두 집안의 즉각적 복수 고리가 끊기고 차광철 지원 가능성이 열린다.","관계·평판","차광철은 미래의 원수에서 비밀 후원할 법조 인재 후보로 바뀐다.","허준수가 차광철의 교육을 몰래 지원하라고 지시한다.","장례식 사과·배상","차광철 육성; 허준수의 장기 인재 계획","A03","high"
"17","17화","","3959","4230","납치 사건 한 달 뒤 허준수는 집안에서 비범한 아이로 자리 잡았다.","미래 지식과 언어 능력을 천재라는 공인된 가면으로 바꾸는 과정을 보여준다.","천재 정체성을 굳히고 일본 버블 투자 준비를 시작한다.","여러 언어와 고급 서적을 익혀 가족 앞에서 능력을 반복 증명한다.","일곱 살이라는 법적·사회적 한계와 빙의 의심을 피해야 한다.","허준수가 일본 버블 붕괴 시점을 1990년으로 보고 첫 자본 계획을 세운다.","능력이 개인 생존에서 자본 축적 도구로 확장된다.","능력·사회적 인정","가족은 납치 후유증보다 천재성으로 변화를 해석한다.","박 비서에게 고교·법률·사법시험 교재를 요구한다.","차광철 응징 문제","천재 검증; 일본 투자","A04","high"
"18","18화","","4231","4465","허준수는 언어·독서 실적으로 천재 이미지를 만들었지만 공식 학력은 없다.","선악의 저울을 거짓말 탐지처럼 시험하고 충성스러운 실무자를 고른다.","학습 속도를 높이고 박 비서를 자기 사람으로 만든다.","고교와 법률 교재를 요청하고 질문을 던져 박 비서의 저울과 진심을 확인한다.","박 비서는 허상도에게 생명의 빚이 있고 아직 주인공보다 아버지에게 충성한다.","박 비서가 허상도에게 목숨을 빚졌다고 밝히며 신뢰 근거를 준다.","능력의 실전 운용법과 핵심 보좌 후보가 생긴다.","능력·인재","선악의 저울이 인재 검증 장치로 기능하기 시작한다.","연꽃 선녀가 허준수의 상태를 보러 온다.","박 비서 신뢰도","빙의 발각 가능성; 천재 판정","A04","high"
"19","19화","","4466","4719","허상도는 아들의 급변을 정신과 의사와 연꽃 선녀에게 확인받으려 한다.","빙의 비밀이 들킬 듯 말 듯한 긴장 뒤 천재 공인을 보상한다.","정상 판정을 받아 자유롭게 공부하고 투자할 명분을 얻는다.","질문에 논리적으로 답하고 아이답게 행동해 의심을 관리한다.","친모 차보희의 실종아동 집착과 전문가들의 예리한 관찰이 부담이다.","연꽃 선녀는 빙의를 알아보지만 입을 다물고 의사도 천재일 뿐 정상이라고 판정한다.","허상도가 아들을 신동으로 믿을 공식 근거가 생긴다.","사회적 인정·비밀","가족의 의심이 병이나 악령에서 천재성으로 전환된다.","허준수가 조기 대학·사법시험 계획을 선언하려 한다.","정신 이상 의심","연꽃 선녀의 침묵; 교육 계획","A04","high"
"20","20화","","4720","4965","전문가 판정으로 허준수는 정상적인 천재로 인정받았다.","천재 공인이 현실 제도와 충돌하며 더 큰 목표를 부른다.","아홉 살 서울대 법대와 열세 살 사법시험이라는 시간표를 승인받는다.","동화책을 경영·투자 서적으로 바꾸고 가족에게 조기 진학 계획을 말한다.","어린 나이, 학력 제도, 가족의 보호 본능이 진입 장벽이다.","허준수가 첫 실전 목표를 일본 부동산 버블로 확정한다.","천재성의 다음 증명 무대가 학업에서 투자로 바뀐다.","목표·사회적 인정","가족은 허준수의 비현실적 진학 계획을 검토할 의무를 떠안는다.","일혜재단이 허상도에게 10억 원을 요구한다.","천재 진위 검증","조기 진학; 일본 투자 자금; 일혜재단 압박","A04","high"
"21","21화","","4966","5173","허상도는 일혜재단에 10억 원을 뜯길 위기에 놓이고 정권 인맥을 후회한다.","미래 정치 지식이 가족 자산과 안전을 지키는 실전 능력이 된다.","아버지를 5공 권력의 호구에서 빼낸다.","재단 요구와 노영신 라인을 분석하고 위험을 경고한다.","살아 있는 권력에게 등을 돌리면 사업과 신변이 위태롭다.","허상도가 정치에 붙은 선택 자체를 후회하고 있음을 확인한다.","허준수의 조언을 들을 심리적 틈이 생긴다.","정치 관계·자본","허상도는 권력 접근을 이익이 아닌 부채로 보기 시작한다.","막둥이가 아버지에게 정권의 끝을 설명한다.","일혜재단 요구 원인","5공과 거리 두기; 손실 최소화","A05","high"
"22","22화","","5174","5384","허상도는 돈을 내야 안전하다고 믿지만 아들의 예측을 무시할 수 없다.","역사 통찰 한마디가 거친 사채업자의 정치 판단을 뒤집는다.","허상도가 천재성을 완전히 인정하고 5공 쇠퇴에 대비하게 한다.","화무십일홍과 정권 교체 가능성을 들어 장기 위험을 설명한다.","허상도에게 현재 권력은 실제 허가와 보호를 주는 강력한 자원이다.","허상도가 아들의 말을 허풍이 아니라 사업 판단으로 듣기 시작한다.","부자 간 조언 관계가 성립한다.","가족 권한·정치 판단","허준수는 보호받는 아이에서 허상도의 참모로 승격된다.","재단 돈을 줄이면서 장세중과 직거래할 묘수를 제시한다.","천재성에 대한 아버지 의심","일혜재단 대응안; 투자 자본 확보","A05","high"
"23","23화","","5385","5607","허준수는 일혜재단 요구를 완전히 거절하지 않고 권력 내부를 갈라 이용하려 한다.","아이의 협상 설계가 정치 헌금 손실을 투자 기회로 바꾼다.","최달수에게 직접 돈을 주고 재단 납부액을 줄인다.","허상도에게 비공식 거래와 관계 재배치 방안을 설명한다.","두 권력자 모두 돈을 원하고 잘못 고르면 보복받을 수 있다.","허상도가 아들의 서울대·사법시험 선언까지 진지하게 듣는다.","아버지의 신뢰가 투자금 협상으로 이어질 조건이 갖춰진다.","협상력·사회적 인정","허준수의 미래 계획이 집안의 실제 사업 의제로 올라온다.","허준수가 허상도에게 정확한 자산 규모를 묻는다.","일혜재단 대응 방향","허상도 자산; 일본 투자 제안","A05","high"
"24","24화","","5608","5844","허상도는 아들의 계획을 믿지만 자산을 맡길 근거를 요구한다.","플라자합의와 일본 버블 지식이 20억 원 종잣돈으로 환전된다.","일본 부동산 투자에 쓸 독립 자본을 확보한다.","엔고와 대출 구조, 1990년 전후 출구를 설명하고 20억 원을 요구한다.","허상도의 총자산 120억 원 중 큰 비중이며 미성년자는 직접 거래할 수 없다.","허준수 명의 차명계좌에 이미 20억 원이 준비돼 있었음이 드러난다.","말뿐인 천재가 독자 자본을 가진 투자자로 바뀐다.","자본·가족 신뢰","허준수는 상속 예정자가 아니라 자기 돈을 운용할 권한을 얻는다.","누가 미성년 투자자의 손발이 될지 정해야 한다.","일본 투자 자금","집행 대리인; 엔화 환전; 버블 출구","A05","high"
"25","25화","","5845","6109","허준수는 20억 원이 있어도 직접 환전·계약할 수 없는 일곱 살이다.","신뢰할 실무자를 고르고 더 크게 보상해 충성을 사는 사업 수업을 준다.","박 비서를 자신의 투자 집행자로 세운다.","박 비서에게 대리 집행을 요청하고 허상도에게 사람을 쓰는 법을 배운다.","박 비서의 충성 대상은 허상도이며 외환은 동대문 암시장에 의존해야 한다.","허상도가 믿는 사람에게 기대보다 더 주어야 한다고 가르친다.","박 비서가 허준수의 자본을 움직일 실무 축으로 배치된다.","인재·자본","허준수-박 비서 관계가 집안 사용인에서 고용주-대리인으로 확장된다.","분리 식사하는 어머니와 누나들의 지위가 눈에 들어온다.","투자 집행자 선정","엔화 환전; 가족 식탁 개편","A06","high"
"26","26화","","6110","6343","허상도 집안의 여성들은 아들과 다른 상에서 식사하고 교육 기회도 양보해 왔다.","막둥이가 누나들의 희생을 가족 지위 회복으로 갚는다.","큰어머니와 누나들을 같은 식탁의 동등한 가족으로 올린다.","함께 식사하자고 밀어붙이고 큰어머니를 어머니로 선언한다.","허상도의 가부장적 관습과 누나들의 체념이 저항한다.","허상도는 유치원을 빼달라는 요구는 누나들의 잃은 교육을 들어 거절한다.","식탁의 위계는 바뀌지만 주인공도 가족 책임을 배운다.","가족 관계·의무","여성 가족 구성원의 발언권이 올라가고 허준수의 특권에는 조건이 붙는다.","유치원과 누나 혼사 문제가 다음 시험이 된다.","가족 식탁 분리","의무교육; 누나들의 미래","A06","high"
"27","27화","","6344","6571","허준수는 유치원에 가야 하고 막내누나는 아버지가 정한 검사와 혼인할 처지다.","미래 가치 평가로 누나의 혼사를 취소시키는 가족 보상을 준다.","여동생의 선택권을 지키고 가족 내 역할을 재분배한다.","검사 사위가 필요한 이유를 반박하고 자신이 검사가 되겠다고 약속한다.","허상도는 집안 보호를 위해 법조 사위가 필요하다고 믿는다.","허준수가 직접 법조인이 되어 누나들을 지키겠다는 거래를 성립시킨다.","막내누나의 정략혼 가능성이 사라진다.","가족 관계·사회적 목표","허준수의 사법시험 목표가 개인 야망에서 가족 보호 의무로 커진다.","김 실장과 박 비서를 가족 식탁에 앉힐 문제를 꺼낸다.","막내누나 정략혼","법조인 약속; 사용인 가족화","A06","high"
"28","28화","","6572","6797","누나들의 지위는 올랐지만 김 실장과 박 비서는 여전히 사용인으로 선을 긋는다.","충성스러운 실무자를 가족으로 대우해 더 강한 결속을 만든다.","두 사람을 같은 식탁에 앉혀 장기 동료로 묶는다.","허상도에게 생명과 사업을 함께한 이들을 가족처럼 대하자고 설득한다.","신분 질서와 두 실무자의 부담, 허상도의 소유 의식이 장애다.","김 실장과 박 비서가 식탁에 합류하고 충성심이 더 단단해진다.","집안의 가족 범위가 혈연 밖 핵심 인력까지 넓어진다.","관계·인재","사용인 조직이 공동운명체로 재정의된다.","허상도는 두 노씨 중 누구를 선택할지 다시 계산한다.","식탁 평등","정치 라인 정리; 일본 투자 실행","A06","high"
"29","29화","","6798","7093","허상도는 노영신과 노대우 양쪽 인맥이 모두 위험해질 수 있음을 받아들인다.","미래 예측이 정치 후원 중단과 일본 사업 승인으로 환전된다.","정치 돈줄을 끊고 일본 투자 지원을 얻는다.","요청받기 전에는 정치 자금을 주지 말고 일본 현지 자산으로 옮기자고 제안한다.","권력의 보복 우려와 막내누나의 숨은 연애 등 가족 변수가 얽힌다.","허상도가 양쪽 노씨와 거리를 두고 아들의 일본 계획을 비밀리에 지원하기로 한다.","가족 자본의 중심이 국내 권력에서 해외 투자로 이동한다.","정치 관계·자본","허준수의 조언이 허상도 사업 전략의 기본 원칙이 된다.","일본 은행의 높은 담보대출 구조가 본격 제시된다.","정치 후원 지속 여부","일본 현지법인; 누나의 연애; 대출 레버리지","A06","high"
"30","30화","","7094","7369","일본 투자 승인은 났지만 허상도의 사채 원금과 환전 통로가 묶여 있다.","아들의 구상이 아버지 사업 자체를 바꾸고 더 큰 자본을 끌어낸다.","사채업을 줄이고 부자가 함께 일본에 투자하게 한다.","90% 대출 구조와 100엔당 503원 환율을 근거로 실행 규모를 계산한다.","대출 회수는 채무자 피해와 현금흐름 충격을 낳고 허상도 욕심도 커진다.","허상도가 대출 일부를 회수해 사채업에서 나오고 일본 계획에 합류한다.","개인 20억 투자가 부자 공동 사업으로 확대된다.","기업 전략·자본","허상도는 사채업자에서 해외 투자자로 이동하기 시작한다.","첫 유치원 등교가 기다린다.","일본 투자 승인","외환 통로; 현지법인; 유치원 적응","A06","high"
"31","31화","","7370","7580","허상도 부자는 투자 결정을 했지만 합법적으로 엔화를 빼낼 통로가 없다.","권력 인맥을 위험한 비용으로 쓰면서도 주도권을 잡는 과정을 보여준다.","안기부를 통해 일본 현지법인과 외환 반출 허가를 얻는다.","허상도와 김 실장이 장세중 접촉과 서류 구조를 설계한다.","불법·편법 흔적이 남고 5공 실세에게 약점을 잡힐 수 있다.","장세중이 거래 상대이자 투자 후보로 부상한다.","투자 실행의 마지막 제도 장벽이 협상 단계로 넘어간다.","정치 권한·자본","일본 투자에 안기부라는 위험한 후원자가 붙는다.","장세중이 어떤 대가를 요구할지가 남는다.","외환 반출 방법","장세중 거래; 일본 법인","A07","high"
"32","32화","","7581","7798","장세중은 외환 통로를 열 수 있지만 일혜재단과 정권의 이해를 챙겨야 한다.","정치적 비용을 수익 배분으로 바꿔 투자판을 실제로 연다.","환전·반출 승인을 받고 첫 엔화 자본을 만든다.","일혜재단 지원을 조건으로 협상하고 장세중 개인 5억 원까지 함께 굴리게 한다.","권력 자금이 섞이며 추후 공범·비자금 위험이 커진다.","장세중이 승인자에서 공동 투자자로 들어온다.","일본 투자 통로가 열리고 허준수의 예측이 권력층까지 설득한다.","자본·정치 관계","3억 엔 안팎의 실행 자금과 정권 연결이 동시에 생긴다.","허준수가 고급 유치원 교실에 첫발을 들인다.","외환 통로 확보","장세중 자금; 유치원 권력관계","A07","high"
"33","33화","","7799","8073","허준수는 권력자 자녀들이 모인 유치원에 들어가고 전수성의 폭력에 노출된다.","성인 정신과 어린 몸이 교실 폭력을 단번에 뒤집는 통쾌함을 준다.","괴롭힘을 끝내고 또래 위계를 장악한다.","1년 3개월간 이어진 전수성의 괴롭힘을 파악한 뒤 목을 치고 넘어뜨린다.","어린 신체라 힘이 제한되고 폭력 대응은 부모 싸움으로 번질 수 있다.","맞기만 하던 허준수가 정확한 타격으로 골목대장을 쓰러뜨린다.","또래들은 허준수를 약자가 아니라 새로운 중심으로 본다.","신체 능력·사회적 지위","유치원 내 서열이 전수성 중심에서 허준수 중심으로 뒤집힌다.","전수성 부모와 허상도의 대면이 예고된다.","유치원 적응","부모 권력 충돌; 전수성 관계","A08","high"
"34","34화","","8074","8356","전수성 폭행 사건으로 부모들이 유치원에 모여 체면 싸움을 벌인다.","힘센 아버지가 무릎을 꿇고도 아들에게 더 강한 승리법을 가르친다.","사건을 키우지 않고 전수성과 장기 인연을 남긴다.","허상도의 사과를 받아들이고 왜 폭력이 마지막 수단인지 듣는다.","상대 부모 전갑수의 사회적 지위와 허상도의 과거 이미지가 충돌한다.","허상도가 더 강한 위치에서도 먼저 무릎 꿇고 머리로 이기라고 훈계한다.","통쾌한 싸움의 보상이 절제와 인맥 수업으로 변주된다.","관계·가치관","전수성 가족은 적에서 향후 사업 인맥 후보가 된다.","전갑수 교수의 신약 연구비 부족이 드러난다.","유치원 폭행 분쟁","전갑수 연구; 교육 제도 장벽","A08","high"
"35","35화","","8357","8593","유치원 사건은 봉합됐고 전갑수는 연구비가 막힌 서울대 약대 교수로 남는다.","천재의 학업 지름길이 제도 한 줄에 막히며 새 우회로를 찾게 한다.","검정고시로 초중고 시간을 건너뛴다.","박 비서에게 응시 자격을 조사시키고 일본 투자 잔액을 계산한다.","국졸 검정고시는 만 12세 미만이 응시할 수 없다.","3억 엔을 확보하고도 돈으로 해결 못 할 연령 장벽을 만난다.","교육 목표가 국내 검정고시에서 해외 유학으로 전환된다.","제도·목표","천재성이 공식 학력으로 바로 환전되지 않는 비용이 생긴다.","일본이나 미국에서 나이를 우회할 방법을 찾는다.","유치원 분쟁","해외 유학; 남은 5억 원 사업","A09","high"
"36","36화","","8594","8851","국내 검정고시가 막혀 허준수는 시간을 줄일 다른 제도가 필요하다.","제도 장벽이 오히려 일본·미국 유학과 첫 기업 구상으로 판을 키운다.","해외 학력과 독립 현금흐름을 동시에 만든다.","일본 1년·미국 1년 유학을 구상하고 남은 5억 원으로 건강음료·제약 사업을 설계한다.","미성년자의 출국과 회사 설립, 신약 연구비가 모두 큰 장벽이다.","양조장 기반 식혜 음료 뒤 신약 회사로 가는 단계 전략을 세운다.","학업 우회로가 첫 산업 포트폴리오로 확장된다.","목표·기업 전략","허준수의 만능성이 공부 외 사업 설계로 개방된다.","박 비서에게 서울대 약대 인맥을 알아보게 한다.","검정고시 우회 여부","일본 유학 허가; 제약 인재; 식혜 사업","A09","high"
"37","37화","","8852","9103","유학 계획은 세웠지만 허상도가 일곱 살 아들의 장기 출국을 허락할 리 없다.","논리 대신 아이의 떼쓰기와 진짜 감정을 섞어 보호 본능을 공략한다.","디즈니랜드 여행 허가를 장기 유학의 출구로 바꾼다.","엽서와 눈물로 일본 여행을 조르고 귀국 약속은 속으로 유보한다.","아버지의 통제와 전생 아버지를 떠올린 진짜 눈물이 계획을 흔든다.","전갑수가 아들 전수성에게 연구비를 위해 허준수와 친해지라고 시킨다.","여행 명분과 약대 교수 접근선이 동시에 생긴다.","감정·관계","허준수는 천재 논리뿐 아니라 어린 몸의 감정을 전략으로 쓴다.","장세중이 투자안을 전두완에게 보고한다.","일본 여행 명분","허상도 허락; 전갑수 영입; 정권 자금","A09","high"
