sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
"189","189화","M05","여진/도입","유민 2천이 쌀·가재도구·배를 받고 남해도에 정착하고 개선군은 도성 잔치와 포상을 받는다.","4","9","7","4","2","4","5","5","전쟁 뒤 행정·생계 보상을 길게 보여 준 뒤 철강 산업으로 새 목표를 건다."
"190","190화","M05","약속","도현이 함길현 일행에게 술을 따르고 유형원에게 하루 1톤 고로 제철소 건설을 맡긴다.","6","6","8","5","2","5","4","5","비밀공작 관계 장면에서 실학자 발탁과 산업 설명으로 차분히 확대한다."
"191","191화","M05","압박","20만 냥 논쟁 끝에 국가·왕실 반반 제철소와 봉황상단 운영을 확정하고 비누를 군 보급품으로 시험한다.","7","7","7","5","3","4","4","5","정책 대결을 길게 치른 후 생활상품 시연으로 밝은 보상을 붙인다."
"192","192화","M05","전진","중전의 비누가 품절 상품이 되고 장인들이 30번 넘는 실패 끝에 내화벽돌을 완성해 착공한다.","6","9","7","4","3","4","5","5","관계·시장 보상 뒤 장인 노동과 기술 돌파에 충분히 머문다."
"193","193화","M05","압박","장백산 너머 늑대계곡 역청탄을 확인한 도현이 전쟁 위험을 감수하고 이완을 초흐타에 보낸다.","8","5","8","5","3","3","4","5","공사 점검에서 국경 밖 원료 문제로 위험 규모를 급격히 올린다."
"194","194화","M05","전환","이완이 전사 전원분 철제 무기와 식량 교역 두 배를 주고 늑대계곡 완전 개발권을 얻는다.","8","8","8","4","3","5","4","5","협상 이득과 미래 안보 비용을 동시에 남기는 양날 전환이다."
"195","195화","M06","재도입","근위대 400·포로 600을 광산에 보내고 북방 두 군단·무산 철광을 만든 뒤 청 40만 남정 소식을 받는다.","7","8","9","5","3","3","4","5","산업 후속조치를 빠르게 쌓다가 대륙 규모 위기로 축을 바꾼다."
"196","196화","M06","약속","함길현이 연태 비누 상자 밑으로 중국식 무기 40상자를 들여와 화북 반군에 배포한다.","8","6","8","4","4","3","4","5","상업 항구의 일상 아래 비밀 무장을 드러내며 동시봉기를 준비한다."
"197","197화","M06","압박","연이 낙마 후 다시 승마에 성공하고 도현은 심양 6만 위협 때문에 명 원군 요청을 거절한다.","7","6","8","4","3","5","5","4","가족 장면의 실패·재도전을 국가 선택의 냉정함과 대비한다."
"198","198화","M06","전환","풍월이 술 취한 유정국의 치마 시와 수결을 얻고 도현이 숭정제 비난으로 고친다.","7","6","9","4","3","4","4","4","사신의 반복 행패를 계략 장면으로 뒤집어 다음 대면의 긴장을 만든다."
"199","199화","M06","보상","도현이 위조 시를 내밀고 임진왜란 명군의 민간인 학살까지 따져 유정국을 빈손으로 돌려보낸다.","8","9","7","5","2","5","5","4","외교 설전과 협박을 길게 유지한 뒤 종속 접대 관행의 종결을 지급한다."
"200","200화","M06","폭발","함길현이 교창지를 암살하고 왕이의 반군이 천진 군영을 장악해 보름 만에 3만으로 늘어난다.","9","8","9","3","5","3","5","5","은밀한 지원이 암살·군영 기습·화북 동시봉기로 단숨에 폭발한다."
