sequence,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
622,식량위기 진단·기업농 설계,6,6,8,0.34,0.13,0.12,0.11,0.30,곡물메이저 압박 속 스마트팜·위성·AI와 기업농 법안을 엮어 한국 식량자급과 태우 유통지배를 설계한다,L108524-L108692
623,금융차익 회수·실물기반 이동,5,8,8,0.31,0.12,0.18,0.07,0.32,명동 투자금을 꼭대기 전에 회수해 일본 슈퍼앱·레벨5 자율차·국내 평야라는 실물기반으로 옮긴다,L108693-L108858
624,정치 동맹·후계 약속,6,7,8,0.22,0.20,0.32,0.13,0.13,최재석에게 제주 자율주행 실증과 기업농을 요구하고 국민경제당 후계자 선정까지 돕겠다고 약속한다,L108859-L109020
625,기술 실증·내부 배신 추적,8,6,9,0.24,0.31,0.22,0.17,0.06,제주 무인주행 성공 직후 당원 3천 명을 검증하고 강 대위가 내부 배신자를 좁혀 정치조직의 불안을 키운다,L109021-L109183
626,배신자 정리·북한선 비공개 유지,8,7,8,0.20,0.26,0.30,0.16,0.08,유석훈에게 배신 증거를 넘겨 국민경제당 내 총질을 정리하고 북한 장남 정보는 내부처리로 묶는다,L109184-L109346
627,중국 석탄협상·장남 기반 조성,7,7,8,0.24,0.16,0.29,0.11,0.20,리강의 석탄 요청에 장기계약과 연변 통로·북한탄 감시를 달아 장남의 자금·물류 기반을 만든다,L109347-L109508
628,유가 롱·붕괴 연합 베팅,8,6,9,0.31,0.21,0.14,0.12,0.22,허리케인발 유가 상승에 크게 롱하고 에버그란데 공격세력과 손잡아 미래지식 밖 고위험 금융전을 연다,L109509-L109656
629,공매도 회수·북한 대안 자금화,7,9,8,0.18,0.22,0.21,0.09,0.30,에버그란데 주가를 띄운 뒤 공매도 수익을 거두고 연변 돈주와 석탄 유통을 장남의 기반으로 넘긴다,L109657-L109844
630,북한 자금봉쇄·일본전 예고,8,7,9,0.22,0.27,0.18,0.15,0.18,북한 해킹·암호화폐·도박 자금을 막아 연변 의존을 높이고 조지를 엔화 공격에 투입하며 다음 전장을 연다,L109845-L110005
631,침공시간 확인·전쟁 베팅,8,5,9,0.29,0.22,0.20,0.15,0.14,리강에게 러시아의 3월 침공 정보를 확인하고 금융타워 자본 절반을 에너지에 걸어 최대 전쟁 베팅을 시작한다,L110006-L110171
632,말리 광산 피탈·PMC 투입,9,5,8,0.19,0.39,0.18,0.14,0.10,말리 쿠데타로 리튬광산을 빼앗기자 MBS·로만 경로로 바그너를 투입해 피를 부르는 탈환전에 들어간다,L110172-L110332
633,광산 복구·제재거리 설정,7,8,7,0.17,0.31,0.16,0.10,0.26,바그너가 말리 광산을 복구하자 김민재는 직접 유착을 피하고 자산 억지력만 남겨 보상과 제재위험을 함께 정리한다,L110333-L110512
634,팬데믹 종식 판독·외교 자신감,5,7,8,0.33,0.12,0.25,0.18,0.12,오미크론으로 코로나 종식을 읽고 최재석에게 러시아전쟁에서 굴종외교를 피하라고 해 준비된 국가의 자신감을 준다,L110513-L110687
635,북한 물자선·기업농 강행,8,7,8,0.20,0.28,0.20,0.19,0.13,이 상무의 CNC가 북한으로 흐르게 두는 한편 야당 몸싸움을 뚫고 기업농 법안을 통과시켜 두 전선을 전진시킨다,L110688-L110860
636,농민 반발·장기 인프라 고수,8,6,7,0.24,0.24,0.18,0.18,0.16,농민시위와 지지율 하락 속에서도 기업농 효과를 밀고 적자 나는 28GHz를 자율주행·스마트팜 때문에 유지한다,L110861-L111037
637,가족 걱정·리즈 선물 제안,3,8,8,0.10,0.09,0.42,0.31,0.08,과로하는 손자를 걱정하는 김태중에게 김민재가 EPL 리즈 구단을 선물하겠다고 해 가족 빚의 보상이 구체화된다,L111038-L111207
638,구단 협상·안전한 인수,6,9,7,0.14,0.16,0.34,0.13,0.23,데이비드가 안드레아에게 1억 파운드 성적연동 옵션을 제시해 손실을 제한하면서 리즈 인수를 성사시킨다,L111208-L111361
639,승인 통과·우승전력 설계,5,7,8,0.22,0.13,0.31,0.11,0.23,EPL 승인을 받고 김태중의 구단에 홀란드·이강임과 감독을 채울 계획을 세워 가족 선물을 실제 전력으로 바꾼다,L111362-L111532
640,금융폭풍 점검·스타 계약 감수,7,6,8,0.34,0.14,0.18,0.12,0.22,연준 금리인상과 크레디트스위스·암호화폐 위험을 점검하면서도 홀란드 고액계약을 감수한다,L111533-L111697
641,홀란드 영입·전쟁전 외교,6,9,8,0.25,0.19,0.27,0.12,0.17,홀란드의 3년 유럽조항을 받아 리즈에 영입하고 베이징올림픽 외교로 전쟁 전 국제 주도권을 쌓는다,L111698-L111871
642,원수 붕괴·침공 급전환,10,9,10,0.12,0.33,0.24,0.25,0.06,장남이 위조수표와 암호화폐 역공으로 이 상무의 돈·신뢰를 붕괴시키는 순간 러시아가 우크라이나를 침공한다,L111872-L112067
643,세계전쟁 발화·개인복수 이월,10,3,9,0.25,0.28,0.16,0.24,0.07,장남의 복수가 끝난 날 침공이 시작돼 김민재의 개인 원한선이 에너지·식량을 건 세계전쟁으로 교대한다,L112068-L112240
644,정보전 개입·탄약지원 설계,8,6,8,0.23,0.25,0.28,0.15,0.09,천민정의 비밀 게임·플랫폼으로 친우크라이나 여론을 만들고 최재석에게 미국 보충판매식 탄약지원을 제안한다,L112241-L112414
645,유럽 진출판·산업전환,7,8,8,0.27,0.17,0.24,0.09,0.23,데이비드에게 탄약·방산·원전·물류·식량 패키지를 펼쳐 전쟁 피해를 한국 산업의 유럽 진출판으로 바꾼다,L112415-L112578
646,니켈 숏스퀴즈·광산 요구,8,6,9,0.24,0.26,0.21,0.13,0.16,마진콜에 몰린 창산 시안을 만나 구제 대가로 인도네시아 니켈광산을 요구하며 배터리 자산 기회를 잡는다,L112579-L112742
647,지급보증·LME 역압박,9,8,8,0.18,0.26,0.19,0.09,0.28,시안의 니켈광산을 받고 200억 달러 지급보증을 서며 LME에 마진콜 유예를 관철해 가격폭등을 꺾는다,L112743-L112917
648,니켈전 결산·제재우회 수익,7,10,9,0.16,0.24,0.18,0.08,0.34,LME 유예로 헤지펀드를 물리고 동남아 정유망으로 러시아 원유를 돌려 광물·에너지 공급망 이익을 회수한다,L112918-L113086
649,유럽 수주 확대·SVB 이상 포착,7,7,9,0.34,0.15,0.18,0.15,0.18,폴란드·루마니아 방산·원전 협상 중 SVB의 200억 달러 채권매각을 포착해 수주전이 미국 은행위기로 교대한다,L113087-L113249
650,은행위기 해석·1달러 인수 설계,8,5,9,0.31,0.12,0.29,0.14,0.14,다이먼 보고로 SVB와 연쇄은행 실패를 읽고 파월·옐런·FDIC를 상대로 1달러 인수할 전장을 설계한다,L113250-L113408
651,정책 대치·상징가 인수 제안,8,6,9,0.22,0.14,0.30,0.12,0.22,파월·옐런·FDIC 앞에서 예금자 유동성을 책임지는 대신 SVB를 1달러에 넘기라고 해 국가와 직접 흥정한다,L113409-L113563
652,SVB 인수·미국 원전 지급,6,10,8,0.18,0.10,0.25,0.09,0.38,미 국채 보유와 유동성 보장을 조건으로 SVB와 400억 달러 원전사업 약속을 함께 받아 이중 보상을 확정한다,L113564-L113713
653,은행 통합·충성 약속 회수,4,9,8,0.18,0.08,0.36,0.10,0.28,다이먼이 은행을 통합하며 자신을 미국 최고 금융사 대표로 만든 김민재의 약속을 갚겠다고 충성을 재확인한다,L113714-L113857
654,기업농 성과·유통개혁 확장,5,8,8,0.28,0.18,0.15,0.07,0.32,기업농의 가격 성과를 확인하고 태우상사에 직거래·전자상거래를 맡겨 생산에서 소비까지 유통망을 넓힌다,L113858-L114028
655,원수 잔여선 종결·미지의 일본전,7,7,9,0.27,0.19,0.17,0.16,0.21,중국에 붙잡힌 이 상무의 처분으로 복수 잔여선을 닫고 조지의 엔캐리 작전을 미래지식 없는 첫 전쟁으로 승인한다,L114029-L114192
656,뱅크런 본보기·은행망 흡수,8,8,8,0.22,0.29,0.16,0.13,0.20,보호망을 거절한 리퍼블릭은행 뱅크런을 방치해 본보기로 삼고 시그니처은행을 인수해 금융타워 편입을 촉진한다,L114193-L114366
657,엔화 차입·미국자산 전환,7,8,8,0.25,0.14,0.14,0.07,0.40,일본에서 70조 원을 초저금리로 빌려 미 국채와 원유·에너지에 나눠 엔화 부채를 실물·정책 지렛대로 바꾼다,L114367-L114535
658,크레디트스위스 구제·방공망 교환,8,8,9,0.22,0.13,0.31,0.09,0.25,크레디트스위스를 1달러에 받는 대가로 스위스의 유럽 방공망 참여를 요구해 은행구제를 방산 진입카드로 쓴다,L114536-L114701
659,스위스 지지·EU 사업권 확보,7,9,8,0.24,0.11,0.29,0.06,0.30,스위스 지지를 지렛대로 EU 에너지·교통 사업에서 태우 참가를 보장받아 금융 인수가 산업계약으로 지급된다,L114702-L114855
660,방산·원전 계약 결산·코인 붕괴,7,10,8,0.18,0.20,0.15,0.10,0.37,폴란드 20조 방산과 체코 원전을 굳히고 로나코인 99퍼센트 폭락으로 베릴의 경고까지 입증한다,L114856-L114999
661,가족의 마지막 임무·식량순방 출발,5,7,8,0.13,0.12,0.39,0.26,0.10,김민재가 로나코인 붕괴 뒤 김태중에게 동남아 식량·러시아에너지 순방을 부탁하고 할아버지가 위험을 알면서 맡는다,L115000-L115169
662,수출예외 확보·물가 안정,6,8,7,0.18,0.24,0.24,0.08,0.26,김태중이 베트남·동남아 농산물과 팜유 수출예외를 받아 한국 물가를 낮추고 태우 유통망의 통제력을 증명한다,L115170-L115328
663,물류 자동화·일본 지분 현금원,4,9,8,0.22,0.16,0.14,0.06,0.42,로봇 물류와 일본 3대 상사 지분 50퍼센트를 묶고 엔캐리 500억 달러 이익까지 전망해 현금원이 두꺼워진다,L115329-L115484
664,경기장 가동·문화 브랜드 지급,4,8,8,0.19,0.21,0.23,0.13,0.24,태우엔터·MCA와 테일러 스위프트가 10만 석 경기장을 채워 대형 인프라가 문화·관광 수익과 브랜드로 살아난다,L115485-L115640
665,왕실 방문·카르텔 역압박 발화,7,6,9,0.22,0.14,0.34,0.20,0.10,빈 살만이 개막축제에 오자 김민재가 미·사우디 중재 가능성을 흘리고 미국 농업 연맹을 움직인 곡물카르텔을 되받을 관계 카드를 꺼낸다,L115641-L115809
666,바이든 방한 유도·교환조건 설계,7,7,8,0.25,0.12,0.34,0.08,0.21,바이든 방한을 유도해 한미 통화스와프·증시개혁과 사우디 중재·곡물카르텔 압박을 한 협상판에 올린다,L115810-L115982
667,백악관 양보·직접 신뢰 확인,6,9,8,0.18,0.10,0.39,0.09,0.24,바이든에게 금융타워를 보여 주고 반도체 특별대우를 받은 뒤 악수해 한국과 태우의 전략가치를 현직 대통령에게 확인받는다,L115983-L116146
668,증산 타결·곡물카르텔 굴복,8,9,8,0.17,0.24,0.28,0.15,0.16,MBS의 증산안을 받고 바이든과 IRS가 곡물메이저를 압박해 태우 방해 포기와 미·사우디 타결을 함께 끌어낸다,L116147-L116314
669,제재 우회지원·로만 충성 확보,6,7,8,0.15,0.12,0.42,0.23,0.08,구단 급료가 막힌 로만을 간접 지원하자 그가 감격해 김민재에게 충성하며 러시아 내부 출구선이 보존된다,L116315-L116471
670,로만·프리고진 접촉·불만 변수 발아,8,4,9,0.22,0.15,0.35,0.22,0.06,로만이 튀르키예에서 피로에 찌든 프리고진을 만나 군부 불만과 생존책을 나눠 통제 어려운 반란 변수가 모습을 드러낸다,L116472-L116638
671,보안 메타버스 결속·자금 족쇄,7,7,8,0.21,0.19,0.31,0.17,0.12,로만·프리고진을 강 대위와 보안 메타버스에서 연결하고 동남아 에너지 수익을 줘 바그너의 생존선을 태우에 묶는다,L116639-L116798
672,미국 양쪽 보험·카르텔 역이용,6,7,8,0.29,0.13,0.30,0.10,0.18,곡물·원유카르텔이 트럼프에 붙는 움직임을 이용해 현직 바이든과 차기 후보 양쪽에 태우 정치보험을 만든다,L116799-L116956
673,에너지위기·PIF 6천억 달러 제안,6,9,10,0.23,0.08,0.31,0.13,0.25,노르트스트림 차단 뒤 살만 국왕이 6천억 달러 PIF 전체를 맡기겠다고 해 김민재조차 말문을 잃는 초대형 신뢰 보상이 온다,L116957-L117120
674,PIF 수탁·유가하락 선점,7,9,8,0.24,0.16,0.24,0.07,0.29,PIF를 성과보수와 위험조건 아래 맡고 바이든·MBS 증산 직후 원유 공매도를 걸어 왕실 신뢰와 하락 수익을 함께 지킨다,L117121-L117279
675,사우디 산업계약·성장 전환,5,9,8,0.20,0.13,0.22,0.07,0.38,사우디 케이블·IT·원전·인프라 계약을 따내고 바그너 보급선을 관리해 세계 침체를 태우·한국 성장으로 전환한다,L117280-L117454
676,주주가치 개혁·재벌 압박동맹,6,7,8,0.28,0.16,0.29,0.08,0.19,김민재가 최재석에게 주주가치·자본시장 개혁을 요구해 정부·태우·주주가 기존 대기업을 압박하는 동맹을 세운다,L117455-L117594
677,생성형 AI 확인·삼진 협업 제안,5,7,8,0.31,0.12,0.28,0.08,0.21,천민정의 생성형 AI·영상 기술을 확인하고 오용재에게 AI폰과 레거시칩 협업이라는 거절하기 힘든 제안을 건넨다,L117595-L117765
678,AI폰 수락·한국시장 공동상승,5,8,8,0.22,0.15,0.30,0.07,0.26,오용재의 삼진이 AI폰·칩 협업을 수락하고 다른 한국 대기업도 참여해 태우 단독 상승이 시장 재평가로 넓어진다,L117766-L117948
679,빅테크 합작·1천억 달러 데이터센터,6,10,8,0.20,0.11,0.25,0.05,0.39,아마존·구글·MS·메타가 동등지분으로 1천억 달러 AI 데이터센터를 만들며 태우 반도체·전력 수요를 결집한다,L117949-L118111
680,AI 주문폭증·고체배터리 공개 결단,5,8,9,0.30,0.13,0.17,0.07,0.33,AI 주문 폭증과 고체배터리 완성을 확인하고 파리 모터쇼 공개를 정해 회귀지식 밖 기술이 제품 무대로 향한다,L118112-L118272
681,고체배터리·T-9 공개 대봉우리,8,10,9,0.17,0.24,0.24,0.15,0.20,파리 모터쇼에서 구디너프와 고체배터리·T-9을 공개하자 세계 완성차가 공급계약을 요구하며 판도가 기운다,L118273-L118445
682,주가축제 속 조작망 포착,7,5,8,0.32,0.18,0.12,0.17,0.21,태우 주가 급등과 계열분리를 검토하던 중 N&K 주가조작을 포착해 축제 속 시장범죄를 조용히 가지칠 필요가 생긴다,L118446-L118599
683,계좌망 추적·공범 즉시 배신,8,6,8,0.20,0.23,0.32,0.19,0.06,이영한이 나기연·김남훈 계좌망을 파자 김남훈이 투자자 명단과 계좌·비밀번호를 내놓으며 즉시 배신한다,L118600-L118768
684,계좌 동결·무충격 체포,8,8,9,0.15,0.34,0.19,0.15,0.17,계좌를 동결하고 검찰이 나기연과 김남훈을 체포해 시장충격 없이 주가조작 조직을 제거한 직후 대형 수주소식이 온다,L118769-L118956
685,체코 원전 24조·제약 인수 개방,6,9,8,0.19,0.12,0.20,0.05,0.44,체코 원전 24조 우선협상과 현지 공장·데이터센터를 발표한 뒤 센트리언 확장을 위해 한아약품 인수를 겨냥한다,L118957-L119112
686,모녀 지분 매입·상속전 대치,7,8,8,0.18,0.15,0.38,0.16,0.13,한아약품 모녀 지분을 20퍼센트 프리미엄에 사며 남보다 태우를 믿는 소현숙과 아폴로가 붙은 아들들의 가족분열을 파고든다,L119113-L119275
687,한아약품 확보·미사일 급습,9,9,10,0.14,0.23,0.23,0.25,0.15,아폴로가 아들 지분을 금융타워에 넘겨 한아약품을 확보한 직후 북한 미사일이 남하해 기업 보상이 국가위기로 뒤집힌다,L119276-L119441
688,러북 거래 노출·양측 분열,8,7,8,0.25,0.26,0.23,0.17,0.09,러시아·북한의 무기·식량 거래를 포착하고 언론과 한국 방산을 이용해 양쪽을 갈라 장남 카드와 협상력을 높인다,L119442-L119593
689,장남 세력 확인·원화 국제화 설계,6,7,8,0.29,0.11,0.30,0.08,0.22,총리가 된 리강에게 장남 지원을 확인하고 걸프 통화스와프와 금융타워 자산으로 원화 결제망을 설계한다,L119594-L119759
690,원화 원유결제·통화주권 지급,6,10,8,0.18,0.10,0.25,0.07,0.40,사우디와 원화스와프·원화 원유결제를 성사시키고 유럽 원전·방산도 원화로 금융해 통화주권의 첫 실적을 만든다,L119760-L119910
691,화재 의제전·산업스파이 단서,7,5,9,0.28,0.21,0.12,0.25,0.14,고체배터리 가격장벽을 넘으려 전기차 화재·한파를 뉴스 의제로 만들자 중국 기술요구와 산업스파이 불안이 튀어나온다,L119911-L120062
692,직원명부 추적·기술탈취 숙청,8,6,8,0.21,0.29,0.24,0.20,0.06,직원명부로 산업스파이를 추적하고 제보자 보호와 재발 방지를 지시해 기술격차를 지키는 내부 숙청에 들어간다,L120063-L120208
693,제보자 보상·유럽 정책전 전환,6,7,8,0.25,0.18,0.28,0.08,0.21,유출 제보자에게 보너스를 주고 범죄자 자산을 환수한 뒤 유럽 보조금 재설계로 직원 신뢰와 시장 수요를 함께 높인다,L120209-L120355
694,동유럽 정상 설득·경제블록 제안,7,7,8,0.27,0.12,0.35,0.08,0.18,폴란드 원전 설명회에서 동유럽 정상들에게 금융타워 자본과 방산·원전을 묶은 새 경제블록을 제안한다,L120356-L120504
695,정상 전원 동의·우호권 공식화,7,9,8,0.19,0.10,0.38,0.06,0.27,방산·원전·연구투자를 묶어 동유럽 정상 전원의 동의를 얻고 독·프 중심 EU에 맞설 태우 우호권을 공식화한다,L120505-L120655
696,배터리 양보·EU 분열 지렛대,7,7,9,0.24,0.16,0.29,0.07,0.24,자동차동맹에 고체배터리 물량을 양보하고 중국 전기차 관세 공동로비를 이끌어 단기 손해를 장기시장 지렛대로 바꾼다,L120656-L120801
697,부산 해상도시·엑스포 대안 발화,6,6,8,0.35,0.10,0.18,0.11,0.26,오셔닉스 해상도시에 AI 데이터센터와 원전을 결합해 부산 엑스포에서 네옴시티와 맞설 사업안을 세운다,L120802-L120950
698,3배 확장 투자·사업 수락,6,8,8,0.24,0.14,0.29,0.08,0.25,필립 호프만에게 부유도시를 3배 키우고 데이터센터·원전을 넣자고 제시해 오셔닉스의 실제 사업 수락을 받는다,L120951-L121094
699,태풍 시뮬레이션·정부 총력지원,7,8,8,0.29,0.19,0.27,0.10,0.15,천민정이 태풍 매미까지 견디는 시뮬레이션을 보이고 최재석에게 인허가를 요구해 여름 착공 총력지원을 얻는다,L121095-L121243
700,대륙물류 선별·혁신차 공개 직전,5,7,10,0.31,0.13,0.18,0.07,0.31,한일 해저터널은 거절하고 북한·러시아 육로만 남긴 뒤 세계 최초 고체배터리 전기차 이오닉스 공개 직전으로 간다,L121244-L121402
701,이오닉스 판매폭발·충성고객 지급,8,10,9,0.13,0.28,0.14,0.18,0.27,이오닉스 6천 대가 하루 만에 팔리고 10만 대 예약과 1년 대기열이 생겨 AI·15분 충전의 시장보상이 폭발한다,L121403-L121548
702,로열티 전환·양산규격 확정,6,9,8,0.26,0.18,0.17,0.06,0.33,해외 완성차의 한국 진출 문의를 로열티 사업으로 받고 고체배터리 생산을 10배 키울 양산규격을 확정한다,L121549-L121690
703,전 계열사 증산·중국 기술압박,8,6,9,0.24,0.19,0.35,0.14,0.08,전 계열사를 공장전환에 투입한 김민재가 리강 협상단을 맞아 기술을 주지 않고 중국 관계도 지켜야 하는 대치에 선다,L121691-L121850
704,기술 방어·중국법인 특례 지급,7,9,9,0.22,0.12,0.40,0.08,0.18,리강에게 고체배터리 기술을 주지 않고도 태우 단독 중국법인 특례와 시진핑 방한 약속을 받아 우위를 보존한다,L121851-L121997
705,해상도시 공개·엑스포 총력전 선포,7,7,9,0.23,0.19,0.29,0.18,0.11,김민재와 최재석이 부산 해상도시·해저터널·빅테크 입주 영상을 공개하고 국가 총력 외교전을 선포한다,L121998-L122166
706,엔화 작전·빈 살만 담판 진입,6,7,9,0.30,0.13,0.23,0.15,0.19,조지의 50배 엔화 공매도와 인재 보상·퇴직펀드를 점검한 뒤 김태중과 리즈 경기를 보고 빈 살만 담판으로 향한다,L122167-L122316
707,우정 충돌·엑스포 양보 요구,9,4,9,0.12,0.14,0.43,0.26,0.05,김민재가 형제처럼 지낸 빈 살만에게 부산 엑스포 양보를 요구하자 처음으로 분위기가 차갑게 얼어붙는다,L122317-L122468
708,월드컵·네옴 교환·관계 복원,8,10,8,0.17,0.14,0.40,0.14,0.15,2034 월드컵과 네옴 완공 지원을 대안으로 내 사우디의 엑스포 포기를 받고 빈 살만과 다시 손을 맞잡는다,L122469-L122629
709,유럽 로비선·중국 보복 활용,6,7,8,0.27,0.12,0.31,0.08,0.22,리즈 옵션으로 안드레아를 유럽 로비스트에 묶고 중국의 돼지고기·와인 보복을 EU 분열의 기회로 읽는다,L122630-L122798
710,아람코 보상·일본 D-DAY 확정,7,8,9,0.25,0.15,0.20,0.08,0.32,엑스포 거래 보상으로 아람코 0.6퍼센트를 사고 AI 폭발과 엔비디아 사기꾼을 확인한 뒤 일본 공격일을 정한다,L122799-L122944
711,바그너 불만·중국 특혜 독성 점검,8,5,9,0.33,0.16,0.22,0.19,0.10,바흐무트 승리 뒤 바그너 불만과 엔비디아 사기꾼을 확인하며 중국 특구가 14억 시장과 독을 함께 품었음을 경계한다,L122945-L123129
712,시진핑 방한·미중 선택권 대치,7,6,9,0.29,0.10,0.37,0.12,0.12,시진핑이 자동차·산업동맹 가입과 전 업종 태우 특구를 제안해 한국이 미중 사이 선택권을 쥔 협상대에 선다,L123130-L123300
713,일본 지분강제 위협·전쟁 명분 획득,8,5,9,0.22,0.23,0.26,0.18,0.11,중국 특구를 검토하는 사이 일본이 태우IT 지분을 위협하고 김민재는 죄책감 없이 금융전을 벌일 명분으로 받아들인다,L123301-L123480
714,조기상환 방아쇠·중국 임시가입 설계,7,7,8,0.29,0.21,0.24,0.10,0.16,일본의 차입금 조기상환 요구를 D-DAY 방아쇠로 쓰고 중국기업에는 권한 없는 자동차동맹 임시가입만 허용한다,L123481-L123642
715,중국 특구 진출·바그너 반란 발화,9,5,10,0.20,0.36,0.19,0.20,0.05,계열사에 철수 가능한 중국 진출을 명령하는 동안 프리고진이 러시아행을 택하고 바그너 반란이 실제 역사 변수로 터진다,L123643-L123789
716,반란 장기화·에너지 대응 가동,9,6,9,0.24,0.28,0.23,0.16,0.09,바그너의 자금과 가스거점 장악 가능성을 읽고 한 부회장에게 장기 에너지 대응을 시켜 태우 지원의 대가를 준비한다,L123790-L123950
717,반란 생존선·중국 임시회원 결정,8,7,8,0.21,0.17,0.40,0.12,0.10,프리고진·로만이 보안 메타버스에서 태우 지원을 믿는 사이 자동차동맹은 중국기업을 권한 없는 임시회원으로 받는다,L123951-L124124
718,중국 만족·일본 배제·금리전 압박,7,7,9,0.27,0.20,0.28,0.10,0.15,중국기업을 임시회원으로 만족시키고 일본을 제외한 뒤 일본이 금리를 올릴 수밖에 없는 상황을 만들기로 한다,L124125-L124294
719,전쟁 레버리지·동유럽 무기 앞당김,8,6,8,0.25,0.26,0.25,0.13,0.11,바그너·우크라이나 압박을 이용해 최재석에게 동유럽 무기 납기와 미 7함대 부산 배치를 제안한다,L124295-L124452
