sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
170,"170화","S04-A07","이중 전진·관계 보상","반사 자동차 충돌을 실증하고 63빌딩 식사에서 창립멤버에게 각 100억 원을 준다.",6,8,7,20,20,25,15,20,"범죄연합 전쟁과 자동차 실험 사이에 홍 사장의 자녀 집·황연우의 못 쓰는 돈을 넣어 규모를 사람에게 내려앉힌다."
171,"171화","S04-A07","동원·확대","세운 사내음악·DK 건물·스타벅스로 당원과 후보 호감도를 전국적으로 늘린다.",7,6,8,25,20,20,10,25,"선거 자금·당원·접점이라는 조직 정보를 빠르게 누적하고 조민우의 남부 전쟁으로 외부 압력도 유지한다."
172,"172화","S04-A07","선거 정점·대결산","양당 비리를 상호 폭발시키고 지역 혜택을 붙여 국민중심당 63석을 만든다.",8,10,7,20,20,20,15,25,"네거티브와 생활 공약을 교차한 뒤 지역 50·비례 13이라는 정확한 숫자로 캐스팅보트 보상을 확정한다."
173,"173화","S04-A08","교량·새 위협","영호남 포탈 시범법과 한소희의 애정을 확인한 사이 조민우가 디스트로이 바이러스를 받는다.",6,6,9,25,15,25,15,20,"정치·관계 보상을 조용히 지급하고 치사율 30% 바이러스 한 문장으로 세계적 위험을 연다."
174,"174화","S04-A08","전염 확대·연구","멕시코에 3조 원 구호를 투입해 데이터를 모으고 포이즌 기반 치료제를 설계한다.",8,5,9,25,20,10,15,30,"매출 상승을 곧바로 생명 위기와 연구 비용으로 상쇄하고 한 달 제한으로 신약 긴장을 압축한다."
175,"175화","S04-A08","치료 정점·인정","첫 환자의 고통을 수정해 두 번째 환자를 무통 완치시키고 긴급 승인을 신청한다.",8,10,8,20,25,20,20,15,"세 시간 내 실패·수정·재시험을 압축하고 환자의 절과 의료진 보너스로 과학적 성공을 관계 보상까지 확장한다."
176,"176화","S04-A09","생산 확대·여론 보상","고수익 상품을 멈추고 안티 옥타를 국내 우선 공급해 정당 지지율도 5% 높인다.",7,8,8,20,15,20,15,30,"생명 우선 선택을 생산량·정상화·정치 지지로 보상한 뒤 두 배 전염 변이로 압력을 복구한다."
177,"177화","S04-A09","국제 협상·공장 위기","미국 1천만 병과 포탈 허가를 맞바꾸지만 현지 공장이 방화된다.",9,8,10,25,15,15,15,30,"협상 수익 3조와 7서클 기회를 가장 크게 지급하는 순간 생산기지를 불태워 다음 마법 선택을 강제한다."
178,"178화","S04-A09","마법 공장 반전","마도사의 마법진과 기계 골렘으로 공장 열 곳·월 6천만 병을 며칠 만에 만든다.",7,10,8,20,35,10,10,25,"30분 공장과 하룻밤 200기라는 속도 보상으로 테러를 무효화하고 일본 폐기물이라는 새 거액 시장으로 건넌다."
179,"179화","S04-A10","협상·거액 지급","후쿠시마 오염수 100만 톤을 반나절에 치우고 20조 원을 청구한다.",6,9,8,25,30,10,10,25,"국가급 환경 난제를 생중계 마술처럼 지운 뒤 돈을 지급하지 않는 일본의 배신으로 거래 긴장을 남긴다."
180,"180화","S04-A10","압박·역이용","후쿠시마에 비를 내려 오염수를 스무 배로 불리고 치료제는 빈국에 돌려 일본의 20조 지급을 받아낸다.",7,8,8,20,25,15,10,30,"계약 배신을 날씨와 평판 양쪽에서 응징해 현금 회수와 빈국 지원을 동시에 보상한다."
181,"181화","S04-A10","대결산·적 변화","55조 원 제염을 계약하고 정화 골렘을 투입하는 동안 조민우는 라칼을 독살한다.",7,10,8,20,20,20,15,25,"국가 계약의 거액을 확정한 뒤 대부의 커피·머리 쓰다듬기와 살인을 붙여 적의 관계 승급을 차갑게 보여 준다."
182,"182화","S04-A11","왕실 베팅","바하라 왕자의 도난 보석을 한 달 안에 되찾는 조건으로 100조 도시 우선권을 건다.",7,6,9,25,15,25,15,20,"치료제 우호 거래와 왕실 시계 선물로 신뢰를 쌓은 뒤 실패 2천만 병이라는 큰 판돈을 건다."
183,"183화","S04-A11","잠입·회수","분마탄의 경비 약 백 명과 CCTV를 재우고 비밀 금고의 블루 다이아몬드·왕실 보석을 회수한다.",9,9,8,10,50,15,10,15,"은신·비행·최면·골렘 해킹을 연속해 잠입 쾌감을 높이고 장군의 쿠데타라는 뜻밖의 여파를 남긴다."
184,"184화","S04-A11","계약 결산·실행 훅","왕실 보석을 전부 돌려줘 100조 원 그린시티 우선권을 받고 골렘 300기 직영안을 세운다.",6,10,8,25,15,20,10,30,"보석의 가치가 신뢰라는 점을 반환 장면으로 확인하고 하도급 금지 난제를 두 배 골렘으로 넘어선다."
185,"185화","S04-A12","정상화·현장 도입","옥타 이후 일상이 회복되고 키디야 인부들이 건설 골렘과 합을 맞춘다.",5,7,8,20,20,20,10,30,"팬데믹 종료의 사회 보상을 현장 노동 장면으로 구체화한 뒤 물 부족을 99만 톤 포켓으로 연결한다."
186,"186화","S04-A12","안정화·정치·스포츠 확장","작은 탱크에서 99만 톤 물을 풀고 포탈 지역정치와 메이마르 830억 협상을 연다.",5,8,8,25,15,25,10,25,"키디야 병목을 시원하게 닫고 대선·지역구·불턴을 빠르게 이동하면서 모두 장기 기반 확장으로 묶는다."
187,"187화","S04-A12","선수 영입 보상·재난 전조","메이마르가 불턴과 계약하고 포탈 지역 주민은 재선 지지를 외치지만 모래폭풍이 접근한다.",6,8,9,20,15,25,15,25,"스타 계약과 주민 반응을 충분히 보상한 뒤 50년 만의 모래폭풍을 사흘 제한 훅으로 건다."
188,"188화","S04-A12","재난 정점·새 문제","마정석 제작진과 윈드 스톰으로 키디야를 지키고 곧 세운의 전력 과소비 문제를 받는다.",9,9,8,20,40,15,15,10,"밤샘 준비와 폭풍 한가운데 마법을 길게 보여 주고 신의 축복 소문 뒤 에너지 문제로 자연스럽게 전환한다."
189,"189화","S04-A13","기술 설계·실증","코일의 우주 태양광 구상을 인챈트·골렘·포켓으로 궤도 조립한다.",7,7,8,30,30,10,10,20,"물리 제약을 하나씩 마법으로 풀어 로켓 60회·5년 계획을 한 번의 발사와 원격 포켓으로 줄인다."
190,"190화","S04-A13","산업 결산·경기 위기","원전 한 기급 발전소를 완성한 뒤 불턴 마지막 경기에서 골키퍼 매수 흔적을 찾는다.",7,8,9,25,15,15,10,35,"4만 메가와트 결산과 기술 은폐 판단 뒤 2천억 원이 걸린 스포츠 조작으로 긴장을 새로 건다."
191,"191화","S04-A13","경기 결산·능력 개방","골키퍼를 교체해 메이마르 해트트릭을 만들고 7서클 완숙·지팡이 제작법을 얻는다.",8,10,8,20,30,20,15,15,"승부조작 응징·챔피언스리그·제약 매출·새 마법을 연속 지급하고 희귀 보석이라는 제작 비용을 남긴다."
192,"192화","S04-A13","제작 결산·효율 보상","조민우의 과열 입찰을 피하고 600억 블루 다이아몬드로 빛 지팡이를 두 시간 만에 만든다.",5,9,7,25,25,10,10,30,"경매 패배처럼 보인 순간 대체 보석으로 비용을 줄이고 우주 전지 효율 40%로 실용 가치를 증명한다."
193,"193화","S04-A14","후보 선언·정책 약속","황연우를 의원직에서 사퇴시켜 서울시장 후보로 세우고 포탈 환승·환경 공약을 준다.",5,6,8,25,15,30,15,15,"형제 같은 티격태격을 살리면서 일요일 기자회견의 언론 전략과 시장 후보라는 지위 상승을 함께 보여 준다."
194,"194화","S04-A14","기술 증명·위협 확대","버큠이 10분 만에 미세먼지 수치 102를 30으로 낮추고 황연우의 자신감을 높인다.",6,7,8,25,20,20,10,25,"정책을 수치·범위·소음 문제로 구체화한 뒤 조민우 곡물 바이러스와 세운타워 선거판을 교차한다."
195,"195화","S04-A14","연출 위기·진짜 감정","용역 습격을 연출하지만 황연우가 칼을 맞고도 철거민을 몸으로 지킨다.",9,9,8,15,35,25,20,5,"조작된 장면이 인물의 진짜 공공심으로 넘어가는 순간에 머물고 병실 치유·정책 공부로 성장을 이어 간다."
196,"196화","S04-A14","선거 조작·공개 증명","고비 황사를 서울까지 끌어온 뒤 세운타워 주변만 푸른 하늘로 만든다.",7,9,9,20,30,15,15,20,"윤리적으로 거친 준비를 며칠 노동으로 보여 주고 기자들의 체감 반응과 지지율 4% 상승으로 즉시 보상한다."
197,"197화","S04-A14","선거 정점·관계 결산","황연우가 서울시장에 당선돼 인터뷰 전 백두빌딩에서 창립멤버와 맥주 한 캔을 나눈다.",7,10,8,20,15,30,20,15,"대규모 개표를 사적 건배로 내려앉힌 뒤 시장실 공개 호칭과 비공개 농담으로 권력과 오래된 관계를 동시에 보존한다."
198,"198화","S04-A15","시정 결산·새 마법","미세먼지 사업 만장일치를 받아낸 뒤 가고일을 드론으로 만들어 라스트 마일을 설계한다.",5,8,8,25,20,20,10,25,"황연우의 첫 시정 성공을 닫고 창밖 교통 체증에서 가고일 사업 발상으로 매끄럽게 재장전한다."
199,"199화","S04-A15","미국 실증·확대 비용","FAA 허가와 실리콘밸리 배달을 성공시키고 천 대 이동식 포켓 차량을 설치한다.",6,9,8,25,25,15,10,25,"커피 도착의 생활 놀라움에서 주가 상승까지 보상한 뒤 도겸의 일주일 마법 노동으로 확장 비용을 체감시킨다."
200,"200화","S04-A15","산불 위기·대규모 액션","가고일 5만 대가 강풍을 뚫고 캘리포니아 불길에 물 5천 톤을 투하한다.",10,8,9,15,45,10,15,15,"전문가의 불가능 선언과 생방송을 발판으로 천 대 소방헬기급 장관을 터뜨리고 마정석 고갈을 남긴다."
201,"201화","S04-A15","공개 인정·관계·재장전","미국 대통령이 도겸에게 감사하고 황연우는 규제 완화·시의원 포섭을 가져오며 서광수는 메타버스를 맡는다.",4,10,8,25,10,30,20,15,"산불의 물질 손실을 세계적 호명으로 되갚고 구두 벗은 시장과 되살아난 개발자의 표정으로 두 관계 보상을 이어 붙인다."
202,"202화","S04-A16","인수·국내 공개·역압박","겜마블을 5조 원에 사고 서울 드론법 통과 즉시 강남 배달을 열지만 가짜 충돌이 준비된다.",8,9,9,25,15,20,10,30,"회사·인력·법안의 큰 보상을 한 화에 지급한 뒤 잠자리채 희극에서 계획된 부상 사기로 톤을 바꾼다."
203,"203화","S04-A16","증거 수집·부분 폭로","김장욱의 장부와 대화를 빼내 신입 폭행 지시를 대형 전광판에 공개한다.",8,8,10,15,35,15,20,15,"보험사기 추적을 위성·CCTV·직접 잠입으로 확대하고 기자들의 시선이 뒤집힌 순간에 잘라 204화 후속 처분을 강하게 요구한다."
