sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
64,"64화",S02-A06,"도입","슈퍼-K 흥행 속에서 도겸이 마약 수사를 이용해 카디를 TF에서 빼내 10년 계약한다.",7,7,8,25,30,20,10,15,"오디션 상승세와 프로듀서 수사 위기를 교차시켜 결승 전 제작 능력의 빈틈을 압박한다."
65,"65화",S02-A06,"결산","카디의 검사와 재사용을 정화·최면으로 막고 권빈을 포함한 다섯 명이 ENTIC으로 데뷔해 1위한다.",8,10,7,15,30,25,15,15,"개인 구제의 불편한 비용을 오디션 우승·그룹 결성·방송사 태도 역전으로 크게 갚는다."
66,"66화",S02-A07,"도입","고급 일식 식탁에서 김수희가 조도영 이혼 지원을 조건으로 SY 지분 20%를 도겸에게 넘긴다.",6,8,8,25,15,35,15,10,"상장 설계보다 형수님·도련님 사이의 상처 공유와 동맹 형성을 중심 보상으로 둔다."
67,"67화",S02-A07,"결산","SY 주가가 여섯 번 상한가를 치고 5서클이 열린 뒤 조문홍이 도겸에게 세운제약을 맡긴다.",7,10,8,20,25,20,10,25,"주가·마법 서클·계열사 규모를 동시에 올려 후계 경쟁의 등급 상승을 명확히 한다."
68,"68화",S02-A08,"도입","파벌 임원을 정리한 도겸과 김덕환 팀이 완보동물 추출물로 체력 회복 포션 원형을 만든다.",6,7,7,25,35,15,15,10,"조직 숙청 뒤 바로 실험실로 이동해 권력 행사와 제품 창조의 인과를 붙인다."
69,"69화",S02-A08,"전진","쥐 실험으로 효능을 확인하고 조직·지분·식약청 우선 심사를 동시에 준비한다.",5,7,7,25,25,20,10,20,"효능 증거와 초밥 보상, 인사 재편, 180억 원 매수를 병렬로 쌓아 출시 기반을 넓힌다."
70,"70화",S02-A08,"결산","권빈 광고·독서실 시음·자판기 최면·선수 협찬으로 워터베어가 출시 한 달 500만 병을 판다.",6,8,7,15,30,15,10,30,"학교와 경기장의 실제 섭취 장면이 판매 숫자를 받쳐 주지만 손익분기까지의 거리는 남긴다."
71,"71화",S02-A09,"도입","정화수 샘플이 피부를 즉시 진정시키고 김수희는 조도영의 추가 스캔들을 준비한다.",6,7,8,20,20,30,15,15,"제품 확장과 가족 복수를 교차시키며 조문홍이 막내 성과에만 웃는 태도 변화를 심는다."
72,"72화",S02-A09,"결산","제약이 흑자로 돌아 직원들이 포옹하고 김수희의 생방송 이혼 뒤 조도영이 미국으로 축출된다.",8,10,8,15,20,30,20,15,"로열티·보너스·직원 눈물·형수의 5% 지지까지 사업과 가족 보상을 한꺼번에 지급한다."
73,"73화",S02-A10,"급전환","직원과 창립 멤버에게 현금·아파트를 포상한 직후 전국 30여 명 워터베어 독극물 사건이 터진다.",9,9,9,15,25,25,20,15,"축하의 최고점에서 브랜드 생존 위기로 급락시켜 공격받을 만큼 커진 성공을 체감시킨다."
74,"74화",S02-A10,"추적","대지의 기억과 포스 탐지로 실행범·일성 대부업자를 찾아 다린 사모펀드의 사주를 밝혀낸다.",9,7,8,25,45,10,10,10,"거리 흔적을 따라 단계별 배후가 올라가며 정보 회수와 거친 제압의 속도를 높인다."
75,"75화",S02-A10,"대면","라칼과 저녁 식사에서 그룹 매각 제안을 거절하고 서로의 회장·후계자 계획을 확인한다.",8,7,8,30,20,30,15,5,"음식이 놓인 정적인 대화를 후계전 선전포고로 바꾸고 정일성이라는 다음 증인을 남긴다."
76,"76화",S02-A11,"도입","사장단 공세를 국내 최초 FDA 승인으로 뒤집고 회식에서 숙취를 없애는 정화 포션을 시험한다.",7,8,7,25,20,25,15,15,"공식 인정 뒤 소고기·위스키 자리에서 다음 상품 아이디어가 나와 승리의 여운을 생산으로 잇는다."
77,"77화",S02-A11,"압박","미국 재고 70%를 안고 200억 원대 슈퍼볼 광고를 집행해 악평과 노출 사고까지 구매로 돌린다.",8,7,7,15,35,10,15,25,"거액 손실 가능성과 대중 조롱을 먼저 키운 뒤 역설적 관심을 매출 직전까지 끌고 간다."
78,"78화",S02-A11,"전환","미국 재고 완판 뒤 병원 경영진을 연구동·후임 사장 약속으로 묶지만 정일성은 6서클이 필요하다.",6,8,8,25,20,25,15,15,"글로벌 판매 보상을 병원 접근권으로 환전한 다음 현재 마법의 한계로 새 목표를 세운다."
79,"79화",S02-A11,"결산","일회성 정신치료로 정일성을 깨워 살인 증거 위치를 듣고 제약 후임을 세운 뒤 에너지 사장직을 받는다.",8,9,9,30,20,20,15,15,"희귀 학습권을 정보 한 문장에 쓰는 선택이 금고 물증과 새 계열사 진입으로 보상된다."
80,"80화",S02-A12,"도입","제약 반기 2000억 원 이익을 인정받은 도겸이 에너지 사장이 되어 30% 고효율 배터리를 만든다.",5,8,7,20,30,20,10,20,"전임 사장 보수 보전으로 마찰을 줄이고 즉시 제품 수치를 제시해 새 경영판을 빠르게 연다."
81,"81화",S02-A12,"전진","CNC 마법진 복제로 배터리 양산 길을 열고 독일 완성차 문의를 받지만 독립 발전 마법은 실패한다.",6,7,9,25,30,10,10,25,"큰 생산 혁신 사이에 학습권 낭비를 남겨 마법도 무비용 만능은 아니라는 리듬을 준다."
82,"82화",S02-A12,"압박","라칼 측 석유 봉쇄를 확인한 도겸이 UAE로 가 칼리파 왕자에게 물 30% 증산을 약속한다.",8,5,8,30,30,20,10,10,"국내 원료 위기를 왕실 권력·국가 물 부족과 연결해 협상의 스케일을 급격히 키운다."
83,"83화",S02-A12,"결산","네 계통 마법으로 UAE 물 공급을 약속 이상 늘려 칼리파의 포옹·석유 복구·대형 수주를 얻는다.",9,10,8,20,35,25,10,10,"설비 수치와 현장 안도, 왕자의 친구 호칭을 함께 배치해 국가 사업 보상을 사람 관계로도 보이게 한다."
84,"84화",S02-A12,"전이","1400억 원 예치와 개인 보상으로 우리은행 금고의 살인 물증을 꺼내고 아버지의 칭찬을 받는다.",7,9,10,30,20,20,10,20,"석유 Arc의 성취를 증거·승진 기대에 연결한 직후 아버지 사고 전화로 바닥을 뺀다."
85,"85화",S02-A13,"도입","식물인간 가능성의 조문홍을 두고 사장들이 도훈에게 줄서자 도겸은 2조 원 실탄과 사고 배후를 준비한다.",10,5,9,25,25,25,15,10,"병원 복도에서 드러난 충성 이동과 지분 매각을 병치해 가족 위기를 곧바로 권력전으로 만든다."
86,"86화",S02-A13,"위기","한영민의 시력을 돌려 표를 얻지만 부패 투자실장이 국민연금 7%를 라칼 측에 넘겨 지분전에서 패한다.",10,6,10,25,25,20,15,15,"치료로 쌓은 승리를 불법 매각 한 번으로 꺾은 뒤 6서클 개방을 마지막 선택지로 제시한다."
87,"87화",S02-A13,"결산","도겸이 두 6서클 마법을 아버지 치료에 써 도훈의 임시 회장 취임 10분 만에 조문홍을 회의실로 데려온다.",10,10,8,15,30,30,20,5,"지분 숫자 대신 휠체어·손·아버지 목소리로 권력 역전을 보여 관계 보상을 정점에 둔다."
88,"88화",S02-A14,"도입","세운자동차를 맡은 도겸이 원가절감 안전 부품을 복구하고 실드 SUV로 IIHS 한국차 최초 1위를 얻는다.",6,8,7,20,30,20,10,20,"유언장 변경 약속을 충돌시험 수치와 묶어 자동차 흑자가 곧 후계 인정임을 선명히 한다."
89,"89화",S02-A14,"결산","탑기어 파괴 실험과 정화 필터로 세운차가 해외 사과·판매 증가·정부 보조금·유럽 주문을 얻는다.",7,9,7,15,35,15,10,25,"조롱의 무대에서 실제 차체가 버티는 장면이 브랜드 평판을 즉시 주문으로 전환한다."
90,"90화",S02-A15,"도입","PC 세 대와 폐기 슈퍼컴퓨터를 골렘화해 말하고 학습하는 0호기 네트워크를 만든다.",5,8,8,25,35,10,10,20,"새 능력 설명을 장비 구매와 즉시 대화 장면으로 압축해 AI 골렘의 실용 약속을 빠르게 건다."
91,"91화",S02-A15,"압박","0호기가 해킹·시장 분석·전력 절감을 해내지만 신규 채용 협상에서 노조 뇌물과 전면 파업이 터진다.",8,6,9,30,25,15,10,20,"기술 성능을 충분히 보여 준 뒤 해결해야 할 인간 조직을 더 강한 병목으로 세운다."
92,"92화",S02-A16,"반격","0호기와 로봇 팔 60대가 파업 중 120% 생산을 유지하고 비리 폭로로 기존 위원장이 체포된다.",9,8,8,20,40,15,10,15,"사람이 멈춘 공장의 움직임 자체를 통쾌한 반격으로 쓰되 새 노동조직 필요성을 남긴다."
93,"93화",S02-A16,"전환","0호기가 고른 신입 500명 속에 황연우가 잠입해 일할 권리를 내건 새 노조 창설을 제안한다.",8,6,9,25,25,30,15,5,"감시 기반 선발의 정보량보다 교육장 연설과 500명의 동의를 관계 전환의 중심에 둔다."
94,"94화",S02-A16,"결산","황연우가 쇠파이프에 맞고 신입들이 보호한 뒤 12개 CCTV 영상이 구노조 비리를 공장 앞에 폭로한다.",9,9,8,15,35,30,15,5,"실제 상처를 지도자 인정과 새 노조 신고로 바꿔 감정·조직 보상을 동시에 낸다."
95,"95화",S02-A17,"도입","구노조 해산 직후 안동구가 대시보드 금형을 훔쳐 부수면서 나흘 뒤 생산 중단 위기가 생긴다.",9,7,9,20,30,20,15,15,"파업 종료의 안도 직후 6개월짜리 생산 자산을 파괴해 갈등 주체를 재방파로 확대한다."
96,"96화",S02-A17,"결산","부서진 금형 골렘이 30분 만에 설계대로 복원되고 두 번째 파괴도 스스로 되돌려 안동구가 체포된다.",8,10,8,15,40,15,10,20,"6개월 공정을 30분으로 압축하는 시각적 복원 뒤 동료용 방호차 필요를 즉시 연결한다."
97,"97화",S02-A18,"도입","창립 멤버 차량을 골렘화하고 새 베리어 에어백이 시속 200km 충돌에서도 더미 충격 0을 기록한다.",8,9,8,20,40,15,10,15,"사람 보호라는 감정 동기와 자동차 시장 1위라는 사업 목표를 동일 기술에 포개 놓는다."
98,"98화",S02-A18,"확장","미국 추격전 생존 영상 뒤 국방부 압박으로 GM과 대통령 의전차 공동제작이 승인된다.",8,9,8,25,30,20,10,15,"우연한 공개 사고를 대중 수요·정부 관심·국제 협업의 세 단계로 빠르게 증폭한다."
99,"99화",S02-A18,"침투","0호기가 디트로이트의 PC·의전차를 골렘화해 GM의 데이터베이스와 생산 기술을 흡수한다.",9,8,9,35,30,10,10,15,"눈에 보이는 협업 아래 산업기밀 침투를 진행해 다음 화 소송 위협의 긴장을 예약한다."
100,"100화",S02-A18,"결산","아르곤 선주문 9만 대 이상 뒤 기술도용 항의를 베리어 방탄복·에어포스원 제안으로 봉합하고 F1에서 우승한다.",9,10,8,20,35,20,10,15,"소송 위협을 국가 방호 거래로 역전한 다음 레이싱 골렘 우승으로 1부 규모의 결산을 준다."
101,"101화",S02-A19,"도입","F1 주문 폭주 뒤 창립 멤버에게 골렘 차를 주고 김건웅이 재방파 자금 장부를 얻자 30명이 매복한다.",8,9,10,20,25,25,15,15,"성공 수익을 동료 안전에 돌린 선물이 즉시 생존 장치가 될 상황을 만들어 훅을 극대화한다."
102,"102화",S02-A19,"격화","골렘 차가 김건웅을 구하지만 홍수홍의 다리가 망가지자 도겸이 증거를 공개하고 사장단에서 도훈을 지목한다.",10,8,10,25,30,25,15,5,"동료의 영구 장애를 감정적 임계점으로 삼아 비밀전을 언론·검찰·가족 회의의 전면전으로 전환한다."
