sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
264,"264화",S06-A04,"결산·상품화","포획 장비를 SW-1 300대·DK-1 20대로 개조해 약 3조 원 장기 계약으로 우크라이나에 공급한다.",6,9,7,20,20,20,10,30,"포로 반환에서 무기 개조·브랜드·연료 종속까지 단계적으로 보상을 키우고 유럽 문의로 닫는다."
265,"265화",S06-A05,"발단·이중전선","조민우는 버림받은 지부장을 회유하고 조도겸의 SW-1·DK-1은 우크라이나 실전에서 성능을 증명한다.",7,8,8,20,20,25,10,25,"음지 금융전과 공개 전쟁을 교차해 젤렌스키의 전폭 신뢰와 독일 134조 원 시장을 동시에 연다."
266,"266화",S06-A05,"확대·수출","SW-1 세 대가 러시아 전차 다섯 대를 이기고 직격탄을 버텨 독일 700대 주문과 유럽 200조 원 시장을 연다.",7,9,8,20,25,15,10,30,"짧은 성능 시연 뒤 계약 규모와 생산 방식을 숫자로 누적하고 대부 자금 동결 소식으로 전환한다."
267,"267화",S06-A05,"결산·상위위기","러시아의 전차 1만2천 대·장갑차 2만 대 공세를 라스푸티차와 볼케이노로 막고 500대 이상을 포획한다.",10,9,10,15,45,10,10,20,"봉쇄된 승무원이라는 전술 난제를 광역 자연마법으로 폭발시킨 뒤 모스크바 메테오 계획까지 긴장을 올린다."
268,"268화",S06-A06,"발단·재난준비","조도겸이 마정석 약 18만 개와 일주일 무수면 작업으로 모스크바 충돌용 400미터 소행성을 만든다.",9,5,9,25,25,10,15,25,"자원·시간 비용을 반복해 행성급 마법의 무게를 준 뒤 NASA의 50% 이상 충돌 판정으로 공신력을 붙인다."
269,"269화",S06-A06,"상승·정상협상","러시아에 2천억 달러와 대부계 장관 숙청·미사일 사과를 요구해 공식 사과 방송을 받아낸다.",9,9,8,25,10,30,10,25,"무례한 대통령에게 퇴장으로 응수하고 세운 전체 담보를 건 협상 뒤 백두빌딩 샴페인으로 인정 보상을 지급한다."
270,"270화",S06-A06,"반전·재협상","유성이 비껴가자 계약을 파기한 러시아에 마법진을 재가동해 충돌 궤도를 되돌린다.",9,8,10,15,25,20,15,25,"99% 회피로 안도시킨 직후 배신과 재충돌을 붙여 짧은 시간 안에 보상과 위기를 두 번 뒤집는다."
271,"271화",S06-A06,"결산·귀환","존칭·3천억 달러·동시베리아 65만 제곱킬로미터 1천년 임대를 받아 러시아 대통령을 공식 파트너로 굴복시킨다.",8,10,6,20,10,30,10,30,"체면·가격·영토 조건을 순차 상향하고 대통령의 존대와 서명으로 장기 분쟁을 닫아 일상편으로 넘긴다."
272,"272화",S06-A07,"발단·사업복귀","분기 매출 65조·순익 30조 메타버스에 생산형 교도소와 총상금 1천억 원 대회를 설계한다.",5,7,7,25,10,20,10,35,"전쟁 뒤 보고 회차답게 수치와 운영 문제를 빠르게 훑고 판타지아 몬스터 전쟁을 새 볼거리로 건다."
273,"273화",S06-A07,"확대·사회설계","2만 명 몬스터전이 조회 1천만·결제자 3배를 만들고 집중학습·2만 명 소개팅으로 확장된다.",6,8,7,25,15,25,10,25,"전투 흥행에서 코인·학습·연애로 보상을 연쇄 확대하되 마인드 컨트롤 거부로 윤리선을 짚는다."
274,"274화",S06-A07,"결산·전환","조민우가 배신 가신을 정리하고 김건웅은 자산을 지키며 조도겸은 제임스에게 VR 영화 환경을 시연한다.",7,6,8,20,20,25,15,20,"음지 숙청과 문화사업 준비를 빠르게 병렬 편집해 신뢰 확인 뒤 감독의 경탄 직전으로 전환한다."
275,"275화",S06-A08,"발단·영입","실제 불·비행 마법과 2조 원 제작비·대형 홍보·테마파크 연계를 보여 제임스의 계약을 받는다.",6,9,8,15,20,30,15,20,"감독의 감각적 놀라움을 자금·생태계 제안으로 구체화하고 곧바로 구 대부 대결로 교차한다."
276,"276화",S06-A08,"중반결산·승계","0호기 골렘이 수천 사병과 헬기를 무너뜨리고 구 대부가 자살해 조민우가 후계자가 된다.",9,8,7,15,35,25,10,15,"대규모 제압을 압축해 권력 승계를 지급하고 김건웅의 자발적 잔류로 새 가신 관계를 확인한다."
277,"277화",S06-A08,"결산·확장","미국의 석유 반발을 학생 8천만 명 방어복으로 누르고 알래스카 폐기물 3만 톤을 원료화한다.",7,8,8,25,15,20,10,30,"자동차 점유율 18%에서 에너지 외교·방어복·폐기물 분해로 사업축을 빠르게 갈아탄다."
278,"278화",S06-A09,"발단·대량화","선박 5천 척의 반경 100미터 수거진으로 동아시아 해양 쓰레기를 하루 수백만 톤씩 모은다.",6,9,8,20,20,15,10,35,"국내 일일 물량과 설비 300만 톤 용량을 숫자로 제시해 환경 정화를 초대형 공급망으로 보이게 한다."
279,"279화",S06-A09,"확대·시장장악","베이징 3조 원 정화 계약을 제시하고 미국 폐기물 시장 45%인 WM·RS를 1조3천억 원에 인수한다.",6,8,7,25,10,20,10,35,"낮은 재생원료 수익을 인정한 뒤 처리비·ESG·점유율이라는 더 큰 보상으로 계산을 전환한다."
280,"280화",S06-A09,"확대·국방전환","무인 SW-1과 포탄을 버티는 수호 골렘을 강원도 네 곳에 무료 배치해 모병제 기반을 만든다.",7,7,8,20,25,20,10,25,"청년의 2년이라는 명분과 연 50조 국방시장이라는 욕심을 병치하고 조민우 숙청으로 불안을 남긴다."
281,"281화",S06-A09,"위기전환","시베리아 마정석 생산을 네 배로 늘리고 150경 원 달 자원을 겨냥한 사이 조민우가 김건웅을 재운다.",8,7,10,25,15,20,15,25,"자원 확장의 낙관을 달 규모로 키운 직후 내부 배신과 계약의 생명력 징수로 급전환한다."
282,"282화",S06-A10,"발단·구출","혼수상태 김건웅을 세 가지 회복마법으로 살리고 조민우의 신경가스 철창에 홀로 들어간다.",9,7,9,20,30,25,15,10,"10년 동료에 대한 분노와 구출을 먼저 지급한 뒤 함정을 밟으며 계약 반전까지 밀어붙인다."
283,"283화",S06-A10,"결산·징벌","97조 원과 대부 자산을 회수하고 좀비 조민우를 무인도로 보내며 김건웅을 대부 대리인으로 세운다.",7,9,7,20,25,25,15,15,"정확한 지원 총액·사후 복종·새 대부 위장을 연속 결산하고 드래곤 하트 반응으로 성장편을 연다."
284,"284화",S06-A11,"발단·준비","러시아 가스 자산으로 8서클 숙련·열두 탑을 얻고 40층 우주선을 통째로 골렘화한다.",6,8,8,25,15,20,10,30,"능력 상승과 폐기물 원료 30% 대체를 보고한 뒤 코일의 꿈과 300조 달 사업을 큰 목표로 묶는다."
285,"285화",S06-A11,"확대·착륙","세운이 한국 GDP 30%를 떠받치는 가운데 우주 골렘이 달에 착륙하고 일본에 7광구 거래를 제안한다.",7,9,8,20,25,20,15,20,"국가 경제 인정·한일 협상·달 착륙을 병렬로 쌓고 네 골렘의 포탈 공사 장면으로 닫는다."
286,"286화",S06-A11,"결산·채굴","골렘 핵을 써 달 포탈과 20층 탑을 세운 뒤 시간당 10킬로그램 이상 헬륨3 구역을 찾는다.",6,10,8,20,25,15,10,30,"첫 3그램의 실망을 시간당 40억 원 광맥으로 반전하고 NASA 국장의 방문으로 국제 보상을 예고한다."
287,"287화",S06-A12,"발단·계약","NASA 월 500킬로그램 계약 뒤 일본에서 1년 안정·2년 해체와 세운 핵심 계열사를 담보로 건다.",7,8,9,25,10,25,10,30,"헬륨3 월 매출을 지급한 뒤 40~50년 원전 과제와 역사 사과 조건을 더 큰 협상으로 올린다."
288,"288화",S06-A12,"상승·강압","일본의 공식 강제동원·위안부 사과와 기념관·7광구를 받아내고 실패 시 독도 해상도시 철거를 건다.",8,8,9,25,10,30,15,20,"역사·영토 조건을 대화로 팽팽히 교환한 뒤 일본 측 폭발·여론 공작 모의로 보상을 위협한다."
289,"289화",S06-A12,"위기·방어","8서클 정화 골렘 2천 대와 그레이트 실드로 연료봉 566개를 빼내며 방해 폭발도 막는다.",9,9,9,15,40,15,15,15,"2만 번 시뮬레이션과 99.9999% 수치로 위험을 쌓고 실제 폭발을 방어해 추적 액션으로 연결한다."
290,"290화",S06-A12,"결산·추적","폭탄을 야쿠자·요시다 차관까지 추적해 같은 폭탄으로 보복하고 국내 조작 시위에 폭우를 준비한다.",8,8,9,20,30,20,15,15,"마법 수사와 즉시 응징으로 원전 위기를 닫되 여론 공작을 다음 시간 제한으로 남긴다."
291,"291화",S06-A13,"발단·단축","친일 공작을 한 달만 막을 수 있어 알케미 뮤테이션으로 1·2호기 연료봉을 방사능 없는 철로 바꾼다.",8,8,9,25,25,20,10,20,"창립멤버 역할 분담 후 6개월 표준 공정을 물질 변환 한 번으로 단축해 광역 철거 기대를 건다."
292,"292화",S06-A13,"상승·철거","프로즌 필드·토네이도·어스퀘이크로 원전을 없애고 하루 두 번 탈진해 24시간 잠든다.",9,9,8,15,40,15,15,15,"한 시간 광역 액션 뒤 집사가 준비한 죽으로 감정 호흡을 주고 정치인 21명 제거와 97% 진행률을 병치한다."
293,"293화",S06-A13,"결산·강제이행","LNG 37%·석탄 32% 발전을 멈춰 일본 블랙아웃을 만들고 비밀 7광구 양도를 받아낸다.",9,10,8,15,30,20,10,25,"1~2년 소송 대신 즉시 전력 차단을 택해 짧고 강하게 계약 보상을 지급한다."
294,"294화",S06-A14,"발단·해역장악","씨 블라스트와 토네이도로 중국 시추시설 20개 이상을 없애고 잔해를 시추 골렘 재료로 회수한다.",8,9,8,15,40,10,10,25,"일본 굴복 뒤 쉬지 않고 중국의 실물 점유를 액션으로 정리하며 무료 설비 보상까지 붙인다."
295,"295화",S06-A14,"상승·국가인정","이동식 시추 골렘이 원유를 뽑고 윤경영이 영상과 함께 대한민국의 산유국 진입을 선언한다.",6,10,7,25,15,20,10,30,"탐사·원가 절감 설명을 첫 분출 영상과 대통령 선언으로 환전하고 리터당 1천 원 계획을 건다."
296,"296화",S06-A14,"결산·관계보상","뇌졸중 자이드를 재생·회복 마법으로 걷게 해 한국 원유 유통권과 ‘형님’ 호칭을 얻는다.",5,10,6,15,10,35,25,15,"기술 협상을 병상 치료 장면으로 바꾸고 포옹·형제 호칭·왕실 허가를 한꺼번에 지급한다."
297,"297화",S06-A15,"발단·에너지결산","석유 시장 30~50%와 천연가스 연 5천만 톤을 노리고 대통령에게 다섯 분야 자급을 인정받는다.",6,9,8,30,15,20,10,25,"계약·매장량·시장 규모를 촘촘히 제시한 뒤 9서클 예고와 저출산 숙제로 다음 목표를 연다."
298,"298화",S06-A15,"설계·사회확대","지방 공장·고려인 10~20만 명·기술이민·미혼 도시·치유 음악으로 인구와 정신건강 해법을 짠다.",5,6,7,35,5,30,15,15,"대화형 아이디어 회차로 여러 해법을 비교하고 통일은 보류한 채 실행 가능한 QPT와 음악에 집중한다."
299,"299화",S06-A15,"결산·전환","QPT가 일주일 내 2천 커플·5배 매출을 내고 주택·차·혼수·채용의 출산 지원으로 연결된다.",5,10,8,25,10,30,15,20,"가상도시의 현장 반응을 수치와 대출 조건으로 구체화한 뒤 권빈 호출로 치유편을 자연스럽게 잇는다."
300,"300화",S06-A16,"발단·창작","권빈의 기타와 녹음에 정신마법을 새겨 10시간 만에 ‘치유의 노래’를 완성해 국내외 차트를 휩쓴다.",6,10,8,15,15,35,25,10,"권빈의 불면·한계 고백에서 출발해 강진태의 눈물과 환자 사연까지 감정 보상을 단계적으로 키운다."
301,"301화",S06-A16,"성과·전환","한 달 뒤 자살 절반·결혼 2천 건 증가·임신 4만 명·이혼 절반 통계를 확인하고 북한에 잠입한다.",7,10,10,35,5,25,20,15,"사회 성과를 네 숫자로 빠르게 결산한 뒤 공식 면담 거절을 침실 텔레포트로 뒤집어 장르 속도를 높인다."
302,"302화",S06-A16,"결산·국가관계","김 위원장에게 굶주림 환상과 정신마법을 써 핵 폐기·군 30% 감축·종전 선언을 약속받는다.",9,10,8,20,25,30,15,10,"강압과 식량·공장·방어 보상을 교차해 적대자를 손 흔드는 협력자로 바꾸고 종전 속보로 결산한다."
303,"303화",S06-A17,"발단·최고점","종전 뒤 코스피 6천·세운 주가 두 배·세계 부자 1위에 올라 9서클 자격을 얻고 강제 동면한다.",7,10,10,25,10,25,15,25,"주식·북한 개발·수출 증가를 최종 누적 보상처럼 쌓다가 준비 없는 1년 동면으로 급반전한다."
304,"304화",S06-A17,"위기·최종결산","1년 정체 뒤 조민형이 11표로 회장이 되는 순간 9서클 조도겸이 언령으로 11명을 자백·사퇴시킨다.",10,10,3,15,30,30,15,10,"부재가 만든 제품·정치·충성 위기를 충분히 보여 준 뒤 문 파괴·언령·‘세운의 심장’ 한 문장으로 완결한다."
