sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
113,113화,스마트폰(2),28018,28234,매지션 발표장에서 A플 기술 도용이라는 질문이 쏟아진다.,도용 의혹을 선점 특허와 실제 제품으로 뒤집어 판매 폭발로 갚는 반전,세운전자의 독창성을 증명하고 선주문과 장기 로열티를 확보한다.,세운음향 특허증·8년 연구 영상·4년 전 5대 한정 스마트폰을 공개하고 시연장 바닥의 호감 마법진과 0호기 여론전을 사용한다.,미국 관계자들은 이름 없는 한국 기업의 선행 기술을 믿지 않고 해외 커뮤니티도 조작이라 공격한다.,100만 대 선주문과 1천만 대 연간 목표가 생기고 매달 DK 로열티가 900억 원으로 뛴다.,100만 대 선주문과 1천만 대 연간 목표가 생기고 매달 DK 로열티가 900억 원으로 뛴다.,돈·지위·관계,세운전자는 A플과 특허 공방을 벌일 자격을 얻고 조도겸은 통신사·위성까지 잇는 다음 그림을 연다.,DK통신 인수와 인공위성 사업,기술 도용 의혹과 매지션 1차 출시,DK통신 인수와 인공위성 사업,S03-A04,high
114,114화,간판(1),28235,28438,매지션은 국내 2강에 들었지만 해외에서는 세운전자 인지도가 낮다.,세계적 석학을 돈이 아니라 마법 같은 기술과 꿈으로 영입하는 인재 보상,세운전자 해외 신뢰를 책임질 간판이자 기술 리더를 데려온다.,케임브리지에서 코일 박사에게 마인드 리딩 헤드셋을 씌워 생각을 목소리로 바꾸고 CTO와 기술 참여권을 제안한다.,코일은 돈으로 움직이지 않으며 몸이 불편하고 원리를 숨긴 기술을 경계할 수 있다.,코일은 30년 교수직을 접고 세운전자 CTO가 되어 기술을 가장 가까이에서 보겠다고 악수한다.,코일은 30년 교수직을 접고 세운전자 CTO가 되어 기술을 가장 가까이에서 보겠다고 악수한다.,관계·지위·능력,코일 박사가 세운전자의 얼굴이자 조도겸의 핵심 동료가 된다.,코일에게 약속한 기술 접근과 실제 활용,해외 인지도용 간판 영입,코일에게 약속한 기술 접근과 실제 활용,S03-A05,high
115,115화,간판(2),28439,28661,코일 박사가 세운전자 CTO로서 CES 무대에 처음 선다.,불편한 몸을 마법 기계팔로 확장해 세계의 기립박수와 매출을 동시에 받는 장면,코일의 명성과 기술 시연으로 세운전자 세계 판매를 폭발시킨다.,독심술 헤드셋과 로봇팔 골렘을 뇌파 기술로 포장해 CES에서 공개하고 순회 발표를 맡긴다. 창립멤버 황연우와 김건웅을 상무로 승진시킨다.,코일은 원리를 모르는 기술을 홍보해 자존심이 상하고 연구진 누구도 핵심 기술을 설명하지 못한다.,매지션 월 200만 대·연 2천만 대 전망과 월 1천억 원대 로열티가 생기며 코일은 두 번째 기계팔을 선물받는다.,매지션 월 200만 대·연 2천만 대 전망과 월 1천억 원대 로열티가 생기며 코일은 두 번째 기계팔을 선물받는다.,돈·관계·지위·호칭,황연우·김건웅은 상무가 되고 코일은 세운전자에 깊이 들어오지만 기술 비밀을 의심한다.,마정석 비밀 공개 여부와 DK통신 인수,코일의 간판 역할과 매출 증명,마정석 비밀 공개 여부와 DK통신 인수,S03-A05,high
116,116화,이동통신사(2),28662,28880,코일은 연구진이 핵심 기술을 모른다는 사실을 확인하고 사기를 당한 기분이라 말한다.,신뢰를 지키기 위해 마정석 일부를 공개하고 우주 사업의 동반자로 격상시키는 관계 전환,코일을 붙잡고 세운스페이스 인재를 모으며 DK통신 기반을 만든다.,마정석을 보여 주고 수만 위성 와이파이 구상을 설명해 코일에게 헤드헌팅을 맡긴다. 동시에 세운통신과 지역 통신사 7개를 4천억 원에 인수한다.,마법 자체는 공개할 수 없고 민간 로켓은 기술·자금 장벽이 높다. 반대편에서는 라칼이 조민우를 새 후계 도구로 영입한다.,코일은 조도겸의 큰 꿈을 인정해 세운스페이스 중심이 되고 통신사 인수도 완료된다.,코일은 조도겸의 큰 꿈을 인정해 세운스페이스 중심이 되고 통신사 인수도 완료된다.,관계·세계·돈,코일과의 관계가 광고 간판에서 비밀을 공유한 우주 동업자로 바뀌고 DK통신이 출범 직전이 된다.,세운스페이스 인재 영입·DK통신 고객 확보·조민우의 복수,코일의 기술 불신,세운스페이스 인재 영입·DK통신 고객 확보·조민우의 복수,S03-A06,high
117,117화,이동통신사(2),28881,29127,DK통신은 지역 가입자만으로는 매달 수십억 원 적자가 예상된다.,낡은 선박과 부패한 위성 거래까지 마법 인프라로 바꾸는 기상천외한 통신사 창업,메이저 통신사와 경쟁할 독자 해저망과 인공위성을 확보한다.,거제에서 800억 원 중고 케이블선을 선박 골렘으로 만들고 매설 장비에 디그·에어 블래스트를 각인한다. 황연우 인맥과 페이퍼컴퍼니로 대한통신 위성·주파수를 헐값에 산다.,해저 케이블 정상 견적은 2조5천억 원이고 대한통신 거래에는 임원 다섯 명에게 불법 금괴를 건네는 위험이 있다.,3천억 원대 방식으로 일본 직통 케이블 공사가 시작되고 DK통신이 위성 독점 사용권을 확보할 길이 열린다.,3천억 원대 방식으로 일본 직통 케이블 공사가 시작되고 DK통신이 위성 독점 사용권을 확보할 길이 열린다.,돈·능력·세계,DK통신이 지역회사 묶음에서 자체 국제망·위성망을 가진 도전자로 변한다.,케이블 완공·위성 매각 수사·대규모 고객 유치,지역 통신사 통합,케이블 완공·위성 매각 수사·대규모 고객 유치,S03-A06,high
118,118화,이동통신사(3),29128,29340,DK통신은 고객이 적고 세운자동차·전자와 묶을 강한 공개 이벤트가 필요하다.,코일이 무인 자율주행 전기차를 시연해 통신 기술을 대중적 지위로 환전하는 쇼,DK통신의 인지도를 폭발시키고 가입자를 늘린다.,코일이 인공위성·0호기와 연결된 전기차 알파의 서울 주행을 발표하고 세운자동차 연구비 1500억 원을 DK통신에 우회 투입한다.,통신 카르텔은 DK의 성장에 지방자치단체와 환경단체를 동원해 기지국 허가를 막는다.,가입자와 세운 계열사·DK통신 주가가 급등하고 코일 박사가 인정한 DK통신이라는 간판이 생긴다.,가입자와 세운 계열사·DK통신 주가가 급등하고 코일 박사가 인정한 DK통신이라는 간판이 생긴다.,지위·돈·관계,DK통신이 4위권 도전자로 보이기 시작하고 메이저 3사가 공동 견제에 들어간다.,기지국 봉쇄와 통신 카르텔 전쟁,DK통신 대중 인지도 확보,기지국 봉쇄와 통신 카르텔 전쟁,S03-A06,high
119,119화,이동통신사(4),29341,29557,지자체와 환경단체가 DK통신 기지국을 도시미관 문제로 막는다.,상대가 만든 규칙을 투명화 마법과 계열사 거래로 역이용하는 반격,기지국 설치를 재개하고 세운건설 고객망을 DK통신으로 흡수한다.,인비지빌리티를 개방해 기지국을 완전히 숨기고 타사 노후 기지국을 여론 표적으로 돌린다. 세운건설에는 사일런트 층간소음 기술을 무료 제공하는 대신 DK통신 기본망을 요구한다.,낮은 서클 마법 개방은 7서클 진입을 늦추고 메이저 3사는 가격 담합으로 치킨게임을 건다.,조주영 사장이 세운그룹의 미래가 부회장님 손에 달렸다며 무조건 따르고 아파트 통신망을 열어 준다.,조주영 사장이 세운그룹의 미래가 부회장님 손에 달렸다며 무조건 따르고 아파트 통신망을 열어 준다.,관계·호칭·돈·능력,조주영의 충성·신뢰가 명시되고 DK통신은 세운건설 주거망을 얻는다.,통신 가격전과 세운건설의 중동 보답,기지국 미관 봉쇄,통신 가격전과 세운건설의 중동 보답,S03-A06,high
120,120화,서브 프라임(1),29558,29808,통신·우주 등 관리 사업이 늘어난 조도겸은 익숙한 노래로 2008년 기억을 되짚는다.,놓칠 뻔한 미래 지식을 되찾아 10조 원 빚을 갚을 거대한 투자 기회를 잡는 순간,미국 금융위기 하락에 2조 원 전부를 베팅한다.,미국 주식을 매도하고 홍 사장·황연우에게 모기지 파산보험과 리먼브라더스 공매도를 맡긴다. 한편 금괴 골렘으로 대한통신 임원들의 비자금까지 회수한다.,창립멤버도 미국 4대 금융사 파산을 믿기 어렵고 위성 매각 수사가 DK 자금까지 추적할 수 있다.,IMF를 맞힌 조도겸에 대한 홍 사장의 신뢰가 팀의 과감한 2조 원 투자를 성립시키고 금괴 증거는 스스로 사라진다.,IMF를 맞힌 조도겸에 대한 홍 사장의 신뢰가 팀의 과감한 2조 원 투자를 성립시키고 금괴 증거는 스스로 사라진다.,돈·관계·능력,DK의 유동자금이 미국 하락 베팅으로 전환되고 대한통신 뇌물 증거·임원 비자금은 골드 골렘이 회수한다.,리먼 파산 결산과 통신 카르텔 치킨게임,대한통신 금괴 흔적 제거,리먼 파산 결산과 통신 카르텔 치킨게임,S03-A07,high
121,121화,서브 프라임(2),29809,30048,홍 사장과 황연우는 미국에서 2조 원 규모 공매도·보험 포지션을 채운다.,먼저 선을 넘은 통신 카르텔을 해저 골렘으로 되받아 4위까지 치고 오르는 복수,금융 베팅을 유지하면서 DK통신의 생존과 점유율을 지킨다.,기지국 20곳 염산 테러 뒤 해양 골렘으로 경쟁사 공용 해저케이블을 절단하고 DK망만 정상인 동안 위약금까지 대신 내 고객을 끌어온다.,메이저 3사의 자금·폭력 견제와 해저케이블 파괴가 드러날 위험이 있다.,DK통신이 일주일 만에 점유율 4위로 올라 3위와 5% 이내로 좁힌다.,DK통신이 일주일 만에 점유율 4위로 올라 3위와 5% 이내로 좁힌다.,지위·돈·능력,DK통신이 생존 방어 단계에서 카르텔을 위협하는 전국 4위 사업자로 바뀐다.,금융위기 수익 실현과 통신 3위 진입용 큰 한 방,기지국 테러에 대한 보복과 2조 원 베팅 집행,금융위기 수익 실현과 통신 3위 진입용 큰 한 방,S03-A07,high
122,122화,서브 프라임(3),30049,30262,2008년 9월 리먼브라더스가 파산하며 DK의 2조 원 베팅이 결산된다.,8조 원 수익을 사람·주식·우주 사업에 배분하고 창립멤버와 축배를 드는 성취 보상,빚을 갚고 세운그룹 지분과 세운스페이스 초기 자본을 동시에 확보한다.,"수익 중 1조 원은 칼리안 상환, 4조 원은 세운 주식, 3조 원은 우주 사업으로 배치한다. 귀환한 홍 사장 등 세 창립멤버에게 각 100억 원 성과급을 준다.",금융위기와 한미 미사일 지침이 우주 사업을 막고 조문홍은 상속세 때문에 은퇴를 미룬다.,홍 사장이 개선장군 환영을 받고 창립멤버 4명만의 파티에서 충성에 현금 보상을 받는다.,홍 사장이 개선장군 환영을 받고 창립멤버 4명만의 파티에서 충성에 현금 보상을 받는다.,돈·관계·가족,DK 자금 규모가 한 단계 커지고 창립멤버 관계가 피고용을 넘어 전우로 강화된다.,우주 사업 규제 해제와 조문홍을 노린 칼잡이,서브프라임 하락 베팅과 칼리안 첫 상환 재원,우주 사업 규제 해제와 조문홍을 노린 칼잡이,S03-A07,high
123,123화,유산(1),30263,30555,재방파 두목 도재방이 조문홍을 노리고 세운 본사 앞에 매복한다.,아들이 준 방탄복이 아버지를 구하지만 뜻밖의 죽음과 회장 승계로 감정을 뒤집는 가족 결산,아버지의 죽음을 수습하고 유언에 따라 세운그룹을 지킨다.,조문홍은 배리어 방탄복으로 칼을 막고 되살아난 혈기로 임원들과 술을 마신다. 다음 날 복상사로 숨지고 조도겸이 장례와 보도 통제를 맡는다.,마법도 조문홍의 과음·격한 행동까지 막지는 못하고 큰형·작은형은 장례에도 오지 않는다.,1만 명이 조문한 장례 뒤 유언으로 30% 지분·저택과 함께 조도겸의 회장 취임이 선포된다.,1만 명이 조문한 장례 뒤 유언으로 30% 지분·저택과 함께 조도겸의 회장 취임이 선포된다.,가족·지위·호칭·관계,조문홍은 사망하고 조도겸은 부회장에서 세운그룹 회장으로 올라선다.,8조 원 상속세와 구세대 사장단의 인정,도재방의 습격과 조문홍의 후계 결정,8조 원 상속세와 구세대 사장단의 인정,S03-A08,high
124,124화,유산(2),30556,30796,조도겸은 13조 원 주식을 상속받지만 최대 8조 원 상속세와 사장단의 불신을 동시에 떠안는다.,시장과 파벌의 압박을 역이용해 세금을 낮추고 아버지 상석을 차지하는 회장 취임 보상,합법적으로 상속세를 낮추고 반대 파벌을 정리해 세운스페이스 자금을 만든다.,DK 보유 세운 주식 10조 원을 던져 주가를 반토막 내고 다시 살 계획을 세운다. 첫 사장단 회의에서 자신을 무시한 세운생명·카드를 매각해 우주 사업 자금 2조 원을 만든다.,금융위기 하락장과 구세대 사장들이 조문홍 부재를 들며 젊은 회장을 공개 공격한다.,사장단이 모두 일어나 조도겸 회장에게 고개를 숙이고 상속세 전망은 8조에서 3조 원대로 내려간다.,사장단이 모두 일어나 조도겸 회장에게 고개를 숙이고 상속세 전망은 8조에서 3조 원대로 내려간다.,지위·호칭·돈·관계,조도겸이 아버지의 상석과 회장 호칭을 실질적으로 차지하고 반대 파벌을 계열사째 제거한다.,세운스페이스 창립·미사일 지침 협상,회장 취임과 상속세 절감,세운스페이스 창립·미사일 지침 협상,S03-A08,high
125,125화,한미 미사일 지침(1),30797,31014,미국 대선 때문에 현 정부와 미사일 지침 협상을 시작할 통로가 막힌다.,미래 지식으로 차기 미국 대통령에게 먼저 베팅해 국가 규제를 거래하는 큰 판,오바마 진영의 승리를 돕고 민간 고체연료 허가 약속을 받는다.,칼리안 소개로 존 데스타를 만나 선거자금 2천억 원·미국 공장 2조 원·코일 지지연설·상대 후보 비리자료·방탄 장비를 묶어 제안한다.,미사일 지침은 주변국 이해까지 얽힌 안보 규제이고 선거 결과가 틀리면 투자와 인맥을 모두 잃는다.,오바마 당선 직후 존 데스타가 내년 초 지침 개정과 로버트 국방장관 유임을 알려 온다.,오바마 당선 직후 존 데스타가 내년 초 지침 개정과 로버트 국방장관 유임을 알려 온다.,세계·관계·돈,조도겸은 미국 차기 권력 핵심과 직접 통화하는 국제 협상자가 되고 세운스페이스 규제 해제가 예정된다.,실제 지침 개정·코일에게 결과 전달,미국 차기 정권 베팅과 협상,실제 지침 개정·코일에게 결과 전달,S03-A09,high
126,126화,한미 미사일 지침(2),31015,31239,존 데스타에게 지침 개정 약속을 받은 조도겸이 코일에게 좋은 소식을 전한다.,서로 이용하는 신뢰를 확인하고 세운스페이스를 대중 앞에 공식 약속하는 장면,우주 사업 여론과 주가를 끌어올리고 다음 성장축을 연다.,코일에게 조 단위 연구비를 약속한 뒤 기자회견에서 세운스페이스와 연 1조 원 투자를 공표한다. 7조 원으로 세운 주가를 상한가까지 사고 2조 원 OTT 계획도 연다.,세운그룹 주가 반토막과 어린 총수 리스크 기사가 쏟아지고 국내 여론은 민간 우주 사업을 의심한다.,주가가 상한가로 뒤집히고 세운스페이스가 전국 이슈가 되며 DK통신 가입자도 늘어난다.,주가가 상한가로 뒤집히고 세운스페이스가 전국 이슈가 되며 DK통신 가입자도 늘어난다.,지위·관계·돈·세계,코일과 조도겸은 꿈과 자본을 교환하는 동업자로 굳어지고 세운스페이스가 공식 계열사가 된다.,OTT 사업·조민우의 사토시 잠입·실제 지침 개정,미사일 지침 협상용 여론 구축,OTT 사업·조민우의 사토시 잠입·실제 지침 개정,S03-A09,high
127,127화,환골탈태(1),31240,31466,세운스페이스를 공표한 뒤 조도겸은 2조 원을 빠르게 회수할 OTT 사업을 찾는다.,오래 묵힌 SNS 지분과 새 미디어를 결합하고 위기의 계열사를 새 먹거리로 바꾸는 확장,롤북과 글로벌 OTT를 만들고 세운조선의 파산 위험을 해결할 길을 찾는다.,롤북 마이크와 1조 원씩 5대5 합작하고 0호기로 서비스를 제작한다. 이어 거제의 세운조선에서 5조 원 해양플랜트 수주와 기술 부족 문제를 조사한다.,OTT는 콘텐츠 수급과 고객 유치가 필요하고 세운조선은 리먼 사태 뒤 수주 취소·납기 지연으로 최대 5조 원 손실 위험이 있다.,마이크가 메이저 영화·방송 저작권을 한 달 안에 확보하고 해양플랜트가 조 단위 돌파구로 보인다.,마이크가 메이저 영화·방송 저작권을 한 달 안에 확보하고 해양플랜트가 조 단위 돌파구로 보인다.,돈·세계·능력,롤북 지분 인맥이 OTT 공동 사업으로 확장되고 세운조선이 회장 직할 구조조정 대상이 된다.,해양플랜트 구조 구원과 7서클까지 추가 20조 원,OTT 파트너·저작권 확보,해양플랜트 구조 구원과 7서클까지 추가 20조 원,S03-A10,medium-high
128,128화,환골탈태(2),31467,31714,세운조선은 해양플랜트 5조 원 수주가 오히려 파산을 부를 빚이 된 상태다.,회장이 작업복을 입고 한 달간 현장을 뛰어 계열사 직원 월급과 납기를 지켜 주는 구원,핵심 모듈만 골렘·마법화해 납기를 맞추고 손실을 막는다.,0호기와 200곳 각인·15곳 골렘화를 설계해 거제에 상주하고 80개 모듈 절반을 제때 출항시킨다. 칼리안에게 LNG선 수주 연결도 맡긴다.,20만 톤 전체를 골렘화할 수 없고 한 달 노동에 DK 로열티는 500억 원뿐이며 설날 전 귀환도 불투명하다.,세운조선 직원 월급과 회사 생존이 보장되고 정철인 사장은 조도겸을 우리 세운조선의 희망이라 부른다.,세운조선 직원 월급과 회사 생존이 보장되고 정철인 사장은 조도겸을 우리 세운조선의 희망이라 부른다.,관계·호칭·돈·능력,회장과 소외 계열사 관계가 구원자와 충성 관계로 바뀌고 해양플랜트 납기 위기가 절반 해소된다.,잔여 모듈·LNG선 수주·조민우의 비트코인 탈취,해양플랜트 핵심 설계와 절반 출항,잔여 모듈·LNG선 수주·조민우의 비트코인 탈취,S03-A10,high
