sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
231,"231화",S05-A10,"기술 위기 대응","건설 골렘이 민병대를 잡고 정화 20단 레일이 12나인 불화수소를 만든다.",8,9,8,25,35,10,5,25,"아프리카 액션에서 한일 소재전으로 장소가 바뀌지만 ‘마법 산업화’ 축이 연결한다."
232,"232화",S05-A10,"국가 반격 준비","불화수소 양산과 육각 부유판 100개·골렘 1천 기의 6㎢ 해상도시를 동시에 완성한다.",8,9,9,25,35,10,5,25,"한 달 양산과 하루 섬 조립의 속도감 끝에 일본 제재 발표가 다음 폭발점을 만든다."
233,"233화",S05-A11,"공개 반전·정치 상승","12나인·독도 해상도시 발표가 윤경영 지지율을 80%대로 올린다.",7,10,8,25,15,25,15,20,"뉴스 몽타주와 식당 정치 대화가 국가 보상에서 후계 설계로 자연스럽게 이동한다."
234,"234화",S05-A11,"생활 분쟁 해결","월 20억 원으로 학생 1만 명 이상을 옮겨 원룸 독점을 붕괴시킨다.",7,9,8,20,20,25,20,15,"시위 대치 뒤 포탈 기숙사라는 우회책과 한 달 후 공실이라는 결과를 모두 보여 준다."
235,"235화",S05-A11,"국가 분쟁 절정","보름 만에 서해 정화진을 열어 미세먼지를 중국으로 돌리고 지지율 85%를 만든다.",7,9,8,25,30,20,15,10,"설치 공정과 맑은 하늘 보상이 선명하나 불법 어선 훅으로 복수 리듬을 계속 잇는다."
236,"236화",S05-A12,"방어·제품 재착수","불법 어선 132척을 밀어내고 소형·경량·조건부 냉각 휴대폰을 만든다.",7,8,8,20,35,10,5,30,"해상 방어 액션 뒤 제품별 실험으로 호흡을 바꾸며 새 의료 사업 욕구를 남긴다."
237,"237화",S05-A12,"능력 개방·실험","키메라 마법이 거부반응 80% 감소와 혈액형 장벽 제거를 증명한다.",8,9,9,30,25,15,15,15,"실험 절차와 숫자 설명이 돼지 수술 장면, 병원장 경악으로 반복 보상된다."
238,"238화",S05-A12,"공개 수술·불안 결말","윤경영의 지원 아래 뇌사 환자 돼지심장 이식은 1차 성공하지만 언론이 공격한다.",10,7,10,20,35,25,15,5,"수술실 긴장과 정치 리스크가 최고조에 이른 채 성공을 완결하지 않고 여론 위기로 닫는다."
239,"239화",S05-A13,"인간적 보상·확장","뇌사 환자가 깨어 걷고 투시 MRI가 의료기기 시장을 연다.",5,10,8,15,15,30,30,10,"기자 반전·보행에 충분히 머문 뒤 병원 탐방으로 새 수익선을 빠르게 연다."
240,"240화",S05-A13,"사업 확장·병목","하루 임플란트 장비와 2조 원 회사 인수 뒤 의료진 과로가 골렘 로봇으로 이어진다.",6,9,8,20,25,20,10,25,"치과 수익 상승과 한서운의 늙은 얼굴을 대비해 확장의 노동비용을 보인다."
241,"241화",S05-A13,"기술 절정·관계 회복","자율 로봇이 이식수술을 1시간25분에 끝내고 한서운이 총괄 역할을 받아들인다.",8,10,9,20,30,25,20,5,"기계의 성공 직후 자괴감을 방치하지 않고 인간의 새 역할을 대화로 보상한다."
242,"242화",S05-A13,"국제 보상·상용화","왕족 수술, 금괴 20kg 기부, 로봇 20기 800억 수출과 세계 최초 승인이 이어진다.",9,10,8,15,25,25,15,20,"고위험 수술 뒤 관계·기부·수출·법 승인 보상이 연속되어 Arc를 크게 닫는다."
243,"243화",S05-A14,"에너지 착수","의료로봇 4천억 주문 뒤 러시아 가스 두 배 위기를 마정석 발전소 제안으로 바꾼다.",7,8,8,35,15,15,5,30,"시장 수치와 에너지 계산 비중이 높고 핀란드 승인으로 설명을 행동 약속에 연결한다."
244,"244화",S05-A14,"실증·적대 예고","핀란드 발전소를 하루에 세우고 트레일러 충돌 무손상 뒤 용병 폭파 계획이 열린다.",8,9,10,20,40,15,10,15,"과학자 경악의 반복 보상 뒤 적 시점으로 전환해 다음 화 행동 긴장을 최고로 올린다."
245,"245화",S05-A14,"사보타주 절정·정체 공개","폭발을 버틴 뒤 용병 100명과 알버튼을 제압해 사토시가 조민우임을 알아낸다.",10,9,10,20,50,10,15,5,"침입-환상전-심문-기억 공개가 끊김 없이 이어지는 추적 액션 중심 화다."
246,"246화",S05-A14,"추적·다음 표적","알버튼 폭사와 조민우 도주 뒤 과거 사업망·자금줄과 국내 발전소 승인을 잇는다.",8,8,9,35,25,15,10,15,"정체 공개 후 정보 정리가 길지만 모든 과거 위기를 한 적으로 묶고 자금줄 훅을 남긴다."
247,"247화",S05-A15,"자금줄 공격","7개 카르텔을 무장시키고 멕시코 지하벙커 세 곳에서 약 6천억 원을 빼낸다.",8,9,8,15,40,10,10,25,"협상·잠입·금고 개방이 이어져 범죄 스릴러 속도와 물질 보상을 함께 준다."
248,"248화",S05-A15,"전선 확대·생활 보상","마법 트레일러와 계좌 차단 뒤 바이러스 치료제로 죽던 옥수수와 농장주의 희망을 살린다.",7,9,8,20,25,20,25,10,"거대 자금전에서 농장 부자의 손과 눈물로 초점을 좁혀 피해 회복을 체감시킨다."
249,"249화",S05-A15,"동맹·능력 상승","칼리안과 사막 농장-천연가스 거래를 맺고 4국 지하 포탈을 4시간에 설치한다.",6,9,8,25,25,25,10,15,"친구 협상과 메스 텔레포트 개방이 관계·능력 두 축의 상승을 만든다."
250,"250화",S05-A15,"경제 절정·적 고립","12국 계약 연 4조6천억 원 뒤 조민우가 죽음을 위장하고 대부가 포착된다.",8,10,9,30,20,15,15,20,"계약 결산과 적의 무력감·위장 사망을 병치해 승리의 크기와 다음 적을 동시에 남긴다."
251,"251화",S05-A16,"신사업 설득·제작","허블 재투자로 코일을 설득하고 황연우 법안·마법 왕복선을 준비한다.",5,8,8,30,15,30,10,15,"과학·정치·기술 설명이 많지만 두 동료의 태도 변화가 장면의 추진점을 맡는다."
252,"252화",S05-A16,"시험발사·내부 위기","직접 탑승한 조도겸이 연료부 시한폭탄을 얼려 제거하고 대기권을 넘는다.",10,8,10,15,45,25,10,5,"대역·대신 탑승 제안으로 관계 긴장을 쌓은 뒤 발사 중 폭탄 발견으로 즉시 폭발시킨다."
253,"253화",S05-A16,"체험·공개 절정","우주관광을 즐긴 뒤 R-29RM 미사일 직격을 흠집 없이 버티고 착륙한다.",10,10,10,10,45,15,25,5,"황홀한 휴식에서 생중계 사망 오보로 급락했다가 무손상 귀환으로 최대 공개 카타르시스를 준다."
