sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
16,"ⓚ16화","S01-A06","climax_payoff","무장 이신창을 생포해 5천만 원·표창을 받고 아버지에게 자율 공부를 재승인받는다.",9,10,7,15,40,20,15,10,"체포 액션 뒤 돈·명예·가족 합의를 연속 결산한다."
17,"ⓚ17화","S01-A07","opening","지안자동차에서 약 70억을 벌고 해치그룹 100억 숏과 지속형 공부 장치를 시작한다.",6,8,7,25,20,10,10,35,"투자 규모와 학습 지속성을 함께 한 단계 올린다."
18,"ⓚ18화","S01-A07","escalation_turn","해치 부도로 약 75억을 벌어 홍을 DK 사장으로 영입하고 3서클 언어를 연다.",6,9,8,25,15,15,10,35,"돈이 법인·사장·상위 마법으로 환전되며 중간 성장점을 만든다."
19,"ⓚ19화","S01-A07","climax","수능을 치른 뒤 유말숙 식당에서 2천만 달러를 평균 1800원에 팔아 360억을 만든다.",8,10,9,20,20,15,15,30,"시험 긴장과 외환 결산을 겹쳐 큰 숫자의 속도를 높인다."
20,"ⓚ20화","S01-A07","payoff_bridge","전국 유일 400점 만점이 확인되고 유말숙의 미소·본사 인사·아버지 포옹을 받는다.",5,10,8,15,10,35,25,15,"연속 관계 표면으로 대형 경제 승부의 감정 결산을 완성한다."
21,"ⓚ21화","S01-A08","opening","조문홍이 경제포럼에서 도겸을 자랑하고 다음 식탁에서 황연우에게 직접 생선을 발라 준다.",4,10,7,20,5,40,25,10,"공개 자랑과 측근 대우 변화를 충분히 보여 준 뒤 경매로 이동한다."
22,"ⓚ22화","S01-A08","escalation","클레어보이언스로 입찰가를 읽어 백두빌딩을 188억2천만 원에 낙찰받지만 재방파가 쫓는다.",8,9,9,20,25,10,10,35,"소유권 보상 직후 조폭 추적으로 물질 상승에 위험을 붙인다."
23,"ⓚ23화","S01-A08","development","백두빌딩을 DK 사무실·공유사무실로 바꾸고 회계사 김건웅을 찾아간다.",5,8,8,30,15,15,10,30,"건물을 조직 공간으로 바꾸면서 다음 인물 영입을 준비한다."
24,"ⓚ24화","S01-A08","climax","번개·윈드 애로우·슬립으로 재방파를 제압해 김건웅의 노예계약을 회수한다.",9,9,8,15,45,20,15,5,"강한 마법 액션을 한 사람의 자유와 채용으로 직접 보상한다."
25,"ⓚ25화","S01-A08","payoff_bridge","금 거래 허점으로 약 50억을 벌고 김건웅에게 3천만 원을 준 뒤 세운음향을 노린다.",6,9,8,25,20,15,10,30,"팀 첫 결산·S대 합격·4서클 가능성을 묶고 제조업 목표를 연다."
26,"ⓚ26화.","S01-A09","opening","공유사무실 수익을 확인한 S대 신입 도겸이 세운음향 인수와 OT 군기를 마주한다.",5,7,8,30,15,20,15,20,"사업 현황과 대학 새 환경을 빠르게 배치한다."
27,"ⓚ27화.","S01-A09","development","도겸이 동기 대신 술을 마시고 아버지가 보낸 술·뷔페를 나눈 뒤 이택수 회사 지분 15%를 산다.",6,10,7,15,15,35,20,15,"공동 식탁 보상에서 미래 게임 지분으로 자연스럽게 이어간다."
28,"ⓚ28화.","S01-A09","turn","세운음향을 78억에 인수하고 양덕훈과 마법 잡음 제거 CD플레이어를 만든다.",6,9,8,25,20,15,10,30,"인수 숫자를 청음 가능한 제품 시연으로 즉시 구체화한다."
29,"ⓚ29화.","S01-A09","escalation","매지션 제품이 흑자·해외 주문을 만들지만 한전이 마나석 전력 사용을 의심한다.",7,9,9,20,20,10,10,40,"프리미엄 성공 뒤 생산 비밀 노출 위기를 붙인다."
30,"ⓚ30화.","S01-A09","climax_setup","하루 288개 자동 생산과 월 21억 사업이익, 입학식 가족 잔치 뒤 마나석 창고가 불탄다.",8,10,10,15,20,25,15,25,"최대 물질·가족 보상 바로 뒤 화재 훅으로 급락시킨다."
31,"ⓚ31화.","S01-A09","climax_payoff_bridge","일본 침입자에게서 마나석을 회수하고 스마트폰 터치·핀치 줌 특허 개발을 지시한다.",9,9,7,20,40,10,10,20,"추격 액션을 기술 방어와 차세대 특허로 결산한다."
32,"ⓚ32화.","S01-A10","opening","공실에 마법진 독서실을 열어 월 2억을 만들자 임승호가 사업을 훔친다.",6,8,9,25,15,10,10,40,"신사업 성공과 배신을 같은 화에 배치해 갈등을 즉시 세운다."
33,"ⓚ33화","S01-A10","escalation","포이즌 포그·세입자 이전·소송으로 승호빌딩을 흔들고 미래 변호사들을 DK에 묶는다.",8,8,7,20,25,20,15,20,"응징 수단을 법무 조직 형성으로 전환해 단조로움을 피한다."
34,"ⓚ34화.","S01-A10","climax_payoff_bridge","임승호의 두 건물을 경매로 넘기고 서광수를 장기 보상 조건으로 영입해 SNS를 맡긴다.",7,9,8,25,20,15,10,30,"무수익 복수도 드래곤 하트 성장과 인재 영입으로 결산한다."
35,"ⓚ35화.","S01-A11","opening","병역특례를 위해 100m 마법 기록을 재고 서훈을 세운음향 육상팀 감독으로 영입한다.",6,8,8,25,20,20,10,25,"의무 문제를 공식 팀·계약·기록 목표로 빠르게 제도화한다."
36,"ⓚ36화.","S01-A11","escalation","서울 대회 결승에서 10초34로 한국기록 타이를 이루고 DK 식구들의 환호를 받는다.",8,10,8,15,40,20,15,10,"예선의 절제 뒤 결승 기록을 터뜨려 스포츠 쾌감을 집중한다."
37,"ⓚ37화.","S01-A11","payoff_bridge","국가대표 선발·외부 훈련권을 얻고 아버지가 소고기를 숟가락에 올려 주는 식사를 한다.",7,10,10,15,15,35,25,10,"기록 보상을 부자 식탁에 정착시킨 직후 성추문 접근으로 전환한다."
38,"ⓚ38화.","S01-A12","opening","퍼밀리어로 송혜선·조도영 공모를 듣고 홍콩 카지노 VIP 포커판을 설계한다.",8,7,9,30,25,15,20,10,"정보 확인에서 곧바로 역함정 공간으로 옮겨 긴장을 유지한다."
39,"ⓚ39화.","S01-A12","turn","송혜선을 거액 손실로 몰고 녹음을 산 뒤 조도영이 직접 그녀의 커리어를 파괴하게 한다.",9,9,9,20,30,20,20,10,"가족 공작을 공범끼리의 파멸로 반전시켜 관계 갈등을 결산한다."
40,"ⓚ40화.","S01-A12","escalation_climax","기내 도핑을 정화하고 10초30을 기록한 뒤 청부 골절까지 크리티컬 힐로 복구한다.",10,9,10,15,50,5,20,10,"약물→경쟁자→골절로 압력을 연속 상승시키되 새 마법으로 매번 돌파한다."
41,"ⓚ41화.","S01-A12","payoff_bridge","9초99 금메달 뒤 부상을 연기해 은퇴하고 DK에서 `대표님` 호칭을 제안받는다.",9,10,8,10,35,25,20,10,"스포츠 최고점 뒤 병역·은퇴·호칭을 빠르게 닫고 사업으로 넘긴다."
42,"ⓚ42화.","S01-A13","opening_turn","태국인 직원이 도겸의 금메달·세운가 신분을 알아봐 시애틀 협상이 뒤집히고 1호점을 연다.",7,9,8,25,15,20,10,30,"명예가 신용으로 환전되는 순간을 협상 전환점으로 쓴다."
43,"ⓚ43화.","S01-A13","payoff_bridge","유말숙의 로비 무상 제공으로 10호점까지 늘리고 건물 유동인구도 키운다.",5,10,8,20,10,35,20,15,"외할머니의 숨은 방문과 핀잔을 사업 확장의 정서 보상으로 둔다."
44,"ⓚ44화.","S01-A14","opening","스타벅스 이자 압박 속 마지막 2억으로 새롬기술 33만 주를 평균 3300원에 산다.",8,6,9,25,15,5,10,45,"유동성 위기를 전액 IT 베팅으로 전환해 숫자 긴장을 높인다."
45,"ⓚ45화.","S01-A14","climax_turn","새롬기술을 17만 원에 팔아 약 561억을 만들고 빚 상환 뒤 멤버마다 100만 달러를 준다.",8,10,8,20,15,25,15,25,"대형 차익을 부채 청산과 현금 가방 보상으로 물성화한다."
46,"ⓚ46화.","S01-A14","payoff_bridge","하버드에서 마이크와 롤 북을 만들어 2천 사용자를 모으고 귀국해 세운 공채 입사를 선언한다.",6,9,9,25,15,25,15,20,"글로벌 창업 성과와 귀국 환대를 거쳐 새 직업 목표로 선명히 전환한다."
47,"ⓚ47화.","S01-A15","opening_climax","서류·적성·압박·회장 면접을 통과해 세운그룹 공채에 합격하고 건설 배치를 원한다.",8,9,8,25,20,25,15,15,"화려한 이력을 절차별 검증으로 압축하고 아버지 면접을 정점에 둔다."
48,"ⓚ48화.","S01-A15","payoff_bridge","신입 군무·회식·청소·커피를 수행한 뒤 최 대리와 지주 작업을 맡는다.",6,8,9,15,25,30,15,15,"합격 보상을 낮은 업무 수행으로 일부러 낮춘 뒤 첫 실무 훅을 세운다."
49,"ⓚ49화.","S01-A16","opening","개인 돈으로 동의서 5장을 받고 해피의 말에서 집주인이 실종 아들을 기다린다는 사실을 안다.",7,8,9,20,20,25,20,15,"속도감 있는 계약 뒤 사람 사정을 밝혀 문제의 결을 바꾼다."
50,"ⓚ50화.","S01-A16","escalation_turn","박동진 부자를 중재해 총 8건을 만들고 일루젼으로 박만득 비밀장부 세 권을 받는다.",9,10,10,20,30,25,15,10,"가족 재회 보상에서 조폭 정보전으로 한 화 안에 강도를 올린다."
51,"ⓚ51화.","S01-A16","climax_payoff_bridge","아버지와 첫 위스키를 마시며 장부를 보고해 조도영 제재와 용인 미분양 승진 과제를 얻는다.",8,10,10,20,15,35,20,10,"형 제재·부자 친밀감·직장 승진 훅을 하나의 보고 장면에서 결산한다."
