sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
11,"ⓚ11화","",2479,2749,"한국 승리 토토 1억 원을 산 채 경기가 시작된다.","그리스와 디그가 경기 결과와 현금으로 환전되는 보상","한국을 이기게 하고 검정고시 준비 자유를 지킨다.","그리스·디그로 결정적 공 흐름을 바꾼다.","마법 조절 실패 위험과 귀국 후 형들의 기숙학원 압박이 따른다.","한국이 이겨 1억 원이 2억 원이 되고 조문홍은 평균 50점 조건을 건다.","자산 약 16억 원과 조건부 자율 공부를 얻는다.","자산·행동자유","해외 일회성 승부가 학업 자유를 위한 새 조건으로 전환된다.","집중력이 부족한 상태에서 검정고시를 준비해야 한다.","호주 토토 승부","마법진 학습과 검정고시","S01-A04","high"
12,"ⓚ12화","",2750,3030,"자율 공부를 얻었지만 집중력과 수학 이해가 부족하다.","공부 마법진과 더 큰 공매도가 동시에 성과를 내는 전개","검정고시를 통과할 학습 체계를 만든다.","MC 스퀘어를 새기고 한미그룹에 20억 원을 공매도한다.","장시간 집중과 거액 숏 포지션의 위험을 감수한다.","하루 9시간 학습이 가능해지고 한미그룹 부도로 약 20억을 번다.","공부 지속력과 100억 공매도 한도를 확보한다.","능력·자산","즉흥 암기에서 지속 가능한 학습·투자 체계로 올라선다.","검정고시 실제 성적과 다음 100억 승부가 남는다.","집중력 병목과 한미그룹 공매도","검정고시 99점과 지안자동차","S01-A05","high"
13,"ⓚ13화","",3031,3307,"검정고시와 한미그룹 공매도 결과를 기다린다.","점수·돈·아버지 포옹이 한 장면군에서 결산되는 보상","검정고시 약속을 압도적으로 지키고 다음 규모로 간다.","초보 마법진으로 이해력을 보정하고 황연우에게 성과금을 준다.","형들이 결과를 의심하고 아버지의 기대를 깎으려 한다.","평균 99점이 나오자 조문홍이 식탁에서 도겸을 안아 준다.","가족 인정과 지안자동차 100억 공매도 진입을 얻는다.","가족·자산·능력","조건부 기대가 신체적 포옹으로 확인되고 시장 판돈은 다섯 배 커진다.","조카가 고용한 유도부가 도겸을 습격한다.","검정고시 자유 약속","가족 폭력과 지안자동차 수익","S01-A05","high"
14,"ⓚ14화","",3308,3583,"검정고시 성공 직후 조민형의 유도부에게 포위된다.","마법과 육탄전으로 가족의 대리 폭력을 역전하는 장면","습격을 끝내고 수능 준비 자원을 연다.","디그·그리스와 격투로 10명을 제압하고 배후를 매수해 확인한다.","다수 폭력과 조카와의 공개 충돌 비용이 있다.","배후가 조민형임을 확인하고 현상범 수익용 디텍트 포스를 고른다.","조민형을 겁먹게 하고 공격 주도권을 되찾는다.","가족갈등·능력","가족의 만만한 표적에서 조카를 직접 압박하는 상대가 된다.","탈옥수 이신창의 흔적을 탐지하려 한다.","유도부 습격과 배후 확인","이신창 추적","S01-A06","high"
15,"ⓚ15화","",3584,3881,"디텍트 포스는 열었지만 탈옥수의 정확한 위치가 없다.","전국 추적 마법이 구체적인 문 앞까지 좁혀지는 과정","이신창을 찾아 현상금을 얻는다.","머리카락을 100만 원에 사고 황연우와 전국을 운전하며 탐지한다.","20km 탐지 반경과 장거리 이동·학습 병행 비용이 든다.","별장 301호로 위치를 특정하고 잠긴 문용 오픈을 개방한다.","현상범의 문 앞까지 도달한다.","능력·위치","막연한 전국 수색이 단일 방과 진입 수단으로 좁혀진다.","무장한 탈옥수를 직접 제압해야 한다.","이신창 위치 탐색","현상범 체포","S01-A06","high"
16,"ⓚ16화","",3882,4171,"무장 탈옥수의 방 앞에 서 있다.","위험한 체포가 현금·명예·가족 신뢰로 돌아오는 보상","이신창을 생포하고 자유 공부를 지킨다.","오픈·그리스·격투·슬립으로 제압해 경찰에 넘긴다.","칼에 찔릴 위험과 형들의 기숙학원 재압박을 겪는다.","도겸은 학벌이 자기 방패라는 솔직한 이유로 아버지를 설득한다.","현상금 5천만 원·표창·황연우 보너스와 공부 자율을 얻는다.","자산·명예·가족","돈 버는 소년에서 공적 표창을 받은 자율 수험생으로 변한다.","지안자동차 공매도 결산과 수능 300점 목표가 기다린다.","이신창 체포와 학원 갈등","IMF 투자·수능 동시 승부","S01-A06","high"
17,"ⓚ17화","",4172,4436,"체포 보상은 얻었지만 수능 실력과 더 큰 자산이 필요하다.","거액 공매도와 지속 마법진의 동시 성장","지안 수익을 회수하고 공부 마법진을 장기화한다.","지안자동차 숏을 닫고 배터리식 마나석 장치를 만든다.","100억 단위 위험과 첫 모의고사 300점의 한계를 확인한다.","지안에서 약 70억을 벌고 해치그룹에 100억을 다시 건다.","장시간 공부 장치와 자산 확대 기반을 얻는다.","자산·능력","단발 마법진이 지속 장치로, 20억 승부가 100억 승부로 커진다.","해치 부도와 수능 만점권 진입을 노린다.","지안자동차 공매도","해치그룹·3서클","S01-A07","high"
18,"ⓚ18화","",4437,4663,"해치그룹 100억 숏과 300점대 수능 실력이 진행 중이다.","돈이 조직과 상위 마법으로 바뀌는 단계 상승","해치 수익을 회수하고 수능용 능력을 연다.","해치 부도를 수익화하고 홍 부장을 DK 사장으로 영입한다.","조도훈의 감시 오해와 거액 자금의 노출 위험이 있다.","자산 약 180억이 드래곤 하트를 3서클로 올린다.","DK인베스트먼트와 언어 마법·2천만 달러를 확보한다.","조직·능력·자산","개인 투자자에서 사장과 법인을 둔 3서클 운용자로 바뀐다.","수능과 IMF 환율 정점이 동시에 다가온다.","해치그룹 공매도","수능 만점과 달러 환전","S01-A07","high"
19,"ⓚ19화","",4664,4921,"수능용 언어 마법과 약 2천만 달러를 준비했다.","시험과 IMF 환율이 같은 날의 인생 자산으로 결산되는 전개","수능을 치르고 달러를 고점에 판다.","마법진으로 문제를 풀고 유말숙 식당에서 대량 달러를 매각한다.","시험 시간 압박과 혼란한 외환 거래망을 감당한다.","평균 1800원 매각으로 자산이 360억 원이 된다.","시험 완료와 360억 원 현금 자산을 얻는다.","자산·학업","IMF를 기다리던 투자 계획이 실현되고 성적 발표만 남는다.","수능 만점 여부와 가족 반응이 남는다.","달러 매입·매각","전국 유일 만점과 아버지 확인","S01-A07","high"
20,"ⓚ20화","",4922,5198,"360억 원은 확보했지만 수능 결과와 가족 평가는 미확정이다.","전국 수석이 식탁·본사·포옹으로 보이는 인정 보상","만점을 확인하고 아버지에게 직접 증명한다.","성적을 확인하고 팀에 성과금을 준 뒤 세운 본사로 간다.","형들의 불신과 이전 사고뭉치 평판이 남아 있다.","전국 유일 400점 만점이 공식 확인된다.","유말숙의 미소·경비의 인사·조문홍의 포옹을 얻는다.","명예·가족·지위","숨은 투자자에서 전국이 아는 수석이자 회장이 자랑할 아들이 된다.","조문홍이 도겸을 경제포럼에 데려간다.","수능·IMF 투자 루프","공개 후계 인정과 부동산 진출","S01-A07","high"
21,"ⓚ21화","",5199,5441,"전국 수석으로 가족 내부 인정을 막 얻었다.","아버지의 공개 자랑과 식탁 대우 변화","수석의 이름값을 사회적 신용으로 바꾸고 다음 사업을 찾는다.","경제포럼에 참석하고 가족 식탁에서 투자 계획을 검토한다.","교수들의 시험과 형들의 질투를 견딘다.","조문홍이 황연우에게 직접 생선을 발라 주며 도겸의 사람까지 인정한다.","재계 네트워크와 가족 내 공개 자랑을 얻는다.","가족·명예·관계","개인적 포옹이 사회 공개와 측근 대우 변화로 확대된다.","법원 경매 물건을 마법으로 선점하려 한다.","수능 수석의 가족 결산","부동산 경매와 백두빌딩","S01-A08","high"
22,"ⓚ22화","",5442,5708,"360억 현금을 들고 부동산 경매에 처음 진입한다.","투시 마법이 건물 소유권으로 바뀌는 물질 보상","낙찰 우위를 만들고 핵심 빌딩을 확보한다.","클레어보이언스로 봉인 입찰가를 읽어 100원 차 낙찰을 반복한다.","대출 50억과 재방파의 추적 위험이 생긴다.","유말숙이 부실매물 인맥을 열고 백두빌딩을 188억2천만 원에 낙찰받는다.","주택 묶음과 선릉 핵심 빌딩을 얻는다.","자산·위치·관계","현금 투자자에서 실제 건물주로 이동하고 외가 인맥도 깊어진다.","재방파가 도겸을 뒤쫓는다.","경매 진입","소유권 확정과 DK 거점","S01-A08","high"
23,"ⓚ23화","",5709,5980,"백두빌딩 낙찰 뒤 재방파 추적을 받는다.","빈 건물이 회사와 팀의 물리적 본거지가 되는 전개","소유권을 지키고 DK 운영 조직을 만든다.","추적을 피하고 상층을 사무실·나머지를 공유사무실로 설계한다.","대형 건물 공실과 회계 인력 부재가 비용이다.","미래 비자금 전문가 김건웅을 영입 대상으로 특정한다.","백두빌딩 소유권과 S대 진학 통과를 확정한다.","조직·자산·학업","투자 자산이 DK 사무실과 임대 사업으로 기능하기 시작한다.","재방파에 묶인 김건웅을 빼내야 한다.","백두빌딩 취득","김건웅 구출·채용","S01-A08","high"
24,"ⓚ24화","",5981,6264,"김건웅은 재방파 노예계약 때문에 이직할 수 없다.","고위 마법 전투가 유능한 사람의 자유와 충성으로 환전되는 장면","계약서를 회수해 김건웅을 채용한다.","윈드 애로우·번개·슬립으로 조직원을 제압하고 계약서를 없앤다.","조폭과의 정면 충돌과 마법 노출 위험을 감수한다.","홍 사장이 도겸의 자수성가 실적을 밝히자 김건웅이 새 주인을 인정한다.","천재 회계사와 비자금 추적 역량을 얻는다.","조직·관계·능력","김건웅이 범죄조직의 도구에서 DK 핵심 회계사로 이동한다.","김건웅을 투입할 금 거래 기회가 열린다.","김건웅의 노예계약","금 거래 수익과 4서클","S01-A08","high"
25,"ⓚ25화","",6265,6503,"백두빌딩과 핵심팀은 갖췄지만 새 수익 검증이 필요하다.","국가 캠페인의 허점을 50억과 상위 서클로 바꾸는 보상","금 거래를 끝내고 제조업 진입 자금을 만든다.","금 모으기 거래의 반복 허점을 홍·김·황과 실행한다.","법적·평판 위험과 다인 협업 비용이 있다.","약 50억 수익이 4서클 가능성과 S대 합격으로 함께 결산된다.","김건웅 3천만 원 보너스·500원 주화 4천 개·세운음향 인수 목표를 얻는다.","자산·능력·조직","초기 DK 팀이 실제 50억 프로젝트를 완수한 조직으로 굳어진다.","적자 세운음향을 인수해 제품을 만들려 한다.","금 거래와 S대 합격","세운음향 인수","S01-A08","high"
26,"ⓚ26화.","",6504,6750,"공유사무실 수익이 안정되고 S대 신입생이 된다.","대학 생활이 투자·제조업 인맥으로 연결되는 전개","세운음향 인수와 대학 인재 탐색을 병행한다.","건물 계약을 늘리고 OT에서 교수·선배와 맞선다.","적자 제조사와 음주 군기라는 새 환경 비용이 있다.","월 빌딩 수익 약 2억 원과 세운음향의 MP3 잠재력이 확인된다.","대학생 신분과 4개 빌딩 사업 기반을 얻는다.","학업·자산·지위","검정고시생에서 대학·사업을 동시에 굴리는 신입생이 된다.","OT 술 대야와 투자자를 찾는 이택수가 등장한다.","공유사무실 초기 안정","OT 인정과 게임 투자","S01-A09","high"
27,"ⓚ27화.","",6751,7053,"OT 음주 군기 속에서 동기들과 함께 압박받는다.","아버지의 물질 지원이 공동 식탁과 대학 위상을 바꾸는 보상","동기를 지키고 미래 게임회사 지분을 선점한다.","술을 대신 마시고 조문홍의 고급 술·호텔 뷔페를 모두와 나눈다.","과음과 선배 권력, 검증 안 된 대학원생 투자 위험이 있다.","이택수에게 20억 원·무료 사무실을 주고 지분 15%를 얻는다.","동기들의 인정과 미래 게임 지분·외가 건물 확장을 얻는다.","관계·자산·명예","아버지의 지원이 개인 특혜가 아니라 공동 잔치와 투자 기회로 전환된다.","세운음향 인수 협상이 시작된다.","OT 군기와 이택수 투자","세운음향 매지션 제품","S01-A09","high"
28,"ⓚ28화.","",7054,7292,"게임 지분과 빌딩은 확보했지만 세운음향은 적자다.","마법이 소비자가 들을 수 있는 프리미엄 제품이 되는 장면","세운음향을 인수하고 흑자 제품의 원형을 만든다.","78억 원에 인수하고 CD플레이어에 인스크립션·사일런스를 적용한다.","노후 공장·낮은 브랜드 가치와 마법 비밀 유지 비용이 있다.","양덕훈을 발견하고 잡음 없는 소리를 특수 도료로 위장한다.","매지션 제품·MP3·미래 스마트폰 특허 개발선이 열린다.","사업·능력·조직","부동산·금융 중심 DK가 제조 제품과 연구 조직을 갖는다.","고가 매지션 제품이 시장에서 팔리는지 시험한다.","세운음향 인수","매지션 흑자와 대량 마나석","S01-A09","high"
29,"ⓚ29화.","",7293,7543,"마법 오디오 시제품은 있으나 적자 회사의 시장 검증이 안 됐다.","청음 가능한 우위가 프리미엄 가격과 해외 주문으로 돌아오는 보상","세운음향을 흑자로 돌리고 생산을 확장한다.","비교 청음·한정판·25만 원 가격으로 CD·이어폰·스피커를 판다.","국내 사치 비판 가능성과 마나석 생산의 전력 흔적이 쌓인다.","적자가 이익으로 바뀌고 해외 주문이 들어오지만 한전이 전력을 의심한다.","세운음향 흑자와 공유사무실 52개 건물을 얻는다.","사업·자산·위험","적자 인수가 프리미엄 수출 제조사로 전환되지만 비밀 생산이 노출된다.","한전 감시를 피할 마나석 자동 생산이 필요하다.","매지션 시장 검증","자동 생산과 산업 스파이","S01-A09","high"
30,"ⓚ30화.","",7544,7794,"주문은 늘었지만 마나석 수작업과 전력 감시가 병목이다.","생산 자동화와 아버지의 입학식 축하가 동시에 터지는 보상","마나석을 대량 생산하고 S대 입학을 공개 결산한다.","중급 마법진 창고를 만들고 생산을 자동화한다.","설비 화재·산업 스파이 위험과 조카의 질투가 커진다.","하루 288개 생산과 월 사업이익 약 21억 원을 달성한다.","가족·언론이 모인 입학식과 호텔 축하 식사를 얻는다.","사업·가족·능력","은밀한 수작업 제조가 자동 설비로, 개인 합격이 공개 가족 행사로 커진다.","마나석 창고가 불타고 일본 측 침입 흔적이 남는다.","마나석 생산 병목과 입학 결산","침입자 추적과 특허 방어","S01-A09","high"
31,"ⓚ31화.","",7795,8060,"마나석 창고가 불타고 제품 비밀이 유출될 위기다.","도난품 회수 뒤 기술 우위를 특허로 잠그는 역전","침입자를 추적하고 미래 제품 자산을 방어한다.","디텍트 포스·타깃 온·윈드 애로우로 추적해 마나석 20개를 되찾는다.","침입자의 중상·의문사와 국제 경쟁사의 탐색이 부담이다.","도겸은 생산을 분산·증설하고 터치·핀치 줌·둥근 폰 특허를 제시한다.","마나석 회수와 스마트폰 선행 특허·시제품 노선을 얻는다.","기술·자산·위험","단일 제품 비밀 방어에서 차세대 기기 특허 선점으로 단계가 오른다.","대학 수업과 공유사무실 공실 활용이 새 과제가 된다.","창고 화재·일본 절도","독서실 신사업","S01-A09","high"
32,"ⓚ32화.","",8061,8317,"제조업은 안정됐지만 대학 공부와 빌딩 공실이 남는다.","공실이 학생 성적과 월수익으로 동시에 바뀌는 보상","마법진 독서실을 새 현금흐름으로 만든다.","공유사무실 공실에 초보 마법진을 깔고 환불 보장을 건다.","월 40만 원의 고가 정책과 조기졸업 학업을 병행한다.","집중 효과로 만석·월 약 2억 원을 만들지만 임승호가 사업을 훔친다.","DK 독서실 브랜드와 반복 수익을 얻는다.","사업·능력","빈 공간이 학습 성과를 파는 매장으로 바뀌고 모방 갈등이 열린다.","도겸이 승호빌딩 마법진을 꺼 사흘 만에 환불 사태를 만든다.","공실 활용","임승호 응징과 법무팀","S01-A10","high"
33,"ⓚ33화","",8318,8559,"도용 업체가 환불 사태를 맞았지만 임승호는 버틴다.","배신한 건물주가 상권·법률 양쪽에서 대가를 치르는 전개","임승호를 퇴출하고 법무 역량을 확보한다.","저농도 포이즌 포그로 악취·부패를 만들고 변호사들을 고용한다.","세입자 피해와 언론의 매지션 사치 비판을 관리해야 한다.","세입자 이전·소송이 DK 법무팀 영입으로 바뀐다.","법무팀과 매지션 수출 집중 전략을 얻는다.","조직·사업·관계","개인 응징이 장기 법률 조직과 해외 판매 전략으로 전환된다.","임승호의 다른 건물까지 무너뜨릴 계획을 세운다.","독서실 도용 1차 반격","승호빌딩 경매와 SNS 인재","S01-A10","high"
34,"ⓚ34화.","",8560,8839,"임승호는 첫 건물 문제에도 다른 자산으로 버티려 한다.","무익한 응징조차 조직 확장과 마법 성장으로 남는 결산","임승호를 완전히 무너뜨리고 SNS 개발자를 얻는다.","대전 건물까지 포이즌 포그로 압박하고 서광수를 장기 조건으로 영입한다.","직접 수익이 없는 복수와 큰 미래 보상 약속을 부담한다.","두 건물이 경매로 넘어가고 드래곤 하트도 응징을 성과로 인정한다.","서광수의 SNS 개발 착수와 조직 충성 계약을 얻는다.","조직·능력·자산","도용 분쟁이 끝나고 DK에 기술 창업 축이 생긴다.","병역 의무를 해결할 새로운 방법을 찾아야 한다.","임승호 도용 응징","아시안게임 금메달 도전","S01-A10","high"
35,"ⓚ35화.","의무를 수행하라.",8840,9120,"사업은 성장했지만 병역 의무가 경영 시간을 끊을 수 있다.","마법 신체 능력이 병역특례의 현실 경로로 변하는 장면","아시안게임 금메달 도전 체계를 만든다.","헤이스트·윈드로 100m 기록을 재고 세운음향 육상팀을 창설한다.","공식 기록·도핑 의심과 전문 훈련이 필요하다.","10초7 가능성을 본 한국기록 보유자 서훈이 감독으로 합류한다.","계약금 1억·연봉 1억의 국가급 코치와 공식 팀을 얻는다.","조직·능력·의무","개인 마법 묘기가 국가대표·병역특례 프로젝트로 제도화된다.","서울 대회에서 공식 기록을 내야 한다.","병역 해결 경로 선택","한국기록 도전","S01-A11","high"
36,"ⓚ36화.","예선",9121,9393,"서훈과 훈련했지만 공인 성적이 없다.","힘을 숨기다 결승에서 한국기록을 찍는 스포츠 보상","서울 대회에서 국가대표 가능성을 증명한다.","예선은 12초대로 조절하고 결승에서 헤이스트·윈드를 쓴다.","마법 노출과 지나치게 빠른 기록의 의심을 조절해야 한다.","10초34로 서훈의 한국기록과 타이를 이룬다.","DK 식구들의 환호와 제주 선발전 자격을 얻는다.","명예·능력·관계","무명 대학생에서 국내 최정상 단거리 선수로 급상승한다.","제주 국가대표 선발전에서 기록을 더 줄여야 한다.","서울 대회 공식 검증","국가대표 선발과 가족 식탁","S01-A11","high"
37,"ⓚ37화.","선발전",9394,9659,"한국기록 타이 뒤 국가대표 선발을 앞둔다.","비공인 초고속 기록과 아버지의 한 점 고기가 만드는 인정","대표팀 자유 훈련권을 얻고 가족에게 성과를 나눈다.","제주에서 10초18을 달리고 도핑 검사·협회 협상을 통과한다.","풍력 초과와 선수촌 통제, 형들의 질투가 따른다.","조문홍이 소고기를 직접 숟가락에 놓고 도겸은 사랑을 말한다.","국가대표 선발·외부 훈련권·부자 친밀감을 얻는다.","명예·가족·행동자유","국내 기록 보유 후보가 국가대표가 되고 아버지의 신체적 돌봄을 받는다.","배우 송혜선이 형들이 만든 성추문 함정으로 접근한다.","국가대표 선발과 가족 축하","성추문 역공","S01-A11","high"
38,"ⓚ38화.","스캔들",9660,9958,"국가대표가 됐지만 송혜선이 의도적으로 접근한다.","형의 성추문 공작을 정보전과 카지노 판으로 뒤집는 전개","함정의 배후와 증거를 확보한다.","퍼밀리어 비둘기로 불륜 공모를 듣고 홍콩 VIP 카지노에 들어간다.","연예인 스캔들과 거액 도박판의 평판 위험이 있다.","송혜선·조도영의 관계를 확정하고 클레어보이언스로 판을 통제한다.","형에게 역공할 녹음·도박 환경을 만든다.","정보·가족갈등·능력","수동적 스캔들 표적에서 함정 설계자로 위치가 뒤집힌다.","송혜선을 거액 포커판에서 파멸시킬 승부가 시작된다.","송혜선 공모 확인","카지노 역공과 아시안게임 방해","S01-A12","high"
39,"ⓚ39화.","파멸",9959,10260,"송혜선을 카지노 큰 판에 끌어들였다.","형의 정부와 함정이 서로를 파괴하는 통쾌한 역공","송혜선에게 조도영의 약점을 받아 스캔들을 제거한다.","포커로 거액 손실을 만들고 30억 칩을 대가로 녹음을 산다.","수백억 판돈과 증거 공개 시 가족전쟁 위험을 감수한다.","녹음을 받은 조도영이 직접 송혜선의 광고·집·차와 커리어를 끊는다.","성추문 위협 제거와 형제 사이 불신을 만든다.","가족갈등·정보·지위","공격자 송혜선은 파멸하고 조도영의 공작망은 자해한다.","아시안게임 이동 중 음식에 약물이 들어간다.","성추문 함정","도핑 공작과 금메달","S01-A12","high"
40,"ⓚ40화.","도핑 테스트",10261,10592,"성추문은 막았지만 아시안게임 직전 새 공작을 받는다.","도핑과 골절을 모두 정화·치유해 결승에 서는 생존 보상","검사에 통과하고 일본 10초00을 이길 몸을 만든다.","퓨리피케이션으로 약물을 씻고 장비 인스크립션 뒤 골절을 힐로 복구한다.","반복 구토·정화와 정강뼈 골절이라는 육체 비용이 크다.","약물 검사 통과 뒤에도 청부 습격이 이어져 형의 집착이 드러난다.","10초30 한국신기록과 하룻밤 완치·9초대 준비를 얻는다.","능력·명예·생존","도핑 피해자에서 모든 방해를 견딘 결승 우승 후보로 이동한다.","다친 줄 아는 형 앞에서 결승 9초대 기록을 보여줘야 한다.","도핑 검사와 골절 회복","아시안게임 금메달","S01-A12","high"
