sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
"18","ⓚ18화","A007","escalation_turn","해치 부도로 약 75억을 벌어 홍을 DK 사장으로 영입하고 3서클 언어를 연다.","6","9","8","25","15","15","10","35","돈이 법인·사장·상위 마법으로 환전되며 중간 성장점을 만든다."
"19","ⓚ19화","A007","climax","수능을 치른 뒤 유말숙 식당에서 2천만 달러를 평균 1800원에 팔아 360억을 만든다.","8","10","9","20","20","15","15","30","시험 긴장과 외환 결산을 겹쳐 큰 숫자의 속도를 높인다."
"20","ⓚ20화","A007","payoff_bridge","전국 유일 400점 만점이 확인되고 유말숙의 미소·본사 인사·아버지 포옹을 받는다.","5","10","8","15","10","35","25","15","연속 관계 표면으로 대형 경제 승부의 감정 결산을 완성한다."
"21","ⓚ21화","A008","opening","조문홍이 경제포럼에서 도겸을 자랑하고 다음 식탁에서 황연우에게 직접 생선을 발라 준다.","4","10","7","20","5","40","25","10","공개 자랑과 측근 대우 변화를 충분히 보여 준 뒤 경매로 이동한다."
"22","ⓚ22화","A008","escalation","클레어보이언스로 입찰가를 읽어 백두빌딩을 188억2천만 원에 낙찰받지만 재방파가 쫓는다.","8","9","9","20","25","10","10","35","소유권 보상 직후 조폭 추적으로 물질 상승에 위험을 붙인다."
"23","ⓚ23화","A008","development","백두빌딩을 DK 사무실·공유사무실로 바꾸고 회계사 김건웅을 찾아간다.","5","8","8","30","15","15","10","30","건물을 조직 공간으로 바꾸면서 다음 인물 영입을 준비한다."
"24","ⓚ24화","A008","climax","번개·윈드 애로우·슬립으로 재방파를 제압해 김건웅의 노예계약을 회수한다.","9","9","8","15","45","20","15","5","강한 마법 액션을 한 사람의 자유와 채용으로 직접 보상한다."
"25","ⓚ25화","A008","payoff_bridge","금 거래 허점으로 약 50억을 벌고 김건웅에게 3천만 원을 준 뒤 세운음향을 노린다.","6","9","8","25","20","15","10","30","팀 첫 결산·S대 합격·4서클 가능성을 묶고 제조업 목표를 연다."
"26","ⓚ26화.","A009","opening","공유사무실 수익을 확인한 S대 신입 도겸이 세운음향 인수와 OT 군기를 마주한다.","5","7","8","30","15","20","15","20","사업 현황과 대학 새 환경을 빠르게 배치한다."
"27","ⓚ27화.","A009","development","도겸이 동기 대신 술을 마시고 아버지가 보낸 술·뷔페를 나눈 뒤 이택수 회사 지분 15%를 산다.","6","10","7","15","15","35","20","15","공동 식탁 보상에서 미래 게임 지분으로 자연스럽게 이어간다."
"28","ⓚ28화.","A009","turn","세운음향을 78억에 인수하고 양덕훈과 마법 잡음 제거 CD플레이어를 만든다.","6","9","8","25","20","15","10","30","인수 숫자를 청음 가능한 제품 시연으로 즉시 구체화한다."
"29","ⓚ29화.","A009","escalation","매지션 제품이 흑자·해외 주문을 만들지만 한전이 마나석 전력 사용을 의심한다.","7","9","9","20","20","10","10","40","프리미엄 성공 뒤 생산 비밀 노출 위기를 붙인다."
"30","ⓚ30화.","A009","climax_setup","하루 288개 자동 생산과 월 21억 사업이익, 입학식 가족 잔치 뒤 마나석 창고가 불탄다.","8","10","10","15","20","25","15","25","최대 물질·가족 보상 바로 뒤 화재 훅으로 급락시킨다."
"31","ⓚ31화.","A009","climax_payoff_bridge","일본 침입자에게서 마나석을 회수하고 스마트폰 터치·핀치 줌 특허 개발을 지시한다.","9","9","7","20","40","10","10","20","추격 액션을 기술 방어와 차세대 특허로 결산한다."
"32","ⓚ32화.","A010","opening","공실에 마법진 독서실을 열어 월 2억을 만들자 임승호가 사업을 훔친다.","6","8","9","25","15","10","10","40","신사업 성공과 배신을 같은 화에 배치해 갈등을 즉시 세운다."
"33","ⓚ33화","A010","escalation","포이즌 포그·세입자 이전·소송으로 승호빌딩을 흔들고 미래 변호사들을 DK에 묶는다.","8","8","7","20","25","20","15","20","응징 수단을 법무 조직 형성으로 전환해 단조로움을 피한다."
"34","ⓚ34화.","A010","climax_payoff_bridge","임승호의 두 건물을 경매로 넘기고 서광수를 장기 보상 조건으로 영입해 SNS를 맡긴다.","7","9","8","25","20","15","10","30","무수익 복수도 드래곤 하트 성장과 인재 영입으로 결산한다."
"35","ⓚ35화.","A011","opening","병역특례를 위해 100m 마법 기록을 재고 서훈을 세운음향 육상팀 감독으로 영입한다.","6","8","8","25","20","20","10","25","의무 문제를 공식 팀·계약·기록 목표로 빠르게 제도화한다."
"36","ⓚ36화.","A011","escalation","서울 대회 결승에서 10초34로 한국기록 타이를 이루고 DK 식구들의 환호를 받는다.","8","10","8","15","40","20","15","10","예선의 절제 뒤 결승 기록을 터뜨려 스포츠 쾌감을 집중한다."
"37","ⓚ37화.","A011","payoff_bridge","국가대표 선발·외부 훈련권을 얻고 아버지가 소고기를 숟가락에 올려 주는 식사를 한다.","7","10","10","15","15","35","25","10","기록 보상을 부자 식탁에 정착시킨 직후 성추문 접근으로 전환한다."
"38","ⓚ38화.","A012","opening","퍼밀리어로 송혜선·조도영 공모를 듣고 홍콩 카지노 VIP 포커판을 설계한다.","8","7","9","30","25","15","20","10","정보 확인에서 곧바로 역함정 공간으로 옮겨 긴장을 유지한다."
"39","ⓚ39화.","A012","turn","송혜선을 거액 손실로 몰고 녹음을 산 뒤 조도영이 직접 그녀의 커리어를 파괴하게 한다.","9","9","9","20","30","20","20","10","가족 공작을 공범끼리의 파멸로 반전시켜 관계 갈등을 결산한다."
"40","ⓚ40화.","A012","escalation_climax","기내 도핑을 정화하고 10초30을 기록한 뒤 청부 골절까지 크리티컬 힐로 복구한다.","10","9","10","15","50","5","20","10","약물→경쟁자→골절로 압력을 연속 상승시키되 새 마법으로 매번 돌파한다."
"41","ⓚ41화.","A012","payoff_bridge","9초99 금메달 뒤 부상을 연기해 은퇴하고 DK에서 `대표님` 호칭을 제안받는다.","9","10","8","10","35","25","20","10","스포츠 최고점 뒤 병역·은퇴·호칭을 빠르게 닫고 사업으로 넘긴다."
"42","ⓚ42화.","A013","opening_turn","태국인 직원이 도겸의 금메달·세운가 신분을 알아봐 시애틀 협상이 뒤집히고 1호점을 연다.","7","9","8","25","15","20","10","30","명예가 신용으로 환전되는 순간을 협상 전환점으로 쓴다."
"43","ⓚ43화.","A013","payoff_bridge","유말숙의 로비 무상 제공으로 10호점까지 늘리고 건물 유동인구도 키운다.","5","10","8","20","10","35","20","15","외할머니의 숨은 방문과 핀잔을 사업 확장의 정서 보상으로 둔다."
"44","ⓚ44화.","A014","opening","스타벅스 이자 압박 속 마지막 2억으로 새롬기술 33만 주를 평균 3300원에 산다.","8","6","9","25","15","5","10","45","유동성 위기를 전액 IT 베팅으로 전환해 숫자 긴장을 높인다."
"45","ⓚ45화.","A014","climax_turn","새롬기술을 17만 원에 팔아 약 561억을 만들고 빚 상환 뒤 멤버마다 100만 달러를 준다.","8","10","8","20","15","25","15","25","대형 차익을 부채 청산과 현금 가방 보상으로 물성화한다."
"46","ⓚ46화.","A014","payoff_bridge","하버드에서 마이크와 롤 북을 만들어 2천 사용자를 모으고 귀국해 세운 공채 입사를 선언한다.","6","9","9","25","15","25","15","20","글로벌 창업 성과와 귀국 환대를 거쳐 새 직업 목표로 선명히 전환한다."
"47","ⓚ47화.","A015","opening_climax","서류·적성·압박·회장 면접을 통과해 세운그룹 공채에 합격하고 건설 배치를 원한다.","8","9","8","25","20","25","15","15","화려한 이력을 절차별 검증으로 압축하고 아버지 면접을 정점에 둔다."
"48","ⓚ48화.","A015","payoff_bridge","신입 군무·회식·청소·커피를 수행한 뒤 최 대리와 지주 작업을 맡는다.","6","8","9","15","25","30","15","15","합격 보상을 낮은 업무 수행으로 일부러 낮춘 뒤 첫 실무 훅을 세운다."
"49","ⓚ49화.","A016","opening","개인 돈으로 동의서 5장을 받고 해피의 말에서 집주인이 실종 아들을 기다린다는 사실을 안다.","7","8","9","20","20","25","20","15","속도감 있는 계약 뒤 사람 사정을 밝혀 문제의 결을 바꾼다."
"50","ⓚ50화.","A016","escalation_turn","박동진 부자를 중재해 총 8건을 만들고 일루젼으로 박만득 비밀장부 세 권을 받는다.","9","10","10","20","30","25","15","10","가족 재회 보상에서 조폭 정보전으로 한 화 안에 강도를 올린다."
"51","ⓚ51화.","A016","climax_payoff_bridge","아버지와 첫 위스키를 마시며 장부를 보고해 조도영 제재와 용인 미분양 승진 과제를 얻는다.","8","10","10","20","15","35","20","10","형 제재·부자 친밀감·직장 승진 훅을 하나의 보고 장면에서 결산한다."
"52","ⓚ52화.","A017","결산","DK의 일괄 매입과 직원 주거 지원으로 용인 미분양 130가구가 하루에 소진되고 도겸이 대리로 승진한다.","4","9","6","15","25","25","15","20","판매 숫자 뒤에 팀 박수·보너스·소고기 회식을 붙여 첫 조직 인정의 체감도를 높인다."
"53","ⓚ53화.","A018","도입","잠복과 쓰레기 수색이 실패한 뒤 도겸이 대지의 기억으로 한신건설 투찰가 577억 원을 듣는다.","6","5","8","30","30","15","10","15","육체적 정보전의 실패를 새 마법 정보의 정확한 숫자로 뒤집되 출처 문제를 남긴다."
"54","ⓚ54화.","A018","결산","도겸이 태백건설보다 90만 원 낮게 투찰하도록 마지막 100만 원을 수정한다.","8","8","8","25","35","15","10","15","10만 원 단위 경쟁과 마감 직전 수정으로 숫자 승부의 압박을 최고점 직전까지 끌어간다."
"55","ⓚ55화.","A019","전환","90만 원 차 낙찰과 네 번의 연승 뒤 도겸이 승진 조건으로 콩고 터널 현장에 간다.","6","7","8","20","20","25","20","15","입찰팀의 환송과 창립 멤버의 반대를 거쳐 공간·목표·위험의 규모가 한 번에 바뀐다."
"56","ⓚ56화.","A019","압박","용병으로 폭약을 반입하고 강화 굴착도구와 터널 실드를 준비해 거대 암반 발파 카운트다운에 들어간다.","8","5","9","15","50","10","15","10","실드가 붕괴를 막을지 알 수 없는 상태에서 준비 행동을 촘촘히 누적한다."
"57","ⓚ57화.","A019","결산","발파로 공기를 반년 줄이고 귀국한 도겸이 과장으로 승진한 뒤 SY엔터 사장직을 수락한다.","9","10","9","15","25","25","20","15","현장 성공을 임덕준 귀가·공항 포옹·승진·팀 회식·계열사 경영권으로 연쇄 보상한다."
"58","ⓚ58화.","A020","도입","SY엔터에 취임한 도겸이 장부를 열어 세 부서장의 횡령과 미래 스타 열 명 명단을 확보한다.","5","6","7","25","20","25","10","20","새 사장 호칭의 낯섦과 즉시 드러난 비리로 경영 장르의 새 판을 빠르게 연다."
"59","ⓚ59화.","A020","전환","횡령 증거로 임원들을 복종시키고 폐기될 라일락의 노래와 목을 스트렝스로 살린다.","7","7","7","20","30","25","10","15","권력 역전과 가수 회생을 한 회에 묶어 조직 장악이 곧 상품 선택으로 이어지게 한다."
"60","ⓚ60화.","A020","결산","참 마이크·광고 세 건·100억 원 제작비로 슈퍼-K를 열고 HTO의 미래 스타 네 명을 영입한다.","6","8","8","20","30","20","10","20","돈과 마법을 방송 편성·계약서·데뷔 무대로 번역해 엔터 경영의 실물 보상을 준다."
"61","ⓚ61화.","A021","도입","카디의 마약과 TF의 탈세 장부를 지렛대로 강석현에게서 15세 권빈 계약을 넘겨받는다.","8","7","7","30","30","20","10","10","잠복·증거·현금·퇴로를 한 협상에 겹쳐 핵심 인재 영입의 위험과 효율을 동시에 보여 준다."
"62","ⓚ62화.","A021","전진","마법진 운동복·최면·힐·식단으로 이민지의 두 달 복귀 프로젝트를 시작한다.","6","5","7","15","35","20","20","10","차트 숫자보다 몸의 피로·포만감·체중 변화에 초점을 두어 회복 과정의 촉감을 만든다."
"63","ⓚ63화.","A021","결산","버서커로 공황을 뚫은 나다희가 햇빛과 녹음실로 돌아와 한 달 뒤 SY 첫 차트 1위를 만든다.","8","9","7","15","30","25","25","5","닫힌 커튼이 열리는 장면을 다음 날의 호칭·태도 변화와 1위 숫자로 결산한다."
"64","ⓚ64화.","A022","도입","슈퍼-K 흥행 속에서 도겸이 마약 수사를 이용해 카디를 TF에서 빼내 10년 계약한다.","7","7","8","25","30","20","10","15","오디션 상승세와 프로듀서 수사 위기를 교차시켜 결승 전 제작 능력의 빈틈을 압박한다."
"65","ⓚ65화.","A022","결산","카디의 검사와 재사용을 정화·최면으로 막고 권빈을 포함한 다섯 명이 ENTIC으로 데뷔해 1위한다.","8","10","7","15","30","25","15","15","개인 구제의 불편한 비용을 오디션 우승·그룹 결성·방송사 태도 역전으로 크게 갚는다."
"66","ⓚ66화.","A023","도입","고급 일식 식탁에서 김수희가 조도영 이혼 지원을 조건으로 SY 지분 20%를 도겸에게 넘긴다.","6","8","8","25","15","35","15","10","상장 설계보다 형수님·도련님 사이의 상처 공유와 동맹 형성을 중심 보상으로 둔다."
"67","ⓚ67화.","A023","결산","SY 주가가 여섯 번 상한가를 치고 5서클이 열린 뒤 조문홍이 도겸에게 세운제약을 맡긴다.","7","10","8","20","25","20","10","25","주가·마법 서클·계열사 규모를 동시에 올려 후계 경쟁의 등급 상승을 명확히 한다."
"68","ⓚ68화.","A024","도입","파벌 임원을 정리한 도겸과 김덕환 팀이 완보동물 추출물로 체력 회복 포션 원형을 만든다.","6","7","7","25","35","15","15","10","조직 숙청 뒤 바로 실험실로 이동해 권력 행사와 제품 창조의 인과를 붙인다."
"69","ⓚ69화.","A024","전진","쥐 실험으로 효능을 확인하고 조직·지분·식약청 우선 심사를 동시에 준비한다.","5","7","7","25","25","20","10","20","효능 증거와 초밥 보상, 인사 재편, 180억 원 매수를 병렬로 쌓아 출시 기반을 넓힌다."
"70","ⓚ70화.","A024","결산","권빈 광고·독서실 시음·자판기 최면·선수 협찬으로 워터베어가 출시 한 달 500만 병을 판다.","6","8","7","15","30","15","10","30","학교와 경기장의 실제 섭취 장면이 판매 숫자를 받쳐 주지만 손익분기까지의 거리는 남긴다."
"71","ⓚ71화.","A025","도입","정화수 샘플이 피부를 즉시 진정시키고 김수희는 조도영의 추가 스캔들을 준비한다.","6","7","8","20","20","30","15","15","제품 확장과 가족 복수를 교차시키며 조문홍이 막내 성과에만 웃는 태도 변화를 심는다."
"72","ⓚ72화.","A025","결산","제약이 흑자로 돌아 직원들이 포옹하고 김수희의 생방송 이혼 뒤 조도영이 미국으로 축출된다.","8","10","8","15","20","30","20","15","로열티·보너스·직원 눈물·형수의 5% 지지까지 사업과 가족 보상을 한꺼번에 지급한다."
"73","ⓚ73화.","A026","급전환","직원과 창립 멤버에게 현금·아파트를 포상한 직후 전국 30여 명 워터베어 독극물 사건이 터진다.","9","9","9","15","25","25","20","15","축하의 최고점에서 브랜드 생존 위기로 급락시켜 공격받을 만큼 커진 성공을 체감시킨다."
"74","ⓚ74화.","A026","추적","대지의 기억과 포스 탐지로 실행범·일성 대부업자를 찾아 다린 사모펀드의 사주를 밝혀낸다.","9","7","8","25","45","10","10","10","거리 흔적을 따라 단계별 배후가 올라가며 정보 회수와 거친 제압의 속도를 높인다."
"75","ⓚ75화.","A026","대면","라칼과 저녁 식사에서 그룹 매각 제안을 거절하고 서로의 회장·후계자 계획을 확인한다.","8","7","8","30","20","30","15","5","음식이 놓인 정적인 대화를 후계전 선전포고로 바꾸고 정일성이라는 다음 증인을 남긴다."
"76","ⓚ76화.","A027","도입","사장단 공세를 국내 최초 FDA 승인으로 뒤집고 회식에서 숙취를 없애는 정화 포션을 시험한다.","7","8","7","25","20","25","15","15","공식 인정 뒤 소고기·위스키 자리에서 다음 상품 아이디어가 나와 승리의 여운을 생산으로 잇는다."
"77","ⓚ77화.","A027","압박","미국 재고 70%를 안고 200억 원대 슈퍼볼 광고를 집행해 악평과 노출 사고까지 구매로 돌린다.","8","7","7","15","35","10","15","25","거액 손실 가능성과 대중 조롱을 먼저 키운 뒤 역설적 관심을 매출 직전까지 끌고 간다."
"78","ⓚ78화.","A027","전환","미국 재고 완판 뒤 병원 경영진을 연구동·후임 사장 약속으로 묶지만 정일성은 6서클이 필요하다.","6","8","8","25","20","25","15","15","글로벌 판매 보상을 병원 접근권으로 환전한 다음 현재 마법의 한계로 새 목표를 세운다."
"79","ⓚ79화.","A027","결산","일회성 정신치료로 정일성을 깨워 살인 증거 위치를 듣고 제약 후임을 세운 뒤 에너지 사장직을 받는다.","8","9","9","30","20","20","15","15","희귀 학습권을 정보 한 문장에 쓰는 선택이 금고 물증과 새 계열사 진입으로 보상된다."
"80","ⓚ80화.","A028","도입","제약 반기 2000억 원 이익을 인정받은 도겸이 에너지 사장이 되어 30% 고효율 배터리를 만든다.","5","8","7","20","30","20","10","20","전임 사장 보수 보전으로 마찰을 줄이고 즉시 제품 수치를 제시해 새 경영판을 빠르게 연다."
"81","ⓚ81화.","A028","전진","CNC 마법진 복제로 배터리 양산 길을 열고 독일 완성차 문의를 받지만 독립 발전 마법은 실패한다.","6","7","9","25","30","10","10","25","큰 생산 혁신 사이에 학습권 낭비를 남겨 마법도 무비용 만능은 아니라는 리듬을 준다."
"82","ⓚ82화.","A028","압박","라칼 측 석유 봉쇄를 확인한 도겸이 UAE로 가 칼리파 왕자에게 물 30% 증산을 약속한다.","8","5","8","30","30","20","10","10","국내 원료 위기를 왕실 권력·국가 물 부족과 연결해 협상의 스케일을 급격히 키운다."
"83","ⓚ83화.","A028","결산","네 계통 마법으로 UAE 물 공급을 약속 이상 늘려 칼리파의 포옹·석유 복구·대형 수주를 얻는다.","9","10","8","20","35","25","10","10","설비 수치와 현장 안도, 왕자의 친구 호칭을 함께 배치해 국가 사업 보상을 사람 관계로도 보이게 한다."
"84","ⓚ84화.","A028","전이","1400억 원 예치와 개인 보상으로 우리은행 금고의 살인 물증을 꺼내고 아버지의 칭찬을 받는다.","7","9","10","30","20","20","10","20","석유 Arc의 성취를 증거·승진 기대에 연결한 직후 아버지 사고 전화로 바닥을 뺀다."
"85","ⓚ85화.","A029","도입","식물인간 가능성의 조문홍을 두고 사장들이 도훈에게 줄서자 도겸은 2조 원 실탄과 사고 배후를 준비한다.","10","5","9","25","25","25","15","10","병원 복도에서 드러난 충성 이동과 지분 매각을 병치해 가족 위기를 곧바로 권력전으로 만든다."
"86","ⓚ86화.","A029","위기","한영민의 시력을 돌려 표를 얻지만 부패 투자실장이 국민연금 7%를 라칼 측에 넘겨 지분전에서 패한다.","10","6","10","25","25","20","15","15","치료로 쌓은 승리를 불법 매각 한 번으로 꺾은 뒤 6서클 개방을 마지막 선택지로 제시한다."
"87","ⓚ87화.","A029","결산","도겸이 두 6서클 마법을 아버지 치료에 써 도훈의 임시 회장 취임 10분 만에 조문홍을 회의실로 데려온다.","10","10","8","15","30","30","20","5","지분 숫자 대신 휠체어·손·아버지 목소리로 권력 역전을 보여 관계 보상을 정점에 둔다."
"88","ⓚ88화.","A030","도입","세운자동차를 맡은 도겸이 원가절감 안전 부품을 복구하고 실드 SUV로 IIHS 한국차 최초 1위를 얻는다.","6","8","7","20","30","20","10","20","유언장 변경 약속을 충돌시험 수치와 묶어 자동차 흑자가 곧 후계 인정임을 선명히 한다."
"89","ⓚ89화.","A030","결산","탑기어 파괴 실험과 정화 필터로 세운차가 해외 사과·판매 증가·정부 보조금·유럽 주문을 얻는다.","7","9","7","15","35","15","10","25","조롱의 무대에서 실제 차체가 버티는 장면이 브랜드 평판을 즉시 주문으로 전환한다."
"90","ⓚ90화.","A031","도입","PC 세 대와 폐기 슈퍼컴퓨터를 골렘화해 말하고 학습하는 0호기 네트워크를 만든다.","5","8","8","25","35","10","10","20","새 능력 설명을 장비 구매와 즉시 대화 장면으로 압축해 AI 골렘의 실용 약속을 빠르게 건다."
"91","ⓚ91화.","A031","압박","0호기가 해킹·시장 분석·전력 절감을 해내지만 신규 채용 협상에서 노조 뇌물과 전면 파업이 터진다.","8","6","9","30","25","15","10","20","기술 성능을 충분히 보여 준 뒤 해결해야 할 인간 조직을 더 강한 병목으로 세운다."
"92","ⓚ92화.","A032","반격","0호기와 로봇 팔 60대가 파업 중 120% 생산을 유지하고 비리 폭로로 기존 위원장이 체포된다.","9","8","8","20","40","15","10","15","사람이 멈춘 공장의 움직임 자체를 통쾌한 반격으로 쓰되 새 노동조직 필요성을 남긴다."
"93","ⓚ93화.","A032","전환","0호기가 고른 신입 500명 속에 황연우가 잠입해 일할 권리를 내건 새 노조 창설을 제안한다.","8","6","9","25","25","30","15","5","감시 기반 선발의 정보량보다 교육장 연설과 500명의 동의를 관계 전환의 중심에 둔다."
"94","ⓚ94화.","A032","결산","황연우가 쇠파이프에 맞고 신입들이 보호한 뒤 12개 CCTV 영상이 구노조 비리를 공장 앞에 폭로한다.","9","9","8","15","35","30","15","5","실제 상처를 지도자 인정과 새 노조 신고로 바꿔 감정·조직 보상을 동시에 낸다."
"95","ⓚ95화.","A033","도입","구노조 해산 직후 안동구가 대시보드 금형을 훔쳐 부수면서 나흘 뒤 생산 중단 위기가 생긴다.","9","7","9","20","30","20","15","15","파업 종료의 안도 직후 6개월짜리 생산 자산을 파괴해 갈등 주체를 재방파로 확대한다."
"96","ⓚ96화.","A033","결산","부서진 금형 골렘이 30분 만에 설계대로 복원되고 두 번째 파괴도 스스로 되돌려 안동구가 체포된다.","8","10","8","15","40","15","10","20","6개월 공정을 30분으로 압축하는 시각적 복원 뒤 동료용 방호차 필요를 즉시 연결한다."
"97","ⓚ97화.","A034","도입","창립 멤버 차량을 골렘화하고 새 베리어 에어백이 시속 200km 충돌에서도 더미 충격 0을 기록한다.","8","9","8","20","40","15","10","15","사람 보호라는 감정 동기와 자동차 시장 1위라는 사업 목표를 동일 기술에 포개 놓는다."
"98","ⓚ98화.","A034","확장","미국 추격전 생존 영상 뒤 국방부 압박으로 GM과 대통령 의전차 공동제작이 승인된다.","8","9","8","25","30","20","10","15","우연한 공개 사고를 대중 수요·정부 관심·국제 협업의 세 단계로 빠르게 증폭한다."
"99","ⓚ99화.","A034","침투","0호기가 디트로이트의 PC·의전차를 골렘화해 GM의 데이터베이스와 생산 기술을 흡수한다.","9","8","9","35","30","10","10","15","눈에 보이는 협업 아래 산업기밀 침투를 진행해 다음 화 소송 위협의 긴장을 예약한다."
"100","ⓚ100화.","A034","결산","아르곤 선주문 9만 대 이상 뒤 기술도용 항의를 베리어 방탄복·에어포스원 제안으로 봉합하고 F1에서 우승한다.","9","10","8","20","35","20","10","15","소송 위협을 국가 방호 거래로 역전한 다음 레이싱 골렘 우승으로 1부 규모의 결산을 준다."
"101","ⓚ101화.","A035","도입","F1 주문 폭주 뒤 창립 멤버에게 골렘 차를 주고 김건웅이 재방파 자금 장부를 얻자 30명이 매복한다.","8","9","10","20","25","25","15","15","성공 수익을 동료 안전에 돌린 선물이 즉시 생존 장치가 될 상황을 만들어 훅을 극대화한다."
"102","ⓚ102화.","A035","격화","골렘 차가 김건웅을 구하지만 홍수홍의 다리가 망가지자 도겸이 증거를 공개하고 사장단에서 도훈을 지목한다.","10","8","10","25","30","25","15","5","동료의 영구 장애를 감정적 임계점으로 삼아 비밀전을 언론·검찰·가족 회의의 전면전으로 전환한다."
"103","ⓚ103화.","A035","압박·판 확대","조문홍이 전 계열사 주주투표를 선언하고 조도겸·조도훈이 각각 10조 원 자금전에 들어간다.","8","3","8","25","20","15","10","30","후계 결정 규칙과 필요한 25조 원을 빠르게 제시한 뒤 아부다비 방탄복 협상 직전에서 끊는다."
"104","ⓚ104화.","A035","전진","칼리안 앞 차량 충돌 시연으로 10조 원을 빌리고 임남구를 마법으로 지지자로 만든다.","6","7","6","15","30","20","10","25","초반 시각 보상 뒤 주식 매수와 외할머니 식당 협상으로 승리 수단을 연속 적립한다."
