sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
11,"11화","졸부집 망나니(개정판) 11화",2109,2302,"여당 의원이 개입한 사건은 당장 재심해도 증거와 힘이 부족하다","정권 교체 시점까지 재심을 미루고 사업 인맥을 먼저 사는 전략","태평양법무법인을 태양기업의 상시 법률·정보 파트너로 끌어들인다","재심 디데이를 대선 뒤 12월 20일로 정하고 1년 10억 자문계약과 야당 의원·사채 큰손 소개를 요구한다","백범의 국가부도·정권교체 예측은 백영기에게 몽상처럼 들리고 대표 승인이 필요하다","백영기가 형님·아우 관계를 받아들이고 곧바로 법무법인 대표 면담을 성사시킨다","재심 준비 시간과 대형 로펌 대표에게 투자 제안할 자리를 얻는다","지위·관계·정보","의뢰인은 전화번호를 구걸하는 졸부에서 로펌 핵심 변호사에게 투자를 권하는 갑으로 바뀐다","태평양 대표가 10억을 다시 투자하고 국가부도 베팅에 동참할지가 걸린다","재심 시점과 백영기 관계 설정","태평양법무법인 파트너십 승인","E02","high"
12,"12화","졸부집 망나니(개정판) 12화",2303,2453,"태평양 대표는 법무법인은 기업에 투자하지 않는다며 정중히 거절한다","한보 부실과 외환 흐름을 증거로 7개월 뒤 국가부도를 납득시키는 설득전","로펌 간판으로 은행장을 움직여 600억을 달러로 바꿀 길을 만든다","어음 연쇄부도·외환 만기·동남아 위기·미국 압력을 차례로 설명하고 달러 예치담보 대출 구조를 제안한다","현재 외환보유고는 넉넉하고 국가부도 단정은 비현실적으로 들린다","대표가 즉시 내치지 않고 구체 전망과 은행·사채업자 역할을 캐묻기 시작한다","망나니 소문과 반대로 거시경제를 읽는 사업가라는 관심과 협상 지속을 얻는다","평판·정보","로펌 대표 눈에 백범은 허풍쟁이 의뢰인에서 검토할 가치가 있는 위험한 몽상가로 이동한다","IMF 요구와 적대적 인수합병까지 예견해 파트너의 결단을 받아야 한다","단순 법률자문 제안 거절","국가부도 공동투자 합의","E02","high"
13,"13화","졸부집 망나니(개정판) 13화",2454,2600,"로펌 대표가 IMF 시나리오의 신빙성과 실패 시 이미지 손상을 따진다","외국 약탈자본보다 먼저 위기의 파이를 차지하는 동맹 결성","태평양의 인적 인프라와 은행·사채시장 연결을 확보한다","금융자율화·론스타식 인수·최대 1조 풋옵션 수익을 설명하고 거절하면 미국 법인으로 우회하겠다고 압박한다","혼자 정보를 내놓은 순진함과 실패 시 태평양 평판 손실이 협상 비용이다","대표가 태양기업 법률자문을 충실히 수행하겠다며 악수를 청한다","태평양법무법인 파트너십과 이틀 뒤 산업수출은행 지원 약속을 얻는다","지위·관계·재산 잠재력","졸부집 개망나니가 대형 로펌 대표가 백호라 부르는 투자 파트너로 격상한다","사업 전 수신처가를 끝내기 위해 장모·처남 문제를 정리해야 한다","로펌 파트너 확보","산업수출은행 환전과 처가 구제","E02","high"
14,"14화","졸부집 망나니(개정판) 14화",2601,2849,"백범은 새 몸을 빼앗은 가증스러움과 선행을 계산하는 자신을 경계한다","아픈 장모와 세 처남을 실제 가족으로 책임지는 처가 재건","장모의 생존 희망과 은혜의 판사 길을 함께 지킨다","VIP 병실에서 만성신부전 장모를 위로하고 손위 처남 재심 및 둘째 처남 치료 계획을 밝힌다","신장이식만이 근본 치료지만 기증자를 찾기 어렵고 처남 사고가 계속 은혜를 막는다","장모가 착한 백 서방이라며 오해를 거두고 둘째 처남 강제치료 동의서에 서명한다","장모의 전적인 신뢰와 처가를 단속할 가족 권한을 얻는다","가족·관계·평판","망나니 사위라는 공포가 오래 살게 해주겠다는 믿음직한 백 서방으로 뒤집힌다","신장 조직검사 결과와 둘째 처남 구치소 처리가 남는다","장모의 사위 오해","이식 기증자·은석 치료·손위 처남 재심","E03","high"
15,"15화","졸부집 망나니(개정판) 15화",2850,3065,"장모와 조직이 맞는지 검사한 백범이 담당 교수의 결과를 기다린다","신장 기증 의향과 부정한 순번 거래 사이에서 새 삶의 도덕선을 시험한다","합법적 이식 대기를 유지하며 부모까지 수술대에 세우지 않는다","자신과 부모의 조직검사 결과를 확인하고 장기기증 서약까지 했음을 밝힌다","세 사람 모두 부적합이고 장모의 치료 시간이 줄어드는 가운데 교수가 순번을 당길 암시를 한다","백범이 학연·돈의 압박을 자신 탓으로 돌리며 교수에게 불법 제안을 철회할 출구를 준다","의사에게 존경받는 가족애와 부모의 희생 의지를 확인하되 스스로 정한 선을 지킨다","평판·가족·도덕","돈이면 장기까지 살 망나니가 아니라 유혹을 거절하고 의사까지 보호하는 보호자로 목격된다","거절 뒤 후회를 견디고 구치소의 은석을 실제로 교정해야 한다","가족 세 명의 조직검사","합법적 이식 대기와 둘째 처남 처리","E03","high"
16,"16화","졸부집 망나니(개정판) 16화",3066,3284,"교수의 잘못된 유혹을 덮어준 뒤 백범이 구치소로 향한다","폭력 처남을 돈으로 빼내는 대신 재범 원인을 끊는 교정","은석 사건의 정확한 성격을 파악하고 합의·치료 절차를 준비한다","법무사 출신 김 비서를 존중하며 조사망을 쓰고 태평양의 노진현 변호사에게 사건 설명을 듣는다","은석은 친구를 도망간 뒤에도 쫓아가 전치 8주가 되도록 때렸고 누나 돈만 믿는다","변호사는 단순 폭행이 아니라 음주 후 추격 폭행이며 심신미약도 최후 수단이라고 확인한다","특별접견실·법률 지원과 은혜를 보호할 치료 동의 절차를 확보한다","정보·관계","돈 많은 매형의 합의만 기대하던 사건이 교정과 격리의 대상으로 재정의된다","은석을 직접 만나 사람부터 바로잡을 대면이 시작된다","사건 성격과 법률 옵션 확인","은석의 숨은 동기·강제치료·피해자 합의","E03","high"
17,"17화","졸부집 망나니(개정판) 17화",3285,3509,"노진현은 합의를 우선하지만 은석의 태도에 개인적 혐오를 보인다","변호사와 처남 모두에게 역할과 책임을 분명히 하는 백범의 통제력","신출내기 변호사를 다잡고 은석을 직접 마주해 교정한다","노진현의 감상을 제지하면서 인권변호사라는 다른 길도 건네고 구급차·카메라를 준비시킨다","은석은 돈 많은 매형이 알아서 빼줄 것이라며 반성하지 않는다","특별접견실에서 처음 만난 은석이 백범의 롤렉스와 재산부터 탐낸다","노진현에게 소문과 달리 법조 생리를 아는 고용주라는 인상을 남기고 단독 접견을 만든다","지위·평판·관계","망나니 의뢰인이 변호사의 윤리와 업무선을 짚는 노련한 갑으로 보인다","선빵과 누나를 말하는 은석에게 백범이 어떤 실전 교훈을 줄지 걸린다","변호사 역할 정리와 단독접견 확보","은석 폭력 교정과 진짜 범행 동기","E03","high"
18,"18화","졸부집 망나니(개정판) 18화",3510,3741,"은석은 합의와 롤렉스를 당연히 요구하고 피해자 고통을 쌍방폭행이라 치부한다","가해자가 피해자의 공포를 몸으로 되받는 거친 망나니 역전","은석에게 맞는 고통과 돈의 주인이 누구인지 각인시킨다","오동철 사진과 범행 진술 순서대로 눈·이마·갈비 부위를 때리고 누나와 장모의 희생을 들이댄다","은석은 가난과 형의 누명을 원망하며 타인을 착취해도 된다고 여긴다","죽을 듯 맞은 은석이 살려 달라며 처음 잘못을 인정하고 롤렉스를 내려놓는다","매형을 호구로 보던 은석에게 공포와 책임의 첫 제동을 건다","관계·평판·감정","돈 많은 호구 매형 기대가 자기보다 더 무서운 전직 망나니의 통제로 뒤집힌다","은석이 폭행 당시 숨긴 오지수 관련 동기를 말하고 치료를 택해야 한다","은석의 무반성·호구 기대","정신병원 선택·오동철 합의·오지수 관계","E03","high"
19,"19화","졸부집 망나니(개정판) 19화",3742,4006,"겁먹은 은석이 교도소와 정신병원 사이에서 매형의 처분을 기다린다","채찍 뒤에 오지수·빵집이라는 재생 보상을 제시하는 교정","은석에게 치료 후 살고 싶은 삶을 말하게 하고 피해자에게 진심으로 사과한다","오지수를 좋아해 오동철과 싸웠음을 밝혀내고 1년 치료 뒤 빵집 지원을 약속한 뒤 맞은 모습을 촬영한다","은석의 천성과 재범 위험은 남고 오동철은 전치 8주로 합의를 거부한다","백범이 직접 오동철을 1인실로 옮겨 최소한의 도리를 하겠다며 고개 숙인다","은석에게 치료·사랑·직업이라는 구체적 미래를 주고 피해자와 대화할 문을 연다","관계·미래 자원","공포에 눌린 은석은 누나에게 기대는 거머리에서 오지수와 빵집을 꿈꾸는 치료 대상이 된다","오동철에게 폭행 사진을 보여준 행동이 협박이 아닌 사죄로 받아들여질지 남는다","은석의 숨은 연애 동기와 치료 선택","오동철의 용서·오지수의 반응","E03","high"
20,"20화","졸부집 망나니(개정판) 20화",4007,4190,"오동철은 구치소 안에서 은석을 같은 상처로 만든 백범을 반쯤 미친 사람처럼 본다","돈보다 먼저 무릎과 책임을 내놓아 피해자의 분노를 누그러뜨리는 결산","은혜의 판사 길을 위해 자발적 용서와 합의를 얻는다","은석의 사랑과 삐뚤어진 배경을 설명하되 감경 사유로 삼지 않고 오동철 앞에 무릎 꿇은 뒤 3천만 원을 배상한다","무릎도 계산된 장면이지만 피해자가 거부하면 강제로 끝낼 수 없는 합의다","오동철이 은석보다 은혜를 위해 용서하고 백범을 형님이라 부르며 존경을 보인다","은혜의 결격 사유 하나를 닫고 오동철·오지수와 새 친족 가능성을 얻는다","관계·평판·지위","개망나니의 돈질 기대가 피해자보다 낮게 무릎 꿇는 책임 있는 보호자로 완전히 전환된다","오지수가 은석의 정신병원 치료와 빵집 계획을 듣고 직접 반응한다","오동철 고소·보상 합의","은석·오지수 재결합과 손위 처남 재심","E03","high"
21,"21화","졸부집 망나니(개정판) 21화",4191,4451,"오지수와 오동철이 은석의 치료 약속과 미래를 저울질한다","둘째 처남 사건을 관계 회복까지 묶어 닫고 다음 가족·사업 무대로 전환한다","은석을 실제 격리 치료에 넣고 부모에게 이식 검사 사실을 알린 뒤 은철을 찾는다","오지수에게 완치 전 접근 금지와 이후 빵집 지원을 약속하고 은석을 정신병원에 입원시킨다","은석의 개과천선은 아직 검증되지 않았고 막내 은철·임신한 선희는 행방불명이다","부모가 장모에게 신장을 주려 했음이 가족 식탁에서 재확인되고 순천 염전의 은철·선희·훈장 찬 노인이 등장한다","둘째 처남 형사 루프를 닫고 부모·처가의 상호 가족애를 결산한다","가족·관계","은석은 구치소 피의자에서 치료 중인 가족으로 이동하고 백범은 양가를 잇는 실질적 가장이 된다","600억을 예치한 백범이 산업수출은행장에게 달러 환전과 담보대출을 요구한다","은석 고소 취하와 정신병원 입원","은철·선희 수색·수상한 염전 노인·달러 투자","E03","high"
22,"22화","졸부집 망나니(개정판) 22화",4452,4584,"백범이 태양광 수입 명분과 600억 원을 들고 산업수출은행장을 만난다","허황한 졸부 사업이 외환을 확보하는 치밀한 금융 포석으로 바뀐다","600억 전액을 달러로 바꾸고 예금 담보 레버리지를 연다","태양광 패널 수입으로 국가 달러 유출을 줄인다는 논리와 로펌 보증을 내세워 환전을 청한다","은행장은 대규모 외환 반출과 태양광의 낮은 사업성을 의심한다","백범이 준비한 소설책 선물 속 뇌물 포석과 환전 이후 대출 구조를 꺼낸다","국책은행장이 직접 검토할 600억 달러 환전 협상을 연다","재산·평판","유흥에 돈 쓰던 졸부가 은행 앞에서 국가 명분을 설계하는 사업가로 보이기 시작한다","은행장이 달러예금 담보대출과 특약까지 받아들일지가 남는다","로펌 소개를 통한 은행장 면담","600억 환전·예금 담보대출","E04","high"
23,"23화","졸부집 망나니(개정판) 23화",4585,4793,"오동철의 합의 소식을 들은 은혜가 남편의 무릎 사과를 뒤늦게 안다","가족 구제의 감정 보상과 사업 자금 승인을 한 회차에서 함께 지급한다","은혜의 신뢰를 깊게 하고 은행의 외환·대출 승인을 얻는다","오동철의 전화를 통해 사죄 장면이 은혜에게 전달되고 은행장에게 달러예금 담보대출과 환율 특약을 제안한다","은행은 전례 없는 거래의 위험을 부담해야 하고 은혜는 남편이 숨긴 희생에 흔들린다","은행장이 600억 환전과 예금 담보대출 및 특약을 모두 수락한다","은혜의 감동과 공식 달러 자산·추가 원화 대출 통로를 동시에 얻는다","관계·재산","백범의 돈질은 아내에게 보이지 않는 무릎 사과로, 은행에는 우량 외환 고객으로 갱신된다","태양기업이 실제 직원과 투자자를 모아야 한다","오동철 합의의 은혜 목격·은행 승인","달러 투자자 모집과 태양광 사업 실체화","E04","high"
24,"24화","졸부집 망나니(개정판) 24화",4794,4971,"태양기업은 직원 열 명뿐인 태양광 수입 간판 회사로 출발한다","가짜 명분을 진짜 사업과 고수익 외환 상품으로 만드는 확장","전화 영업으로 달러 투자금을 모으면서 태양광 유통도 실제로 운영한다","은행 고객 정보를 활용해 원화 25퍼센트·달러 40퍼센트 수익을 제시하고 태양광 패널 수입을 준비한다","다단계·사기처럼 보일 위험과 고율 수익 약속의 자금 부담이 크다","백범이 원금 보존 구조와 9월 중단 원칙을 내부에 못 박는다","열 명의 직원과 초기 투자 문의가 생기며 태양기업이 껍데기에서 조직으로 바뀐다","조직·재산·평판","망나니의 한탕 사업이 통제 규칙을 둔 외환 투자 회사로 첫 실체를 얻는다","사법연수원에서 은혜가 남편 소문으로 공개 공격받는다","은행 거래 구조 확정","투자자 유치·은혜 평판 방어","E04","high"
25,"25화","졸부집 망나니(개정판) 25화",4972,5185,"강소연이 사법연수원 동료들 앞에서 은혜의 망나니 남편을 조롱한다","아내가 남편의 실제 행동과 공적 인맥으로 소문을 스스로 뒤집는다","은혜가 피해자로 숨지 않고 결혼 선택과 남편의 변화를 방어하게 한다","은혜는 강동우 대법관의 주례와 백범의 가족 책임을 근거로 강소연에게 정면 대응한다","졸부와 결혼한 계산적인 여자라는 집단 시선이 판사 지망생 평판을 위협한다","연수원생들이 대법관 주례와 은혜의 확신을 목격하고 강소연 쪽을 불편하게 본다","은혜가 남편을 부끄러워하지 않는 공개적 지지자이자 장구현 인맥의 중심이 된다","평판·관계","백범 평판은 당사자의 해명이 아니라 아내의 자발적 증언으로 첫 사회적 반전을 얻는다","백범이 야당 권 의원에게 10억 무기명채권을 건넨다","은혜의 수동적 소문 피해","정치권 진입과 자금의 명분","E04","high"
26,"26화","졸부집 망나니(개정판) 26화",5186,5396,"백범이 야당 권 의원과 독대해 독립군 후손·태양광 사업가 간판을 내민다","뇌물처럼 보이는 10억이 대북 태양광과 독립유공자 지원의 정치 자원으로 포장된다","정권교체 뒤 손위 처남 재심을 도울 야당 연결을 만든다","권 의원에게 10억 무기명채권을 건네고 태양광 대북사업과 야당 지원 의사를 밝힌다","정치자금은 훗날 약점이 될 수 있고 권 의원은 졸부의 속셈을 경계한다","권 의원이 돈보다 백범의 조부와 사업 명분에 관심을 보이며 김대준 측 연결을 연다","야당 핵심 인맥과 향후 재심·대북사업의 정치적 발판을 얻는다","지위·관계·평판","유흥비를 뿌리던 돈은 정치권에서 독립군 후손의 명분 자본으로 전환된다","권 의원이 백범에게 직접 정치 입문을 제안한다","야당 접촉과 후원금 전달","정치 입문 여부·동교동 식사","E04","high"
27,"27화","졸부집 망나니(개정판) 27화",5397,5605,"권 의원이 젊고 돈 많은 독립군 후손에게 정치 입문을 권한다","권력을 탐할 것이라는 기대를 거절하고 사업가 정체성을 고르는 장면","정치인이 아닌 민족자본 사업가로 남되 김대준과의 신뢰는 확보한다","백범은 보좌관·출마 제안을 거절하고 야당만이 아니라 여당도 만나겠다고 솔직히 밝힌다","양쪽 모두에 돈을 건네면 철새·브로커로 오해받고 야당 신뢰를 잃을 수 있다","권 의원은 욕심 없는 태도를 오히려 높이 평가하고 동교동 식사 자리를 약속한다","정치적 종속 없이 양당과 거래할 자율성과 김대준 접견권을 얻는다","지위·평판·관계","돈과 배지를 탐할 망나니라는 예상이 정치를 거절하는 사업가의 독립성으로 뒤집힌다","같은 방식으로 여당도 만나며 위험한 양면 후원이 시작된다","정치 입문 제안","양당 후원과 김대준 대면","E04","high"
28,"28화","졸부집 망나니(개정판) 28화",5606,5864,"선희의 금은방 집안은 은철의 누나와 졸부 매형 소문을 계산하기 시작한다","돈을 둘러싼 친족 기대와 정치 후원을 병치해 백범의 자원 영향력을 넓힌다","여당에도 같은 금액을 건네 정치적 안전판을 만들고 은철 소재를 찾는다","여당 의원에게 10억 채권과 태양광 보증·보조를 제안하고 김 비서에게 은철 수색을 지시한다","양당 후원은 어느 쪽에도 완전히 믿음받지 못할 위험이 있고 선희 가족도 돈부터 본다","여당 의원 역시 국책사업과 자금에 끌려 백범을 받아들인다","양당 접촉을 완성하고 막내 처남을 찾을 조사망을 가동한다","관계·지위·재산","가족과 정치권 모두 백범을 돈줄로 보지만 그는 각 관계에 서로 다른 목적을 배치한다","박종수가 백범에게 조부 이름을 팔며 돈을 요구한다","양당 후원 접촉","은철 수색·박종수 갈등","E04","high"
29,"29화","졸부집 망나니(개정판) 29화",5865,6082,"김대준은 백선우의 손자를 기억하고 백범을 정치적 인재로 가늠한다","가문의 명예가 백범의 불량 평판보다 먼저 정치권에 작동한다","김대준 쪽 신뢰를 굳히면서 조부를 팔아먹는 박종수를 선별한다","김대준·권 의원이 백범의 배경과 행보를 논하고 백범은 룸살롱에서 박종수의 금전 요구를 듣는다","박종수는 외조부 후광과 과거 친분을 내세워 백범을 다시 유흥·착취 관계로 끌어당긴다","백범은 자신을 이용하는 자와 가족 명예를 지키는 자를 명확히 구분한다","김대준에게는 보좌관감으로 평가되고 박종수에게는 더 이상 호구가 아닌 응징자로 선다","평판·관계","같은 조부 이름이 정치권에서는 신뢰가 되고 박종수에게는 갈취 수단이 되는 대비가 선명해진다","박종수가 맥주를 끼얹으며 백범의 옛 망나니 반응을 자극한다","김대준의 관심 확보","박종수 공개 응징","E04","high"
30,"30화","졸부집 망나니(개정판) 30화",6083,6332,"박종수가 돈을 내놓으라며 백범 얼굴에 맥주를 붓는다","망나니의 폭력을 가족 명예를 지키는 제한된 응징으로 되돌린다","조부 이름을 파는 갈취를 끊고 은혜에게 돌아간다","백범은 맥주병으로 박종수 머리를 깨고 돈과 조부 이름을 다시 이용하면 끝장내겠다고 경고한다","공개 폭행은 달라진 평판과 법조인 아내에게 치명적일 수 있다","박종수 일행이 과거와 다른 차가운 통제를 목격하고 물러서며 백범은 집에서 은혜에게 안긴다","착취 관계를 끊고 아내의 품을 귀환점으로 확인한다","평판·관계·감정","난폭함 자체는 남지만 목적과 귀환지가 유흥에서 가족 보호로 바뀐다","은혜가 오동철에게 들은 무릎 사과를 직접 묻는다","박종수 갈취와 정치권 진입 1차전","부부 신뢰·은철 추적","E04","high"
